Date,qPCR_Plate,qPCR_Well ,Ct1,Ct2,Colony,Code,Sample_Plate,Sample_position,MbruDNA
02/11/22,6,B9,27.78,28.18,R7BP,30-B5,30,B5,0.143077057520571
02/11/22,6,B8,31.03,31.61,R7BP,30-B4,30,B4,0.014972006259074
02/11/22,6,B7,24.97,25.23,R7BP,30-B3,30,B3,1.0019591138899
02/11/22,6,B6,28.46,28.69,R7BP,30-B2,30,B2,0.095705632990639
02/11/22,6,B5,37.61,37.31,R7BP,30-B1,30,B1,0.000236151114749
02/11/22,6,A11,37.71,37.7,R7BP,30-A7,30,A7,0.000200116316355
02/11/22,6,A10,22.2,22.53,R7BP,30-A6,30,A6,6.361689963838
02/11/22,6,A9,31.59,32.39,R7BP,30-A5,30,A5,0.009519957290319
02/11/22,6,A8,23.09,23.44,R7BP,30-A4,30,A4,3.46276086007541
02/11/22,6,A7,30.55,30.55,R7BP,30-A3,30,A3,0.025192716530791
02/11/22,6,A5,35.24,36.24,R7BP,30-A1,30,A1,0.000755109614507
02/11/22,5,H9,33.7,34.35,R7BP,29-H9,29,H9,0.002536924251051
02/11/22,5,H8,31.8,31.67,R7BP,29-H8,29,H8,0.01206314366369
02/11/22,5,H7,34.22,33.89,R7BP,29-H7,29,H7,0.002485630103356
02/11/22,5,H6,32.69,32.41,R7BP,29-H6,29,H6,0.006925721124705
02/11/22,5,H5,36.36,36.38,R7BP,29-H5,29,H5,0.000513914652183
02/11/22,5,H4,34.57,35.07,R7BP,29-H4,29,H4,0.001476474667531
02/11/22,5,H3,34.28,35.21,R7BP,29-H3,29,H3,0.001553829992223
02/11/22,5,H2,34.72,35.16,R7BP,29-H2,29,H2,0.00136063613336
02/11/22,5,H11,28.85,28.58,R7BP,29-H11,29,H11,0.094291924546362
02/11/22,5,H10,34.56,34.01,R7BP,29-H10,29,H10,0.002125325730065
02/11/22,5,H1,33.98,34.51,R7BP,29-H1,29,H1,0.00218400435482
02/11/22,5,G9,30.64,30.79,R7BP,29-G9,29,G9,0.024158752243929
02/11/22,5,G8,28.35,28.45,R7BP,29-G8,29,G8,0.11684765472619
02/11/22,5,G7,36.8,35.31,R7BP,29-G7,29,G7,0.000636849042226
02/11/22,5,G6,29.03,28.9,R7BP,29-G6,29,G6,0.079533391090587
02/11/22,5,G5,36.34,36.1,R7BP,29-G5,29,G5,0.00056917524086
02/11/22,5,G4,32.8,33.13,R7BP,29-G4,29,G4,0.005220949590316
02/11/22,5,G3,36.59,35.76,R7BP,29-G3,29,G3,0.000586884311262
02/11/22,5,G2,32.77,33.4,R7BP,29-G2,29,G2,0.004811333928891
02/11/22,5,G11,31.05,30.47,R7BP,29-G11,29,G11,0.023429768633186
02/11/22,5,G10,34.95,36.24,R7BP,29-G10,29,G10,0.000871080917723
02/11/22,5,G1,28.96,29.45,R7BP,29-G1,29,G1,0.067543179409584
02/11/22,5,F9,31.26,31.52,R7BP,29-F9,29,F9,0.015257275909629
02/11/22,5,F8,23.47,23.47,R7BP,29-F8,29,F8,3.35290308180219
02/11/22,5,F7,34.69,34.73,R7BP,29-F7,29,F7,0.001591303434081
02/11/22,5,F6,33.46,35.1,R7BP,29-F6,29,F6,0.002132573459583
02/11/22,5,F5,37.11,38.88,R7BP,29-F5,29,F5,0.000169972436528
02/11/22,5,F4,25.8,26.21,R7BP,29-F4,29,F4,0.5967899486733
02/11/22,5,F3,33.53,34.3,R7BP,29-F3,29,F3,0.002734226574611
02/11/22,5,F2,27.87,28.27,R7BP,29-F2,29,F2,0.146285405534191
02/11/22,5,F11,28.58,28.42,R7BP,29-F11,29,F11,0.109156600039484
02/11/22,5,F10,27.62,27.76,R7BP,29-F10,29,F10,0.189481581111015
02/11/22,5,F1,34.14,34.75,R7BP,29-F1,29,F1,0.001905958762639
02/11/22,5,E9,28.8,28.64,R7BP,29-E9,29,E9,0.093971465543295
02/11/22,5,E8,30.04,30.24,R7BP,29-E8,29,E8,0.03573567584198
02/11/22,5,E7,33.33,34.07,R7BP,29-E7,29,E7,0.003165264449295
02/11/22,5,E6,36.2,36.45,R7BP,29-E6,29,E6,0.000529904368711
02/11/22,5,E5,37,35.68,R7BP,29-E5,29,E5,0.000524519936548
02/11/22,5,E4,26.39,26.69,R7BP,29-E4,29,E4,0.414593033241022
02/11/22,5,E3,28.33,29.25,R7BP,29-E3,29,E3,0.089597728607514
02/11/22,5,E2,30.75,31.38,R7BP,29-E2,29,E2,0.019036166732141
02/11/22,13,E4,33.9,33.8,R7BP,29-E12,29,E12,0.002989131353732
02/11/22,5,E11,33.94,34.72,R7BP,29-E11,29,E11,0.002061194618944
02/11/22,5,E10,33.39,34.61,R7BP,29-E10,29,E10,0.002580477044436
02/11/22,5,E1,35.99,37.05,R7BP,29-E1,29,E1,0.000464019252365
02/11/22,5,D9,32.85,32.01,R7BP,29-D9,29,D9,0.007515346347413
02/11/22,5,D8,33.42,32.91,R7BP,29-D8,29,D8,0.004556270503305
02/11/22,5,D7,30.04,29.9,R7BP,29-D7,29,D7,0.040120930796612
02/11/22,5,D6,35.18,34.72,R7BP,29-D6,29,D6,0.001351403377492
02/11/22,5,D5,35.32,34.72,R7BP,29-D5,29,D5,0.001288504679115
02/11/22,5,D4,35.76,35.71,R7BP,29-D4,29,D4,0.000791882052371
02/11/22,5,D3,36.06,37.77,R7BP,29-D3,29,D3,0.000354596545203
02/11/22,5,D2,32.19,32.94,R7BP,29-D2,29,D2,0.006855347906858
02/11/22,13,D4,34.3,35.26,R7BP,29-D12,29,D12,0.001591644232945
02/11/22,5,D11,29.58,29.38,R7BP,29-D11,29,D11,0.056009797176754
02/11/22,5,D10,31.89,31.32,R7BP,29-D10,29,D10,0.013179577857256
02/11/22,5,D1,33.35,33.45,R7BP,29-D1,29,D1,0.003882576307187
02/11/22,5,C9,29.31,29.06,R7BP,29-C9,29,C9,0.068469238852319
02/11/22,5,C8,25.93,25.88,R7BP,29-C8,29,C8,0.638839115925328
02/11/22,5,C7,34.89,35.36,R7BP,29-C7,29,C7,0.001199602880717
02/11/22,5,C6,37.16,37.97,R7BP,29-C6,29,C6,0.000227787296399
02/11/22,5,C5,32.22,31.93,R7BP,29-C5,29,C5,0.009570232749227
02/11/22,5,C3,35.2,34.93,R7BP,29-C3,29,C3,0.001249624409805
02/11/22,5,C2,22.37,22.79,R7BP,29-C2,29,C2,6.14602043619847
02/11/22,13,C4,35.15,34.29,R7BP,29-C12,29,C12,0.001657692604692
02/11/22,13,C10,34.63,34.85,R7BP,29-C12,29,C12,0.001635377431062
02/11/22,5,C11,37.93,36.58,R7BP,29-C11,29,C11,0.000281317338521
02/11/22,5,C10,34.48,33.82,R7BP,29-C10,29,C10,0.002329941409178
02/11/22,5,C1,37.57,38.36,R7BP,29-C1,29,C1,0.000173480034562
02/11/22,5,B9,23.15,22.74,R7BP,29-B9,29,B9,4.79361885587572
02/11/22,5,B8,28.3,27.97,R7BP,29-B8,29,B8,0.139952448193976
02/11/22,5,B7,33.7,33.73,R7BP,29-B7,29,B7,0.003133101755963
02/11/22,5,B6,28.03,28,R7BP,29-B6,29,B6,0.151867379787249
02/11/22,5,B5,34.1,34.4,R7BP,29-B5,29,B5,0.002176581833098
02/11/22,5,B4,36.74,38.34,R7BP,29-B4,29,B4,0.000231697847947
02/11/22,5,B3,32.43,32.65,R7BP,29-B3,29,B3,0.006973037487397
02/11/22,5,B2,32.11,32.52,R7BP,29-B2,29,B2,0.008127453623048
02/11/22,13,B4,34.48,35.48,R7BP,29-B12,29,B12,0.001389907825157
02/11/22,13,B10,34.88,35.07,R7BP,29-B12,29,B12,0.001394625173129
02/11/22,5,B11,36.63,34.27,R7BP,29-B11,29,B11,0.000961468366537
02/11/22,5,B10,31.08,30.64,R7BP,29-B10,29,B10,0.021887592777992
02/11/22,5,B1,35.29,34.45,R7BP,29-B1,29,B1,0.001427055947848
02/11/22,5,A9,30.58,30.15,R7BP,29-A9,29,A9,0.03065981288124
02/11/22,5,A8,34.73,34.79,R7BP,29-A8,29,A8,0.001538041309056
02/11/22,5,A7,33.21,33.18,R7BP,29-A7,29,A7,0.004464147133031
02/11/22,5,A6,36.91,36.39,R7BP,29-A6,29,A6,0.00042471245776
02/11/22,5,A5,25.82,25.57,R7BP,29-A5,29,A5,0.73703565857535
02/11/22,5,A4,34.72,34.73,R7BP,29-A4,29,A4,0.001575133978048
02/11/22,5,A3,32.13,32.35,R7BP,29-A3,29,A3,0.008553266424147
02/11/22,5,A2,27.61,27.84,R7BP,29-A2,29,A2,0.185019498731923
02/11/22,13,A4,35.69,34.64,R7BP,29-A12,29,A12,0.001226141240776
02/11/22,13,A10,37.59,33.96,R7BP,29-A12,29,A12,0.000810993736382
02/11/22,5,A11,36.69,38.5,R7BP,29-A11,29,A11,0.000223181658206
02/11/22,5,A10,32.12,31.18,R7BP,29-A10,29,A10,0.012781887771384
02/11/22,5,A1,34.13,34.49,R7BP,29-A1,29,A1,0.002089454892696
02/11/22,6,H1,30.44,30.69,R7BP,28-H9,28,H9,0.024938624723152
02/11/22,6,H4,32.84,33.41,R7BP,28-H12,28,H12,0.004420918411186
02/11/22,6,H3,33.67,35.12,R7BP,28-H11,28,H11,0.001873990996458
02/11/22,6,H2,34.18,36.62,R7BP,28-H10,28,H10,0.000950167124756
02/11/22,6,G1,36.87,35.08,R7BP,28-G9,28,G9,0.000644224889962
02/11/22,6,G4,28.64,28.98,R7BP,28-G12,28,G12,0.081651656524646
02/11/22,6,G3,34.09,34.34,R7BP,28-G11,28,G11,0.002116398767765
02/11/22,6,G2,37.96,38.34,R7BP,28-G10,28,G10,0.000148140907234
02/11/22,6,F1,36,38.14,R7BP,28-F9,28,F9,0.000307365415882
02/11/22,6,F4,27.93,28.32,R7BP,28-F12,28,F12,0.129721660734192
02/11/22,6,F3,33.65,34.53,R7BP,28-F11,28,F11,0.002302952603773
02/11/22,6,F2,35.93,34.58,R7BP,28-F10,28,F10,0.001047990872098
02/11/22,6,E1,34.85,35.11,R7BP,28-E9,28,E9,0.001262030933551
02/11/22,6,E4,34.83,34.07,R7BP,28-E12,28,E12,0.001805614359937
02/11/22,6,E3,34.69,34.55,R7BP,28-E11,28,E11,0.001609644611248
02/11/22,6,E2,  No Ct ,  No Ct ,R7BP,28-E10,28,E10,0
02/11/22,6,D1,37,35.76,R7BP,28-D9,28,D9,0.000489970575656
02/11/22,6,D4,27.46,27.87,R7BP,28-D12,28,D12,0.177020066678928
02/11/22,6,D3,31.13,31.32,R7BP,28-D11,28,D11,0.015964763891892
02/11/22,6,D2,35.34,34.85,R7BP,28-D10,28,D10,0.001167662949348
02/11/22,6,C1,34.55,36.39,R7BP,28-C9,28,C9,0.000906264566285
02/11/22,6,C4,31.76,31.61,R7BP,28-C12,28,C12,0.011699101260885
02/11/22,6,C3,27.62,27.8,R7BP,28-C11,28,C11,0.171717675140408
02/11/22,6,C2,34.91,36.24,R7BP,28-C10,28,C10,0.000844184745216
02/11/22,6,B1,  No Ct ,39.17,R7BP,28-B9,28,B9,7.43541134932666E-05
02/11/22,6,B4,22.51,23.03,R7BP,28-B12,28,B12,4.83843599074385
02/11/22,6,B3,33.47,34.01,R7BP,28-B11,28,B11,0.002917494191014
02/11/22,6,B2,36.73,35.55,R7BP,28-B10,28,B10,0.000576248754875
02/11/22,6,A1,  No Ct ,36.51,R7BP,28-A9,28,A9,0.000448760889317
02/11/22,6,A4,32.48,33.37,R7BP,28-A12,28,A12,0.005060722222331
02/11/22,6,A3,35.86,35.94,R7BP,28-A11,28,A11,0.000677719528464
02/11/22,6,A2,  No Ct ,36.72,R7BP,28-A10,28,A10,0.000389385701593
02/11/22,11,H9,37.18,36.08,R7SP,30-H9,30,H9,0.000509601854761
02/11/22,11,C12,35.17,35.69,R7SP,30-H8,30,H8,0.001093430037055
02/11/22,11,H11,32.5,33.21,R7SP,30-H11,30,H11,0.005626826187279
02/11/22,11,H10,27.26,28.05,R7SP,30-H10,30,H10,0.153823787325563
02/11/22,11,G9,36.71,35.87,R7SP,30-G9,30,G9,0.000632663821062
02/11/22,11,B12,36.31,36.39,R7SP,30-G8,30,G8,0.000608968740416
02/11/22,11,G11,29.07,29.39,R7SP,30-G11,30,G11,0.05647431865541
02/11/22,11,G10,35.19,35.16,R7SP,30-G10,30,G10,0.001286019340468
02/11/22,11,F9,34.44,34.51,R7SP,30-F9,30,F9,0.002007508995515
02/11/22,11,A12,35.52,35.42,R7SP,30-F8,30,F8,0.001065955316509
02/11/22,11,F11,34.93,35.4,R7SP,30-F11,30,F11,0.001294227131787
02/11/22,11,F10,37.37,35.34,R7SP,30-F10,30,F10,0.000607034675659
02/11/22,11,E9,26.88,27.19,R7SP,30-E9,30,E9,0.228207282808886
02/11/22,11,E10,32.5,33.92,R7SP,30-E10,30,E10,0.004489283167841
02/11/22,11,D9,35.55,35.65,R7SP,30-D9,30,D9,0.000981341126859
02/11/22,11,D11,33.01,33.53,R7SP,30-D11,30,D11,0.004321146594884
02/11/22,11,D10,33.38,33.62,R7SP,30-D10,30,D10,0.003732931322819
02/11/22,11,C9,28.77,29.48,R7SP,30-C9,30,C9,0.060375744621504
02/11/22,11,C11,33.18,33.29,R7SP,30-C11,30,C11,0.004418445474667
02/11/22,11,C10,22.08,22.92,R7SP,30-C10,30,C10,4.08648585512725
02/11/22,11,B9,34.6,35.01,R7SP,30-B9,30,B9,0.001627340751201
02/11/22,11,B11,35.35,34.89,R7SP,30-B11,30,B11,0.00133181530063
02/11/22,11,B10,31.98,32.88,R7SP,30-B10,30,B10,0.0073737939889
02/11/22,11,A9,35.63,35.15,R7SP,30-A9,30,A9,0.001121612911364
02/11/22,11,D12,34.36,36.43,R7SP,30-A12,30,A12,0.001118050705526
02/11/22,11,A11,31.96,32.5,R7SP,30-A11,30,A11,0.008374347918179
02/11/22,11,A10,32.04,32.81,R7SP,30-A10,30,A10,0.007397287531604
02/11/22,12,F11,37.51,37.54,R7SS,28-B8,28,B8,0.000288364968655
02/11/22,10,H10,35.5,37.55,R8BP,35-H2,35,H2,0.00044832194732
02/11/22,10,H9,32.13,32.73,R8BP,35-H1,35,H1,0.007334119804825
02/11/22,10,G10,30.75,31.28,R8BP,35-G2,35,G2,0.019264334029831
02/11/22,10,G9,34.84,35.88,R8BP,35-G1,35,G1,0.000992878256536
02/11/22,10,F10,33.58,33.45,R8BP,35-F2,35,F2,0.003497470016405
02/11/22,10,F9,30.49,30.64,R8BP,35-F1,35,F1,0.026189909638067
02/11/22,10,H8,32.34,32.83,R8BP,35-E3,35,E3,0.006597904117924
02/11/22,10,E10,34.62,35.28,R8BP,35-E2,35,E2,0.001313469522647
02/11/22,10,E9,31.95,32.23,R8BP,35-E1,35,E1,0.009249622319661
02/11/22,10,D11,26.82,26.99,R8BP,35-D3,35,D3,0.318388959741446
02/11/22,10,D10,31.31,31.53,R8BP,35-D2,35,D2,0.014612078611285
02/11/22,10,D9,29.66,29.53,R8BP,35-D1,35,D1,0.050774072639556
02/11/22,10,C11,33.46,33.42,R8BP,35-C3,35,C3,0.003681154115198
02/11/22,10,C10,32.81,32.31,R8BP,35-C2,35,C2,0.006711444451181
02/11/22,10,C9,32.61,33.53,R8BP,35-C1,35,C1,0.004738621275515
02/11/22,10,B11,33.06,32.21,R8BP,35-B3,35,B3,0.006376553385218
02/11/22,10,B10,26.24,26.29,R8BP,35-B2,35,B2,0.492781051598882
02/11/22,10,B9,35.33,35.91,R8BP,35-B1,35,B1,0.000831442078575
02/11/22,10,A11,32.79,32.49,R8BP,35-A3,35,A3,0.006354830920372
02/11/22,10,A10,22.84,22.72,R8BP,35-A2,35,A2,5.31628187936891
02/11/22,10,A9,27.53,27.82,R8BP,35-A1,35,A1,0.188247839261269
02/11/22,9,H9,23.26,23.69,R8BP,34-H9,34,H9,3.40222083622496
02/11/22,9,H8,32.68,33.16,R8BP,34-H8,34,H8,0.005386665405021
02/11/22,9,H7,33.7,34.16,R8BP,34-H7,34,H7,0.002703055731138
02/11/22,9,H6,34.48,35.81,R8BP,34-H6,34,H6,0.001179254385479
02/11/22,9,H5,34.26,33.78,R8BP,34-H5,34,H5,0.002541967537243
02/11/22,9,H4,31.95,31.98,R8BP,34-H4,34,H4,0.010338975352611
02/11/22,9,H3,31.31,31.52,R8BP,34-H3,34,H3,0.015050554475135
02/11/22,9,H2,32.87,32.53,R8BP,34-H2,34,H2,0.006259649266485
02/11/22,9,H11,32.57,32.96,R8BP,34-H11,34,H11,0.005987940827249
02/11/22,9,H10,32.34,32.73,R8BP,34-H10,34,H10,0.007006038184633
02/11/22,9,H1,33.92,34.63,R8BP,34-H1,34,H1,0.002135809431617
02/11/22,9,G9,32.21,33,R8BP,34-G9,34,G9,0.006679093143898
02/11/22,9,G8,30.55,31.16,R8BP,34-G8,34,G8,0.022059339262891
02/11/22,9,G7,33.97,33.77,R8BP,34-G7,34,G7,0.002816080076474
02/11/22,9,G6,31.81,31.58,R8BP,34-G6,34,G6,0.012431756641907
02/11/22,9,G5,32.9,33.63,R8BP,34-G5,34,G5,0.004256253633424
02/11/22,9,G4,28.77,28.94,R8BP,34-G4,34,G4,0.086415669706023
02/11/22,9,G3,29.25,29,R8BP,34-G3,34,G3,0.071868321179824
02/11/22,9,G2,23.97,24.03,R8BP,34-G2,34,G2,2.37738763733978
02/11/22,9,G11,35.37,35.81,R8BP,34-G11,34,G11,0.000870292017298
02/11/22,9,G10,30.57,31.26,R8BP,34-G10,34,G10,0.021173980071741
02/11/22,9,G1,36.49,35.03,R8BP,34-G1,34,G1,0.000774925585307
02/11/22,9,F9,31.09,32,R8BP,34-F9,34,F9,0.013772332526643
02/11/22,9,F8,28.06,28.79,R8BP,34-F8,34,F8,0.115901084572894
02/11/22,9,F7,33.42,33.57,R8BP,34-F7,34,F7,0.003637747073462
02/11/22,9,F5,27.47,27.83,R8BP,34-F5,34,F5,0.196731996800658
02/11/22,9,F4,32.58,32.22,R8BP,34-F4,34,F4,0.007682454556793
02/11/22,9,F3,32.26,32.06,R8BP,34-F3,34,F3,0.009050237994164
02/11/22,9,F2,30.16,30.2,R8BP,34-F2,34,F2,0.034972767444097
02/11/22,9,F11,29.86,29.98,R8BP,34-F11,34,F11,0.041765722633417
02/11/22,9,F10,30.34,30.56,R8BP,34-F10,34,F10,0.029085397263831
02/11/22,9,F1,36.54,36.33,R8BP,34-F1,34,F1,0.000488790211329
02/11/22,9,E9,36.45,35.8,R8BP,34-E9,34,E9,0.000604000780745
02/11/22,9,E8,29.12,29.31,R8BP,34-E8,34,E8,0.06758533954398
02/11/22,9,E6,34.51,32.86,R8BP,34-E6,34,E6,0.003195195971729
02/11/22,9,E5,35.03,35.2,R8BP,34-E5,34,E5,0.001203656318574
02/11/22,9,E4,34.37,34.4,R8BP,34-E4,34,E4,0.001981287501967
02/11/22,9,E3,36.19,35.18,R8BP,34-E3,34,E3,0.000815638091929
02/11/22,9,E2,33.63,32.9,R8BP,34-E2,34,E2,0.004256253633424
02/11/22,13,E5,24.45,24.6,R8BP,34-E12,34,E12,1.65917616421695
02/11/22,9,E11,30.88,31.09,R8BP,34-E11,34,E11,0.020185871301186
02/11/22,9,E10,33.25,34.4,R8BP,34-E10,34,E10,0.002903939071176
02/11/22,9,E1,35.32,35.79,R8BP,34-E1,34,E1,0.000891338160099
02/11/22,9,D9,34.47,35.5,R8BP,34-D9,34,D9,0.001315368689871
02/11/22,9,D8,32.18,32.59,R8BP,34-D8,34,D8,0.007761532851107
02/11/22,9,D7,35.37,36.51,R8BP,34-D7,34,D7,0.000685314624992
02/11/22,9,D6,35.74,34.94,R8BP,34-D6,34,D6,0.001032262142065
02/11/22,9,D5,34.88,35.23,R8BP,34-D5,34,D5,0.001253985457499
02/11/22,9,D4,28.46,28.53,R8BP,34-D4,34,D4,0.110492423669499
02/11/22,9,D3,32.66,32.96,R8BP,34-D3,34,D3,0.005806775021588
02/11/22,9,D2,31.47,31.34,R8BP,34-D2,34,D2,0.015153658644983
02/11/22,13,D5,28.53,28.97,R8BP,34-D12,34,D12,0.094727265353746
02/11/22,9,D11,21.95,22.53,R8BP,34-D11,34,D11,7.90569399255921
02/11/22,9,D10,29.04,29.14,R8BP,34-D10,34,D10,0.073606302133799
02/11/22,9,D1,31.99,32.42,R8BP,34-D1,34,D1,0.008776422052266
02/11/22,9,C9,21.97,22.28,R8BP,34-C9,34,C9,8.55140548467373
02/11/22,9,C8,34.05,34.84,R8BP,34-C8,34,C8,0.001901767844589
02/11/22,9,C7,32.65,33.21,R8BP,34-C7,34,C7,0.005350015004095
02/11/22,9,C6,32.64,32.92,R8BP,34-C6,34,C6,0.005926932756272
02/11/22,9,C5,32.89,32.54,R8BP,34-C5,34,C5,0.006195872896985
02/11/22,9,C4,33,33.13,R8BP,34-C4,34,C4,0.004878962723432
02/11/22,9,C3,28.82,29.12,R8BP,34-C3,34,C3,0.079890474388369
02/11/22,9,C2,30.8,30.95,R8BP,34-C2,34,C2,0.021760180825686
02/11/22,13,C5,30.69,30.44,R8BP,34-C12,34,C12,0.027689843425589
02/11/22,13,C11,30.82,30.54,R8BP,34-C12,34,C12,0.025613917124398
02/11/22,9,C11,27.21,27.59,R8BP,34-C11,34,C11,0.233345806228101
02/11/22,9,C10,32.36,33.18,R8BP,34-C10,34,C10,0.005967535345538
02/11/22,9,C1,31.22,30.92,R8BP,34-C1,34,C1,0.019047807790619
02/11/22,9,B9,25.23,25.57,R8BP,34-B9,34,B9,0.914113241470251
02/11/22,9,B8,34.29,36.22,R8BP,34-B8,34,B8,0.001093937474478
02/11/22,9,B7,31.87,32.85,R8BP,34-B7,34,B7,0.007895142990336
02/11/22,9,B6,34.31,33.85,R8BP,34-B6,34,B6,0.002439944793231
02/11/22,9,B5,32.44,32.74,R8BP,34-B5,34,B5,0.006747843474861
02/11/22,9,B4,32.34,32.19,R8BP,34-B4,34,B4,0.008424177325587
02/11/22,9,B3,23.69,23.81,R8BP,34-B3,34,B3,2.81984346203676
02/11/22,9,B2,30.47,30.41,R8BP,34-B2,34,B2,0.029284647447242
02/11/22,13,B5,33.59,31.71,R8BP,34-B12,34,B12,0.00674070001612
02/11/22,13,B11,33.14,31.75,R8BP,34-B12,34,B12,0.007745268896807
02/11/22,9,B11,31.97,31.91,R8BP,34-B11,34,B11,0.010516954620734
02/11/22,9,B10,32.58,32.73,R8BP,34-B10,34,B10,0.006454944313788
02/11/22,9,B1,30.26,30.3,R8BP,34-B1,34,B1,0.03266479974155
02/11/22,9,A9,22.48,22.56,R8BP,34-A9,34,A9,6.53010252633909
02/11/22,9,A8,26.75,26.99,R8BP,34-A8,34,A8,0.335077294361505
02/11/22,9,A7,27.78,27.63,R8BP,34-A7,34,A7,0.189481799259874
02/11/22,9,A6,33.75,33.86,R8BP,34-A6,34,A6,0.002943862354959
02/11/22,9,A5,32.16,32.51,R8BP,34-A5,34,A5,0.008031053148086
02/11/22,9,A4,37.09,35.86,R8BP,34-A4,34,A4,0.000475622618987
02/11/22,9,A3,35.44,33.8,R8BP,34-A3,34,A3,0.001687601877991
02/11/22,9,A2,36.12,35.59,R8BP,34-A2,34,A2,0.000726260626576
02/11/22,13,A5,34.89,29.62,R8BP,34-A12,34,A12,0.00880954543973
02/11/22,13,A11,35.46,29.63,R8BP,34-A12,34,A12,0.007237798696643
02/11/22,9,A11,32.93,33.24,R8BP,34-A11,34,A11,0.004812796513913
02/11/22,9,A10,31.23,31.99,R8BP,34-A10,34,A10,0.013174526033635
02/11/22,9,A1,34.19,34.93,R8BP,34-A1,34,A1,0.001758166496859
02/11/22,10,H4,33.22,33.2,R8BP,33-H9,33,H9,0.004306812848381
02/11/22,10,H3,34.81,34.63,R8BP,33-H8,33,H8,0.001536710292225
02/11/22,10,H2,28.14,28.04,R8BP,33-H7,33,H7,0.141815597799905
02/11/22,10,H1,34.18,36.52,R8BP,33-H6,33,H6,0.00099967769004
02/11/22,10,G8,35.31,35.05,R8BP,33-H5,33,H5,0.001122659355931
02/11/22,10,H7,32.51,33.33,R8BP,33-H12,33,H12,0.005249428200524
02/11/22,10,H6,22.45,22.69,R8BP,33-H11,33,H11,6.13552881391616
02/11/22,10,H5,32.03,32.71,R8BP,33-H10,33,H10,0.007640679800523
02/11/22,10,G4,29.97,29.98,R8BP,33-G9,33,G9,0.03917508974017
02/11/22,10,G3,34.7,35.57,R8BP,33-G8,33,G8,0.001157673254537
02/11/22,10,G2,27.12,27.22,R8BP,33-G7,33,G7,0.265712508842018
02/11/22,10,G1,23.98,23.81,R8BP,33-G6,33,G6,2.48383075356425
02/11/22,10,F8,33.69,33.78,R8BP,33-G5,33,G5,0.003009857952877
02/11/22,10,G7,31.86,31.75,R8BP,33-G12,33,G12,0.011235644771468
02/11/22,10,G6,33.65,33.51,R8BP,33-G11,33,G11,0.003345707731935
02/11/22,10,G5,32.37,32.46,R8BP,33-G10,33,G10,0.007409586971203
02/11/22,10,F4,32.64,32.29,R8BP,33-F9,33,F9,0.007161005379866
02/11/22,10,F3,34.96,35.57,R8BP,33-F8,33,F8,0.001059385440545
02/11/22,10,F2,32.12,31.78,R8BP,33-F7,33,F7,0.010177005283827
02/11/22,10,F1,35.13,37.47,R8BP,33-F6,33,F6,0.000522733098864
02/11/22,10,E8,32.1,32.67,R8BP,33-F5,33,F5,0.007562858937364
02/11/22,10,F7,33.16,32.6,R8BP,33-F12,33,F12,0.005394708713679
02/11/22,10,F6,27.66,27.74,R8BP,33-F11,33,F11,0.185063171257225
02/11/22,10,F5,35.56,36.52,R8BP,33-F10,33,F10,0.000624229084873
02/11/22,10,E4,31,31.13,R8BP,33-E9,33,E9,0.018618041756348
02/11/22,10,E3,27.27,27.05,R8BP,33-E8,33,E8,0.267532162483434
02/11/22,10,E2,35.83,35.83,R8BP,33-E7,33,E7,0.000720423714097
02/11/22,10,E1,29.91,29.6,R8BP,33-E6,33,E6,0.045521650490273
02/11/22,10,D8,35.15,34.59,R8BP,33-E5,33,E5,0.001387177385208
02/11/22,10,E7,32.52,31.63,R8BP,33-E12,33,E12,0.009344799764958
02/11/22,10,E6,21.78,21.54,R8BP,33-E11,33,E11,11.4176309164459
02/11/22,10,E5,32.92,33.08,R8BP,33-E10,33,E10,0.004970499105762
02/11/22,10,D4,27.77,27.67,R8BP,33-D9,33,D9,0.182554271813875
02/11/22,10,D3,34.59,34.83,R8BP,33-D8,33,D8,0.00154723399881
02/11/22,10,D2,33.08,32.79,R8BP,33-D7,33,D7,0.005195962403721
02/11/22,10,D1,35.24,33.72,R8BP,33-D6,33,D6,0.001810205999802
02/11/22,10,C8,33.1,31.56,R8BP,33-D5,33,D5,0.007852139380474
02/11/22,10,D7,33.25,34.07,R8BP,33-D12,33,D12,0.003167933088039
02/11/22,10,D6,34.63,34.4,R8BP,33-D11,33,D11,0.00176747793167
02/11/22,10,D5,33.18,33.48,R8BP,33-D10,33,D10,0.003968149263978
02/11/22,10,C4,31.49,31.54,R8BP,33-C9,33,C9,0.013694746577297
02/11/22,10,C3,21.92,21.77,R8BP,33-C8,33,C8,10.0633366166815
02/11/22,10,C2,35.61,34.37,R8BP,33-C7,33,C7,0.001278097543103
02/11/22,10,C1,34,34.62,R8BP,33-C6,33,C6,0.002032899925734
02/11/22,10,B8,32.83,33.74,R8BP,33-C5,33,C5,0.004091909312162
02/11/22,10,C7,33.31,32.9,R8BP,33-C12,33,C12,0.004626770948681
02/11/22,10,C6,31.86,31.81,R8BP,33-C11,33,C11,0.011007938638183
02/11/22,10,C5,34.03,34.52,R8BP,33-C10,33,C10,0.002082044463823
02/11/22,10,B4,27.44,27.44,R8BP,33-B9,33,B9,0.22099578979916
02/11/22,10,B3,32.03,31.93,R8BP,33-B8,33,B8,0.009970753967704
02/11/22,10,B2,36.29,36.13,R8BP,33-B7,33,B7,0.000555847939382
