Date,qPCR_Plate,qPCR_Well ,Ct1,Ct2,Colony,Code,Sample_Plate,Sample_position,MbruDNA
02/11/22,3,C7,35.17,34.69,R3BP,12-C7,12,C7,0.001047557812274
02/11/22,3,C6,27.16,26.92,R3BP,12-C6,12,C6,0.269019647937794
02/11/22,3,C5,27.99,27.87,R3BP,12-C5,12,C5,0.14387256950664
02/11/22,3,C4,31.73,31.52,R3BP,12-C4,12,C4,0.010703479953215
02/11/22,3,C3,32.58,33.56,R3BP,12-C3,12,C3,0.003874556515222
02/11/22,3,C2,35.03,34.78,R3BP,12-C2,12,C2,0.001066136961493
02/11/22,13,C3,28.82,32.21,R3BP,12-C12,12,C12,0.028644121024548
02/11/22,13,C9,28.68,32.04,R3BP,12-C12,12,C12,0.031816470474698
02/11/22,3,C11,31.14,31.27,R3BP,12-C11,12,C11,0.01438112959739
02/11/22,3,C10,37.53,37.48,R3BP,12-C10,12,C10,0.000171306167871
02/11/22,3,C1,28.14,28.48,R3BP,12-C1,12,C1,0.110135163281959
02/11/22,3,B9,32.12,32.04,R3BP,12-B9,12,B9,0.007772630098334
02/11/22,3,B8,33.11,33.39,R3BP,12-B8,12,B8,0.003413893745911
02/11/22,3,B7,29.65,29.4,R3BP,12-B7,12,B7,0.046866767462776
02/11/22,3,B6,35.16,34.21,R3BP,12-B6,12,B6,0.001244517477375
02/11/22,3,B5,33.52,33.53,R3BP,12-B5,12,B5,0.002813617133825
02/11/22,3,B4,31.23,31.75,R3BP,12-B4,12,B4,0.011769391240642
02/11/22,3,B3,29.16,30.54,R3BP,12-B3,12,B3,0.037291512655141
02/11/22,3,B2,32.93,32.57,R3BP,12-B2,12,B2,0.004852326324749
02/11/22,13,B3,29.75,28.38,R3BP,12-B12,12,B12,0.076519213940851
02/11/22,13,B9,29.77,28.76,R3BP,12-B12,12,B12,0.066820619853239
02/11/22,3,B11,37.11,35.37,R3BP,12-B11,12,B11,0.000416969222656
02/11/22,3,B10,27.65,27.21,R3BP,12-B10,12,B10,0.204492789871515
02/11/22,3,B1,35.25,35.49,R3BP,12-B1,12,B1,0.000768779864528
02/11/22,3,A9,32.68,32.14,R3BP,12-A9,12,A9,0.006162912475392
02/11/22,3,A8,33.36,32.69,R3BP,12-A8,12,A8,0.003999125193212
02/11/22,3,A7,27.41,26.98,R3BP,12-A7,12,A7,0.241238711411683
02/11/22,3,A6,37.64,33.48,R3BP,12-A6,12,A6,0.000672629638517
02/11/22,3,A5,27.28,27.07,R3BP,12-A5,12,A5,0.244655509350369
02/11/22,3,A4,33.91,34.42,R3BP,12-A4,12,A4,0.001793944487738
02/11/22,3,A3,34.06,34.8,R3BP,12-A3,12,A3,0.001488942752036
02/11/22,3,A2,37.62,36.91,R3BP,12-A2,12,A2,0.000202800490004
02/11/22,13,A3,33.78,32.26,R3BP,12-A12,12,A12,0.005245827434009
02/11/22,13,A9,33.46,32.57,R3BP,12-A12,12,A12,0.005263631775391
02/11/22,3,A11,33.99,  No Ct ,R3BP,12-A11,12,A11,0.00202886897003
02/11/22,3,A10,32.75,32.14,R3BP,12-A10,12,A10,0.006013080250869
02/11/22,3,A1,33.3,33.42,R3BP,12-A1,12,A1,0.003159773845712
02/11/22,4,H8,35.38,33.79,R3BP,11-H9,11,H9,0.001532466536921
02/11/22,4,H7,33.22,33.41,R3BP,11-H8,11,H8,0.003635373189372
02/11/22,13,C6,34.84,34.76,R3BP,11-H7,11,H7,0.001570218175235
02/11/22,4,H11,29.63,29.59,R3BP,11-H12,11,H12,0.045186218703862
02/11/22,4,H10,34.75,34.63,R3BP,11-H11,11,H11,0.00142683580834
02/11/22,4,H9,29.65,29.47,R3BP,11-H10,11,H10,0.046749395549995
02/11/22,4,G8,32.39,32.19,R3BP,11-G9,11,G9,0.007300187251202
02/11/22,4,G11,33.53,33.87,R3BP,11-G12,11,G12,0.002797821479329
02/11/22,4,G10,35.29,36.71,R3BP,11-G11,11,G11,0.000585328943833
02/11/22,4,G9,34.41,34.71,R3BP,11-G10,11,G10,0.001558748325708
02/11/22,4,F8,35.98,34.66,R3BP,11-F9,11,F9,0.000929548383584
02/11/22,4,F7,31.85,31.65,R3BP,11-F8,11,F8,0.010540227869419
02/11/22,4,F11,36.93,35.09,R3BP,11-F12,11,F12,0.000581361141605
02/11/22,4,F10,26.42,26.74,R3BP,11-F11,11,F11,0.354868948768519
02/11/22,4,F9,32.19,33.29,R3BP,11-F10,11,F10,0.005375315996129
02/11/22,4,E8,31.87,31.41,R3BP,11-E9,11,E9,0.01135910201713
02/11/22,4,E7,33.22,33.47,R3BP,11-E8,11,E8,0.003561943283905
02/11/22,4,E11,31.57,31.88,R3BP,11-E12,11,E12,0.01072099269264
02/11/22,4,E10,33.21,33.52,R3BP,11-E11,11,E11,0.003513815870185
02/11/22,4,E9,36.11,35.59,R3BP,11-E10,11,E10,0.000648201452692
02/11/22,4,D8,29.29,29.09,R3BP,11-D9,11,D9,0.060127618098355
02/11/22,4,D7,30.35,30.21,R3BP,11-D8,11,D8,0.028647583898969
02/11/22,4,D11,32.65,33.07,R3BP,11-D12,11,D12,0.004953999974336
02/11/22,4,D10,33.1,33.36,R3BP,11-D11,11,D11,0.003851749190797
02/11/22,4,D9,35.69,34.93,R3BP,11-D10,11,D10,0.000935892571186
02/11/22,4,C8,32.47,32.27,R3BP,11-C9,11,C9,0.006913564198442
02/11/22,4,C7,25.76,25.72,R3BP,11-C8,11,C8,0.628353444306921
02/11/22,4,C11,32.39,31.82,R3BP,11-C12,11,C12,0.008279097554228
02/11/22,4,C10,32.97,33.66,R3BP,11-C11,11,C11,0.003635373189372
02/11/22,4,C9,34.9,33.7,R3BP,11-C10,11,C10,0.00186028720923
02/11/22,4,B8,30.29,30.42,R3BP,11-B9,11,B9,0.027222813006299
02/11/22,4,B7,21.76,21.7,R3BP,11-B8,11,B8,9.61076592674836
02/11/22,4,B11,31.87,31.59,R3BP,11-B12,11,B12,0.010684593404243
02/11/22,4,B10,32.53,32.62,R3BP,11-B11,11,B11,0.006013744877787
02/11/22,4,B9,22.33,22.22,R3BP,11-B10,11,B10,6.63384011204103
02/11/22,4,A8,31.97,32,R3BP,11-A9,11,A9,0.008983198576362
02/11/22,4,A7,  No Ct ,36.17,R3BP,11-A8,11,A8,0.000521413174199
02/11/22,4,A11,30.32,30.97,R3BP,11-A12,11,A12,0.022349458233832
02/11/22,4,A10,32.11,32.4,R3BP,11-A11,11,A11,0.007476063818085
02/11/22,4,A9,31.86,32.58,R3BP,11-A10,11,A10,0.007656177614195
02/11/22,12,H10,20.97,21.52,R3SP,13-D9,13,D9,9.08043178049639
02/11/22,12,A11,  No Ct ,  No Ct ,R3SS,11-C7,11,C7,0
02/11/22,12,B11,37.08,37.52,R4SS,15-G10,15,G10,0.000332743821428
02/11/22,8,H10,34.72,34.2,R5BP,22-H2,22,H2,0.003153116375332
02/11/22,8,H9,32.15,31.98,R5BP,22-H1,22,H1,0.014850292231432
02/11/22,8,G10,30.07,30.68,R5BP,22-G2,22,G2,0.044322576676259
02/11/22,8,G9,28.81,28.96,R5BP,22-G1,22,G1,0.116229133471547
02/11/22,8,F10,32.18,31.91,R5BP,22-F2,22,F2,0.015043711632661
02/11/22,8,F9,32.56,32.56,R5BP,22-F1,22,F1,0.010780527208237
02/11/22,8,E10,24.96,25.2,R5BP,22-E2,22,E2,1.36307577672175
02/11/22,8,E9,32.62,33.11,R5BP,22-E1,22,E1,0.008849831462333
02/11/22,8,D10,26.56,26.6,R5BP,22-D2,22,D2,0.51644015167235
02/11/22,8,D9,33.95,33.36,R5BP,22-D1,22,D1,0.005308172161246
02/11/22,8,C10,33.67,33.27,R5BP,22-C2,22,C2,0.005983151502798
02/11/22,8,C9,25.75,25.79,R5BP,22-C1,22,C1,0.872227951494498
02/11/22,8,B1,28.23,28.23,R5BP,22-B3,22,B3,0.177570165718571
02/11/22,8,B10,29.26,29.26,R5BP,22-B2,22,B2,0.091188484910541
02/11/22,8,B9,29.85,29.23,R5BP,22-B1,22,B1,0.076078159936829
02/11/22,8,A1,26.82,26.71,R5BP,22-A3,22,A3,0.458178810076107
02/11/22,8,A10,27.55,26.87,R5BP,22-A2,22,A2,0.343550037276855
02/11/22,8,A9,28.34,27.91,R5BP,22-A1,22,A1,0.190053118434696
02/11/22,7,H9,31.09,30.44,R5BP,21-H9,21,H9,0.034437768320722
02/11/22,7,H8,33.38,34.04,R5BP,21-H8,21,H8,0.005122594749184
02/11/22,7,H7,33.28,33.57,R5BP,21-H7,21,H7,0.006159918979626
02/11/22,7,H6,33.03,33.27,R5BP,21-H6,21,H6,0.007359528644785
02/11/22,7,H5,32.65,33.71,R5BP,21-H5,21,H5,0.007218051892607
02/11/22,7,H4,27.68,27.95,R5BP,21-H4,21,H4,0.232265657325569
02/11/22,7,H3,22.69,22.62,R5BP,21-H3,21,H3,6.54553274764393
02/11/22,7,H2,23.16,23.17,R5BP,21-H2,21,H2,4.70581662826314
02/11/22,7,H12,29.23,28.66,R5BP,21-H12,21,H12,0.111803397200613
02/11/22,7,H11,33.35,32.39,R5BP,21-H11,21,H11,0.0088212473505
02/11/22,7,H10,31.85,31.85,R5BP,21-H10,21,H10,0.017066717507579
02/11/22,7,H1,35.43,35.02,R5BP,21-H1,21,H1,0.001922095668425
02/11/22,7,G9,32.31,32.16,R5BP,21-G9,21,G9,0.013303472003407
02/11/22,7,G8,24.71,24.9,R5BP,21-G8,21,G8,1.62852713760959
02/11/22,7,G6,33.7,34.2,R5BP,21-G6,21,G6,0.004385811883938
02/11/22,7,G5,32.5,32.6,R5BP,21-G5,21,G5,0.010850506213722
02/11/22,7,G4,29.59,29.38,R5BP,21-G4,21,G4,0.078834260844042
02/11/22,7,G3,34.86,36.39,R5BP,21-G3,21,G3,0.001483798746989
02/11/22,7,G2,35.56,38.02,R5BP,21-G2,21,G2,0.000698248481658
02/11/22,7,G12,27.44,26.72,R5BP,21-G12,21,G12,0.37369733438409
02/11/22,7,G11,29.88,29.96,R5BP,21-G11,21,G11,0.059494935769765
02/11/22,7,G10,31.36,33.91,R5BP,21-G10,21,G10,0.010269871273074
02/11/22,7,G1,36.39,35.29,R5BP,21-G1,21,G1,0.0012911003534
02/11/22,7,F9,31.99,31.97,R5BP,21-F9,21,F9,0.015689893655746
02/11/22,7,F8,29.17,29.45,R5BP,21-F8,21,F8,0.088285625841466
02/11/22,7,F7,30.21,29.89,R5BP,21-F7,21,F7,0.054695298897902
02/11/22,7,F6,35.02,34.61,R5BP,21-F6,21,F6,0.00250602269658
02/11/22,7,F5,27.61,27.68,R5BP,21-F5,21,F5,0.259271631174706
02/11/22,7,F4,21.68,21.89,R5BP,21-F4,21,F4,11.492512902511
02/11/22,7,F3,33.28,33.56,R5BP,21-F3,21,F3,0.006179879400867
02/11/22,7,F2,28.17,28.39,R5BP,21-F2,21,F2,0.17191746552886
02/11/22,7,F12,30.86,30.67,R5BP,21-F12,21,F12,0.034437768320722
02/11/22,7,F11,28.32,27.79,R5BP,21-F11,21,F11,0.198858884999893
02/11/22,7,F10,32.69,32.78,R5BP,21-F10,21,F10,0.009626424300333
02/11/22,7,F1,30.27,30.85,R5BP,21-F1,21,F1,0.039322398491432
02/11/22,7,E9,32.77,32.49,R5BP,21-E9,21,E9,0.010303149463483
02/11/22,7,E8,32.92,32.8,R5BP,21-E8,21,E8,0.008878508197285
02/11/22,7,E7,34.45,34.13,R5BP,21-E7,21,E7,0.003519735269214
02/11/22,7,E6,35.83,36.71,R5BP,21-E6,21,E6,0.000977529787083
02/11/22,7,E5,29.99,30.3,R5BP,21-E5,21,E5,0.051434556566814
02/11/22,7,E4,34.51,33.74,R5BP,21-E4,21,E4,0.003916291409568
02/11/22,7,E3,24.97,25.47,R5BP,21-E3,21,E3,1.2450305268212
02/11/22,7,E2,29.01,28.95,R5BP,21-E2,21,E2,0.109299959241713
02/11/22,7,E12,26.46,26.28,R5BP,21-E12,21,E12,0.591602499216898
02/11/22,7,E11,22.62,22.78,R5BP,21-E11,21,E11,6.35769954527185
02/11/22,7,E10,33.89,34.88,R5BP,21-E10,21,E10,0.003309900968684
02/11/22,7,E1,33.93,33.55,R5BP,21-E1,21,E1,0.005024119955102
02/11/22,7,D9,33.64,34.5,R5BP,21-D9,21,D9,0.004058167794535
02/11/22,7,D8,32.33,31.77,R5BP,21-D8,21,D8,0.014995121878437
02/11/22,7,D7,26.68,26.67,R5BP,21-D7,21,D7,0.485651796951493
02/11/22,7,D6,32.9,32.99,R5BP,21-D6,21,D6,0.008403399296499
02/11/22,7,D5,25.09,25.34,R5BP,21-D5,21,D5,1.24906488731461
02/11/22,7,D4,35.5,34.79,R5BP,21-D4,21,D4,0.00202420736179
02/11/22,7,D3,32.01,32.07,R5BP,21-D3,21,D3,0.015092458835703
02/11/22,7,D2,  No Ct ,  No Ct ,R5BP,21-D2,21,D2,0
02/11/22,7,D12,33.53,33.94,R5BP,21-D12,21,D12,0.005040399966414
02/11/22,7,D11,31.65,31.21,R5BP,21-D11,21,D11,0.022395976339112
02/11/22,7,D10,22.39,22.49,R5BP,21-D10,21,D10,7.52246195561061
02/11/22,7,D1,34.61,33.57,R5BP,21-D1,21,D1,0.004005991283574
02/11/22,7,C9,37.96,35.49,R5BP,21-C9,21,C9,0.000728240788577
02/11/22,7,C8,30.65,31.24,R5BP,21-C8,21,C8,0.0306517306099
02/11/22,7,C7,27.52,27.62,R5BP,21-C7,21,C7,0.272163574389786
02/11/22,7,C6,32.85,33.58,R5BP,21-C6,21,C6,0.007056429387838
02/11/22,7,C5,24.2,24.66,R5BP,21-C5,21,C5,2.07572587947869
02/11/22,7,C4,30.7,31.58,R5BP,21-C4,21,C4,0.027018423204847
02/11/22,7,C3,29.02,29.14,R5BP,21-C3,21,C3,0.102451896006572
02/11/22,7,C2,29.98,29.13,R5BP,21-C2,21,C2,0.075343362771608
02/11/22,7,C12,31.17,30.94,R5BP,21-C12,21,C12,0.028545982814584
02/11/22,7,C11,31.45,31.44,R5BP,21-C11,21,C11,0.02217966590337
02/11/22,7,C10,21.94,22.09,R5BP,21-C10,21,C10,9.90341549193215
02/11/22,7,C1,32.82,32.41,R5BP,21-C1,21,C1,0.010403632435574
02/11/22,7,B9,30.14,30.16,R5BP,21-B9,21,B9,0.051268427853152
02/11/22,7,B8,36.79,36.48,R5BP,21-B8,21,B8,0.000771907036746
02/11/22,7,B7,30.94,31.63,R5BP,21-B7,21,B7,0.024598861087779
02/11/22,7,B6,28.39,28.73,R5BP,21-B6,21,B6,0.143430000523312
02/11/22,7,B5,32.3,32.42,R5BP,21-B5,21,B5,0.012269871091233
02/11/22,7,B4,33.69,34.84,R5BP,21-B4,21,B4,0.00357713227695
02/11/22,7,B3,29.37,29.93,R5BP,21-B3,21,B3,0.070851655123854
02/11/22,7,B2,  No Ct ,34.36,R5BP,21-B2,21,B2,0.003363876167661
02/11/22,7,B12,33.36,32.87,R5BP,21-B12,21,B12,0.007528093422822
02/11/22,7,B11,33.15,34.2,R5BP,21-B11,21,B11,0.005239924144658
02/11/22,7,B10,31.01,30.81,R5BP,21-B10,21,B10,0.031353786735512
02/11/22,7,B1,  No Ct ,33.57,R5BP,21-B1,21,B1,0.005608284026901
02/11/22,7,A9,25.44,25.73,R5BP,21-A9,21,A9,0.983139171119365
02/11/22,7,A8,25.84,25.85,R5BP,21-A8,21,A8,0.830911940538645
02/11/22,7,A7,33.92,33.4,R5BP,21-A7,21,A7,0.005291027271275
02/11/22,7,A6,33.9,33.74,R5BP,21-A6,21,A6,0.00477067685141
02/11/22,7,A5,31.97,32.19,R5BP,21-A5,21,A5,0.014706861414448
02/11/22,7,A4,32,32.57,R5BP,21-A4,21,A4,0.012879974405073
02/11/22,7,A3,26.43,26.92,R5BP,21-A3,21,A3,0.485651796951493
02/11/22,7,A2,  No Ct ,36.6,R5BP,21-A2,21,A2,0.000789587019337
02/11/22,7,A12,31.8,30.64,R5BP,21-A12,21,A12,0.025655471465021
02/11/22,7,A11,28.28,28.25,R5BP,21-A11,21,A11,0.173594115756239
02/11/22,7,A10,32.8,32.77,R5BP,21-A10,21,A10,0.009319980420819
02/11/22,7,A1,  No Ct ,34,R5BP,21-A1,21,A1,0.004246195639463
02/11/22,8,H5,32.11,32.57,R5BP,20-H9,20,H9,0.012429681489752
02/11/22,8,H4,28.84,28.89,R5BP,20-H8,20,H8,0.117742973674223
02/11/22,8,H3,32.62,34.05,R5BP,20-H7,20,H7,0.006529275592282
02/11/22,8,H2,35.31,36.37,R5BP,20-H6,20,H6,0.0012911003534
02/11/22,8,H1,35,35.73,R5BP,20-H5,20,H5,0.001755638111635
02/11/22,8,H8,26.43,26.49,R5BP,20-H12,20,H12,0.558135954259267
02/11/22,8,H7,31.79,31.68,R5BP,20-H11,20,H11,0.018385057818333
02/11/22,8,H6,30.12,  No Ct ,R5BP,20-H10,20,H10,0.052273309886404
02/11/22,8,G5,34.45,33.07,R5BP,20-G9,20,G9,0.004959524043059
02/11/22,8,G4,30.59,30.57,R5BP,20-G8,20,G8,0.038816824138717
02/11/22,8,G3,33.58,38.1,R5BP,20-G7,20,G7,0.0012911003534
02/11/22,8,G2,35.66,36.62,R5BP,20-G6,20,G6,0.001063310249096
02/11/22,8,G1,29.41,30.22,R5BP,20-G5,20,G5,0.063677352714963
02/11/22,8,G8,31.34,31.43,R5BP,20-G12,20,G12,0.023057647738659
02/11/22,8,G7,34.57,34.44,R5BP,20-G11,20,G11,0.003062633297932
02/11/22,8,G6,37.91,34.46,R5BP,20-G10,20,G10,0.001032797076693
02/11/22,8,F5,23.31,22.93,R5BP,20-F9,20,F9,4.84484625694696
02/11/22,8,F4,29.88,30.55,R5BP,20-F8,20,F8,0.049156958065183
02/11/22,8,F3,33.13,32.67,R5BP,20-F7,20,F7,0.008651671079309
02/11/22,8,F2,37.5,32.74,R5BP,20-F6,20,F6,0.002057216505012
02/11/22,8,F1,22.82,22.86,R5BP,20-F5,20,F5,5.80710929604947
02/11/22,8,F8,30.88,30.77,R5BP,20-F12,20,F12,0.033126457844641
02/11/22,8,F7,27.82,27.67,R5BP,20-F11,20,F11,0.243027265324248
02/11/22,8,F6,25.82,28.69,R5BP,20-F10,20,F10,0.333691389224106
02/11/22,8,E5,21.38,21.24,R5BP,20-E9,20,E9,15.6275177192639
02/11/22,8,E3,34.73,34.01,R5BP,20-E7,20,E7,0.00334218126199
02/11/22,8,E2,31.08,31.85,R5BP,20-E6,20,E6,0.021894498399283
02/11/22,8,E1,35.28,36.17,R5BP,20-E5,20,E5,0.001390833043085
02/11/22,8,E8,30.86,30.51,R5BP,20-E12,20,E12,0.036267281230374
02/11/22,8,E7,22.43,22.37,R5BP,20-E11,20,E11,7.71969247610251
02/11/22,8,E6,26.65,28.84,R5BP,20-E10,20,E10,0.243027265324249
02/11/22,8,D5,26.41,26.38,R5BP,20-D9,20,D9,0.582109919520408
02/11/22,8,D4,34.96,35.84,R5BP,20-D8,20,D8,0.001716326863491
02/11/22,8,D3,22.68,22.24,R5BP,20-D7,20,D7,7.42574446176661
02/11/22,8,D2,36.65,34.84,R5BP,20-D6,20,D6,0.001372950880692
02/11/22,8,D1,32.65,33.7,R5BP,20-D5,20,D5,0.007241441056782
02/11/22,8,D8,31.7,31.34,R5BP,20-D12,20,D12,0.02112905141906
02/11/22,8,D7,32.46,32.96,R5BP,20-D11,20,D11,0.009783404274044
02/11/22,8,D6,31.49,  No Ct ,R5BP,20-D10,20,D10,0.0215431894186
02/11/22,8,C5,33.37,32.79,R5BP,20-C9,20,C9,0.007700519057411
02/11/22,8,C4,27.12,27.26,R5BP,20-C8,20,C8,0.348024645686356
02/11/22,8,C3,31.83,31.45,R5BP,20-C7,20,C7,0.019550595936852
02/11/22,8,C2,38.99,36.63,R5BP,20-C6,20,C6,0.000360902591027
02/11/22,8,C1,32.11,31.78,R5BP,20-C5,20,C5,0.016049259529452
02/11/22,8,C8,30.01,29.24,R5BP,20-C12,20,C12,0.072007046846856
02/11/22,8,C7,34.35,32.68,R5BP,20-C11,20,C11,0.005811456615555
02/11/22,8,C6,35.34,  No Ct ,R5BP,20-C10,20,C10,0.001784267643849
02/11/22,8,B5,32.73,32.87,R5BP,20-B9,20,B9,0.009229963848405
02/11/22,8,B4,27.19,27.25,R5BP,20-B8,20,B8,0.341334353559477
02/11/22,8,B3,31.51,30.61,R5BP,20-B7,20,B7,0.028453782011821
02/11/22,8,B2,34.98,34.78,R5BP,20-B6,20,B6,0.002402813149625
02/11/22,8,B8,27.27,27.27,R5BP,20-B12,20,B12,0.330468447356638
02/11/22,8,B7,31.88,31.76,R5BP,20-B11,20,B11,0.017401232110583
02/11/22,8,B6,27.15,37.65,R5BP,20-B10,20,B10,0.011956387999881
02/11/22,8,A5,33.01,32.89,R5BP,20-A9,20,A9,0.008376257117997
02/11/22,8,A4,32.99,32.86,R5BP,20-A8,20,A8,0.008512850372268
02/11/22,8,A3,32.25,31.65,R5BP,20-A7,20,A7,0.015997421951396
02/11/22,8,A2,35.11,34.93,R5BP,20-A6,20,A6,0.002194724440578
02/11/22,8,A8,32.55,32.73,R5BP,20-A12,20,A12,0.010236700568047
02/11/22,8,A7,29.5,29.52,R5BP,20-A11,20,A11,0.077569322807326
02/11/22,8,A6,29.23,  No Ct ,R5BP,20-A10,20,A10,0.092975816294848
02/11/22,11,C4,34.92,35.49,R5SP,22-H6,22,H6,0.001261706963543
02/11/22,11,C3,33.61,34.13,R5SP,22-H5,22,H5,0.002949979513659
02/11/22,11,C2,34.7,34.24,R5SP,22-H4,22,H4,0.002013905092068
02/11/22,11,C1,35.73,36.86,R5SP,22-H3,22,H3,0.000630654501506
02/11/22,11,B4,27.42,27.36,R5SP,22-G6,22,G6,0.18207193174168
02/11/22,11,B3,33.41,33.06,R5SP,22-G5,22,G5,0.004418445474667
02/11/22,11,B2,35.54,34.74,R5SP,22-G4,22,G4,0.001314976525433
02/11/22,11,B1,28.79,28.7,R5SP,22-G3,22,G3,0.076887634544896
02/11/22,11,A4,27.04,26.85,R5SP,22-F6,22,F6,0.241655397623429
02/11/22,11,A3,35.24,34.17,R5SP,22-F5,22,F5,0.001734237208956
02/11/22,11,A2,29.43,28.98,R5SP,22-F4,22,F4,0.057379729954482
02/11/22,11,A1,37.02,34.83,R5SP,22-F3,22,F3,0.000798036030979
02/11/22,11,H4,33.93,33.96,R5SP,22-E7,22,E7,0.00281252570267
02/11/22,11,H2,33.26,33.24,R5SP,22-E5,22,E5,0.004376480522673
02/11/22,11,H1,32.87,32.72,R5SP,22-E4,22,E4,0.0058457669825
02/11/22,11,G4,32.52,32.57,R5SP,22-D7,22,D7,0.006853564431417
02/11/22,11,G3,30.31,29.7,R5SP,22-D6,22,D6,0.034492009734716
02/11/22,11,G2,35.63,34.78,R5SP,22-D5,22,D5,0.001261706963543
02/11/22,11,G1,30.02,30.03,R5SP,22-D4,22,D4,0.034055910826914
02/11/22,11,F4,24.45,24.31,R5SP,22-C7,22,C7,1.23567995022421
02/11/22,11,F3,31.07,30.71,R5SP,22-C6,22,C6,0.019642329859296
02/11/22,11,F2,33.97,33.49,R5SP,22-C5,22,C5,0.003224786744654
02/11/22,11,F1,34.01,33.24,R5SP,22-C4,22,C4,0.003447565293209
02/11/22,11,E4,36.53,36.35,R5SP,22-B7,22,B7,0.000575079650331
02/11/22,11,E3,35.61,36.38,R5SP,22-B6,22,B6,0.000763275812128
02/11/22,11,E2,23.08,22.88,R5SP,22-B5,22,B5,3.01110569316123
02/11/22,11,E1,38.83,35.8,R5SP,22-B4,22,B4,0.00032958352929
02/11/22,11,D4,29.22,29.13,R5SP,22-A7,22,A7,0.058485404776655
02/11/22,11,D3,31.27,30.89,R5SP,22-A6,22,A6,0.017405880598209
02/11/22,11,D2,33.56,32.88,R5SP,22-A5,22,A5,0.004460812817849
02/11/22,11,D1,30.2,30.03,R5SP,22-A4,22,A4,0.032160700525723
02/11/22,12,C11,37.19,  No Ct ,R5SS,20-C4,20,C4,0.000356864214406
02/11/22,12,D11,21.49,21.67,R6SP,26-H2,26,H2,7.33746427927625
02/11/22,12,E11,  No Ct ,  No Ct ,R6SS,24-E1,24,E1,0
02/11/22,6,H10,22,22.56,R7BP,30-H6,30,H6,6.73782923606445
02/11/22,6,H9,34.98,35.33,R7BP,30-H5,30,H5,0.001121263022407
02/11/22,6,H8,29.61,30.01,R7BP,30-H4,30,H4,0.041539857272321
02/11/22,6,H7,31.43,31.48,R7BP,30-H3,30,H3,0.013666506114489
02/11/22,6,H6,33.09,32.37,R7BP,30-H2,30,H2,0.005773577502397
02/11/22,6,H5,28.65,29.04,R7BP,30-H1,30,H1,0.079742987116777
02/11/22,6,G11,25.82,26.31,R7BP,30-G7,30,G7,0.52194230600789
02/11/22,6,G10,30.68,30.85,R7BP,30-G6,30,G6,0.021785749216138
02/11/22,6,G9,33.5,34.2,R7BP,30-G5,30,G5,0.002708476052226
02/11/22,6,G8,30.86,31.44,R7BP,30-G4,30,G4,0.016794806325287
02/11/22,6,G7,28.06,28.28,R7BP,30-G3,30,G3,0.125836027601496
02/11/22,6,G6,34.69,35.13,R7BP,30-G2,30,G2,0.001323168032929
02/11/22,6,G5,31.9,32.13,R7BP,30-G1,30,G1,0.009360466643882
02/11/22,6,F11,31.19,32.19,R7BP,30-F7,30,F7,0.011659636201992
02/11/22,6,F10,31.44,31.89,R7BP,30-F6,30,F6,0.01185830182261
02/11/22,6,F9,32.25,33.05,R7BP,30-F5,30,F5,0.006094316430358
02/11/22,6,F8,27.9,28.41,R7BP,30-F4,30,F4,0.127118131329117
02/11/22,6,F7,32.23,32.58,R7BP,30-F3,30,F3,0.007191715522639
02/11/22,6,F6,32.74,33.14,R7BP,30-F2,30,F2,0.005009680165955
02/11/22,6,F5,33.03,32.78,R7BP,30-F1,30,F1,0.005129588180712
02/11/22,6,E11,28.7,29.32,R7BP,30-E7,30,E7,0.071328813512188
02/11/22,6,E10,27.05,27.53,R7BP,30-E6,30,E6,0.228078842362017
02/11/22,6,E9,31.3,31.72,R7BP,30-E5,30,E5,0.013167853920924
02/11/22,6,E8,28.13,28.74,R7BP,30-E4,30,E4,0.105202848730477
02/11/22,6,E7,35.39,35.05,R7BP,30-E3,30,E3,0.001073074809753
02/11/22,6,E6,31.6,31.57,R7BP,30-E2,30,E2,0.012517064784127
02/11/22,6,E5,26.47,26.6,R7BP,30-E1,30,E1,0.379907178672876
02/11/22,6,D11,33.35,34.19,R7BP,30-D7,30,D7,0.002858939730083
02/11/22,6,D10,30.92,31.61,R7BP,30-D6,30,D6,0.015538979723997
02/11/22,6,D9,30.92,31.18,R7BP,30-D5,30,D5,0.017969045153351
02/11/22,6,D8,23.46,23.94,R7BP,30-D4,30,D4,2.58077414993723
02/11/22,6,D7,32.66,32.6,R7BP,30-D3,30,D3,0.006177247467316
02/11/22,6,D6,23.75,24.08,R7BP,30-D2,30,D2,2.23176005435168
02/11/22,6,D5,27.77,27.98,R7BP,30-D1,30,D1,0.153598685849326
02/11/22,6,C11,32.91,34.89,R7BP,30-C7,30,C7,0.00261848445503
02/11/22,6,C10,29.36,29.83,R7BP,30-C6,30,C6,0.048036073426196
02/11/22,6,C9,33.34,34.27,R7BP,30-C5,30,C5,0.002792109845252
02/11/22,6,C8,28.18,28.24,R7BP,30-C4,30,C4,0.122479949887709
02/11/22,6,C7,24.8,24.92,R7BP,30-C3,30,C3,1.17839258212882
02/11/22,6,C6,32.93,33.6,R7BP,30-C2,30,C2,0.004021818800995
02/11/22,6,C5,35.05,38.79,R7BP,30-C1,30,C1,0.000340157460061
02/11/22,6,B11,28.06,28.64,R7BP,30-B7,30,B7,0.111423039148835
02/11/22,6,B10,26.07,26.42,R7BP,30-B6,30,B6,0.462160154800206
