"Loop_ID" "CAPSULE_FILE" "DT_dist_THRESHOLD" "MAX_INTERACTION_GAP" "DISAGREEMENT_THRESH" "DT_frame_THRESHOLD" "trim_length_sec" "beta" "classifier" "CSI_pre_classifier" "Fbeta_pre_classifier" "precision_pre_classifier" "sensitivity_pre_classifier" "CSI_training" "Fbeta_training" "precision_training" "sensitivity_training" "CSI_test" "Fbeta_test" "precision_test" "sensitivity_test"
1 "CapsuleDef3" 0.2 25 0.5 40 3 0.5 "fit_SVM_borderline_smote_type2" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.514 0.67 0.665 0.693 0.261 0.466 0.509 0.35
2 "CapsuleDef3" 0.2 25 0.5 40 4 0.5 "fit_RF_all" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.579 0.769 0.796 0.679 0.26 0.609 0.89 0.269
2 "CapsuleDef3" 0.2 25 0.5 40 4 0.5 "fit_RF_sbc" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.211 0.261 0.223 0.798 0.158 0.2 0.169 0.712
2 "CapsuleDef3" 0.2 25 0.5 40 4 0.5 "fit_RF_ros" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.579 0.769 0.796 0.679 0.341 0.615 0.715 0.395
2 "CapsuleDef3" 0.2 25 0.5 40 4 0.5 "fit_RF_rus" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.399 0.496 0.456 0.762 0.297 0.406 0.378 0.581
2 "CapsuleDef3" 0.2 25 0.5 40 4 0.5 "fit_RF_smote" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.579 0.769 0.796 0.679 0.379 0.588 0.616 0.497
2 "CapsuleDef3" 0.2 25 0.5 40 4 0.5 "fit_RF_borderline_smote_type1" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.579 0.769 0.796 0.679 0.45 0.671 0.709 0.553
2 "CapsuleDef3" 0.2 25 0.5 40 4 0.5 "fit_RF_borderline_smote_type2" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.579 0.769 0.796 0.679 0.411 0.666 0.736 0.482
2 "CapsuleDef3" 0.2 25 0.5 40 4 0.5 "fit_SVM_all" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.539 0.718 0.731 0.672 0.212 0.469 0.608 0.245
2 "CapsuleDef3" 0.2 25 0.5 40 4 0.5 "fit_SVM_sbc" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.205 0.254 0.217 0.795 0.162 0.204 0.173 0.711
2 "CapsuleDef3" 0.2 25 0.5 40 4 0.5 "fit_SVM_ros" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.524 0.693 0.697 0.679 0.199 0.423 0.519 0.244
2 "CapsuleDef3" 0.2 25 0.5 40 4 0.5 "fit_SVM_rus" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.358 0.445 0.404 0.759 0.285 0.375 0.34 0.637
2 "CapsuleDef3" 0.2 25 0.5 40 4 0.5 "fit_SVM_smote" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.513 0.678 0.678 0.679 0.311 0.543 0.601 0.391
2 "CapsuleDef3" 0.2 25 0.5 40 4 0.5 "fit_SVM_borderline_smote_type1" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.543 0.719 0.73 0.679 0.22 0.473 0.598 0.258
2 "CapsuleDef3" 0.2 25 0.5 40 4 0.5 "fit_SVM_borderline_smote_type2" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.541 0.719 0.73 0.676 0.282 0.522 0.595 0.35
3 "CapsuleDef3" 0.2 25 0.5 40 6 0.5 "fit_RF_all" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.579 0.769 0.796 0.679 0.219 0.551 0.857 0.227
3 "CapsuleDef3" 0.2 25 0.5 40 6 0.5 "fit_RF_sbc" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.305 0.377 0.334 0.776 0.264 0.336 0.297 0.707
3 "CapsuleDef3" 0.2 25 0.5 40 6 0.5 "fit_RF_ros" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.577 0.768 0.794 0.679 0.376 0.628 0.697 0.45
3 "CapsuleDef3" 0.2 25 0.5 40 6 0.5 "fit_RF_rus" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.255 0.316 0.275 0.773 0.204 0.269 0.236 0.603
3 "CapsuleDef3" 0.2 25 0.5 40 6 0.5 "fit_RF_smote" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.578 0.769 0.795 0.679 0.392 0.61 0.645 0.5
3 "CapsuleDef3" 0.2 25 0.5 40 6 0.5 "fit_RF_borderline_smote_type1" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.579 0.769 0.796 0.679 0.398 0.64 0.699 0.48
3 "CapsuleDef3" 0.2 25 0.5 40 6 0.5 "fit_RF_borderline_smote_type2" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.579 0.769 0.796 0.679 0.387 0.651 0.733 0.451
3 "CapsuleDef3" 0.2 25 0.5 40 6 0.5 "fit_SVM_all" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.54 0.718 0.729 0.676 0.25 0.551 0.736 0.274
3 "CapsuleDef3" 0.2 25 0.5 40 6 0.5 "fit_SVM_sbc" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.239 0.296 0.256 0.783 0.182 0.232 0.2 0.681
3 "CapsuleDef3" 0.2 25 0.5 40 6 0.5 "fit_SVM_ros" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.523 0.692 0.695 0.679 0.256 0.465 0.512 0.339
3 "CapsuleDef3" 0.2 25 0.5 40 6 0.5 "fit_SVM_rus" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.35 0.432 0.389 0.781 0.262 0.347 0.313 0.616
3 "CapsuleDef3" 0.2 25 0.5 40 6 0.5 "fit_SVM_smote" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.488 0.635 0.621 0.695 0.248 0.502 0.61 0.295
3 "CapsuleDef3" 0.2 25 0.5 40 6 0.5 "fit_SVM_borderline_smote_type1" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.505 0.668 0.666 0.676 0.261 0.559 0.729 0.289
3 "CapsuleDef3" 0.2 25 0.5 40 6 0.5 "fit_SVM_borderline_smote_type2" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.522 0.69 0.693 0.679 0.24 0.487 0.587 0.289
4 "CapsuleDef3" 0.2 25 0.5 48 3 0.5 "fit_RF_all" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.579 0.769 0.796 0.679 0.21 0.546 0.887 0.215
4 "CapsuleDef3" 0.2 25 0.5 48 3 0.5 "fit_RF_sbc" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.249 0.31 0.269 0.768 0.21 0.269 0.233 0.682
4 "CapsuleDef3" 0.2 25 0.5 48 3 0.5 "fit_RF_ros" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.579 0.769 0.796 0.679 0.386 0.646 0.722 0.453
4 "CapsuleDef3" 0.2 25 0.5 48 3 0.5 "fit_RF_rus" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.41 0.52 0.486 0.726 0.355 0.465 0.433 0.663
4 "CapsuleDef3" 0.2 25 0.5 48 3 0.5 "fit_RF_smote" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.579 0.769 0.796 0.679 0.418 0.643 0.684 0.518
4 "CapsuleDef3" 0.2 25 0.5 48 3 0.5 "fit_RF_borderline_smote_type1" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.579 0.769 0.796 0.679 0.396 0.664 0.749 0.457
4 "CapsuleDef3" 0.2 25 0.5 48 3 0.5 "fit_RF_borderline_smote_type2" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.579 0.769 0.796 0.679 0.333 0.625 0.751 0.375
4 "CapsuleDef3" 0.2 25 0.5 48 3 0.5 "fit_SVM_all" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.509 0.742 0.794 0.587 0.256 0.494 0.576 0.315
4 "CapsuleDef3" 0.2 25 0.5 48 3 0.5 "fit_SVM_sbc" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.221 0.275 0.237 0.768 0.166 0.211 0.18 0.669
4 "CapsuleDef3" 0.2 25 0.5 48 3 0.5 "fit_SVM_ros" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.542 0.692 0.685 0.722 0.301 0.48 0.492 0.436
4 "CapsuleDef3" 0.2 25 0.5 48 3 0.5 "fit_SVM_rus" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.219 0.274 0.237 0.749 0.166 0.211 0.179 0.696
4 "CapsuleDef3" 0.2 25 0.5 48 3 0.5 "fit_SVM_smote" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.527 0.664 0.648 0.738 0.362 0.54 0.546 0.518
4 "CapsuleDef3" 0.2 25 0.5 48 3 0.5 "fit_SVM_borderline_smote_type1" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.519 0.674 0.668 0.7 0.359 0.569 0.6 0.473
4 "CapsuleDef3" 0.2 25 0.5 48 3 0.5 "fit_SVM_borderline_smote_type2" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.527 0.685 0.681 0.7 0.328 0.55 0.595 0.422
5 "CapsuleDef3" 0.2 25 0.5 48 4 0.5 "fit_RF_all" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.579 0.769 0.796 0.679 0.215 0.548 0.864 0.222
5 "CapsuleDef3" 0.2 25 0.5 48 4 0.5 "fit_RF_sbc" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.279 0.346 0.304 0.773 0.222 0.285 0.249 0.672
5 "CapsuleDef3" 0.2 25 0.5 48 4 0.5 "fit_RF_ros" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.579 0.769 0.796 0.679 0.308 0.618 0.781 0.337
5 "CapsuleDef3" 0.2 25 0.5 48 4 0.5 "fit_RF_rus" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.306 0.38 0.337 0.769 0.33 0.433 0.399 0.658
5 "CapsuleDef3" 0.2 25 0.5 48 4 0.5 "fit_RF_smote" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.579 0.769 0.796 0.679 0.361 0.593 0.643 0.452
5 "CapsuleDef3" 0.2 25 0.5 48 4 0.5 "fit_RF_borderline_smote_type1" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.579 0.769 0.796 0.679 0.337 0.628 0.751 0.379
5 "CapsuleDef3" 0.2 25 0.5 48 4 0.5 "fit_RF_borderline_smote_type2" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.579 0.769 0.796 0.679 0.231 0.568 0.865 0.239
5 "CapsuleDef3" 0.2 25 0.5 48 4 0.5 "fit_SVM_all" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.561 0.76 0.791 0.658 0.257 0.479 0.541 0.328
5 "CapsuleDef3" 0.2 25 0.5 48 4 0.5 "fit_SVM_sbc" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.221 0.274 0.235 0.781 0.165 0.213 0.183 0.623
5 "CapsuleDef3" 0.2 25 0.5 48 4 0.5 "fit_SVM_ros" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.579 0.769 0.796 0.679 0.266 0.486 0.542 0.343
5 "CapsuleDef3" 0.2 25 0.5 48 4 0.5 "fit_SVM_rus" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.296 0.367 0.325 0.772 0.226 0.292 0.256 0.658
5 "CapsuleDef3" 0.2 25 0.5 48 4 0.5 "fit_SVM_smote" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.516 0.682 0.683 0.679 0.291 0.53 0.6 0.362
5 "CapsuleDef3" 0.2 25 0.5 48 4 0.5 "fit_SVM_borderline_smote_type1" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.525 0.695 0.698 0.679 0.258 0.459 0.498 0.35
5 "CapsuleDef3" 0.2 25 0.5 48 4 0.5 "fit_SVM_borderline_smote_type2" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.579 0.769 0.796 0.679 0.267 0.487 0.544 0.343
6 "CapsuleDef3" 0.2 25 0.5 48 6 0.5 "fit_RF_all" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.579 0.769 0.796 0.679 0.238 0.525 0.694 0.266
6 "CapsuleDef3" 0.2 25 0.5 48 6 0.5 "fit_RF_sbc" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.212 0.262 0.224 0.798 0.16 0.201 0.17 0.721
6 "CapsuleDef3" 0.2 25 0.5 48 6 0.5 "fit_RF_ros" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.577 0.768 0.794 0.679 0.366 0.606 0.664 0.45
6 "CapsuleDef3" 0.2 25 0.5 48 6 0.5 "fit_RF_rus" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.296 0.369 0.327 0.758 0.335 0.438 0.403 0.663
6 "CapsuleDef3" 0.2 25 0.5 48 6 0.5 "fit_RF_smote" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.578 0.768 0.794 0.679 0.376 0.609 0.658 0.467
6 "CapsuleDef3" 0.2 25 0.5 48 6 0.5 "fit_RF_borderline_smote_type1" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.579 0.769 0.796 0.679 0.338 0.628 0.75 0.381
6 "CapsuleDef3" 0.2 25 0.5 48 6 0.5 "fit_RF_borderline_smote_type2" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.579 0.769 0.796 0.679 0.368 0.629 0.709 0.433
6 "CapsuleDef3" 0.2 25 0.5 48 6 0.5 "fit_SVM_all" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.542 0.718 0.729 0.679 0.28 0.578 0.736 0.311
6 "CapsuleDef3" 0.2 25 0.5 48 6 0.5 "fit_SVM_sbc" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.204 0.252 0.216 0.799 0.155 0.197 0.168 0.68
6 "CapsuleDef3" 0.2 25 0.5 48 6 0.5 "fit_SVM_ros" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.542 0.718 0.729 0.679 0.276 0.581 0.752 0.304
6 "CapsuleDef3" 0.2 25 0.5 48 6 0.5 "fit_SVM_rus" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.321 0.4 0.357 0.757 0.234 0.31 0.276 0.606
6 "CapsuleDef3" 0.2 25 0.5 48 6 0.5 "fit_SVM_smote" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.498 0.656 0.651 0.679 0.268 0.525 0.626 0.319
6 "CapsuleDef3" 0.2 25 0.5 48 6 0.5 "fit_SVM_borderline_smote_type1" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.543 0.719 0.73 0.679 0.269 0.575 0.753 0.295
6 "CapsuleDef3" 0.2 25 0.5 48 6 0.5 "fit_SVM_borderline_smote_type2" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.523 0.692 0.695 0.679 0.276 0.581 0.752 0.304
7 "CapsuleDef3" 0.4 25 0.5 40 3 0.5 "fit_RF_all" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.579 0.769 0.796 0.679 0.24 0.511 0.649 0.275
7 "CapsuleDef3" 0.4 25 0.5 40 3 0.5 "fit_RF_sbc" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.199 0.247 0.211 0.773 0.18 0.23 0.197 0.672
7 "CapsuleDef3" 0.4 25 0.5 40 3 0.5 "fit_RF_ros" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.579 0.769 0.796 0.679 0.353 0.628 0.727 0.407
7 "CapsuleDef3" 0.4 25 0.5 40 3 0.5 "fit_RF_rus" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.261 0.324 0.283 0.769 0.23 0.299 0.263 0.647
7 "CapsuleDef3" 0.4 25 0.5 40 3 0.5 "fit_RF_smote" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.579 0.769 0.796 0.679 0.456 0.649 0.666 0.59
7 "CapsuleDef3" 0.4 25 0.5 40 3 0.5 "fit_RF_borderline_smote_type1" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.579 0.769 0.796 0.679 0.346 0.629 0.739 0.395
7 "CapsuleDef3" 0.4 25 0.5 40 3 0.5 "fit_RF_borderline_smote_type2" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.579 0.769 0.796 0.679 0.337 0.627 0.749 0.38
7 "CapsuleDef3" 0.4 25 0.5 40 3 0.5 "fit_SVM_all" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.515 0.739 0.784 0.6 0.258 0.533 0.665 0.297
7 "CapsuleDef3" 0.4 25 0.5 40 3 0.5 "fit_SVM_sbc" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.168 0.209 0.177 0.78 0.147 0.19 0.162 0.605
7 "CapsuleDef3" 0.4 25 0.5 40 3 0.5 "fit_SVM_ros" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.57 0.747 0.762 0.693 0.388 0.619 0.667 0.481
7 "CapsuleDef3" 0.4 25 0.5 40 3 0.5 "fit_SVM_rus" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.218 0.27 0.232 0.777 0.163 0.213 0.183 0.601
7 "CapsuleDef3" 0.4 25 0.5 40 3 0.5 "fit_SVM_smote" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.566 0.706 0.695 0.752 0.347 0.533 0.546 0.488
7 "CapsuleDef3" 0.4 25 0.5 40 3 0.5 "fit_SVM_borderline_smote_type1" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.52 0.698 0.708 0.661 0.38 0.634 0.704 0.453
7 "CapsuleDef3" 0.4 25 0.5 40 3 0.5 "fit_SVM_borderline_smote_type2" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.575 0.743 0.752 0.709 0.312 0.561 0.638 0.379
8 "CapsuleDef3" 0.4 25 0.5 40 4 0.5 "fit_RF_all" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.579 0.769 0.796 0.679 0.212 0.539 0.844 0.22
8 "CapsuleDef3" 0.4 25 0.5 40 4 0.5 "fit_RF_sbc" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.268 0.333 0.292 0.762 0.206 0.274 0.242 0.579
8 "CapsuleDef3" 0.4 25 0.5 40 4 0.5 "fit_RF_ros" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.579 0.769 0.796 0.679 0.279 0.59 0.771 0.304
8 "CapsuleDef3" 0.4 25 0.5 40 4 0.5 "fit_RF_rus" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.283 0.352 0.31 0.765 0.249 0.323 0.287 0.651
8 "CapsuleDef3" 0.4 25 0.5 40 4 0.5 "fit_RF_smote" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.579 0.769 0.796 0.679 0.442 0.637 0.654 0.576
8 "CapsuleDef3" 0.4 25 0.5 40 4 0.5 "fit_RF_borderline_smote_type1" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.577 0.768 0.794 0.679 0.347 0.63 0.74 0.395
8 "CapsuleDef3" 0.4 25 0.5 40 4 0.5 "fit_RF_borderline_smote_type2" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.577 0.768 0.794 0.679 0.319 0.607 0.73 0.362
8 "CapsuleDef3" 0.4 25 0.5 40 4 0.5 "fit_SVM_all" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.515 0.737 0.781 0.603 0.213 0.503 0.705 0.234
8 "CapsuleDef3" 0.4 25 0.5 40 4 0.5 "fit_SVM_sbc" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.122 0.152 0.126 0.768 0.085 0.107 0.089 0.674
8 "CapsuleDef3" 0.4 25 0.5 40 4 0.5 "fit_SVM_ros" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.568 0.754 0.776 0.679 0.253 0.519 0.64 0.295
8 "CapsuleDef3" 0.4 25 0.5 40 4 0.5 "fit_SVM_rus" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.189 0.235 0.2 0.783 0.112 0.143 0.12 0.602
8 "CapsuleDef3" 0.4 25 0.5 40 4 0.5 "fit_SVM_smote" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.57 0.728 0.73 0.722 0.34 0.542 0.568 0.458
8 "CapsuleDef3" 0.4 25 0.5 40 4 0.5 "fit_SVM_borderline_smote_type1" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.522 0.709 0.725 0.651 0.336 0.588 0.664 0.405
8 "CapsuleDef3" 0.4 25 0.5 40 4 0.5 "fit_SVM_borderline_smote_type2" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.575 0.768 0.795 0.676 0.32 0.582 0.671 0.379
9 "CapsuleDef3" 0.4 25 0.5 40 6 0.5 "fit_RF_all" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.577 0.767 0.792 0.679 0.217 0.545 0.841 0.226
9 "CapsuleDef3" 0.4 25 0.5 40 6 0.5 "fit_RF_sbc" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.231 0.287 0.248 0.768 0.186 0.237 0.203 0.684
9 "CapsuleDef3" 0.4 25 0.5 40 6 0.5 "fit_RF_ros" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.579 0.769 0.796 0.679 0.356 0.629 0.724 0.413
9 "CapsuleDef3" 0.4 25 0.5 40 6 0.5 "fit_RF_rus" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.238 0.297 0.257 0.762 0.212 0.271 0.236 0.672
9 "CapsuleDef3" 0.4 25 0.5 40 6 0.5 "fit_RF_smote" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.578 0.768 0.794 0.679 0.42 0.64 0.677 0.526
9 "CapsuleDef3" 0.4 25 0.5 40 6 0.5 "fit_RF_borderline_smote_type1" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.579 0.769 0.796 0.679 0.338 0.609 0.704 0.395
9 "CapsuleDef3" 0.4 25 0.5 40 6 0.5 "fit_RF_borderline_smote_type2" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.577 0.768 0.794 0.679 0.34 0.613 0.712 0.395
9 "CapsuleDef3" 0.4 25 0.5 40 6 0.5 "fit_SVM_all" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.57 0.766 0.796 0.668 0.222 0.522 0.738 0.241
9 "CapsuleDef3" 0.4 25 0.5 40 6 0.5 "fit_SVM_sbc" 0.0508938339165459 0.0634285453999301 0.0515640090272669 0.796575448361163 0.161 0.199 0.168 0.791 0.101 0.128 0.106 0.707
