colony	tag	task_group	treatment	REP_treat
colony08SP	17	nurse	pathogen.small	R8SP
colony08SP	18	nurse	pathogen.small	R8SP
colony08SP	19	forager	pathogen.small	R8SP
colony08SP	20	forager	pathogen.small	R8SP
colony08SP	21	nurse	pathogen.small	R8SP
colony08SP	22	forager	pathogen.small	R8SP
colony08SP	23	nurse	pathogen.small	R8SP
colony08SP	24	forager	pathogen.small	R8SP
colony08SP	25	nurse	pathogen.small	R8SP
colony08SP	26	nurse	pathogen.small	R8SP
colony08SP	28	forager	pathogen.small	R8SP
colony08SP	29	nurse	pathogen.small	R8SP
colony08SP	30	forager	pathogen.small	R8SP
colony08SP	31	nurse	pathogen.small	R8SP
colony08SS	1	queen	control.small	R8SS
colony08SS	2	nurse	control.small	R8SS
colony08SS	3	nurse	control.small	R8SS
colony08SS	4	nurse	control.small	R8SS
colony08SS	5	forager	control.small	R8SS
colony08SS	6	nurse	control.small	R8SS
colony08SS	7	forager	control.small	R8SS
colony08SS	8	nurse	control.small	R8SS
colony08SS	9	nurse	control.small	R8SS
colony08SS	10	nurse	control.small	R8SS
colony08SS	11	forager	control.small	R8SS
colony08SS	12	nurse	control.small	R8SS
colony08SS	13	nurse	control.small	R8SS
colony08SS	14	nurse	control.small	R8SS
colony08SS	15	nurse	control.small	R8SS
colony08SS	16	nurse	control.small	R8SS
colony08SS	17	nurse	control.small	R8SS
colony08SS	18	nurse	control.small	R8SS
colony08SS	19	forager	control.small	R8SS
colony08SS	20	nurse	control.small	R8SS
colony08SS	21	forager	control.small	R8SS
colony08SS	22	nurse	control.small	R8SS
colony08SS	23	forager	control.small	R8SS
colony08SS	24	nurse	control.small	R8SS
colony08SS	25	nurse	control.small	R8SS
colony08SS	26	nurse	control.small	R8SS
colony08SS	27	nurse	control.small	R8SS
colony08SS	28	forager	control.small	R8SS
colony08SS	29	forager	control.small	R8SS
colony08SS	30	nurse	control.small	R8SS
colony08SS	31	nurse	control.small	R8SS
colony09BS	1	queen	control.big	R9BS
colony09BS	2	forager	control.big	R9BS
colony09BS	3	nurse	control.big	R9BS
colony09BS	4	forager	control.big	R9BS
colony09BS	5	nurse	control.big	R9BS
colony09BS	6	nurse	control.big	R9BS
colony09BS	7	nurse	control.big	R9BS
colony09BS	8	nurse	control.big	R9BS
colony09BS	9	nurse	control.big	R9BS
colony09BS	10	nurse	control.big	R9BS
colony09BS	11	forager	control.big	R9BS
colony09BS	13	nurse	control.big	R9BS
colony09BS	14	forager	control.big	R9BS
colony09BS	15	nurse	control.big	R9BS
colony09BS	16	nurse	control.big	R9BS
colony09BS	17	forager	control.big	R9BS
colony09BS	18	forager	control.big	R9BS
colony09BS	19	forager	control.big	R9BS
colony09BS	20	forager	control.big	R9BS
colony09BS	21	nurse	control.big	R9BS
colony09BS	22	forager	control.big	R9BS
colony09BS	23	forager	control.big	R9BS
colony09BS	24	forager	control.big	R9BS
colony09BS	25	nurse	control.big	R9BS
colony09BS	26	forager	control.big	R9BS
colony09BS	27	nurse	control.big	R9BS
colony09BS	28	nurse	control.big	R9BS
colony09BS	29	forager	control.big	R9BS
colony09BS	30	nurse	control.big	R9BS
colony09BS	31	nurse	control.big	R9BS
colony09BS	32	nurse	control.big	R9BS
colony09BS	33	nurse	control.big	R9BS
colony09BS	34	nurse	control.big	R9BS
colony09BS	35	nurse	control.big	R9BS
colony09BS	36	nurse	control.big	R9BS
colony09BS	37	nurse	control.big	R9BS
colony09BS	38	forager	control.big	R9BS
colony09BS	39	nurse	control.big	R9BS
colony09BS	40	nurse	control.big	R9BS
colony09BS	41	nurse	control.big	R9BS
colony09BS	42	forager	control.big	R9BS
colony09BS	43	forager	control.big	R9BS
colony09BS	44	nurse	control.big	R9BS
colony09BS	45	forager	control.big	R9BS
colony09BS	46	nurse	control.big	R9BS
colony09BS	47	nurse	control.big	R9BS
colony09BS	48	forager	control.big	R9BS
colony09BS	49	nurse	control.big	R9BS
colony09BS	50	nurse	control.big	R9BS
colony09BS	51	nurse	control.big	R9BS
colony09BS	52	forager	control.big	R9BS
colony09BS	53	nurse	control.big	R9BS
colony09BS	54	nurse	control.big	R9BS
colony09BS	55	forager	control.big	R9BS
colony09BS	56	forager	control.big	R9BS
colony09BS	58	nurse	control.big	R9BS
colony09BS	59	nurse	control.big	R9BS
colony09BS	60	forager	control.big	R9BS
colony09BS	61	nurse	control.big	R9BS
colony09BS	62	nurse	control.big	R9BS
colony09BS	63	forager	control.big	R9BS
colony09BS	64	nurse	control.big	R9BS
colony09BS	65	nurse	control.big	R9BS
colony09BS	66	nurse	control.big	R9BS
colony09BS	67	nurse	control.big	R9BS
colony09BS	68	nurse	control.big	R9BS
colony09BS	69	nurse	control.big	R9BS
colony09BS	70	forager	control.big	R9BS
colony09BS	71	nurse	control.big	R9BS
colony09BS	72	forager	control.big	R9BS
colony09BS	73	nurse	control.big	R9BS
colony09BS	74	forager	control.big	R9BS
colony09BS	75	nurse	control.big	R9BS
colony09BS	76	nurse	control.big	R9BS
colony09BS	77	forager	control.big	R9BS
colony09BS	78	forager	control.big	R9BS
colony09BS	80	nurse	control.big	R9BS
colony09BS	82	forager	control.big	R9BS
colony09BS	83	nurse	control.big	R9BS
colony09BS	84	forager	control.big	R9BS
colony09BS	85	forager	control.big	R9BS
colony09BS	86	nurse	control.big	R9BS
colony09BS	87	nurse	control.big	R9BS
colony09BS	88	nurse	control.big	R9BS
colony09BS	89	nurse	control.big	R9BS
colony09BS	90	forager	control.big	R9BS
colony09BS	91	nurse	control.big	R9BS
colony09BS	92	forager	control.big	R9BS
colony09BS	93	nurse	control.big	R9BS
colony09BS	94	forager	control.big	R9BS
colony09BS	95	nurse	control.big	R9BS
colony09BS	97	forager	control.big	R9BS
colony09BS	98	nurse	control.big	R9BS
colony09BS	99	nurse	control.big	R9BS
colony09BS	100	nurse	control.big	R9BS
colony09BS	101	forager	control.big	R9BS
colony09BS	102	forager	control.big	R9BS
colony09BS	103	nurse	control.big	R9BS
colony09BS	104	forager	control.big	R9BS
colony09BS	105	nurse	control.big	R9BS
colony09BS	107	nurse	control.big	R9BS
colony09BS	108	nurse	control.big	R9BS
colony09BS	109	forager	control.big	R9BS
colony09BS	110	nurse	control.big	R9BS
colony09BS	111	nurse	control.big	R9BS
colony09BS	112	forager	control.big	R9BS
colony09BS	113	nurse	control.big	R9BS
colony09BS	114	nurse	control.big	R9BS
colony09BS	115	forager	control.big	R9BS
colony09BS	117	forager	control.big	R9BS
colony09BS	118	nurse	control.big	R9BS
colony09BS	119	forager	control.big	R9BS
colony09BS	120	forager	control.big	R9BS
colony09BS	121	nurse	control.big	R9BS
colony09BS	122	nurse	control.big	R9BS
colony09BS	123	nurse	control.big	R9BS
colony09BS	124	nurse	control.big	R9BS
colony09BS	125	forager	control.big	R9BS
colony09BS	126	nurse	control.big	R9BS
colony09BS	127	nurse	control.big	R9BS
colony09BS	128	nurse	control.big	R9BS
colony09BS	129	forager	control.big	R9BS
colony09BS	130	nurse	control.big	R9BS
colony09BS	131	forager	control.big	R9BS
colony09BS	133	nurse	control.big	R9BS
colony09BS	134	nurse	control.big	R9BS
colony09BS	135	nurse	control.big	R9BS
colony09BS	136	nurse	control.big	R9BS
colony09BS	137	forager	control.big	R9BS
colony09BS	138	nurse	control.big	R9BS
colony09BS	139	nurse	control.big	R9BS
colony09BS	140	nurse	control.big	R9BS
colony09BS	141	forager	control.big	R9BS
colony09BS	142	nurse	control.big	R9BS
colony09BS	143	nurse	control.big	R9BS
colony09BS	144	nurse	control.big	R9BS
colony09BS	145	nurse	control.big	R9BS
colony09BS	146	nurse	control.big	R9BS
colony09BS	148	nurse	control.big	R9BS
colony09BS	149	forager	control.big	R9BS
colony09BS	150	nurse	control.big	R9BS
colony09BS	151	forager	control.big	R9BS
colony09BS	152	nurse	control.big	R9BS
colony09BS	153	nurse	control.big	R9BS
colony09BS	154	nurse	control.big	R9BS
colony09BS	155	nurse	control.big	R9BS
colony09BS	156	nurse	control.big	R9BS
colony09BS	157	nurse	control.big	R9BS
colony09BS	158	forager	control.big	R9BS
colony09BS	159	nurse	control.big	R9BS
colony09BS	160	forager	control.big	R9BS
colony09BS	161	nurse	control.big	R9BS
colony09BS	162	nurse	control.big	R9BS
colony09BS	163	nurse	control.big	R9BS
colony09BS	164	forager	control.big	R9BS
colony09BS	165	nurse	control.big	R9BS
colony09BS	166	forager	control.big	R9BS
colony09BS	167	nurse	control.big	R9BS
colony09BS	168	nurse	control.big	R9BS
colony09BS	169	nurse	control.big	R9BS
colony09BS	170	nurse	control.big	R9BS
colony09BS	171	forager	control.big	R9BS
colony09BS	172	forager	control.big	R9BS
colony09BS	173	forager	control.big	R9BS
colony09BS	174	nurse	control.big	R9BS
colony09BS	175	nurse	control.big	R9BS
colony09BS	176	nurse	control.big	R9BS
colony09BS	177	nurse	control.big	R9BS
colony09BS	178	nurse	control.big	R9BS
colony09BS	179	nurse	control.big	R9BS
colony09BS	180	nurse	control.big	R9BS
colony09BS	181	nurse	control.big	R9BS
colony09BS	182	nurse	control.big	R9BS
colony09BS	183	forager	control.big	R9BS
colony09BS	184	nurse	control.big	R9BS
colony09BS	185	forager	control.big	R9BS
colony09SP	1	queen	pathogen.small	R9SP
colony09SP	2	nurse	pathogen.small	R9SP
colony09SP	3	forager	pathogen.small	R9SP
colony09SP	4	nurse	pathogen.small	R9SP
colony09SP	5	nurse	pathogen.small	R9SP
colony09SP	6	nurse	pathogen.small	R9SP
colony09SP	7	forager	pathogen.small	R9SP
colony09SP	8	nurse	pathogen.small	R9SP
colony09SP	9	forager	pathogen.small	R9SP
colony09SP	10	forager	pathogen.small	R9SP
colony09SP	11	forager	pathogen.small	R9SP
colony09SP	12	forager	pathogen.small	R9SP
colony09SP	13	forager	pathogen.small	R9SP
colony09SP	14	forager	pathogen.small	R9SP
colony09SP	15	forager	pathogen.small	R9SP
colony09SP	16	forager	pathogen.small	R9SP
colony09SP	17	forager	pathogen.small	R9SP
colony09SP	18	forager	pathogen.small	R9SP
colony09SP	19	forager	pathogen.small	R9SP
colony09SP	20	nurse	pathogen.small	R9SP
colony09SP	21	nurse	pathogen.small	R9SP
colony09SP	22	forager	pathogen.small	R9SP
colony09SP	23	nurse	pathogen.small	R9SP
colony09SP	24	nurse	pathogen.small	R9SP
colony09SP	25	nurse	pathogen.small	R9SP
colony09SP	26	nurse	pathogen.small	R9SP
colony09SP	27	forager	pathogen.small	R9SP
colony09SP	28	nurse	pathogen.small	R9SP
colony09SP	29	nurse	pathogen.small	R9SP
colony09SP	30	forager	pathogen.small	R9SP
colony09SP	31	forager	pathogen.small	R9SP
colony09SP	32	nurse	pathogen.small	R9SP
colony09SP	33	nurse	pathogen.small	R9SP
colony09SP	34	nurse	pathogen.small	R9SP
colony09SS	1	queen	control.small	R9SS
colony09SS	2	forager	control.small	R9SS
colony09SS	3	forager	control.small	R9SS
colony09SS	4	forager	control.small	R9SS
colony09SS	5	forager	control.small	R9SS
colony09SS	7	forager	control.small	R9SS
colony09SS	8	forager	control.small	R9SS
colony09SS	9	nurse	control.small	R9SS
colony09SS	10	forager	control.small	R9SS
colony09SS	11	nurse	control.small	R9SS
colony09SS	12	forager	control.small	R9SS
colony09SS	13	forager	control.small	R9SS
colony09SS	14	nurse	control.small	R9SS
colony09SS	16	forager	control.small	R9SS
colony09SS	17	forager	control.small	R9SS
colony09SS	18	forager	control.small	R9SS
colony09SS	21	nurse	control.small	R9SS
colony09SS	22	forager	control.small	R9SS
colony09SS	23	forager	control.small	R9SS
colony09SS	24	forager	control.small	R9SS
colony09SS	25	forager	control.small	R9SS
colony09SS	26	nurse	control.small	R9SS
colony09SS	27	nurse	control.small	R9SS
colony09SS	28	nurse	control.small	R9SS
colony09SS	29	nurse	control.small	R9SS
