colony	tag	task_group	treatment	REP_treat
colony07BP	141	nurse	pathogen.big	R7BP
colony07BP	142	forager	pathogen.big	R7BP
colony07BP	143	nurse	pathogen.big	R7BP
colony07BP	144	forager	pathogen.big	R7BP
colony07BP	145	nurse	pathogen.big	R7BP
colony07BP	146	nurse	pathogen.big	R7BP
colony07BP	147	nurse	pathogen.big	R7BP
colony07BP	148	nurse	pathogen.big	R7BP
colony07BP	149	nurse	pathogen.big	R7BP
colony07BP	150	forager	pathogen.big	R7BP
colony07BP	151	nurse	pathogen.big	R7BP
colony07BP	152	forager	pathogen.big	R7BP
colony07BP	153	nurse	pathogen.big	R7BP
colony07BP	154	forager	pathogen.big	R7BP
colony07BP	155	nurse	pathogen.big	R7BP
colony07BP	156	nurse	pathogen.big	R7BP
colony07BP	157	nurse	pathogen.big	R7BP
colony07BP	158	nurse	pathogen.big	R7BP
colony07BP	159	nurse	pathogen.big	R7BP
colony07BP	160	nurse	pathogen.big	R7BP
colony07BP	161	nurse	pathogen.big	R7BP
colony07BP	162	forager	pathogen.big	R7BP
colony07BP	163	forager	pathogen.big	R7BP
colony07BP	164	forager	pathogen.big	R7BP
colony07BP	165	nurse	pathogen.big	R7BP
colony07BP	166	nurse	pathogen.big	R7BP
colony07BP	167	nurse	pathogen.big	R7BP
colony07BP	168	forager	pathogen.big	R7BP
colony07BP	169	forager	pathogen.big	R7BP
colony07BP	170	forager	pathogen.big	R7BP
colony07BP	172	nurse	pathogen.big	R7BP
colony07BP	173	nurse	pathogen.big	R7BP
colony07BP	174	nurse	pathogen.big	R7BP
colony07BP	175	forager	pathogen.big	R7BP
colony07BP	176	forager	pathogen.big	R7BP
colony07BP	177	nurse	pathogen.big	R7BP
colony07BP	178	nurse	pathogen.big	R7BP
colony07BP	179	forager	pathogen.big	R7BP
colony07BP	180	nurse	pathogen.big	R7BP
colony07BP	181	forager	pathogen.big	R7BP
colony07BP	182	nurse	pathogen.big	R7BP
colony07BP	183	forager	pathogen.big	R7BP
colony07BP	184	nurse	pathogen.big	R7BP
colony07BP	185	forager	pathogen.big	R7BP
colony07BS	1	queen	control.big	R7BS
colony07BS	2	nurse	control.big	R7BS
colony07BS	3	nurse	control.big	R7BS
colony07BS	4	forager	control.big	R7BS
colony07BS	5	nurse	control.big	R7BS
colony07BS	6	forager	control.big	R7BS
colony07BS	7	forager	control.big	R7BS
colony07BS	8	forager	control.big	R7BS
colony07BS	9	nurse	control.big	R7BS
colony07BS	10	forager	control.big	R7BS
colony07BS	11	forager	control.big	R7BS
colony07BS	12	forager	control.big	R7BS
colony07BS	13	forager	control.big	R7BS
colony07BS	14	nurse	control.big	R7BS
colony07BS	15	forager	control.big	R7BS
colony07BS	16	nurse	control.big	R7BS
colony07BS	17	forager	control.big	R7BS
colony07BS	18	forager	control.big	R7BS
colony07BS	19	forager	control.big	R7BS
colony07BS	20	forager	control.big	R7BS
colony07BS	21	nurse	control.big	R7BS
colony07BS	22	nurse	control.big	R7BS
colony07BS	23	nurse	control.big	R7BS
colony07BS	24	forager	control.big	R7BS
colony07BS	25	forager	control.big	R7BS
colony07BS	26	forager	control.big	R7BS
colony07BS	27	forager	control.big	R7BS
colony07BS	28	forager	control.big	R7BS
colony07BS	29	forager	control.big	R7BS
colony07BS	30	nurse	control.big	R7BS
colony07BS	31	forager	control.big	R7BS
colony07BS	32	forager	control.big	R7BS
colony07BS	33	forager	control.big	R7BS
colony07BS	34	forager	control.big	R7BS
colony07BS	35	forager	control.big	R7BS
colony07BS	36	forager	control.big	R7BS
colony07BS	37	nurse	control.big	R7BS
colony07BS	38	forager	control.big	R7BS
colony07BS	39	nurse	control.big	R7BS
colony07BS	40	forager	control.big	R7BS
colony07BS	41	nurse	control.big	R7BS
colony07BS	42	forager	control.big	R7BS
colony07BS	43	forager	control.big	R7BS
colony07BS	44	forager	control.big	R7BS
colony07BS	45	forager	control.big	R7BS
colony07BS	46	nurse	control.big	R7BS
colony07BS	47	nurse	control.big	R7BS
colony07BS	48	nurse	control.big	R7BS
colony07BS	49	forager	control.big	R7BS
colony07BS	50	nurse	control.big	R7BS
colony07BS	51	nurse	control.big	R7BS
colony07BS	52	forager	control.big	R7BS
colony07BS	53	forager	control.big	R7BS
colony07BS	54	forager	control.big	R7BS
colony07BS	55	forager	control.big	R7BS
colony07BS	56	nurse	control.big	R7BS
colony07BS	57	nurse	control.big	R7BS
colony07BS	58	nurse	control.big	R7BS
colony07BS	59	forager	control.big	R7BS
colony07BS	60	forager	control.big	R7BS
colony07BS	61	nurse	control.big	R7BS
colony07BS	62	nurse	control.big	R7BS
colony07BS	63	nurse	control.big	R7BS
colony07BS	64	forager	control.big	R7BS
colony07BS	65	nurse	control.big	R7BS
colony07BS	66	forager	control.big	R7BS
colony07BS	67	forager	control.big	R7BS
colony07BS	68	forager	control.big	R7BS
colony07BS	69	nurse	control.big	R7BS
colony07BS	70	forager	control.big	R7BS
colony07BS	71	forager	control.big	R7BS
colony07BS	72	nurse	control.big	R7BS
colony07BS	73	nurse	control.big	R7BS
colony07BS	74	forager	control.big	R7BS
colony07BS	75	forager	control.big	R7BS
colony07BS	76	forager	control.big	R7BS
colony07BS	77	forager	control.big	R7BS
colony07BS	79	forager	control.big	R7BS
colony07BS	80	forager	control.big	R7BS
colony07BS	81	forager	control.big	R7BS
colony07BS	82	nurse	control.big	R7BS
colony07BS	83	forager	control.big	R7BS
colony07BS	84	nurse	control.big	R7BS
colony07BS	85	nurse	control.big	R7BS
colony07BS	86	nurse	control.big	R7BS
colony07BS	87	forager	control.big	R7BS
colony07BS	88	forager	control.big	R7BS
colony07BS	89	forager	control.big	R7BS
colony07BS	90	forager	control.big	R7BS
colony07BS	91	nurse	control.big	R7BS
colony07BS	92	forager	control.big	R7BS
colony07BS	93	forager	control.big	R7BS
colony07BS	94	nurse	control.big	R7BS
colony07BS	95	forager	control.big	R7BS
colony07BS	96	forager	control.big	R7BS
colony07BS	97	forager	control.big	R7BS
colony07BS	98	nurse	control.big	R7BS
colony07BS	99	nurse	control.big	R7BS
colony07BS	100	nurse	control.big	R7BS
colony07BS	101	forager	control.big	R7BS
colony07BS	102	forager	control.big	R7BS
colony07BS	103	forager	control.big	R7BS
colony07BS	104	nurse	control.big	R7BS
colony07BS	105	forager	control.big	R7BS
colony07BS	106	nurse	control.big	R7BS
colony07BS	107	forager	control.big	R7BS
colony07BS	108	forager	control.big	R7BS
colony07BS	109	forager	control.big	R7BS
colony07BS	110	forager	control.big	R7BS
colony07BS	111	forager	control.big	R7BS
colony07BS	112	forager	control.big	R7BS
colony07BS	113	forager	control.big	R7BS
colony07BS	114	forager	control.big	R7BS
colony07BS	115	forager	control.big	R7BS
colony07BS	116	nurse	control.big	R7BS
colony07BS	117	forager	control.big	R7BS
colony07BS	118	nurse	control.big	R7BS
colony07BS	119	forager	control.big	R7BS
colony07BS	120	forager	control.big	R7BS
colony07BS	121	nurse	control.big	R7BS
colony07BS	122	nurse	control.big	R7BS
colony07BS	123	forager	control.big	R7BS
colony07BS	124	forager	control.big	R7BS
colony07BS	125	nurse	control.big	R7BS
colony07BS	126	nurse	control.big	R7BS
colony07BS	127	forager	control.big	R7BS
colony07BS	128	forager	control.big	R7BS
colony07BS	129	nurse	control.big	R7BS
colony07BS	130	nurse	control.big	R7BS
colony07BS	131	forager	control.big	R7BS
colony07BS	132	nurse	control.big	R7BS
colony07BS	133	forager	control.big	R7BS
colony07BS	134	nurse	control.big	R7BS
colony07BS	135	forager	control.big	R7BS
colony07BS	136	forager	control.big	R7BS
colony07BS	137	nurse	control.big	R7BS
colony07BS	138	nurse	control.big	R7BS
colony07BS	139	nurse	control.big	R7BS
colony07BS	140	forager	control.big	R7BS
colony07BS	141	forager	control.big	R7BS
colony07BS	142	nurse	control.big	R7BS
colony07BS	143	forager	control.big	R7BS
colony07BS	144	forager	control.big	R7BS
colony07BS	145	forager	control.big	R7BS
colony07BS	146	nurse	control.big	R7BS
colony07BS	147	forager	control.big	R7BS
colony07BS	148	nurse	control.big	R7BS
colony07BS	149	nurse	control.big	R7BS
colony07BS	150	forager	control.big	R7BS
colony07BS	151	nurse	control.big	R7BS
colony07BS	152	forager	control.big	R7BS
colony07BS	153	forager	control.big	R7BS
colony07BS	154	forager	control.big	R7BS
colony07BS	155	nurse	control.big	R7BS
colony07BS	156	nurse	control.big	R7BS
colony07BS	157	nurse	control.big	R7BS
colony07BS	158	forager	control.big	R7BS
colony07BS	159	forager	control.big	R7BS
colony07BS	160	forager	control.big	R7BS
colony07BS	161	nurse	control.big	R7BS
colony07BS	162	nurse	control.big	R7BS
colony07BS	163	nurse	control.big	R7BS
colony07BS	164	forager	control.big	R7BS
colony07BS	165	forager	control.big	R7BS
colony07BS	166	forager	control.big	R7BS
colony07BS	167	forager	control.big	R7BS
colony07BS	168	nurse	control.big	R7BS
colony07BS	169	forager	control.big	R7BS
colony07BS	170	nurse	control.big	R7BS
colony07BS	171	forager	control.big	R7BS
colony07BS	172	forager	control.big	R7BS
colony07BS	173	nurse	control.big	R7BS
colony07BS	174	forager	control.big	R7BS
colony07BS	175	nurse	control.big	R7BS
colony07BS	176	nurse	control.big	R7BS
colony07BS	177	forager	control.big	R7BS
colony07BS	178	forager	control.big	R7BS
colony07BS	179	forager	control.big	R7BS
colony07BS	180	nurse	control.big	R7BS
colony07BS	181	forager	control.big	R7BS
colony07BS	182	nurse	control.big	R7BS
colony07BS	183	nurse	control.big	R7BS
colony07BS	184	nurse	control.big	R7BS
colony07BS	185	nurse	control.big	R7BS
colony07SP	1	queen	pathogen.small	R7SP
colony07SP	2	forager	pathogen.small	R7SP
colony07SP	3	forager	pathogen.small	R7SP
colony07SP	4	forager	pathogen.small	R7SP
colony07SP	5	forager	pathogen.small	R7SP
colony07SP	6	forager	pathogen.small	R7SP
colony07SP	7	forager	pathogen.small	R7SP
colony07SP	8	nurse	pathogen.small	R7SP
colony07SP	9	nurse	pathogen.small	R7SP
colony07SP	10	nurse	pathogen.small	R7SP
colony07SP	11	forager	pathogen.small	R7SP
colony07SP	12	forager	pathogen.small	R7SP
colony07SP	14	forager	pathogen.small	R7SP
colony07SP	15	forager	pathogen.small	R7SP
colony07SP	17	forager	pathogen.small	R7SP
colony07SP	19	forager	pathogen.small	R7SP
colony07SP	20	forager	pathogen.small	R7SP
colony07SP	21	forager	pathogen.small	R7SP
colony07SP	22	forager	pathogen.small	R7SP
colony07SP	23	nurse	pathogen.small	R7SP
colony07SP	24	forager	pathogen.small	R7SP
colony07SP	25	forager	pathogen.small	R7SP
colony07SP	26	nurse	pathogen.small	R7SP
colony07SP	27	forager	pathogen.small	R7SP
colony07SP	28	forager	pathogen.small	R7SP
colony07SS	1	queen	control.small	R7SS
colony07SS	2	forager	control.small	R7SS
colony07SS	3	forager	control.small	R7SS
colony07SS	4	nurse	control.small	R7SS
colony07SS	5	forager	control.small	R7SS
colony07SS	6	forager	control.small	R7SS
colony07SS	7	nurse	control.small	R7SS
colony07SS	8	nurse	control.small	R7SS
colony07SS	9	forager	control.small	R7SS
colony07SS	10	nurse	control.small	R7SS
colony07SS	11	forager	control.small	R7SS
colony07SS	12	forager	control.small	R7SS
colony07SS	13	nurse	control.small	R7SS
colony07SS	15	nurse	control.small	R7SS
colony07SS	16	nurse	control.small	R7SS
colony07SS	17	forager	control.small	R7SS
colony07SS	18	forager	control.small	R7SS
colony07SS	19	forager	control.small	R7SS
colony07SS	20	nurse	control.small	R7SS
colony07SS	21	nurse	control.small	R7SS
colony07SS	22	nurse	control.small	R7SS
colony07SS	23	nurse	control.small	R7SS
colony07SS	24	forager	control.small	R7SS
colony07SS	25	forager	control.small	R7SS
colony07SS	27	nurse	control.small	R7SS
colony07SS	28	forager	control.small	R7SS
colony08BP	2	forager	pathogen.big	R8BP
colony08BP	3	forager	pathogen.big	R8BP
colony08BP	4	forager	pathogen.big	R8BP
colony08BP	5	forager	pathogen.big	R8BP
colony08BP	7	forager	pathogen.big	R8BP
colony08BP	8	forager	pathogen.big	R8BP
colony08BP	9	forager	pathogen.big	R8BP
colony08BP	10	forager	pathogen.big	R8BP
colony08BP	12	queen	pathogen.big	R8BP
colony08BP	13	nurse	pathogen.big	R8BP
colony08BP	14	forager	pathogen.big	R8BP
colony08BP	15	nurse	pathogen.big	R8BP
colony08BP	16	nurse	pathogen.big	R8BP
colony08BP	17	nurse	pathogen.big	R8BP
colony08BP	19	forager	pathogen.big	R8BP
colony08BP	20	nurse	pathogen.big	R8BP
colony08BP	21	forager	pathogen.big	R8BP
colony08BP	22	nurse	pathogen.big	R8BP
colony08BP	23	nurse	pathogen.big	R8BP
colony08BP	24	forager	pathogen.big	R8BP
colony08BP	25	forager	pathogen.big	R8BP
colony08BP	26	forager	pathogen.big	R8BP
colony08BP	27	nurse	pathogen.big	R8BP
colony08BP	28	forager	pathogen.big	R8BP
colony08BP	29	nurse	pathogen.big	R8BP
colony08BP	30	nurse	pathogen.big	R8BP
colony08BP	31	nurse	pathogen.big	R8BP
colony08BP	32	forager	pathogen.big	R8BP
colony08BP	33	nurse	pathogen.big	R8BP
colony08BP	34	nurse	pathogen.big	R8BP
colony08BP	35	nurse	pathogen.big	R8BP
colony08BP	36	nurse	pathogen.big	R8BP
colony08BP	37	forager	pathogen.big	R8BP
colony08BP	38	nurse	pathogen.big	R8BP
colony08BP	39	nurse	pathogen.big	R8BP
colony08BP	40	forager	pathogen.big	R8BP
colony08BP	41	nurse	pathogen.big	R8BP
colony08BP	42	forager	pathogen.big	R8BP
colony08BP	43	nurse	pathogen.big	R8BP
colony08BP	44	forager	pathogen.big	R8BP
colony08BP	45	nurse	pathogen.big	R8BP
colony08BP	46	nurse	pathogen.big	R8BP
colony08BP	47	nurse	pathogen.big	R8BP
colony08BP	49	nurse	pathogen.big	R8BP
colony08BP	50	forager	pathogen.big	R8BP
colony08BP	51	forager	pathogen.big	R8BP
colony08BP	52	nurse	pathogen.big	R8BP
colony08BP	53	forager	pathogen.big	R8BP
colony08BP	54	forager	pathogen.big	R8BP
colony08BP	55	nurse	pathogen.big	R8BP
colony08BP	56	forager	pathogen.big	R8BP
colony08BP	57	forager	pathogen.big	R8BP
colony08BP	58	forager	pathogen.big	R8BP
colony08BP	59	forager	pathogen.big	R8BP
colony08BP	60	forager	pathogen.big	R8BP
colony08BP	61	forager	pathogen.big	R8BP
colony08BP	62	forager	pathogen.big	R8BP
colony08BP	63	nurse	pathogen.big	R8BP
colony08BP	64	nurse	pathogen.big	R8BP
colony08BP	65	forager	pathogen.big	R8BP
colony08BP	66	nurse	pathogen.big	R8BP
colony08BP	67	nurse	pathogen.big	R8BP
colony08BP	68	forager	pathogen.big	R8BP
colony08BP	69	nurse	pathogen.big	R8BP
colony08BP	70	forager	pathogen.big	R8BP
colony08BP	71	forager	pathogen.big	R8BP
colony08BP	72	forager	pathogen.big	R8BP
colony08BP	73	forager	pathogen.big	R8BP
colony08BP	74	nurse	pathogen.big	R8BP
colony08BP	75	forager	pathogen.big	R8BP
colony08BP	76	forager	pathogen.big	R8BP
colony08BP	77	forager	pathogen.big	R8BP
colony08BP	78	forager	pathogen.big	R8BP
colony08BP	79	nurse	pathogen.big	R8BP
colony08BP	80	forager	pathogen.big	R8BP
colony08BP	81	nurse	pathogen.big	R8BP
colony08BP	82	nurse	pathogen.big	R8BP
colony08BP	83	forager	pathogen.big	R8BP
colony08BP	84	forager	pathogen.big	R8BP
colony08BP	85	nurse	pathogen.big	R8BP
colony08BP	86	forager	pathogen.big	R8BP
colony08BP	87	nurse	pathogen.big	R8BP
colony08BP	88	forager	pathogen.big	R8BP
colony08BP	90	forager	pathogen.big	R8BP
colony08BP	91	forager	pathogen.big	R8BP
colony08BP	92	forager	pathogen.big	R8BP
colony08BP	93	forager	pathogen.big	R8BP
colony08BP	94	forager	pathogen.big	R8BP
colony08BP	95	nurse	pathogen.big	R8BP
colony08BP	96	nurse	pathogen.big	R8BP
colony08BP	97	nurse	pathogen.big	R8BP
colony08BP	98	forager	pathogen.big	R8BP
colony08BP	99	nurse	pathogen.big	R8BP
colony08BP	100	nurse	pathogen.big	R8BP
colony08BP	101	forager	pathogen.big	R8BP
colony08BP	102	nurse	pathogen.big	R8BP
colony08BP	103	nurse	pathogen.big	R8BP
colony08BP	104	forager	pathogen.big	R8BP
colony08BP	105	forager	pathogen.big	R8BP
colony08BP	106	forager	pathogen.big	R8BP
colony08BP	107	forager	pathogen.big	R8BP
colony08BP	109	nurse	pathogen.big	R8BP
colony08BP	110	nurse	pathogen.big	R8BP
colony08BP	111	nurse	pathogen.big	R8BP
colony08BP	112	nurse	pathogen.big	R8BP
colony08BP	113	forager	pathogen.big	R8BP
colony08BP	114	forager	pathogen.big	R8BP
colony08BP	115	nurse	pathogen.big	R8BP
colony08BP	116	forager	pathogen.big	R8BP
colony08BP	117	nurse	pathogen.big	R8BP
colony08BP	119	forager	pathogen.big	R8BP
colony08BP	120	forager	pathogen.big	R8BP
colony08BP	121	nurse	pathogen.big	R8BP
colony08BP	124	nurse	pathogen.big	R8BP
colony08BP	125	nurse	pathogen.big	R8BP
colony08BP	126	nurse	pathogen.big	R8BP
colony08BP	127	forager	pathogen.big	R8BP
colony08BP	128	forager	pathogen.big	R8BP
colony08BP	129	nurse	pathogen.big	R8BP
colony08BP	130	forager	pathogen.big	R8BP
colony08BP	131	nurse	pathogen.big	R8BP
colony08BP	132	forager	pathogen.big	R8BP
colony08BP	133	forager	pathogen.big	R8BP
colony08BP	134	forager	pathogen.big	R8BP
colony08BP	135	forager	pathogen.big	R8BP
colony08BP	136	nurse	pathogen.big	R8BP
colony08BP	137	nurse	pathogen.big	R8BP
colony08BP	138	forager	pathogen.big	R8BP
colony08BP	139	forager	pathogen.big	R8BP
colony08BP	140	nurse	pathogen.big	R8BP
colony08BP	141	nurse	pathogen.big	R8BP
colony08BP	142	nurse	pathogen.big	R8BP
colony08BP	143	forager	pathogen.big	R8BP
colony08BP	144	forager	pathogen.big	R8BP
colony08BP	145	nurse	pathogen.big	R8BP
colony08BP	146	forager	pathogen.big	R8BP
colony08BP	147	forager	pathogen.big	R8BP
colony08BP	148	nurse	pathogen.big	R8BP
colony08BP	149	nurse	pathogen.big	R8BP
colony08BP	150	forager	pathogen.big	R8BP
colony08BP	151	forager	pathogen.big	R8BP
colony08BP	152	nurse	pathogen.big	R8BP
colony08BP	153	forager	pathogen.big	R8BP
colony08BP	154	forager	pathogen.big	R8BP
colony08BP	155	forager	pathogen.big	R8BP
colony08BP	156	nurse	pathogen.big	R8BP
colony08BP	157	forager	pathogen.big	R8BP
colony08BP	158	forager	pathogen.big	R8BP
colony08BP	159	forager	pathogen.big	R8BP
colony08BP	160	nurse	pathogen.big	R8BP
colony08BP	161	nurse	pathogen.big	R8BP
colony08BP	162	forager	pathogen.big	R8BP
colony08BP	163	nurse	pathogen.big	R8BP
colony08BP	166	forager	pathogen.big	R8BP
colony08BP	167	nurse	pathogen.big	R8BP
colony08BP	168	forager	pathogen.big	R8BP
colony08BP	169	forager	pathogen.big	R8BP
colony08BP	170	forager	pathogen.big	R8BP
colony08BP	171	nurse	pathogen.big	R8BP
colony08BP	172	forager	pathogen.big	R8BP
colony08BP	173	forager	pathogen.big	R8BP
colony08BP	174	nurse	pathogen.big	R8BP
colony08BP	175	nurse	pathogen.big	R8BP
colony08BP	176	forager	pathogen.big	R8BP
colony08BP	177	nurse	pathogen.big	R8BP
colony08BP	178	forager	pathogen.big	R8BP
colony08BP	179	nurse	pathogen.big	R8BP
colony08BP	180	forager	pathogen.big	R8BP
colony08BS	1	forager	control.big	R8BS
colony08BS	2	forager	control.big	R8BS
colony08BS	3	forager	control.big	R8BS
colony08BS	5	forager	control.big	R8BS
colony08BS	6	nurse	control.big	R8BS
colony08BS	7	forager	control.big	R8BS
colony08BS	8	nurse	control.big	R8BS
colony08BS	9	nurse	control.big	R8BS
colony08BS	10	nurse	control.big	R8BS
colony08BS	11	nurse	control.big	R8BS
colony08BS	12	forager	control.big	R8BS
colony08BS	13	forager	control.big	R8BS
colony08BS	14	nurse	control.big	R8BS
colony08BS	15	queen	control.big	R8BS
colony08BS	16	forager	control.big	R8BS
colony08BS	17	forager	control.big	R8BS
colony08BS	18	nurse	control.big	R8BS
colony08BS	20	forager	control.big	R8BS
colony08BS	21	forager	control.big	R8BS
colony08BS	22	forager	control.big	R8BS
colony08BS	23	nurse	control.big	R8BS
colony08BS	24	nurse	control.big	R8BS
colony08BS	25	forager	control.big	R8BS
colony08BS	26	nurse	control.big	R8BS
colony08BS	27	forager	control.big	R8BS
colony08BS	28	nurse	control.big	R8BS
colony08BS	29	nurse	control.big	R8BS
colony08BS	30	nurse	control.big	R8BS
colony08BS	31	forager	control.big	R8BS
colony08BS	32	nurse	control.big	R8BS
colony08BS	33	nurse	control.big	R8BS
colony08BS	34	forager	control.big	R8BS
colony08BS	35	nurse	control.big	R8BS
colony08BS	36	forager	control.big	R8BS
colony08BS	37	nurse	control.big	R8BS
colony08BS	38	forager	control.big	R8BS
colony08BS	39	forager	control.big	R8BS
colony08BS	40	forager	control.big	R8BS
colony08BS	41	forager	control.big	R8BS
colony08BS	42	forager	control.big	R8BS
colony08BS	43	nurse	control.big	R8BS
colony08BS	44	nurse	control.big	R8BS
colony08BS	45	nurse	control.big	R8BS
colony08BS	46	nurse	control.big	R8BS
colony08BS	47	nurse	control.big	R8BS
colony08BS	48	forager	control.big	R8BS
colony08BS	49	nurse	control.big	R8BS
colony08BS	50	forager	control.big	R8BS
colony08BS	51	forager	control.big	R8BS
colony08BS	52	forager	control.big	R8BS
colony08BS	53	nurse	control.big	R8BS
colony08BS	54	forager	control.big	R8BS
colony08BS	55	nurse	control.big	R8BS
colony08BS	56	nurse	control.big	R8BS
colony08BS	57	nurse	control.big	R8BS
colony08BS	58	forager	control.big	R8BS
colony08BS	59	nurse	control.big	R8BS
colony08BS	60	nurse	control.big	R8BS
colony08BS	61	nurse	control.big	R8BS
colony08BS	62	forager	control.big	R8BS
colony08BS	63	nurse	control.big	R8BS
colony08BS	64	forager	control.big	R8BS
colony08BS	65	nurse	control.big	R8BS
colony08BS	66	nurse	control.big	R8BS
colony08BS	67	nurse	control.big	R8BS
colony08BS	68	nurse	control.big	R8BS
colony08BS	69	nurse	control.big	R8BS
colony08BS	70	nurse	control.big	R8BS
colony08BS	71	forager	control.big	R8BS
colony08BS	72	forager	control.big	R8BS
colony08BS	73	nurse	control.big	R8BS
colony08BS	74	nurse	control.big	R8BS
colony08BS	75	forager	control.big	R8BS
colony08BS	76	forager	control.big	R8BS
colony08BS	77	nurse	control.big	R8BS
colony08BS	78	nurse	control.big	R8BS
colony08BS	80	forager	control.big	R8BS
colony08BS	81	forager	control.big	R8BS
colony08BS	82	forager	control.big	R8BS
colony08BS	83	nurse	control.big	R8BS
colony08BS	84	nurse	control.big	R8BS
colony08BS	85	nurse	control.big	R8BS
colony08BS	86	nurse	control.big	R8BS
colony08BS	87	nurse	control.big	R8BS
colony08BS	88	nurse	control.big	R8BS
colony08BS	89	nurse	control.big	R8BS
colony08BS	90	nurse	control.big	R8BS
colony08BS	91	nurse	control.big	R8BS
colony08BS	92	forager	control.big	R8BS
colony08BS	93	forager	control.big	R8BS
colony08BS	94	forager	control.big	R8BS
colony08BS	95	nurse	control.big	R8BS
colony08BS	96	nurse	control.big	R8BS
colony08BS	97	forager	control.big	R8BS
colony08BS	98	forager	control.big	R8BS
colony08BS	99	nurse	control.big	R8BS
colony08BS	100	forager	control.big	R8BS
colony08BS	101	nurse	control.big	R8BS
colony08BS	102	forager	control.big	R8BS
colony08BS	103	nurse	control.big	R8BS
colony08BS	104	nurse	control.big	R8BS
colony08BS	105	nurse	control.big	R8BS
colony08BS	106	nurse	control.big	R8BS
colony08BS	107	nurse	control.big	R8BS
colony08BS	109	nurse	control.big	R8BS
colony08BS	110	forager	control.big	R8BS
colony08BS	111	nurse	control.big	R8BS
colony08BS	112	forager	control.big	R8BS
colony08BS	113	forager	control.big	R8BS
colony08BS	114	forager	control.big	R8BS
colony08BS	115	nurse	control.big	R8BS
colony08BS	116	nurse	control.big	R8BS
colony08BS	117	nurse	control.big	R8BS
colony08BS	118	forager	control.big	R8BS
colony08BS	119	forager	control.big	R8BS
colony08BS	120	nurse	control.big	R8BS
colony08BS	121	nurse	control.big	R8BS
colony08BS	122	nurse	control.big	R8BS
colony08BS	123	nurse	control.big	R8BS
colony08BS	124	forager	control.big	R8BS
colony08BS	126	nurse	control.big	R8BS
colony08BS	127	nurse	control.big	R8BS
colony08BS	128	forager	control.big	R8BS
colony08BS	129	forager	control.big	R8BS
colony08BS	130	forager	control.big	R8BS
colony08BS	131	nurse	control.big	R8BS
colony08BS	131	nurse	control.big	R8BS
colony08BS	132	nurse	control.big	R8BS
colony08BS	133	forager	control.big	R8BS
colony08BS	134	nurse	control.big	R8BS
colony08BS	135	nurse	control.big	R8BS
colony08BS	136	forager	control.big	R8BS
colony08BS	137	nurse	control.big	R8BS
colony08BS	138	forager	control.big	R8BS
colony08BS	139	forager	control.big	R8BS
colony08BS	140	nurse	control.big	R8BS
colony08BS	141	forager	control.big	R8BS
colony08BS	142	forager	control.big	R8BS
colony08BS	143	nurse	control.big	R8BS
colony08BS	144	nurse	control.big	R8BS
colony08BS	145	forager	control.big	R8BS
colony08BS	147	forager	control.big	R8BS
colony08BS	148	forager	control.big	R8BS
colony08BS	149	nurse	control.big	R8BS
colony08BS	150	nurse	control.big	R8BS
colony08BS	151	nurse	control.big	R8BS
colony08BS	152	nurse	control.big	R8BS
colony08BS	153	forager	control.big	R8BS
colony08BS	154	nurse	control.big	R8BS
colony08BS	155	nurse	control.big	R8BS
colony08BS	156	forager	control.big	R8BS
colony08BS	157	nurse	control.big	R8BS
colony08BS	158	nurse	control.big	R8BS
colony08BS	159	nurse	control.big	R8BS
colony08BS	160	forager	control.big	R8BS
colony08BS	161	forager	control.big	R8BS
colony08BS	162	nurse	control.big	R8BS
colony08BS	163	forager	control.big	R8BS
colony08BS	164	nurse	control.big	R8BS
colony08BS	165	forager	control.big	R8BS
colony08BS	166	forager	control.big	R8BS
colony08BS	167	nurse	control.big	R8BS
colony08BS	168	nurse	control.big	R8BS
colony08BS	169	nurse	control.big	R8BS
colony08BS	170	forager	control.big	R8BS
colony08BS	171	nurse	control.big	R8BS
colony08BS	172	nurse	control.big	R8BS
colony08BS	173	nurse	control.big	R8BS
colony08BS	174	forager	control.big	R8BS
colony08BS	175	nurse	control.big	R8BS
colony08BS	176	forager	control.big	R8BS
colony08BS	177	forager	control.big	R8BS
colony08BS	178	nurse	control.big	R8BS
colony08BS	179	nurse	control.big	R8BS
colony08BS	180	nurse	control.big	R8BS
colony08BS	181	forager	control.big	R8BS
colony08BS	182	nurse	control.big	R8BS
colony08BS	183	nurse	control.big	R8BS
colony08BS	184	nurse	control.big	R8BS
colony08BS	185	nurse	control.big	R8BS
colony08BS	186	forager	control.big	R8BS
colony08BS	187	nurse	control.big	R8BS
colony08BS	188	nurse	control.big	R8BS
colony08SP	1	queen	pathogen.small	R8SP
colony08SP	2	nurse	pathogen.small	R8SP
colony08SP	3	forager	pathogen.small	R8SP
colony08SP	4	nurse	pathogen.small	R8SP
colony08SP	6	forager	pathogen.small	R8SP
colony08SP	7	nurse	pathogen.small	R8SP
colony08SP	8	forager	pathogen.small	R8SP
colony08SP	9	forager	pathogen.small	R8SP
colony08SP	10	forager	pathogen.small	R8SP
colony08SP	11	forager	pathogen.small	R8SP
colony08SP	12	forager	pathogen.small	R8SP
colony08SP	13	nurse	pathogen.small	R8SP
colony08SP	14	nurse	pathogen.small	R8SP
colony08SP	15	forager	pathogen.small	R8SP
colony08SP	16	nurse	pathogen.small	R8SP
