"randy","colony","colony_size","treatment","antID","AntTask","AntTask_num","frames_inside_24hPRE","frames_inside_24hPOST","frames_outside_24hPRE","frames_outside_24hPOST","Exposed","IsQueen","prop_inside_24hPRE","prop_inside_24hPOST","delta_time_inside"
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",1,"nurse",1,688668,667798,0,0,"no","queen",1,1,0
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",2,"forager",2,666634,664538,16348,15318,"no","no",0.976063790846611,0.977468758089948,0.00140496724333761
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",3,"nurse",1,630097,677578,0,0,"no","no",1,1,0
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",4,"nurse",1,687063,529205,0,143920,"no","no",1,0.786191272051996,-0.213808727948004
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",5,"forager",2,560477,531080,98832,111979,"no","no",0.850097602186532,0.825865122795887,-0.0242324793906451
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",6,"nurse",1,682093,668794,0,0,"exposed","no",1,1,0
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",7,"nurse",1,682948,681936,275,0,"no","no",0.999597495985937,1,0.000402504014062721
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",8,"nurse",1,678759,671861,0,0,"exposed","no",1,1,0
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",9,"forager",2,654256,568342,28848,99406,"no","no",0.957769241579613,0.851132463144779,-0.106636778434834
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",11,"nurse",1,672756,681862,0,0,"no","no",1,1,0
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",12,"forager",2,660395,674751,7685,875,"no","no",0.988496886600407,0.9987049047846,0.0102080181841926
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",13,"nurse",1,668652,684842,0,0,"no","no",1,1,0
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",14,"forager",2,665933,668692,13428,6424,"no","no",0.980234367295149,0.990484598202383,0.0102502309072335
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",15,"nurse",1,678077,670615,2603,8383,"no","no",0.996175882940589,0.987653866432596,-0.00852201650799256
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",16,"nurse",1,673393,661963,0,0,"no","no",1,1,0
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",17,"nurse",1,688398,669527,0,0,"no","no",1,1,0
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",18,"nurse",1,672239,679713,117,276,"exposed","no",0.999825985043638,0.999594111081209,-0.000231873962428963
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",19,"nurse",1,646851,641675,2666,918,"no","no",0.995895411513478,0.998571413009479,0.00267600149600034
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",21,"nurse",1,663382,641663,1227,39,"no","no",0.998153801708975,0.99993922412584,0.00178542241686563
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",22,"nurse",1,675913,675819,7213,6783,"no","no",0.989441186545381,0.990063023548129,0.000621837002747982
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",23,"forager",2,172738,234415,498415,435505,"no","no",0.25737499497134,0.349914915213757,0.0925399202424165
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",24,"forager",2,400386,411916,268649,265185,"no","no",0.59845299573266,0.608352372836549,0.009899377103889
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",25,"nurse",1,676565,674444,3093,8533,"no","no",0.995449181794373,0.987506167850455,-0.00794301394391828
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",26,"nurse",1,678707,668994,605,2560,"no","no",0.999109393032951,0.996187946166652,-0.00292144686629869
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",27,"nurse",1,676869,658191,1766,3570,"no","no",0.997397717476994,0.994605303123031,-0.00279241435396338
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",28,"nurse",1,656222,674759,0,5860,"no","no",1,0.991390190400209,-0.00860980959979074
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",29,"nurse",1,619046,647518,79,253,"no","no",0.999872400565314,0.999609429875681,-0.000262970689632547
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",30,"nurse",1,679557,678272,2775,101,"no","no",0.995933064842335,0.999851114357441,0.00391804951510577
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",31,"forager",2,658375,656160,22281,23091,"no","no",0.967265402787899,0.966005202789543,-0.00126019999835558
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",32,"forager",2,630802,634594,42628,32015,"no","no",0.936700176707304,0.951973345694403,0.0152731689870982
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",33,"nurse",1,684442,680077,0,0,"no","no",1,1,0
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",34,"nurse",1,678518,116535,0,0,"no","no",1,1,0
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",35,"nurse",1,661678,675558,0,0,"no","no",1,1,0
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",36,"nurse",1,674875,679353,5073,1012,"exposed","no",0.992539135345644,0.998512563109507,0.00597342776386334
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",37,"forager",2,640510,610873,34112,57103,"no","no",0.949435387520715,0.914513395690863,-0.0349219918298522
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",38,"nurse",1,671340,684129,1417,32,"no","no",0.997893741722494,0.999953227383613,0.0020594856611188
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",39,"nurse",1,681815,665689,270,17930,"no","no",0.99960415490738,0.973771940218162,-0.025832214689217
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",40,"nurse",1,667727,677764,3665,2137,"no","no",0.994541192030885,0.996856895342116,0.00231570331123088
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",41,"forager",2,519484,599737,140739,73572,"no","no",0.786831116153179,0.890730704624474,0.103899588471295
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",42,"forager",2,560211,515792,97605,136732,"no","no",0.851622642197818,0.790456749483544,-0.0611658927142743
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",43,"nurse",1,682445,671361,0,76,"no","no",1,0.999886809931535,-0.000113190068465108
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",44,"forager",2,624334,535460,40976,131613,"no","no",0.938410665704709,0.802700753890504,-0.135709911814205
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",45,"forager",2,660043,666355,11750,5415,"no","no",0.982509493251641,0.991939205382795,0.00942971213115318
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",46,"nurse",1,656115,667363,1264,35,"no","no",0.998077212688571,0.99994755752939,0.00187034484081938
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",47,"nurse",1,680419,635562,0,0,"no","no",1,1,0
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",49,"forager",2,526430,518196,137487,153250,"no","no",0.792915379482676,0.771761243644314,-0.0211541358383625
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",50,"forager",2,551904,518279,107512,134932,"no","no",0.836958763511956,0.793432749907763,-0.0435260136041927
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",51,"nurse",1,679448,655395,7014,6038,"no","no",0.989782391450656,0.990871335418705,0.00108894396804882
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",52,"forager",2,496012,525006,140501,128599,"no","no",0.779264524055282,0.803246609190566,0.0239820851352837
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",53,"nurse",1,678676,684994,97,13,"no","no",0.999857095081861,0.999981022091745,0.000123927009884062
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",54,"forager",2,613290,601886,58073,71423,"no","no",0.91349985030453,0.893922404126486,-0.019577446178044
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",55,"nurse",1,682718,666385,0,0,"no","no",1,1,0
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",56,"nurse",1,679792,646940,72,166,"no","no",0.999894096466352,0.999743473248587,-0.000150623217765267
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",57,"nurse",1,678427,672140,142,82,"no","no",0.999790736093161,0.999878016488601,8.72803954398149e-05
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",58,"forager",2,660993,663569,18046,14086,"exposed","no",0.973424206857044,0.979213611646044,0.00578940478900047
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",59,"forager",2,124839,0,0,0,"no","no",1,NA,NA
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",60,"nurse",1,685273,685580,0,0,"no","no",1,1,0
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",61,"nurse",1,681767,681377,5,0,"no","no",0.999992666169922,1,7.33383007811561e-06
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",62,"nurse",1,676721,664593,0,0,"no","no",1,1,0
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",63,"nurse",1,655315,660655,3368,6424,"no","no",0.994886766471884,0.990369956182101,-0.00451681028978268
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",64,"nurse",1,666682,657725,91,5374,"no","no",0.999863521768278,0.991895629461061,-0.00796789230721706
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",65,"forager",2,678795,620471,6257,54006,"exposed","no",0.990866386785237,0.919929070969062,-0.0709373158161748
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",66,"nurse",1,669385,645034,0,36,"no","no",1,0.999944192103183,-5.58078968173614e-05
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",67,"forager",2,643210,614944,32975,55733,"no","no",0.951233759991718,0.916900385729643,-0.0343333742620748
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",68,"forager",2,636448,668750,43042,12142,"no","no",0.936655432751034,0.982167509678481,0.0455120769274466
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",69,"nurse",1,675859,683910,239,0,"no","no",0.999646500951046,1,0.000353499048954431
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",70,"nurse",1,678114,671947,5002,11539,"no","no",0.992677671142236,0.983117430349707,-0.00956024079252926
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",71,"forager",2,668746,666071,12258,13021,"no","no",0.982000105726251,0.980825867481873,-0.00117423824437846
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",72,"nurse",1,681459,671959,177,0,"no","no",0.999740330616341,1,0.000259669383659289
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",73,"nurse",1,677154,666941,0,0,"no","no",1,1,0
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",74,"forager",2,651125,571021,13277,94321,"no","no",0.980016616446067,0.858236816554494,-0.121779799891574
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",75,"nurse",1,666464,653010,11732,19850,"exposed","no",0.982701166034598,0.970499063698243,-0.0122021023363543
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",76,"forager",2,670197,675396,12461,9526,"no","no",0.981746350295463,0.986091846954836,0.004345496659373
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",77,"nurse",1,673211,667743,4590,2802,"no","no",0.993228100873265,0.995821309531799,0.00259320865853363
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",78,"nurse",1,682041,666608,0,0,"no","no",1,1,0
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",79,"nurse",1,665494,0,0,0,"no","no",1,NA,NA
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",80,"forager",2,569931,558709,76170,89602,"no","no",0.882108215279035,0.861791640123336,-0.0203165751556994
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",81,"forager",2,634618,565522,40509,111954,"no","no",0.939997955940142,0.83474838961085,-0.105249566329292
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",82,"forager",2,429684,567244,246812,109268,"no","no",0.635161183510324,0.838483278936663,0.203322095426339
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",83,"nurse",1,643706,629500,1609,154,"no","no",0.997506644042057,0.999755421231343,0.00224877718928596
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",84,"nurse",1,641638,503140,0,167442,"no","no",1,0.750303467733998,-0.249696532266002
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",85,"forager",2,337873,307965,313691,351617,"no","no",0.518556887734743,0.46690934561586,-0.0516475421188831
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",86,"forager",2,675869,0,2923,682886,"no","no",0.995693820787517,0,-0.995693820787517
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",87,"nurse",1,663304,665729,0,0,"exposed","no",1,1,0
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",88,"nurse",1,682920,680407,2866,1004,"no","no",0.995820853735713,0.99852658674427,0.00270573300855681
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",89,"forager",2,638570,651069,27378,11183,"no","no",0.958888681999195,0.983113678780887,0.024224996781692
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",90,"nurse",1,669507,654212,0,0,"no","no",1,1,0
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",91,"forager",2,665306,673736,9085,4375,"no","no",0.986528586532145,0.993548253899435,0.00701966736729009
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",93,"nurse",1,659770,659580,0,0,"no","no",1,1,0
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",94,"forager",2,656749,674492,18405,4969,"exposed","no",0.97273955275389,0.992686850312233,0.0199472975583426
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",95,"nurse",1,684445,685239,200,535,"no","no",0.999707877805286,0.999219859603893,-0.000488018201393103
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",96,"nurse",1,681532,673230,0,0,"no","no",1,1,0
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",97,"forager",2,671009,672263,5107,2206,"no","no",0.992446562424199,0.996729278884574,0.00428271646037504
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",98,"nurse",1,682193,678076,0,0,"no","no",1,1,0
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",99,"forager",2,653139,681153,22536,3541,"no","no",0.966646686646687,0.994828346677494,0.0281816600308072
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",100,"nurse",1,662335,633934,7139,36911,"no","no",0.989336404401067,0.94497834820264,-0.0443580561984271
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",101,"nurse",1,679053,660118,0,0,"no","no",1,1,0
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",102,"forager",2,340133,336153,323133,335103,"no","no",0.512815371208535,0.500782115914048,-0.0120332552944871
"/media/tracking_users/DISK4/ADRIANO/EXPERIMENT_DATA/REP1/R1BS_26-02-21_AntsCreated_AutoOriented_withMetaData_NS_NS_q.myrmidon","R1BS",149,"BS",103,"forager",2,640300,563534,25075,107702,"no","no",0.962314484313357,0.839546746598812,-0.122767737714545
