Column,Behaviour,Actor,Receiver,Focal,T_start,T_stop,period,treatment_rep,T_start_UNIX,T_stop_UNIX,duration
788,FR,5,34,5,2021-04-26T11:09:08.217315145Z,2021-04-26T11:09:28.092417796Z,pre,R9SP,2021-04-26 11:09:08,2021-04-26 11:09:28,19.875102519989
789,SG,5,NA,5,2021-04-26T11:11:03.843309979Z,2021-04-26T11:11:20.468521755Z,pre,R9SP,2021-04-26 11:11:03,2021-04-26 11:11:20,16.6252119541168
790,CR,6,27,6,2021-04-26T11:00:15.462866028Z,2021-04-26T11:01:04.837905903Z,pre,R9SP,2021-04-26 11:00:15,2021-04-26 11:01:04,49.3750398159027
792,FR,6,1,6,2021-04-26T11:06:43.340984351Z,2021-04-26T11:07:00.091129916Z,pre,R9SP,2021-04-26 11:06:43,2021-04-26 11:07:00,16.7501456737518
795,FR,8,22,8,2021-04-26T11:06:49.841048880Z,2021-04-26T11:06:56.216034310Z,pre,R9SP,2021-04-26 11:06:49,2021-04-26 11:06:56,6.37498545646667
796,SG,8,NA,8,2021-04-26T11:07:27.716409351Z,2021-04-26T11:07:31.716820800Z,pre,R9SP,2021-04-26 11:07:27,2021-04-26 11:07:31,4.00041127204895
797,SG,9,NA,9,2021-04-26T10:57:10.585821910Z,2021-04-26T10:57:16.085816002Z,pre,R9SP,2021-04-26 10:57:10,2021-04-26 10:57:16,5.49999403953552
798,SG,9,NA,9,2021-04-26T11:07:57.341663928Z,2021-04-26T11:08:33.592200803Z,pre,R9SP,2021-04-26 11:07:57,2021-04-26 11:08:33,36.2505369186401
799,CR,9,17,9,2021-04-26T11:09:25.967464063Z,2021-04-26T11:10:14.468309552Z,pre,R9SP,2021-04-26 11:09:25,2021-04-26 11:10:14,48.5008456707001
800,T,10,18,10,2021-04-26T11:06:43.215923007Z,2021-04-26T11:06:52.216063771Z,pre,R9SP,2021-04-26 11:06:43,2021-04-26 11:06:52,9.000140764
802,SG,10,NA,10,2021-04-26T11:08:01.966731800Z,2021-04-26T11:08:16.091751475Z,pre,R9SP,2021-04-26 11:08:01,2021-04-26 11:08:16,14.1250197887421
803,SG,11,NA,11,2021-04-26T10:56:27.335425430Z,2021-04-26T10:56:29.960833590Z,pre,R9SP,2021-04-26 10:56:27,2021-04-26 10:56:29,2.62540817260742
804,SG,11,NA,11,2021-04-26T10:58:14.586392494Z,2021-04-26T10:58:16.211302439Z,pre,R9SP,2021-04-26 10:58:14,2021-04-26 10:58:16,1.62491011619568
