tag	count	last_det	rot	displacement_distance	displacement_angle	antenna_reach	trapezoid_length	type	size	headwidth	death	age	final_status	group	REP_treat
1	2706754	1468800	-7.061	0	0	NA	NA	N	0	0	0	0	alive	queen	R8SP
2	2721122	1468800	77.964	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8SP
3	2736281	1468800	83.408	0	0	NA	NA	N	0	0	0	0	alive	forager	R8SP
4	2700894	1468800	-167.298	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8SP
6	2681929	1468800	95.024	0	0	NA	NA	N	0	0	0	0	alive	forager	R8SP
7	2587333	1468800	171.194	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8SP
8	2619946	1468800	80.356	0	0	NA	NA	N	0	0	0	0	alive	forager	R8SP
9	2561098	1468800	93.098	0	0	NA	NA	N	0	0	0	0	alive	forager	R8SP
10	2700527	1468800	169.291	0	0	NA	NA	N	0	0	0	0	alive	forager	R8SP
11	2657650	1468800	-87.7	0	0	NA	NA	N	0	0	0	0	alive	forager	R8SP
12	2547842	1468800	83.323	0	0	NA	NA	N	0	0	0	0	alive	forager	R8SP
13	2550976	1468800	125.52	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8SP
14	2701131	1468800	-81.254	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8SP
15	2536405	1468800	83.112	0	0	NA	NA	N	0	0	0	0	alive	forager	R8SP
16	2629833	1468800	-82.098	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8SP
17	2707314	1468800	-88.796	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8SP
18	2478468	1468800	82.73	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8SP
19	2704549	1468800	91.253	0	0	NA	NA	N	0	0	0	0	alive	forager	R8SP
20	2676931	1468800	6.702	0	0	NA	NA	N	0	0	0	0	alive	forager	R8SP
21	2633874	1468800	165.494	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8SP
22	2277631	1468800	-175.989	0	0	NA	NA	N	0	0	0	0	alive	forager	R8SP
23	2690745	1468800	-175.059	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8SP
24	2587997	1468800	93.084	0	0	NA	NA	N	0	0	0	0	alive	forager	R8SP
25	2625582	1468800	-77.836	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8SP
26	2584399	1468800	78.369	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8SP
28	2613199	1468800	-1.692	0	0	NA	NA	N	0	0	0	0	alive	forager	R8SP
29	2547907	1468800	-70.385	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8SP
30	2702296	1468800	-7.402	0	0	NA	NA	N	0	0	0	0	alive	forager	R8SP
31	2706659	1468800	178.46	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8SP
