tag	count	last_det	rot	displacement_distance	displacement_angle	antenna_reach	trapezoid_length	type	size	headwidth	death	age	final_status	group	REP_treat
1	2766720	1468800	10.399	0	0	NA	NA	N	0	0	0	0	alive	queen	R9SP
2	2262975	1468800	170.381	0	0	NA	NA	N	0	0	0	0	alive	nurse	R9SP
3	2641780	1468800	-93.438	0	0	NA	NA	N	0	0	0	0	alive	forager	R9SP
4	2696843	1468800	96.035	0	0	NA	NA	N	0	0	0	0	alive	nurse	R9SP
5	2668293	1468800	78.423	0	0	NA	NA	N	0	0	0	0	alive	nurse	R9SP
6	2396892	1468800	72.984	0	0	NA	NA	N	0	0	0	0	alive	nurse	R9SP
7	2664696	1468800	9.332	0	0	NA	NA	N	0	0	0	0	alive	forager	R9SP
8	2667267	1468800	-89.335	0	0	NA	NA	N	0	0	0	0	alive	nurse	R9SP
9	2674296	1468800	93.94	0	0	NA	NA	N	0	0	0	0	alive	forager	R9SP
10	2631166	1468800	-89.265	0	0	NA	NA	N	0	0	0	0	alive	forager	R9SP
11	2637963	1468800	-91.846	0	0	NA	NA	N	0	0	0	0	alive	forager	R9SP
12	2669006	1468800	93.677	0	0	NA	NA	N	0	0	0	0	alive	forager	R9SP
13	2681450	1468800	94.256	0	0	NA	NA	N	0	0	0	0	alive	forager	R9SP
14	2678468	1468800	-179.132	0	0	NA	NA	N	0	0	0	0	alive	forager	R9SP
15	2705075	1468800	-100.355	0	0	NA	NA	N	0	0	0	0	alive	forager	R9SP
16	2677945	1468800	-22.116	0	0	NA	NA	N	0	0	0	0	alive	forager	R9SP
17	2645488	1468800	-81.013	0	0	NA	NA	N	0	0	0	0	alive	forager	R9SP
18	2557077	1468800	-93.082	0	0	NA	NA	N	0	0	0	0	alive	forager	R9SP
19	2605630	1468800	6.576	0	0	NA	NA	N	0	0	0	0	alive	forager	R9SP
20	2695083	1468800	100.146	0	0	NA	NA	N	0	0	0	0	alive	nurse	R9SP
21	2679163	1468800	-91.047	0	0	NA	NA	N	0	0	0	0	alive	nurse	R9SP
22	2637378	1468800	-94.244	0	0	NA	NA	N	0	0	0	0	alive	forager	R9SP
23	2669285	1468800	1.585	0	0	NA	NA	N	0	0	0	0	alive	nurse	R9SP
24	2615568	1468800	17.542	0	0	NA	NA	N	0	0	0	0	alive	nurse	R9SP
25	2663346	1468800	-7.758	0	0	NA	NA	N	0	0	0	0	alive	nurse	R9SP
26	2624883	1468800	-87.761	0	0	NA	NA	N	0	0	0	0	alive	nurse	R9SP
27	2655115	1468800	87.013	0	0	NA	NA	N	0	0	0	0	alive	forager	R9SP
28	2696204	1468800	-91.987	0	0	NA	NA	N	0	0	0	0	alive	nurse	R9SP
29	2625304	1468800	-15.087	0	0	NA	NA	N	0	0	0	0	alive	nurse	R9SP
30	2536808	1468800	-99.058	0	0	NA	NA	N	0	0	0	0	alive	forager	R9SP
31	2475674	1468800	178.865	0	0	NA	NA	N	0	0	0	0	alive	forager	R9SP
32	2334612	1468800	-86.187	0	0	NA	NA	N	0	0	0	0	alive	nurse	R9SP
33	2633999	1468800	-91.632	0	0	NA	NA	N	0	0	0	0	alive	nurse	R9SP
34	2685607	1468800	173.609	0	0	NA	NA	N	0	0	0	0	alive	nurse	R9SP
