tag	count	last_det	rot	displacement_distance	displacement_angle	antenna_reach	trapezoid_length	type	size	headwidth	death	age	final_status	group	REP_treat
1	2790932	1468800	176.408	0	0	NA	NA	N	0	0	0	0	alive	queen	R11SS
2	2649036	1468800	83.423	0	0	NA	NA	N	0	0	0	0	alive	forager	R11SS
3	2657167	1468800	-160.876	0	0	NA	NA	N	0	0	0	0	alive	forager	R11SS
4	2517835	1468800	-177.707	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11SS
5	2675526	1468800	-86.274	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11SS
6	2680659	1468800	-0.704	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11SS
7	2719078	1468800	-168.885	0	0	NA	NA	N	0	0	0	0	alive	forager	R11SS
8	2627551	1468800	88.979	0	0	NA	NA	N	0	0	0	0	alive	forager	R11SS
9	2516110	1468800	-61.226	0	0	NA	NA	N	0	0	0	0	alive	forager	R11SS
10	2568049	1468800	3.899	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11SS
11	2638442	1468800	-93.452	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11SS
12	2656594	1468800	179.194	0	0	NA	NA	N	0	0	0	0	alive	forager	R11SS
13	2664420	1468800	97.047	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11SS
14	2645532	1468800	-1.553	0	0	NA	NA	N	0	0	0	0	alive	forager	R11SS
15	2675533	1468800	70.284	0	0	NA	NA	N	0	0	0	0	alive	forager	R11SS
16	2682787	1468800	-0.589	0	0	NA	NA	N	0	0	0	0	alive	forager	R11SS
17	2659113	1468800	88.796	0	0	NA	NA	N	0	0	0	0	alive	forager	R11SS
18	2579904	1468800	85.274	0	0	NA	NA	N	0	0	0	0	alive	forager	R11SS
19	2570832	1468800	-179.417	0	0	NA	NA	N	0	0	0	0	alive	forager	R11SS
20	2718532	1468800	94.915	0	0	NA	NA	N	0	0	0	0	alive	forager	R11SS
21	2702776	1468800	175.499	0	0	NA	NA	N	0	0	0	0	alive	forager	R11SS
22	2646369	1468800	3.671	0	0	NA	NA	N	0	0	0	0	alive	forager	R11SS
23	2685444	1468800	-156.528	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11SS
24	2420529	1468800	81.272	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11SS
25	2592802	1468800	101.522	0	0	NA	NA	N	0	0	0	0	alive	forager	R11SS
26	2300244	1468800	-93.683	0	0	NA	NA	N	0	0	0	0	alive	forager	R11SS
27	2560358	1468800	-90.086	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11SS
28	2690805	1468800	-14.657	0	0	NA	NA	N	0	0	0	0	alive	forager	R11SS
29	2652546	1468800	85.288	0	0	NA	NA	N	0	0	0	0	alive	forager	R11SS
30	2713015	1468800	93.348	0	0	NA	NA	N	0	0	0	0	alive	forager	R11SS
31	2742456	1468800	-4.109	0	0	NA	NA	N	0	0	0	0	alive	forager	R11SS
32	2524444	1468800	5.806	0	0	NA	NA	N	0	0	0	0	alive	forager	R11SS
