tag	count	last_det	rot	displacement_distance	displacement_angle	antenna_reach	trapezoid_length	type	size	headwidth	death	age	final_status	group	REP_treat
1	2612000	1468800	84.381	0	0	NA	NA	N	0	0	0	0	alive	queen	R1BS
2	2725217	1468800	170.361	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1BS
3	2642113	1468800	-79.473	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1BS
4	2705008	1468800	-98.349	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1BS
5	2566668	1468800	98.448	0	0	NA	NA	N	0	0	0	0	alive	forager	R1BS
6	2664942	1468800	-169.138	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1BS
7	2735141	1468800	173.871	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1BS
8	2670382	1468800	179.781	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1BS
9	2695065	1468800	91.619	0	0	NA	NA	N	0	0	0	0	alive	forager	R1BS
11	2687409	1468800	-8.134	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1BS
12	2683014	1468800	11.855	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1BS
13	2711930	1468800	-168.965	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1BS
14	2713790	1468800	177.972	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1BS
15	2714668	1468800	95.978	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1BS
16	2660275	1468800	-160.914	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1BS
17	2659473	1468800	5.374	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1BS
18	2706154	1468800	1.009	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1BS
19	2661675	1468800	172.02	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1BS
21	2632150	1468800	-0.075	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1BS
22	2743648	1468800	7.663	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1BS
23	2704674	1468800	-174.256	0	0	NA	NA	N	0	0	0	0	alive	forager	R1BS
24	2690100	1468800	-15.596	0	0	NA	NA	N	0	0	0	0	alive	forager	R1BS
25	2714570	1468800	100.034	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1BS
26	2689999	1468800	97.138	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1BS
27	2628602	1468800	-94.076	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1BS
28	2639978	1468800	-169.01	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1BS
29	2579346	1468800	-91.615	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1BS
30	2725685	1468800	0.986	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1BS
31	2724451	1468800	0.751	0	0	NA	NA	N	0	0	0	0	alive	forager	R1BS
32	2674243	1468800	82.611	0	0	NA	NA	N	0	0	0	0	alive	forager	R1BS
33	2742564	1468800	109.87	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1BS
35	2653427	1468800	-96.971	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1BS
