tag	count	last_det	rot	displacement_distance	displacement_angle	antenna_reach	trapezoid_length	type	size	headwidth	death	age	final_status	group	REP_treat
1	2620964	1468800	-88.305	0	0	NA	NA	N	0	0	0	0	alive	queen	R9SS
2	1980850	1468800	-32.533	0	0	NA	NA	N	0	0	0	0	alive	forager	R9SS
3	2480036	1468800	86.362	0	0	NA	NA	N	0	0	0	0	alive	forager	R9SS
4	2560105	1468800	-84.688	0	0	NA	NA	N	0	0	0	0	alive	forager	R9SS
5	2393022	1468800	2.431	0	0	NA	NA	N	0	0	0	0	alive	forager	R9SS
7	2517126	1468800	1.641	0	0	NA	NA	N	0	0	0	0	alive	forager	R9SS
8	2447418	1468800	179.96	0	0	NA	NA	N	0	0	0	0	alive	forager	R9SS
9	2157874	1468800	82.528	0	0	NA	NA	N	0	0	0	0	alive	nurse	R9SS
10	2512365	1468800	-90.823	0	0	NA	NA	N	0	0	0	0	alive	forager	R9SS
11	1060593	1468800	172.647	0	0	NA	NA	N	0	0	0	0	alive	nurse	R9SS
12	2578807	1468800	176.326	0	0	NA	NA	N	0	0	0	0	alive	forager	R9SS
13	2297817	1468800	2.005	0	0	NA	NA	N	0	0	0	0	alive	forager	R9SS
14	2476335	1468800	-7.862	0	0	NA	NA	N	0	0	0	0	alive	nurse	R9SS
16	2499278	1468800	88.341	0	0	NA	NA	N	0	0	0	0	alive	forager	R9SS
17	2451141	1468800	168.443	0	0	NA	NA	N	0	0	0	0	alive	forager	R9SS
18	2577558	1468800	-19.344	0	0	NA	NA	N	0	0	0	0	alive	forager	R9SS
21	2024017	1468800	-179.995	0	0	NA	NA	N	0	0	0	0	alive	nurse	R9SS
22	2529568	1468800	-75.535	0	0	NA	NA	N	0	0	0	0	alive	forager	R9SS
23	2492238	1468800	165.323	0	0	NA	NA	N	0	0	0	0	alive	forager	R9SS
24	2377006	1468800	-1.71	0	0	NA	NA	N	0	0	0	0	alive	forager	R9SS
25	2563143	1468800	-96.766	0	0	NA	NA	N	0	0	0	0	alive	forager	R9SS
26	2320685	1468800	109.278	0	0	NA	NA	N	0	0	0	0	alive	nurse	R9SS
27	2469109	1468800	-3.826	0	0	NA	NA	N	0	0	0	0	alive	nurse	R9SS
28	2266796	1468800	90.364	0	0	NA	NA	N	0	0	0	0	alive	nurse	R9SS
29	1787709	1468800	166.685	0	0	NA	NA	N	0	0	0	0	alive	nurse	R9SS
