tag	count	last_det	rot	displacement_distance	displacement_angle	antenna_reach	trapezoid_length	type	size	headwidth	death	age	final_status	group	REP_treat
1	2758016	1468800	173.885	0	0	NA	NA	N	0	0	0	0	alive	queen	R7SS
2	2518750	1468800	6.226	0	0	NA	NA	N	0	0	0	0	alive	forager	R7SS
3	2626421	1468800	97.939	0	0	NA	NA	N	0	0	0	0	alive	forager	R7SS
4	2472844	1468800	-85.174	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7SS
5	2603647	1468800	1.639	0	0	NA	NA	N	0	0	0	0	alive	forager	R7SS
6	2682395	1468800	3.565	0	0	NA	NA	N	0	0	0	0	alive	forager	R7SS
7	2491229	1468800	-89.592	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7SS
8	2485000	1468800	-163.164	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7SS
9	2591171	1468800	-93.624	0	0	NA	NA	N	0	0	0	0	alive	forager	R7SS
10	2696092	1468800	83.027	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7SS
11	2659369	1468800	80.022	0	0	NA	NA	N	0	0	0	0	alive	forager	R7SS
12	2664952	1468800	84.929	0	0	NA	NA	N	0	0	0	0	alive	forager	R7SS
13	2471039	1468800	176.726	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7SS
15	2632843	1468800	178.204	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7SS
16	2730154	1468800	-92.325	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7SS
17	2723044	1468800	-173.946	0	0	NA	NA	N	0	0	0	0	alive	forager	R7SS
18	2592183	1468800	-87.407	0	0	NA	NA	N	0	0	0	0	alive	forager	R7SS
19	2614483	1468800	-99.317	0	0	NA	NA	N	0	0	0	0	alive	forager	R7SS
20	2705753	1468800	-112.574	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7SS
21	2608382	1468800	6.912	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7SS
22	2672505	1468800	-169.211	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7SS
23	2604664	1468800	2.885	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7SS
24	2701210	1468800	103.119	0	0	NA	NA	N	0	0	0	0	alive	forager	R7SS
25	2725448	1468800	-84.321	0	0	NA	NA	N	0	0	0	0	alive	forager	R7SS
27	2690133	1468800	16.332	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7SS
28	2704657	1468800	-97.043	0	0	NA	NA	N	0	0	0	0	alive	forager	R7SS
