tag	count	last_det	rot	displacement_distance	displacement_angle	antenna_reach	trapezoid_length	type	size	headwidth	death	age	final_status	group	REP_treat
1	2668943	1468800	-86.962	0	0	NA	NA	N	0	0	0	0	alive	queen	R14BP
2	2729693	1468800	-96.231	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14BP
3	2718797	1468800	-89.519	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
4	2607672	1468800	-176.57	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
5	2612533	1468800	-92.071	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14BP
6	2667950	1468800	-0.079	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
7	2644317	1468800	81.006	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
8	2680253	1468800	-89.508	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
9	2724200	1468800	84.198	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
10	2599506	1468800	-177.859	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
11	2719974	1468800	179.679	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14BP
13	2702627	1468800	87.716	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
14	2706567	1468800	-7.801	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14BP
15	2634221	1468800	94.414	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14BP
16	2556932	1468800	-155.628	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
17	2654419	1468800	-3.227	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14BP
18	2619550	1468800	-80.862	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14BP
19	2501338	1468800	9.182	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
20	2737012	1468800	-83.564	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14BP
21	2727586	1468800	-4.984	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
22	2638194	1468800	-13.492	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
23	2590680	1468800	-83.713	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
25	2709850	1468800	-7.328	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
26	2710041	1468800	166.838	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
27	2417831	1468800	172.907	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
28	2570734	1468800	172.834	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
29	2681921	1468800	-94.09	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
30	2596077	1468800	-11.471	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14BP
31	2693016	1468800	8.448	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
32	2664482	1468800	-5.816	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
35	2624150	1468800	89.936	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
36	2714431	1468800	-2.309	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14BP
37	2675629	1468800	-91.868	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
38	2721886	1468800	176.038	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
39	2672004	1468800	0.932	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14BP
40	2669938	1468800	-170.513	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
41	2720658	1468800	-79.119	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14BP
42	2687055	1468800	52.108	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14BP
43	2676743	1468800	-2.733	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
44	2660700	1468800	-100.446	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
45	2725503	1468800	-171.033	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
46	2600535	1468800	90.228	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
47	2706666	1468800	91.019	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14BP
48	2622051	1468800	87.563	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14BP
49	2714853	1468800	7.601	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
50	2658098	1468800	0.92	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
51	2713524	1468800	-85.948	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
52	2727684	1468800	88.493	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14BP
53	2694367	1468800	-85.513	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
54	2726734	1468800	-76.155	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
55	2538074	1468800	97.505	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
56	2734754	1468800	-86.349	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
57	2670837	1468800	-84.575	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
58	2570025	1468800	87.968	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
59	2638368	1468800	91.144	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14BP
60	2661085	1468800	83.519	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
61	2732206	1468800	176.286	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
62	2714030	1468800	84.523	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
63	2688686	1468800	-95.584	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14BP
64	2709021	1468800	1.808	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
65	2736500	1468800	-167.578	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14BP
66	2734230	1468800	-84.455	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14BP
67	2615213	1468800	-2.461	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14BP
68	2512119	1468800	-168.708	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
69	2639583	1468800	179.673	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
70	2646917	1468800	-176.546	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14BP
71	2733826	1468800	-91.855	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
72	2658937	1468800	-2.439	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14BP
73	2201422	1468800	0.147	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14BP
74	2723379	1468800	-102.51	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14BP
75	2679962	1468800	-87.247	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
76	2726599	1468800	-89.685	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
77	2737813	1468800	93.188	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
78	2727803	1468800	-83.944	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14BP
79	2673797	1468800	-94.422	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
80	2669896	1468800	-95.796	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14BP
81	2738522	1468800	11.1	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
82	2712595	1468800	-178.632	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14BP
83	130291	1468800	141.434	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
84	2632496	1468800	91.309	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
85	2541080	1468800	-1.984	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
86	2331181	1468800	86.965	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
87	2709851	1468800	0.086	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
88	2708302	1468800	164.716	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14BP
89	2702414	1468800	-167.211	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
90	2626425	1468800	-86.4	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
91	2720752	1468800	-5.745	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14BP
92	2725182	1468800	13.129	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
93	2727870	1468800	170.991	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
94	2663526	1468800	91.312	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14BP
95	2725940	1468800	-169.989	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
96	2725899	1468800	80.768	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
97	2713389	1468800	84.752	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
98	2731801	1468800	-89.381	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14BP
99	2702671	1468800	-10.353	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
100	2703269	1468800	87.514	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14BP
101	2704118	1468800	166.232	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BP
