tag	count	last_det	rot	displacement_distance	displacement_angle	antenna_reach	trapezoid_length	type	size	headwidth	death	age	final_status	group	REP_treat
1	2583241	1468800	0.734	0	0	NA	NA	N	0	0	0	0	alive	forager	R3SP
2	2509836	1468800	174.033	0	0	NA	NA	N	0	0	0	0	alive	forager	R3SP
3	2597502	1468800	-178.982	0	0	NA	NA	N	0	0	0	0	alive	forager	R3SP
4	2645577	1468800	155.349	0	0	NA	NA	N	0	0	0	0	alive	nurse	R3SP
5	2395895	1468800	79.93	0	0	NA	NA	N	0	0	0	0	alive	nurse	R3SP
6	2576132	1468800	-178.824	0	0	NA	NA	N	0	0	0	0	alive	forager	R3SP
7	2427106	1468800	-3.152	0	0	NA	NA	N	0	0	0	0	alive	forager	R3SP
8	2589226	1468800	5.339	0	0	NA	NA	N	0	0	0	0	alive	nurse	R3SP
9	2599373	1468800	-175.957	0	0	NA	NA	N	0	0	0	0	alive	nurse	R3SP
10	2419300	1468800	-0.855	0	0	NA	NA	N	0	0	0	0	alive	nurse	R3SP
11	2440668	1468800	-178.793	0	0	NA	NA	N	0	0	0	0	alive	forager	R3SP
12	2552361	1468800	-162.778	0	0	NA	NA	N	0	0	0	0	alive	nurse	R3SP
13	2396853	1468800	86.869	0	0	NA	NA	N	0	0	0	0	alive	nurse	R3SP
14	2602978	1468800	5.229	0	0	NA	NA	N	0	0	0	0	alive	nurse	R3SP
15	2239283	1468800	-141.291	0	0	NA	NA	N	0	0	0	0	alive	nurse	R3SP
16	2508472	1468800	168.712	0	0	NA	NA	N	0	0	0	0	alive	nurse	R3SP
17	2476559	1468800	-10.25	0	0	NA	NA	N	0	0	0	0	alive	nurse	R3SP
18	2373241	1468800	12.468	0	0	NA	NA	N	0	0	0	0	alive	nurse	R3SP
19	2097242	1468800	-167.961	0	0	NA	NA	N	0	0	0	0	alive	forager	R3SP
20	2662081	1468800	-97.192	0	0	NA	NA	N	0	0	0	0	alive	forager	R3SP
21	2553949	1468800	-16.716	0	0	NA	NA	N	0	0	0	0	alive	nurse	R3SP
22	2422204	1468800	-174.669	0	0	NA	NA	N	0	0	0	0	alive	nurse	R3SP
23	2642785	1468800	-167.919	0	0	NA	NA	N	0	0	0	0	alive	nurse	R3SP
24	2354942	1468800	-83.975	0	0	NA	NA	N	0	0	0	0	alive	forager	R3SP
25	2537897	1468800	-83.695	0	0	NA	NA	N	0	0	0	0	alive	nurse	R3SP
26	2613734	1468800	173.989	0	0	NA	NA	N	0	0	0	0	alive	nurse	R3SP
27	2505646	1468800	75.893	0	0	NA	NA	N	0	0	0	0	alive	nurse	R3SP
28	2500973	1468800	-3.21	0	0	NA	NA	N	0	0	0	0	alive	forager	R3SP
29	2691792	1468800	105.847	0	0	NA	NA	N	0	0	0	0	alive	queen	R3SP
