tag	count	last_det	rot	displacement_distance	displacement_angle	antenna_reach	trapezoid_length	type	size	headwidth	death	age	final_status	group	REP_treat
1	2141119	1468800	177.057	0	0	NA	NA	N	0	0	0	0	alive	queen	R3BP
2	2650518	1468800	16.915	0	0	NA	NA	N	0	0	0	0	alive	nurse	R3BP
3	2655537	1468800	7.541	0	0	NA	NA	N	0	0	0	0	alive	forager	R3BP
4	2654574	1468800	72.424	0	0	NA	NA	N	0	0	0	0	alive	nurse	R3BP
5	2655665	1468800	-5.424	0	0	NA	NA	N	0	0	0	0	alive	nurse	R3BP
6	2564852	1468800	-91.141	0	0	NA	NA	N	0	0	0	0	alive	nurse	R3BP
7	2661877	1468800	88.611	0	0	NA	NA	N	0	0	0	0	alive	forager	R3BP
8	2513598	1468800	-78.341	0	0	NA	NA	N	0	0	0	0	alive	nurse	R3BP
9	2688940	1468800	-4.308	0	0	NA	NA	N	0	0	0	0	alive	nurse	R3BP
10	2455089	1468800	10.45	0	0	NA	NA	N	0	0	0	0	alive	forager	R3BP
11	2515086	1468800	-94.581	0	0	NA	NA	N	0	0	0	0	alive	nurse	R3BP
12	2633944	1468800	93.626	0	0	NA	NA	N	0	0	0	0	alive	forager	R3BP
13	2595541	1468800	-170.929	0	0	NA	NA	N	0	0	0	0	alive	forager	R3BP
14	2602964	1468800	0.067	0	0	NA	NA	N	0	0	0	0	alive	forager	R3BP
15	2638951	1468800	158.507	0	0	NA	NA	N	0	0	0	0	alive	forager	R3BP
16	2667350	1468800	-0.567	0	0	NA	NA	N	0	0	0	0	alive	forager	R3BP
17	2550194	1468800	-82.704	0	0	NA	NA	N	0	0	0	0	alive	forager	R3BP
18	2642234	1468800	-178.055	0	0	NA	NA	N	0	0	0	0	alive	forager	R3BP
19	2619127	1468800	-176.397	0	0	NA	NA	N	0	0	0	0	alive	nurse	R3BP
20	2669069	1468800	-106.494	0	0	NA	NA	N	0	0	0	0	alive	forager	R3BP
21	2654850	1468800	4.64	0	0	NA	NA	N	0	0	0	0	alive	nurse	R3BP
22	2651206	1468800	95.865	0	0	NA	NA	N	0	0	0	0	alive	nurse	R3BP
23	2679250	1468800	-94.675	0	0	NA	NA	N	0	0	0	0	alive	nurse	R3BP
