tag	count	last_det	rot	displacement_distance	displacement_angle	antenna_reach	trapezoid_length	type	size	headwidth	death	age	final_status	group	REP_treat
1	2760453	1468800	-179.588	0	0	NA	NA	N	0	0	0	0	alive	queen	R11BS
2	2672539	1468800	0.886	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11BS
3	2690262	1468800	-164.979	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11BS
4	2740506	1468800	78.762	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11BS
5	2712752	1468800	107.554	0	0	NA	NA	N	0	0	0	0	alive	forager	R11BS
6	2519839	1468800	77.022	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11BS
7	2767327	1468800	179.803	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11BS
8	2725358	1468800	171.43	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11BS
9	2532271	1468800	-4.191	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11BS
10	2685227	1468800	92.713	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11BS
11	2747487	1468800	-174.918	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11BS
12	2763570	1468800	87.987	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11BS
13	2743677	1468800	-179.863	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11BS
14	2721930	1468800	175.167	0	0	NA	NA	N	0	0	0	0	alive	forager	R11BS
15	2666863	1468800	-0.329	0	0	NA	NA	N	0	0	0	0	alive	forager	R11BS
16	2758463	1468800	-92.229	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11BS
17	2647809	1468800	-174.53	0	0	NA	NA	N	0	0	0	0	alive	forager	R11BS
18	2686788	1468800	179.173	0	0	NA	NA	N	0	0	0	0	alive	forager	R11BS
19	2729909	1468800	175.489	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11BS
20	2755305	1468800	-177.74	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11BS
21	2737574	1468800	-94.781	0	0	NA	NA	N	0	0	0	0	alive	forager	R11BS
22	2653625	1468800	162.205	0	0	NA	NA	N	0	0	0	0	alive	forager	R11BS
23	2696868	1468800	1.099	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11BS
24	2737757	1468800	3.645	0	0	NA	NA	N	0	0	0	0	alive	forager	R11BS
25	2687008	1468800	-0.141	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11BS
26	2628091	1468800	-179.09	0	0	NA	NA	N	0	0	0	0	alive	forager	R11BS
27	2757174	1468800	-93.012	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11BS
28	2769186	1468800	-5.484	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11BS
29	2755214	1468800	-73.318	0	0	NA	NA	N	0	0	0	0	alive	forager	R11BS
30	2675117	1468800	-80.996	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11BS
31	2571547	1468800	104.691	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11BS
32	2514800	1468800	-84.122	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11BS
33	2745682	1468800	98.736	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11BS
34	2723765	1468800	85.726	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11BS
35	2690421	1468800	-79.206	0	0	NA	NA	N	0	0	0	0	alive	forager	R11BS
36	2761156	1468800	76.745	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11BS
37	2698922	1468800	158.237	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11BS
38	2761793	1468800	171.142	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11BS
40	2751218	1468800	3.737	0	0	NA	NA	N	0	0	0	0	alive	forager	R11BS
41	2574162	1468800	86.485	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11BS
42	2698110	1468800	-89.988	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11BS
43	2745735	1468800	-83.907	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11BS
44	2751445	1468800	169.531	0	0	NA	NA	N	0	0	0	0	alive	forager	R11BS
45	2595946	1468800	-87.91	0	0	NA	NA	N	0	0	0	0	alive	forager	R11BS
46	2546730	1468800	0.081	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11BS
47	2727535	1468800	-8.807	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11BS
48	2674096	1468800	108.688	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11BS
49	2769335	1468800	4.545	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11BS
50	2725494	1468800	-100.666	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11BS
51	2681132	1468800	-84.871	0	0	NA	NA	N	0	0	0	0	alive	forager	R11BS
