tag	count	last_det	rot	displacement_distance	displacement_angle	antenna_reach	trapezoid_length	type	size	headwidth	death	age	final_status	group	REP_treat
1	2623419	1468800	-170.422	0	0	NA	NA	N	0	0	0	0	alive	queen	R6SP
2	2543656	1468800	-83.11	0	0	NA	NA	N	0	0	0	0	alive	nurse	R6SP
3	2660300	1468800	-92.128	0	0	NA	NA	N	0	0	0	0	alive	nurse	R6SP
4	2704041	1468800	14.052	0	0	NA	NA	N	0	0	0	0	alive	nurse	R6SP
5	2465531	1468800	-177.238	0	0	NA	NA	N	0	0	0	0	alive	nurse	R6SP
6	2589444	1468800	172.912	0	0	NA	NA	N	0	0	0	0	alive	nurse	R6SP
7	2534438	1468800	-0.748	0	0	NA	NA	N	0	0	0	0	alive	nurse	R6SP
8	2578446	1468800	79.482	0	0	NA	NA	N	0	0	0	0	alive	forager	R6SP
9	2596395	1468800	-15.731	0	0	NA	NA	N	0	0	0	0	alive	nurse	R6SP
10	2408656	1468800	95.318	0	0	NA	NA	N	0	0	0	0	alive	nurse	R6SP
11	2619343	1468800	-15.084	0	0	NA	NA	N	0	0	0	0	alive	nurse	R6SP
12	2708997	1468800	177.918	0	0	NA	NA	N	0	0	0	0	alive	nurse	R6SP
13	2567005	1468800	86.569	0	0	NA	NA	N	0	0	0	0	alive	nurse	R6SP
14	2605559	1468800	79.843	0	0	NA	NA	N	0	0	0	0	alive	nurse	R6SP
15	2686505	1468800	-169.269	0	0	NA	NA	N	0	0	0	0	alive	nurse	R6SP
16	2649425	1468800	23.361	0	0	NA	NA	N	0	0	0	0	alive	forager	R6SP
17	2664258	1468800	-113.733	0	0	NA	NA	N	0	0	0	0	alive	nurse	R6SP
18	2639039	1468800	60.32	0	0	NA	NA	N	0	0	0	0	alive	nurse	R6SP
19	2592041	1468800	107.828	0	0	NA	NA	N	0	0	0	0	alive	forager	R6SP
20	2686221	1468800	-97.902	0	0	NA	NA	N	0	0	0	0	alive	forager	R6SP
21	2658480	1468800	-3.082	0	0	NA	NA	N	0	0	0	0	alive	forager	R6SP
22	2587465	1468800	-97.636	0	0	NA	NA	N	0	0	0	0	alive	nurse	R6SP
23	2613077	1468800	92.807	0	0	NA	NA	N	0	0	0	0	alive	nurse	R6SP
24	2574640	1468800	164.746	0	0	NA	NA	N	0	0	0	0	alive	nurse	R6SP
25	2449091	1468800	-3.108	0	0	NA	NA	N	0	0	0	0	alive	forager	R6SP
26	2618795	1468800	-5.087	0	0	NA	NA	N	0	0	0	0	alive	nurse	R6SP
27	2699287	1468800	-98.427	0	0	NA	NA	N	0	0	0	0	alive	nurse	R6SP
28	2588666	1468800	90.834	0	0	NA	NA	N	0	0	0	0	alive	nurse	R6SP
29	2651740	1468800	88.262	0	0	NA	NA	N	0	0	0	0	alive	nurse	R6SP
30	2488604	1468800	177.578	0	0	NA	NA	N	0	0	0	0	alive	forager	R6SP
31	2421208	1468800	-176.437	0	0	NA	NA	N	0	0	0	0	alive	forager	R6SP
32	2683640	1468800	-178.937	0	0	NA	NA	N	0	0	0	0	alive	nurse	R6SP
