tag	count	last_det	rot	displacement_distance	displacement_angle	antenna_reach	trapezoid_length	type	size	headwidth	death	age	final_status	group	REP_treat
1	2731395	1468800	-85.794	0	0	NA	NA	N	0	0	0	0	alive	forager	R8BS
2	2746839	1468800	-1.482	0	0	NA	NA	N	0	0	0	0	alive	forager	R8BS
3	2719613	1468800	114.378	0	0	NA	NA	N	0	0	0	0	alive	forager	R8BS
5	2706373	1468800	80.394	0	0	NA	NA	N	0	0	0	0	alive	forager	R8BS
6	2748118	1468800	-175.968	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8BS
7	2476086	1468800	-169.703	0	0	NA	NA	N	0	0	0	0	alive	forager	R8BS
8	2745049	1468800	-92.742	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8BS
9	2708547	1468800	-90.828	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8BS
10	2734202	1468800	160.982	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8BS
11	2717705	1468800	92.42	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8BS
12	2698549	1468800	0.516	0	0	NA	NA	N	0	0	0	0	alive	forager	R8BS
13	2667469	1468800	83.282	0	0	NA	NA	N	0	0	0	0	alive	forager	R8BS
14	2735746	1468800	-85.367	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8BS
15	2457737	1468800	167.982	0	0	NA	NA	N	0	0	0	0	alive	queen	R8BS
16	2705834	1468800	-89.874	0	0	NA	NA	N	0	0	0	0	alive	forager	R8BS
17	2543502	1468800	-90.435	0	0	NA	NA	N	0	0	0	0	alive	forager	R8BS
18	2709460	1468800	15.377	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8BS
20	2734709	1468800	80.617	0	0	NA	NA	N	0	0	0	0	alive	forager	R8BS
21	2730858	1468800	73.014	0	0	NA	NA	N	0	0	0	0	alive	forager	R8BS
22	2629225	1468800	1.564	0	0	NA	NA	N	0	0	0	0	alive	forager	R8BS
23	2748070	1468800	113.342	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8BS
24	2743204	1468800	178.57	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8BS
25	2719277	1468800	179.554	0	0	NA	NA	N	0	0	0	0	alive	forager	R8BS
26	2709468	1468800	3.372	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8BS
27	2702514	1468800	91.032	0	0	NA	NA	N	0	0	0	0	alive	forager	R8BS
28	2617265	1468800	89.195	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8BS
29	2740079	1468800	-172.387	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8BS
30	2663653	1468800	-174.828	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8BS
31	2735355	1468800	176.629	0	0	NA	NA	N	0	0	0	0	alive	forager	R8BS
32	2693479	1468800	-13.029	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8BS
33	2689000	1468800	-86.111	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8BS
34	2575226	1468800	171.083	0	0	NA	NA	N	0	0	0	0	alive	forager	R8BS
35	2641571	1468800	-85.951	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8BS
36	2616172	1468800	-90.522	0	0	NA	NA	N	0	0	0	0	alive	forager	R8BS
37	2710924	1468800	103.44	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8BS
38	2701364	1468800	-86.65	0	0	NA	NA	N	0	0	0	0	alive	forager	R8BS
39	2727687	1468800	-168.179	0	0	NA	NA	N	0	0	0	0	alive	forager	R8BS
40	2714192	1468800	-95.445	0	0	NA	NA	N	0	0	0	0	alive	forager	R8BS
41	2484054	1468800	-97.548	0	0	NA	NA	N	0	0	0	0	alive	forager	R8BS
42	2699349	1468800	89.385	0	0	NA	NA	N	0	0	0	0	alive	forager	R8BS
43	2726822	1468800	-88.084	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8BS
44	2726632	1468800	11.611	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8BS
45	2673556	1468800	4.88	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8BS
46	2723451	1468800	-172.101	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8BS
47	2694343	1468800	118.628	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8BS
48	2662118	1468800	0.65	0	0	NA	NA	N	0	0	0	0	alive	forager	R8BS
49	2728879	1468800	-96.703	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8BS
50	2736615	1468800	-84.919	0	0	NA	NA	N	0	0	0	0	alive	forager	R8BS
51	2686212	1468800	-169.159	0	0	NA	NA	N	0	0	0	0	alive	forager	R8BS
52	2709483	1468800	172.175	0	0	NA	NA	N	0	0	0	0	alive	forager	R8BS
53	2699759	1468800	-1.961	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8BS
54	2680806	1468800	-6.483	0	0	NA	NA	N	0	0	0	0	alive	forager	R8BS
55	2749055	1468800	176.99	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8BS
56	2728627	1468800	72.647	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8BS
57	2702654	1468800	172.487	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8BS
58	2626949	1468800	-88.398	0	0	NA	NA	N	0	0	0	0	alive	forager	R8BS
59	2708623	1468800	-176.672	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8BS
60	2726709	1468800	-104.588	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8BS
61	2736663	1468800	93.452	0	0	NA	NA	N	0	0	0	0	alive	nurse	R8BS
62	2627533	1468800	-3.107	0	0	NA	NA	N	0	0	0	0	alive	forager	R8BS
