tag	count	last_det	rot	displacement_distance	displacement_angle	antenna_reach	trapezoid_length	type	size	headwidth	death	age	final_status	group	REP_treat
1	2077889	1468800	-170.102	0	0	NA	NA	N	0	0	0	0	alive	queen	R7BP
2	2705287	1468800	-94.552	0	0	NA	NA	N	0	0	0	0	alive	forager	R7BP
3	2532627	1468800	96.936	0	0	NA	NA	N	0	0	0	0	alive	forager	R7BP
4	2693032	1468800	7.19	0	0	NA	NA	N	0	0	0	0	alive	forager	R7BP
5	2736731	1468800	176.431	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7BP
6	2515397	1468800	-94.342	0	0	NA	NA	N	0	0	0	0	alive	forager	R7BP
7	2690710	1468800	106.585	0	0	NA	NA	N	0	0	0	0	alive	forager	R7BP
8	2686445	1468800	-103.015	0	0	NA	NA	N	0	0	0	0	alive	forager	R7BP
9	2725108	1468800	175.921	0	0	NA	NA	N	0	0	0	0	alive	forager	R7BP
10	2523936	1468800	169.897	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7BP
11	2692213	1468800	169.747	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7BP
12	2594699	1468800	95.105	0	0	NA	NA	N	0	0	0	0	alive	forager	R7BP
13	2712227	1468800	116.237	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7BP
14	2469042	1468800	87.464	0	0	NA	NA	N	0	0	0	0	alive	forager	R7BP
16	2695959	1468800	-177.905	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7BP
17	2662512	1468800	92.088	0	0	NA	NA	N	0	0	0	0	alive	forager	R7BP
18	2701004	1468800	-87.671	0	0	NA	NA	N	0	0	0	0	alive	forager	R7BP
19	2704247	1468800	105.259	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7BP
20	2709512	1468800	-98.973	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7BP
21	2707858	1468800	-172.26	0	0	NA	NA	N	0	0	0	0	alive	forager	R7BP
22	2709175	1468800	-88.134	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7BP
23	2671292	1468800	-10.529	0	0	NA	NA	N	0	0	0	0	alive	forager	R7BP
24	2523456	1468800	82.916	0	0	NA	NA	N	0	0	0	0	alive	forager	R7BP
25	2564542	1468800	42.024	0	0	NA	NA	N	0	0	0	0	alive	forager	R7BP
26	2417663	1468800	16.562	0	0	NA	NA	N	0	0	0	0	alive	forager	R7BP
27	2716501	1468800	-104.189	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7BP
28	2716765	1468800	171.191	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7BP
29	2586820	1468800	174.757	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7BP
30	2697323	1468800	-3.051	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7BP
31	2621687	1468800	16.394	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7BP
32	2691887	1468800	166.345	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7BP
33	2581949	1468800	-173.666	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7BP
34	2728427	1468800	-22.644	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7BP
35	2700496	1468800	-1.996	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7BP
36	2708405	1468800	-0.874	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7BP
37	2732424	1468800	-7.714	0	0	NA	NA	N	0	0	0	0	alive	forager	R7BP
38	2734218	1468800	3.515	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7BP
39	2682577	1468800	-95.113	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7BP
40	2678280	1468800	102.505	0	0	NA	NA	N	0	0	0	0	alive	forager	R7BP
41	2587647	1468800	179.648	0	0	NA	NA	N	0	0	0	0	alive	forager	R7BP
42	2649987	1468800	2.414	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7BP
43	2638839	1468800	1.095	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7BP
45	2670776	1468800	-91.003	0	0	NA	NA	N	0	0	0	0	alive	forager	R7BP
46	2624951	1468800	10.806	0	0	NA	NA	N	0	0	0	0	alive	forager	R7BP
47	2667380	1468800	-10.172	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7BP
48	2642070	1468800	12.43	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7BP
49	2638113	1468800	6.241	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7BP
50	2708327	1468800	-0.793	0	0	NA	NA	N	0	0	0	0	alive	forager	R7BP
51	2565729	1468800	-97.556	0	0	NA	NA	N	0	0	0	0	alive	forager	R7BP
52	2677092	1468800	-93.86	0	0	NA	NA	N	0	0	0	0	alive	forager	R7BP
53	2728436	1468800	-53.267	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7BP
54	2601182	1468800	88.419	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7BP
55	2467851	1468800	-2.652	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7BP
56	2693634	1468800	-105.396	0	0	NA	NA	N	0	0	0	0	alive	forager	R7BP
57	2666854	1468800	-87.202	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7BP
58	2604238	1468800	156.993	0	0	NA	NA	N	0	0	0	0	alive	forager	R7BP
59	2623385	1468800	12.294	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7BP
60	2696887	1468800	-4.557	0	0	NA	NA	N	0	0	0	0	alive	forager	R7BP
61	2597446	1468800	82.057	0	0	NA	NA	N	0	0	0	0	alive	forager	R7BP
62	2613909	1468800	1.652	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7BP
63	2639194	1468800	-175.376	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7BP
64	2670652	1468800	175.275	0	0	NA	NA	N	0	0	0	0	alive	forager	R7BP
65	2725144	1468800	-10.679	0	0	NA	NA	N	0	0	0	0	alive	forager	R7BP
66	2698764	1468800	89.826	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7BP
67	2644738	1468800	-94.381	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7BP
68	2616844	1468800	-5.132	0	0	NA	NA	N	0	0	0	0	alive	forager	R7BP
69	2688853	1468800	-86.889	0	0	NA	NA	N	0	0	0	0	alive	forager	R7BP
70	2687999	1468800	102.29	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7BP
71	2668137	1468800	94.069	0	0	NA	NA	N	0	0	0	0	alive	forager	R7BP
72	2693734	1468800	88.845	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7BP
73	2490844	1468800	-1.468	0	0	NA	NA	N	0	0	0	0	alive	forager	R7BP
74	2619375	1468800	-88.943	0	0	NA	NA	N	0	0	0	0	alive	forager	R7BP
75	2619087	1468800	-92.295	0	0	NA	NA	N	0	0	0	0	alive	forager	R7BP
76	2708798	1468800	0.827	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7BP
77	2694658	1468800	96.446	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7BP
78	2543004	1468800	-108.033	0	0	NA	NA	N	0	0	0	0	alive	forager	R7BP
79	2698774	1468800	-165.066	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7BP
80	2694644	1468800	-97.451	0	0	NA	NA	N	0	0	0	0	alive	nurse	R7BP
82	2727289	1468800	26.975	0	0	NA	NA	N	0	0	0	0	alive	forager	R7BP
