tag	count	last_det	rot	displacement_distance	displacement_angle	antenna_reach	trapezoid_length	type	size	headwidth	death	age	final_status	group	REP_treat
1	2784812	1468800	175.233	0	0	NA	NA	N	0	0	0	0	alive	queen	R12SP
2	2752115	1468800	-178.04	0	0	NA	NA	N	0	0	0	0	alive	nurse	R12SP
3	2742496	1468800	3.484	0	0	NA	NA	N	0	0	0	0	alive	nurse	R12SP
4	2666162	1468800	-87.888	0	0	NA	NA	N	0	0	0	0	alive	nurse	R12SP
5	2770605	1468800	-92.585	0	0	NA	NA	N	0	0	0	0	alive	nurse	R12SP
6	2688503	1468800	-114.817	0	0	NA	NA	N	0	0	0	0	alive	nurse	R12SP
7	2738927	1468800	6.878	0	0	NA	NA	N	0	0	0	0	alive	forager	R12SP
8	2609399	1468800	-100.565	0	0	NA	NA	N	0	0	0	0	alive	nurse	R12SP
9	2225000	1468800	-97.448	0	0	NA	NA	N	0	0	0	0	alive	nurse	R12SP
10	2546299	1468800	88.807	0	0	NA	NA	N	0	0	0	0	alive	forager	R12SP
11	2628923	1468800	58.083	0	0	NA	NA	N	0	0	0	0	alive	nurse	R12SP
12	2593729	1468800	-86.713	0	0	NA	NA	N	0	0	0	0	alive	nurse	R12SP
13	2740026	1468800	-88.297	0	0	NA	NA	N	0	0	0	0	alive	forager	R12SP
14	2745203	1468800	-88.806	0	0	NA	NA	N	0	0	0	0	alive	nurse	R12SP
15	2648970	1468800	178.492	0	0	NA	NA	N	0	0	0	0	alive	forager	R12SP
16	2742559	1468800	-177.733	0	0	NA	NA	N	0	0	0	0	alive	forager	R12SP
17	2696725	1468800	-100.162	0	0	NA	NA	N	0	0	0	0	alive	forager	R12SP
18	2681244	1468800	17.306	0	0	NA	NA	N	0	0	0	0	alive	forager	R12SP
19	2727951	1468800	-98.275	0	0	NA	NA	N	0	0	0	0	alive	nurse	R12SP
20	2585937	1468800	10.02	0	0	NA	NA	N	0	0	0	0	alive	forager	R12SP
21	2575582	1468800	88.268	0	0	NA	NA	N	0	0	0	0	alive	forager	R12SP
22	2721542	1468800	0.926	0	0	NA	NA	N	0	0	0	0	alive	forager	R12SP
23	2565186	1468800	75.991	0	0	NA	NA	N	0	0	0	0	alive	nurse	R12SP
24	2697272	1468800	94.59	0	0	NA	NA	N	0	0	0	0	alive	nurse	R12SP
25	2728830	1468800	-92.065	0	0	NA	NA	N	0	0	0	0	alive	nurse	R12SP
26	2692373	1468800	-1.237	0	0	NA	NA	N	0	0	0	0	alive	forager	R12SP
27	2763509	1468800	75.656	0	0	NA	NA	N	0	0	0	0	alive	nurse	R12SP
28	2756086	1468800	120.189	0	0	NA	NA	N	0	0	0	0	alive	nurse	R12SP
29	2679740	1468800	-100.272	0	0	NA	NA	N	0	0	0	0	alive	forager	R12SP
