tag	count	last_det	rot	displacement_distance	displacement_angle	antenna_reach	trapezoid_length	type	size	headwidth	death	age	final_status	group	REP_treat
1	2723241	1468800	-82.719	0	0	NA	NA	N	0	0	0	0	alive	queen	R5SP
2	2492339	1468800	95.458	0	0	NA	NA	N	0	0	0	0	alive	nurse	R5SP
3	2661602	1468800	174.619	0	0	NA	NA	N	0	0	0	0	alive	forager	R5SP
4	2652329	1468800	172.912	0	0	NA	NA	N	0	0	0	0	alive	nurse	R5SP
5	2661857	1468800	88.393	0	0	NA	NA	N	0	0	0	0	alive	forager	R5SP
6	2676859	1468800	-102.205	0	0	NA	NA	N	0	0	0	0	alive	nurse	R5SP
7	2358089	1468800	94.703	0	0	NA	NA	N	0	0	0	0	alive	forager	R5SP
8	2591039	1468800	-93.465	0	0	NA	NA	N	0	0	0	0	alive	forager	R5SP
10	2666377	1468800	172.939	0	0	NA	NA	N	0	0	0	0	alive	forager	R5SP
11	2683530	1468800	-20.981	0	0	NA	NA	N	0	0	0	0	alive	forager	R5SP
12	2627148	1468800	101.062	0	0	NA	NA	N	0	0	0	0	alive	nurse	R5SP
13	2343356	1468800	-87.006	0	0	NA	NA	N	0	0	0	0	alive	nurse	R5SP
14	2510364	1468800	-82.724	0	0	NA	NA	N	0	0	0	0	alive	forager	R5SP
15	2639153	1468800	133.659	0	0	NA	NA	N	0	0	0	0	alive	forager	R5SP
16	2686684	1468800	-4.377	0	0	NA	NA	N	0	0	0	0	alive	nurse	R5SP
17	2322307	1468800	90.046	0	0	NA	NA	N	0	0	0	0	alive	nurse	R5SP
18	2537927	1468800	-86.049	0	0	NA	NA	N	0	0	0	0	alive	forager	R5SP
20	2601129	1468800	0.701	0	0	NA	NA	N	0	0	0	0	alive	forager	R5SP
21	2568632	1468800	176.151	0	0	NA	NA	N	0	0	0	0	alive	forager	R5SP
22	2664249	1468800	-77.888	0	0	NA	NA	N	0	0	0	0	alive	forager	R5SP
23	2566072	1468800	-177.218	0	0	NA	NA	N	0	0	0	0	alive	forager	R5SP
24	2197587	1468800	174.766	0	0	NA	NA	N	0	0	0	0	alive	nurse	R5SP
25	2594528	1468800	-13.755	0	0	NA	NA	N	0	0	0	0	alive	nurse	R5SP
26	2649106	1468800	-176.512	0	0	NA	NA	N	0	0	0	0	alive	forager	R5SP
27	2555415	1468800	82.933	0	0	NA	NA	N	0	0	0	0	alive	forager	R5SP
28	2692520	1468800	-97.956	0	0	NA	NA	N	0	0	0	0	alive	forager	R5SP
29	2664173	1468800	-4.841	0	0	NA	NA	N	0	0	0	0	alive	forager	R5SP
30	2566945	1468800	15.477	0	0	NA	NA	N	0	0	0	0	alive	forager	R5SP
31	2585810	1468800	-179.833	0	0	NA	NA	N	0	0	0	0	alive	nurse	R5SP
33	2523475	1468800	-80.6	0	0	NA	NA	N	0	0	0	0	alive	nurse	R5SP
