tag	count	last_det	rot	displacement_distance	displacement_angle	antenna_reach	trapezoid_length	type	size	headwidth	death	age	final_status	group	REP_treat
1	2725603	1468800	82.165	0	0	NA	NA	N	0	0	0	0	alive	queen	R14BS
2	2731825	1468800	2.759	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BS
3	2730909	1468800	92.131	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BS
4	2704907	1468800	179.599	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BS
5	2753517	1468800	0.635	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BS
6	2587897	1468800	179.357	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14BS
7	2720520	1468800	90.673	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BS
8	2706164	1468800	179.49	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14BS
9	2739049	1468800	0.806	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BS
10	2713285	1468800	-11.1	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BS
11	2741330	1468800	91.091	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BS
12	2737502	1468800	-83.593	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BS
13	2664630	1468800	85.391	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BS
14	2746432	1468800	88.215	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BS
15	2634985	1468800	-178.995	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14BS
16	2687411	1468800	-92.553	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BS
17	2707436	1468800	-81.783	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14BS
18	2760438	1468800	145.18	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BS
19	2696021	1468800	97.885	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BS
20	2741788	1468800	-87.861	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BS
21	2732109	1468800	-8.41	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BS
22	2741343	1468800	-84.499	0	0	NA	NA	N	0	0	0	0	alive	forager	R14BS
