tag	count	last_det	rot	displacement_distance	displacement_angle	antenna_reach	trapezoid_length	type	size	headwidth	death	age	final_status	group	REP_treat
1	2726245	1468800	-10.201	0	0	NA	NA	N	0	0	0	0	alive	queen	R11SP
2	2443744	1468800	-94.179	0	0	NA	NA	N	0	0	0	0	alive	forager	R11SP
3	2583630	1468800	-86.915	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11SP
4	2625613	1468800	92.309	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11SP
5	2561636	1468800	-175.706	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11SP
6	2621518	1468800	175.742	0	0	NA	NA	N	0	0	0	0	alive	forager	R11SP
7	2698495	1468800	96.332	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11SP
9	2357523	1468800	-4.486	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11SP
11	2535655	1468800	11.578	0	0	NA	NA	N	0	0	0	0	alive	forager	R11SP
12	2574229	1468800	-5.856	0	0	NA	NA	N	0	0	0	0	alive	forager	R11SP
13	2591658	1468800	-66.42	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11SP
14	2658152	1468800	-13.218	0	0	NA	NA	N	0	0	0	0	alive	forager	R11SP
15	2634922	1468800	-176.664	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11SP
17	2602121	1468800	4.358	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11SP
18	2566726	1468800	-94.385	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11SP
19	2424534	1468800	91.192	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11SP
20	2634779	1468800	91.987	0	0	NA	NA	N	0	0	0	0	alive	forager	R11SP
21	2600352	1468800	25.888	0	0	NA	NA	N	0	0	0	0	alive	forager	R11SP
22	2628215	1468800	-174.938	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11SP
23	2528683	1468800	-7.327	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11SP
24	2491322	1468800	-2.61	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11SP
25	2581276	1468800	177.403	0	0	NA	NA	N	0	0	0	0	alive	forager	R11SP
26	2586965	1468800	83.837	0	0	NA	NA	N	0	0	0	0	alive	forager	R11SP
27	2635545	1468800	170.48	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11SP
28	2624866	1468800	-173.158	0	0	NA	NA	N	0	0	0	0	alive	forager	R11SP
29	2584983	1468800	3.161	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11SP
30	2598891	1468800	-98.37	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11SP
31	2526296	1468800	3.661	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11SP
32	2612048	1468800	177.085	0	0	NA	NA	N	0	0	0	0	alive	forager	R11SP
33	2647224	1468800	3.005	0	0	NA	NA	N	0	0	0	0	alive	nurse	R11SP
34	2646111	1468800	-3.899	0	0	NA	NA	N	0	0	0	0	alive	forager	R11SP
