tag	count	last_det	rot	displacement_distance	displacement_angle	antenna_reach	trapezoid_length	type	size	headwidth	death	age	final_status	group	REP_treat
1	2737382	1468800	90.953	0	0	NA	NA	N	0	0	0	0	alive	queen	R14SP
2	2420037	1468800	5.395	0	0	NA	NA	N	0	0	0	0	alive	forager	R14SP
3	2473665	1468800	-88.249	0	0	NA	NA	N	0	0	0	0	alive	forager	R14SP
4	2514684	1468800	10.95	0	0	NA	NA	N	0	0	0	0	alive	forager	R14SP
5	2535305	1468800	-98.615	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14SP
6	2635766	1468800	87.241	0	0	NA	NA	N	0	0	0	0	alive	forager	R14SP
7	2600765	1468800	-95.237	0	0	NA	NA	N	0	0	0	0	alive	forager	R14SP
8	2651123	1468800	15.768	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14SP
9	2634222	1468800	12.921	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14SP
10	2623434	1468800	88.882	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14SP
11	2531509	1468800	-171.077	0	0	NA	NA	N	0	0	0	0	alive	forager	R14SP
12	2450835	1468800	-87.126	0	0	NA	NA	N	0	0	0	0	alive	forager	R14SP
13	2642350	1468800	-80.673	0	0	NA	NA	N	0	0	0	0	alive	forager	R14SP
14	2525755	1468800	94.496	0	0	NA	NA	N	0	0	0	0	alive	forager	R14SP
15	2532251	1468800	-7.171	0	0	NA	NA	N	0	0	0	0	alive	forager	R14SP
16	2652920	1468800	1.174	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14SP
17	2652285	1468800	-88.777	0	0	NA	NA	N	0	0	0	0	alive	forager	R14SP
18	2575392	1468800	177.614	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14SP
19	2540597	1468800	-86.213	0	0	NA	NA	N	0	0	0	0	alive	forager	R14SP
20	2523643	1468800	179.201	0	0	NA	NA	N	0	0	0	0	alive	forager	R14SP
21	2567654	1468800	-84.524	0	0	NA	NA	N	0	0	0	0	alive	nurse	R14SP
23	2589243	1468800	84.159	0	0	NA	NA	N	0	0	0	0	alive	forager	R14SP
24	2060825	1468800	-174.661	0	0	NA	NA	N	0	0	0	0	alive	forager	R14SP
25	2582075	1468800	-103.669	0	0	NA	NA	N	0	0	0	0	alive	forager	R14SP
26	2548914	1468800	-158.93	0	0	NA	NA	N	0	0	0	0	alive	forager	R14SP
27	2413277	1468800	-177.706	0	0	NA	NA	N	0	0	0	0	alive	forager	R14SP
28	2622143	1468800	-0.508	0	0	NA	NA	N	0	0	0	0	alive	forager	R14SP
