tag	count	last_det	rot	displacement_distance	displacement_angle	antenna_reach	trapezoid_length	type	size	headwidth	death	age	final_status	group	REP_treat
1	2612726	1468800	161.868	0	0	NA	NA	N	0	0	0	0	alive	queen	R13BS
2	2766543	1468800	86.87	0	0	NA	NA	N	0	0	0	0	alive	forager	R13BS
3	2693464	1468800	-7.371	0	0	NA	NA	N	0	0	0	0	alive	forager	R13BS
4	2728560	1468800	88.281	0	0	NA	NA	N	0	0	0	0	alive	forager	R13BS
5	2690137	1468800	87.683	0	0	NA	NA	N	0	0	0	0	alive	nurse	R13BS
6	2703950	1468800	-89.323	0	0	NA	NA	N	0	0	0	0	alive	nurse	R13BS
7	2764304	1468800	6.262	0	0	NA	NA	N	0	0	0	0	alive	nurse	R13BS
8	2750709	1468800	91.52	0	0	NA	NA	N	0	0	0	0	alive	forager	R13BS
9	2599581	1468800	-10.097	0	0	NA	NA	N	0	0	0	0	alive	nurse	R13BS
11	2743405	1468800	-171.947	0	0	NA	NA	N	0	0	0	0	alive	forager	R13BS
12	2724636	1468800	85.114	0	0	NA	NA	N	0	0	0	0	alive	forager	R13BS
13	2722250	1468800	-8.638	0	0	NA	NA	N	0	0	0	0	alive	forager	R13BS
14	2640209	1468800	-1.276	0	0	NA	NA	N	0	0	0	0	alive	forager	R13BS
15	2707562	1468800	-175.255	0	0	NA	NA	N	0	0	0	0	alive	forager	R13BS
16	2751213	1468800	-2.416	0	0	NA	NA	N	0	0	0	0	alive	nurse	R13BS
17	2763813	1468800	86.131	0	0	NA	NA	N	0	0	0	0	alive	nurse	R13BS
18	2741946	1468800	93.027	0	0	NA	NA	N	0	0	0	0	alive	forager	R13BS
19	2759176	1468800	-12.033	0	0	NA	NA	N	0	0	0	0	alive	forager	R13BS
21	2728461	1468800	-8.082	0	0	NA	NA	N	0	0	0	0	alive	nurse	R13BS
22	2752258	1468800	-86.387	0	0	NA	NA	N	0	0	0	0	alive	nurse	R13BS
23	2656900	1468800	165.576	0	0	NA	NA	N	0	0	0	0	alive	forager	R13BS
24	2721282	1468800	175.797	0	0	NA	NA	N	0	0	0	0	alive	nurse	R13BS
25	2761061	1468800	-3.409	0	0	NA	NA	N	0	0	0	0	alive	nurse	R13BS
26	2751053	1468800	-85.002	0	0	NA	NA	N	0	0	0	0	alive	forager	R13BS
27	2702491	1468800	95.255	0	0	NA	NA	N	0	0	0	0	alive	nurse	R13BS
28	2701252	1468800	93.731	0	0	NA	NA	N	0	0	0	0	alive	forager	R13BS
29	2771150	1468800	174.373	0	0	NA	NA	N	0	0	0	0	alive	nurse	R13BS
30	2740120	1468800	-124.662	0	0	NA	NA	N	0	0	0	0	alive	forager	R13BS
31	2768810	1468800	-86.049	0	0	NA	NA	N	0	0	0	0	alive	nurse	R13BS
32	2702218	1468800	-1.469	0	0	NA	NA	N	0	0	0	0	alive	nurse	R13BS
33	2745545	1468800	-96.359	0	0	NA	NA	N	0	0	0	0	alive	forager	R13BS
34	2766848	1468800	87.979	0	0	NA	NA	N	0	0	0	0	alive	nurse	R13BS
35	2685163	1468800	17.281	0	0	NA	NA	N	0	0	0	0	alive	nurse	R13BS
36	2738663	1468800	-79.261	0	0	NA	NA	N	0	0	0	0	alive	nurse	R13BS
37	2762166	1468800	-90.152	0	0	NA	NA	N	0	0	0	0	alive	nurse	R13BS
