tag	count	last_det	rot	displacement_distance	displacement_angle	antenna_reach	trapezoid_length	type	size	headwidth	death	age	final_status	group	REP_treat
1	2791449	1468800	88.738	0	0	NA	NA	N	0	0	0	0	alive	queen	R2SP
2	2660950	1468800	7.061	0	0	NA	NA	N	0	0	0	0	alive	forager	R2SP
3	2390050	1468800	-90.385	0	0	NA	NA	N	0	0	0	0	alive	forager	R2SP
4	2394358	1468800	-152.102	0	0	NA	NA	N	0	0	0	0	alive	nurse	R2SP
5	2686915	1468800	-90.259	0	0	NA	NA	N	0	0	0	0	alive	forager	R2SP
6	2670059	1468800	-177.263	0	0	NA	NA	N	0	0	0	0	alive	nurse	R2SP
7	2484170	1468800	-100.526	0	0	NA	NA	N	0	0	0	0	alive	nurse	R2SP
8	2420126	1468800	3.423	0	0	NA	NA	N	0	0	0	0	alive	forager	R2SP
9	2510146	1468800	80.704	0	0	NA	NA	N	0	0	0	0	alive	nurse	R2SP
10	2439327	1468800	-177.06	0	0	NA	NA	N	0	0	0	0	alive	nurse	R2SP
11	2467353	1468800	4.045	0	0	NA	NA	N	0	0	0	0	alive	forager	R2SP
12	2350585	1468800	37.333	0	0	NA	NA	N	0	0	0	0	alive	nurse	R2SP
13	2645364	1468800	-168.592	0	0	NA	NA	N	0	0	0	0	alive	forager	R2SP
14	2612886	1468800	-7.644	0	0	NA	NA	N	0	0	0	0	alive	nurse	R2SP
15	2496296	1468800	-116.883	0	0	NA	NA	N	0	0	0	0	alive	nurse	R2SP
17	2520173	1468800	103.22	0	0	NA	NA	N	0	0	0	0	alive	nurse	R2SP
18	2669082	1468800	174.1	0	0	NA	NA	N	0	0	0	0	alive	forager	R2SP
19	2654528	1468800	-176.419	0	0	NA	NA	N	0	0	0	0	alive	forager	R2SP
20	2620760	1468800	173.955	0	0	NA	NA	N	0	0	0	0	alive	nurse	R2SP
21	2514059	1468800	92.638	0	0	NA	NA	N	0	0	0	0	alive	forager	R2SP
22	2571448	1468800	-83.529	0	0	NA	NA	N	0	0	0	0	alive	nurse	R2SP
23	2268201	1468800	92.299	0	0	NA	NA	N	0	0	0	0	alive	forager	R2SP
24	2628668	1468800	-165.388	0	0	NA	NA	N	0	0	0	0	alive	nurse	R2SP
25	2467173	1468800	16.795	0	0	NA	NA	N	0	0	0	0	alive	nurse	R2SP
26	2596947	1468800	-176.828	0	0	NA	NA	N	0	0	0	0	alive	forager	R2SP
27	2565622	1468800	-2.972	0	0	NA	NA	N	0	0	0	0	alive	forager	R2SP
28	2627956	1468800	96.026	0	0	NA	NA	N	0	0	0	0	alive	nurse	R2SP
29	2635950	1468800	-178.416	0	0	NA	NA	N	0	0	0	0	alive	nurse	R2SP
30	2531726	1468800	86.618	0	0	NA	NA	N	0	0	0	0	alive	forager	R2SP
