tag	count	last_det	rot	displacement_distance	displacement_angle	antenna_reach	trapezoid_length	type	size	headwidth	death	age	final_status	group	REP_treat
1	2548253	1468800	0.777	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
2	2705266	1468800	-175.437	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
3	2705213	1468800	-178.829	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
4	2723425	1468800	85.167	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
5	2621971	1468800	-85.745	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
6	2719028	1468800	4.396	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
7	2722369	1468800	-84.383	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
8	2665597	1468800	-0.356	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
9	2740849	1468800	-82.722	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
10	2481414	1468800	-85.703	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
11	2733622	1468800	-172.542	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
12	2643993	1468800	99.864	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
13	2712123	1468800	179.211	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
14	2715647	1468800	-178.074	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
15	2697411	1468800	-158.221	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
17	2714673	1468800	-112.206	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
18	2606589	1468800	-81.464	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
19	2641861	1468800	-91.615	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
20	2475582	1468800	168.464	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
21	2655684	1468800	167.765	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
22	2675872	1468800	-176.993	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
23	2716979	1468800	-105.141	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
24	2666699	1468800	9.702	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
25	2444916	1468800	-5.458	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
26	2748139	1468800	-91.034	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
27	2620841	1468800	176.063	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
28	2600156	1468800	-88.397	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
29	2616748	1468800	5.126	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
30	2601509	1468800	171.206	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
31	2625635	1468800	-161.694	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
32	2721747	1468800	-20.78	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
33	2428684	1468800	-91.086	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
34	2715782	1468800	-176.458	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
35	2734777	1468800	-174.501	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
36	2702476	1468800	-1.873	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
37	2697270	1468800	6.044	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
38	2191677	1468800	-98.418	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
39	2734159	1468800	2.223	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
40	2716128	1468800	-94.48	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
41	2666307	1468800	26.177	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
42	2587735	1468800	5.175	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
43	2698120	1468800	67.297	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
44	2713680	1468800	2.892	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
45	2665844	1468800	-3.853	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
46	2764036	1468800	-178.141	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
47	2737398	1468800	176.252	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
48	2716754	1468800	-102.96	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
49	2624499	1468800	177.559	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
50	2543298	1468800	168.957	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
51	2591984	1468800	85.284	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
53	2485245	1468800	178.697	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
54	2593267	1468800	174.07	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
55	2647680	1468800	-179.785	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
56	2622101	1468800	1.632	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
57	2687870	1468800	-84.074	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
58	2671177	1468800	73.402	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
60	2652942	1468800	10.374	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
61	2430484	1468800	176.083	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
62	2708883	1468800	-1.87	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
63	2607992	1468800	-1.418	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
64	2696437	1468800	-83.647	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
65	2720912	1468800	92.152	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
66	2471480	1468800	-6.887	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
67	2500928	1468800	-85.476	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
70	2725414	1468800	92.379	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
72	2711693	1468800	105.828	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
73	2652404	1468800	85.339	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
74	2613684	1468800	-73.09	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
75	2724992	1468800	-177.927	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
76	2489052	1468800	101.949	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
77	2654341	1468800	16.553	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
78	2556377	1468800	-3.148	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
79	2652259	1468800	5.754	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
80	2621888	1468800	-178.721	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
81	2604922	1468800	-168.919	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
83	2671150	1468800	11.798	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
84	2722558	1468800	-3.746	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
85	2674682	1468800	-2.474	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
86	2717686	1468800	7.166	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
88	2666772	1468800	87.447	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
89	2729050	1468800	101.151	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
90	2671481	1468800	173.153	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
91	2683939	1468800	-157.868	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
92	2713529	1468800	-10.973	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
93	2706217	1468800	-5.601	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
94	2634957	1468800	0.041	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
95	2664532	1468800	11.828	0	0	NA	NA	N	0	0	0	0	alive	nurse	R4BP
96	2657011	1468800	-3.057	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
97	2703207	1468800	-90.935	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
98	2644136	1468800	-86.095	0	0	NA	NA	N	0	0	0	0	alive	forager	R4BP
