tag	count	last_det	rot	displacement_distance	displacement_angle	antenna_reach	trapezoid_length	type	size	headwidth	death	age	final_status	group	REP_treat
1	2343170	1468800	169.353	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1SP
2	2553217	1468800	14.804	0	0	NA	NA	N	0	0	0	0	alive	queen	R1SP
3	2473154	1468800	-16.669	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1SP
4	2656703	1468800	4.423	0	0	NA	NA	N	0	0	0	0	alive	forager	R1SP
5	2587433	1468800	-89.174	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1SP
6	2609117	1468800	-4.098	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1SP
7	2494410	1468800	-93.99	0	0	NA	NA	N	0	0	0	0	alive	forager	R1SP
8	2680300	1468800	-87.6	0	0	NA	NA	N	0	0	0	0	alive	forager	R1SP
10	2657810	1468800	18.081	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1SP
11	2554630	1468800	-104.43	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1SP
12	2617439	1468800	-179.865	0	0	NA	NA	N	0	0	0	0	alive	forager	R1SP
13	2357974	1468800	-77.728	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1SP
14	2591872	1468800	107.064	0	0	NA	NA	N	0	0	0	0	alive	forager	R1SP
15	2538970	1468800	9.01	0	0	NA	NA	N	0	0	0	0	alive	forager	R1SP
16	2266179	1468800	-153.769	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1SP
17	2670331	1468800	171.938	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1SP
18	2616658	1468800	87.832	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1SP
19	2686133	1468800	93.129	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1SP
20	2535873	1468800	-101.458	0	0	NA	NA	N	0	0	0	0	alive	forager	R1SP
21	2526648	1468800	-111.912	0	0	NA	NA	N	0	0	0	0	alive	forager	R1SP
22	2552425	1468800	-22.059	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1SP
23	2629575	1468800	176.777	0	0	NA	NA	N	0	0	0	0	alive	forager	R1SP
24	2500841	1468800	-90.68	0	0	NA	NA	N	0	0	0	0	alive	forager	R1SP
25	2681171	1468800	-173.935	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1SP
27	2675823	1468800	91.272	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1SP
28	2651704	1468800	-179.764	0	0	NA	NA	N	0	0	0	0	alive	forager	R1SP
29	2651965	1468800	-16.153	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1SP
30	2605380	1468800	6.318	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1SP
31	2594478	1468800	-178.497	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1SP
32	1984785	1468800	-92.225	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1SP
33	2682537	1468800	-1.894	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1SP
34	2638383	1468800	86.015	0	0	NA	NA	N	0	0	0	0	alive	nurse	R1SP
35	2507153	1468800	160.641	0	0	NA	NA	N	0	0	0	0	alive	forager	R1SP
