"Colony","qPCR_Well.","Ct1","Ct2","Code","MbruDNA","Treatment","size_treat","status","antID","AntTask1perc","prop_time_outside","colony_size","treatment","Exposed","IsAlive","IsQueen","N_exposed","Ct_mean","above_detection_threshold","Ant_status"
"R8BP","H2",32.87,32.53,"34-H2",0.006259649266485,"Big Pathogen","BP","Big",159,"forager",0.2,180,"Pathogen","untreated",TRUE,FALSE,17,32.7,"T","untreated forager"
"R5BP","E6",35.83,36.71,"21-E6",0.000977529787083,"Big Pathogen","BP","Big",172,"nurse",0.001,176,"Pathogen","untreated",TRUE,FALSE,17,36.27,"T","untreated nurse"
"R8BP","B4",27.44,27.44,"33-B9",0.22099578979916,"Big Pathogen","BP","Big",160,"nurse",0.001,180,"Pathogen","untreated",TRUE,FALSE,17,27.44,"T","untreated nurse"
"R12BP","D5",32.6,32.95,"52-D5",0.006963298295679,"Big Pathogen","BP","Big",169,"nurse",0,192,"Pathogen","untreated",TRUE,FALSE,16,32.775,"T","untreated nurse"
"R5BP","B4",27.19,27.25,"20-B8",0.341334353559477,"Big Pathogen","BP","Big",173,"nurse",0.01,176,"Pathogen","untreated",TRUE,FALSE,17,27.22,"T","untreated nurse"
"R8BP","C9",21.97,22.28,"34-C9",8.55140548467373,"Big Pathogen","BP","Big",161,"nurse",0.001,180,"Pathogen","treated",TRUE,FALSE,17,22.125,"T","treated nurse"
"R12BP","G3",36.16,35.67,"52-G3",0.000937085029894,"Big Pathogen","BP","Big",170,"forager",0.017,192,"Pathogen","untreated",TRUE,FALSE,16,35.915,"T","untreated forager"
"R5BP","D10",26.56,26.6,"22-D2",0.51644015167235,"Big Pathogen","BP","Big",174,"nurse",0,176,"Pathogen","untreated",TRUE,FALSE,17,26.58,"T","untreated nurse"
"R8BP","B1",30.26,30.3,"34-B1",0.03266479974155,"Big Pathogen","BP","Big",162,"forager",0.16,180,"Pathogen","untreated",TRUE,FALSE,17,30.28,"T","untreated forager"
"R12BP","G4",23.73,23.22,"52-G4",2.64627515884027,"Big Pathogen","BP","Big",171,"nurse",0,192,"Pathogen","treated",TRUE,FALSE,16,23.475,"T","treated nurse"
"R5BP","C3",29.02,29.14,"21-C3",0.102451896006572,"Big Pathogen","BP","Big",175,"nurse",0.001,176,"Pathogen","untreated",TRUE,FALSE,17,29.08,"T","untreated nurse"
"R8BP","B2",30.47,30.41,"34-B2",0.029284647447242,"Big Pathogen","BP","Big",163,"nurse",0,180,"Pathogen","untreated",TRUE,FALSE,17,30.44,"T","untreated nurse"
"R12BP","A9",32.66,33.75,"52-A9",0.005290941990679,"Big Pathogen","BP","Big",172,"forager",0.077,192,"Pathogen","untreated",TRUE,FALSE,16,33.205,"T","untreated forager"
"R1SP","B1",32.33,32.22,"4-B11",0.008137996523697,"Small Pathogen","SP","Small",30,"forager",0.011,35,"Pathogen","untreated",TRUE,FALSE,3,32.275,"T","untreated forager"
"R5BP","E10",33.89,34.88,"21-E10",0.003309900968684,"Big Pathogen","BP","Big",176,"forager",0.26,176,"Pathogen","untreated",TRUE,FALSE,17,34.385,"T","untreated forager"
"R12BP","H10",32.78,32.69,"52-H10",0.007143499192931,"Big Pathogen","BP","Big",173,"forager",0.032,192,"Pathogen","untreated",TRUE,FALSE,16,32.735,"T","untreated forager"
"R3BP","F5",34.77,34.24,"12-F5",0.001412449730179,"Big Pathogen","BP","Big",162,"nurse",0.003,188,"Pathogen","untreated",TRUE,FALSE,14,34.505,"T","untreated nurse"
"R5SP","A3",35.24,34.17,"22-F5",0.001734237208956,"Small Pathogen","SP","Small",29,"forager",0.064,33,"Pathogen","untreated",TRUE,FALSE,3,34.705,"T","untreated forager"
"R12BP","D10",30.61,31.68,"53-D8",0.035446797154536,"Big Pathogen","BP","Big",174,"nurse",0,192,"Pathogen","untreated",TRUE,FALSE,16,31.145,"T","untreated nurse"
"R3BP","E10",34.86,34.77,"12-E10",0.001135792508965,"Big Pathogen","BP","Big",163,"nurse",0.002,188,"Pathogen","untreated",TRUE,FALSE,14,34.815,"T","untreated nurse"
"R5SP","E4",36.53,36.35,"22-B7",0.000575079650331,"Small Pathogen","SP","Small",30,"forager",0.089,33,"Pathogen","untreated",TRUE,FALSE,3,36.44,"T","untreated forager"
"R5SP","D4",29.22,29.13,"22-A7",0.058485404776655,"Small Pathogen","SP","Small",31,"nurse",0.001,33,"Pathogen","untreated",TRUE,FALSE,3,29.175,"T","untreated nurse"
"R2SP","H5",33.99,34.5,"9-B5",0.002323841482735,"Small Pathogen","SP","Small",28,"nurse",0,30,"Pathogen","untreated",TRUE,FALSE,2,34.245,"T","untreated nurse"
"R2SP","D7",30.27,30.31,"9-D3",0.028772195330195,"Small Pathogen","SP","Small",29,"forager",0.012,30,"Pathogen","untreated",TRUE,FALSE,2,30.29,"T","untreated forager"
"R2SP","B7",34.52,34.51,"9-B3",0.001957066126036,"Small Pathogen","SP","Small",30,"forager",0.064,30,"Pathogen","untreated",TRUE,FALSE,2,34.515,"T","untreated forager"
"R7BP","H4",34.57,35.07,"29-H4",0.001476474667531,"Big Pathogen","BP","Big",168,"forager",0.119,185,"Pathogen","untreated",TRUE,FALSE,14,34.82,"T","untreated forager"
"R7SP","E9",26.88,27.19,"30-E9",0.228207282808886,"Small Pathogen","SP","Small",26,"forager",0.011,28,"Pathogen","untreated",TRUE,FALSE,2,27.035,"T","untreated forager"
"R7BP","G5",31.9,32.13,"30-G1",0.009360466643882,"Big Pathogen","BP","Big",169,"forager",0.153,185,"Pathogen","untreated",TRUE,FALSE,14,32.015,"T","untreated forager"
"R7SP","G10",35.19,35.16,"30-G10",0.001286019340468,"Small Pathogen","SP","Small",27,"forager",0.636,28,"Pathogen","untreated",TRUE,FALSE,2,35.175,"T","untreated forager"
"R7BP","D2",35.34,34.85,"28-D10",0.001167662949348,"Big Pathogen","BP","Big",170,"forager",0.155,185,"Pathogen","untreated",TRUE,FALSE,14,35.095,"T","untreated forager"
"R7SP","B10",31.98,32.88,"30-B10",0.0073737939889,"Small Pathogen","SP","Small",28,"forager",0.021,28,"Pathogen","untreated",TRUE,FALSE,2,32.43,"T","untreated forager"
"R7BP","F4",25.8,26.21,"29-F4",0.5967899486733,"Big Pathogen","BP","Big",172,"nurse",0,185,"Pathogen","untreated",TRUE,FALSE,14,26.005,"T","untreated nurse"
"R11SP","A8",25.71,25.92,"49-A4",0.495924426766039,"Small Pathogen","SP","Small",31,"forager",0.017,34,"Pathogen","untreated",TRUE,FALSE,3,25.815,"T","untreated forager"
"R3SP","  C3 ",31.435,NA,"13-E8",0.01607084,"Small Pathogen","SP","Small",29,"queen",0,29,"Pathogen","untreated",TRUE,TRUE,2,31.435,"T","untreated queen"
"R7BP","D9",30.92,31.18,"30-D5",0.017969045153351,"Big Pathogen","BP","Big",173,"nurse",0,185,"Pathogen","untreated",TRUE,FALSE,14,31.05,"T","untreated nurse"
"R4BP","  D3 ",30.415,NA,"16-H2",0.03123176,"Big Pathogen","BP","Big",152,"queen",0,175,"Pathogen","untreated",TRUE,TRUE,18,30.415,"T","untreated queen"
"R7BP","E8",28.13,28.74,"30-E4",0.105202848730477,"Big Pathogen","BP","Big",174,"nurse",0,185,"Pathogen","untreated",TRUE,FALSE,14,28.435,"T","untreated nurse"
"R11SP","H5",30.69,31.51,"49-H1",0.017185809759293,"Small Pathogen","SP","Small",32,"forager",0.798,34,"Pathogen","untreated",TRUE,FALSE,3,31.1,"T","untreated forager"
"R7BP","B8",31.03,31.61,"30-B4",0.014972006259074,"Big Pathogen","BP","Big",175,"forager",0.065,185,"Pathogen","untreated",TRUE,FALSE,14,31.32,"T","untreated forager"
"R11SP","H8",31.72,32.1,"49-H4",0.010265190184242,"Small Pathogen","SP","Small",33,"forager",0.012,34,"Pathogen","untreated",TRUE,FALSE,3,31.91,"T","untreated forager"
"R11SP","A6",34.31,36.12,"49-A2",0.001253705410178,"Small Pathogen","SP","Small",34,"forager",0.125,34,"Pathogen","untreated",TRUE,FALSE,3,35.215,"T","untreated forager"
"R1SP","F1",29.44,30.17,"4-F11",0.039172248417918,"Small Pathogen","SP","Small",31,"nurse",0.001,35,"Pathogen","untreated",TRUE,FALSE,3,29.805,"T","untreated nurse"
"R7BP","D10",31.89,31.32,"29-D10",0.013179577857256,"Big Pathogen","BP","Big",177,"nurse",0.002,185,"Pathogen","untreated",TRUE,FALSE,14,31.605,"T","untreated nurse"
"R1SP","H2",28.02,28.47,"4-H12",0.105683332651161,"Small Pathogen","SP","Small",32,"nurse",0.005,35,"Pathogen","untreated",TRUE,FALSE,3,28.245,"T","untreated nurse"
"R7BP","B6",28.46,28.69,"30-B2",0.095705632990639,"Big Pathogen","BP","Big",178,"nurse",0.001,185,"Pathogen","untreated",TRUE,FALSE,14,28.575,"T","untreated nurse"
"R1SP","B3",29.77,30.29,"5-B1",0.033947750370542,"Small Pathogen","SP","Small",33,"nurse",0.002,35,"Pathogen","untreated",TRUE,FALSE,3,30.03,"T","untreated nurse"
"R7BP","B5",37.61,37.31,"30-B1",0.000236151114749,"Big Pathogen","BP","Big",179,"forager",0.06,185,"Pathogen","untreated",TRUE,FALSE,14,37.46,"F","untreated forager"
"R7BP","F7",34.69,34.73,"29-F7",0.001591303434081,"Big Pathogen","BP","Big",180,"nurse",0.002,185,"Pathogen","untreated",TRUE,FALSE,14,34.71,"T","untreated nurse"
"R7BP","A8",34.73,34.79,"29-A8",0.001538041309056,"Big Pathogen","BP","Big",181,"forager",0.172,185,"Pathogen","untreated",TRUE,FALSE,14,34.76,"T","untreated forager"
"R7BP","E5",26.47,26.6,"30-E1",0.379907178672876,"Big Pathogen","BP","Big",182,"nurse",0.007,185,"Pathogen","treated",TRUE,FALSE,14,26.535,"T","treated nurse"
"R3BP","A1",35.2,34.43,"13-A1",0.00131053613466,"Big Pathogen","BP","Big",164,"forager",0.171,188,"Pathogen","untreated",TRUE,FALSE,14,34.815,"T","untreated forager"
"R7BP","E11",33.94,34.72,"29-E11",0.002061194618944,"Big Pathogen","BP","Big",183,"forager",0.032,185,"Pathogen","untreated",TRUE,FALSE,14,34.33,"T","untreated forager"
"R3BP","F4",34.09,34.25,"12-F4",0.001787647969734,"Big Pathogen","BP","Big",165,"forager",0.11,188,"Pathogen","untreated",TRUE,FALSE,14,34.17,"T","untreated forager"
"R3BP","D5",33.23,33.84,"12-D5",0.002793900915607,"Big Pathogen","BP","Big",166,"nurse",0,188,"Pathogen","untreated",TRUE,FALSE,14,33.535,"T","untreated nurse"
"R7BP","E1",35.99,37.05,"29-E1",0.000464019252365,"Big Pathogen","BP","Big",185,"forager",0.075,185,"Pathogen","untreated",TRUE,FALSE,14,36.52,"T","untreated forager"
"R12BP","H2",36.87,34.61,"52-H2",0.001047910036762,"Big Pathogen","BP","Big",175,"forager",0.044,192,"Pathogen","untreated",TRUE,FALSE,16,35.74,"T","untreated forager"
"R3BP","H2",32.99,33.44,"13-H2",0.003891248802141,"Big Pathogen","BP","Big",167,"nurse",0,188,"Pathogen","untreated",TRUE,FALSE,14,33.215,"T","untreated nurse"
"R12BP","B5",22.89,22.9,"52-B5",3.83289568694201,"Big Pathogen","BP","Big",176,"nurse",0.004,192,"Pathogen","treated",TRUE,FALSE,16,22.895,"T","treated nurse"
"R3BP","G10",33.76,34.09,"12-G10",0.002123757863921,"Big Pathogen","BP","Big",168,"forager",0.226,188,"Pathogen","untreated",TRUE,FALSE,14,33.925,"T","untreated forager"
"R3BP","D10",33.1,33.36,"11-D11",0.003851749190797,"Big Pathogen","BP","Big",169,"nurse",0.007,188,"Pathogen","untreated",TRUE,FALSE,14,33.23,"T","untreated nurse"
"R12BP","E5",32.77,36.14,"53-E3",0.004279401159372,"Big Pathogen","BP","Big",177,"forager",0.053,192,"Pathogen","untreated",TRUE,FALSE,16,34.455,"T","untreated forager"
"R3BP","G1",35.58,34.51,"13-G1",0.001120745490274,"Big Pathogen","BP","Big",170,"forager",0.31,188,"Pathogen","untreated",TRUE,FALSE,14,35.045,"T","untreated forager"
"R12BP","D3",29.71,29.32,"52-D3",0.055864896693936,"Big Pathogen","BP","Big",178,"forager",0.096,192,"Pathogen","untreated",TRUE,FALSE,16,29.515,"T","untreated forager"
"R3BP","F11",36.93,35.09,"11-F12",0.000581361141605,"Big Pathogen","BP","Big",171,"forager",0.206,188,"Pathogen","untreated",TRUE,FALSE,14,36.01,"T","untreated forager"
"R8BP","G4",29.97,29.98,"33-G9",0.03917508974017,"Big Pathogen","BP","Big",166,"forager",0.074,180,"Pathogen","untreated",TRUE,FALSE,17,29.975,"T","untreated forager"
"R1SP","C3",30.11,30.35,"5-C1",0.029891726503931,"Small Pathogen","SP","Small",34,"forager",0.016,35,"Pathogen","untreated",TRUE,FALSE,3,30.23,"T","untreated forager"
"R3BP","D6",33.18,33.33,"13-D6",0.0037868055068,"Big Pathogen","BP","Big",172,"nurse",0,188,"Pathogen","untreated",TRUE,FALSE,14,33.255,"T","untreated nurse"
"R8BP","B9",35.33,35.91,"35-B1",0.000831442078575,"Big Pathogen","BP","Big",167,"nurse",0,180,"Pathogen","untreated",TRUE,FALSE,17,35.62,"T","untreated nurse"
"R12BP","B9",33.18,34.44,"53-B7",0.006461093115231,"Big Pathogen","BP","Big",180,"forager",0.102,192,"Pathogen","untreated",TRUE,FALSE,16,33.81,"T","untreated forager"
"R3BP","D3",36.05,37.63,"12-D3",0.000273441230671,"Big Pathogen","BP","Big",173,"nurse",0.007,188,"Pathogen","untreated",TRUE,FALSE,14,36.84,"T","untreated nurse"
"R8BP","F6",27.66,27.74,"33-F11",0.185063171257225,"Big Pathogen","BP","Big",168,"forager",0.602,180,"Pathogen","untreated",TRUE,FALSE,17,27.7,"T","untreated forager"
"R12BP","A10",32.93,34.02,"53-A8",0.008002671684344,"Big Pathogen","BP","Big",181,"nurse",0,192,"Pathogen","untreated",TRUE,FALSE,16,33.475,"T","untreated nurse"
"R3BP","A10",32.11,32.4,"11-A11",0.007476063818085,"Big Pathogen","BP","Big",174,"nurse",0,188,"Pathogen","untreated",TRUE,FALSE,14,32.255,"T","untreated nurse"
"R8BP","E11",30.88,31.09,"34-E11",0.020185871301186,"Big Pathogen","BP","Big",169,"forager",0.092,180,"Pathogen","untreated",TRUE,FALSE,17,30.985,"T","untreated forager"
"R12BP","G8",34.14,35.13,"53-F6",0.003814617527922,"Big Pathogen","BP","Big",182,"forager",0.057,192,"Pathogen","untreated",TRUE,FALSE,16,34.635,"T","untreated forager"
"R3BP","B7",21.76,21.7,"11-B8",9.61076592674836,"Big Pathogen","BP","Big",175,"nurse",0,188,"Pathogen","treated",TRUE,FALSE,14,21.73,"T","treated nurse"
"R8BP","G9",34.84,35.88,"35-G1",0.000992878256536,"Big Pathogen","BP","Big",170,"forager",0.577,180,"Pathogen","untreated",TRUE,FALSE,17,35.36,"T","untreated forager"
"R12BP","A5",36.72,36.66,"52-A5",0.000571207630043,"Big Pathogen","BP","Big",183,"forager",0.011,192,"Pathogen","untreated",TRUE,FALSE,16,36.69,"T","untreated forager"
"R3BP","F8",35.98,34.66,"11-F9",0.000929548383584,"Big Pathogen","BP","Big",176,"forager",0.127,188,"Pathogen","untreated",TRUE,FALSE,14,35.32,"T","untreated forager"
"R8BP","H4",33.22,33.2,"33-H9",0.004306812848381,"Big Pathogen","BP","Big",171,"nurse",0.001,180,"Pathogen","untreated",TRUE,FALSE,17,33.21,"T","untreated nurse"
"R3BP","F6",31.68,31.03,"13-F6",0.013789007251846,"Big Pathogen","BP","Big",177,"nurse",0,188,"Pathogen","untreated",TRUE,FALSE,14,31.355,"T","untreated nurse"
"R8BP","H7",33.7,34.16,"34-H7",0.002703055731138,"Big Pathogen","BP","Big",172,"forager",0.345,180,"Pathogen","untreated",TRUE,FALSE,17,33.93,"T","untreated forager"
"R12BP","A10",22.42,23.18,"52-A10",4.07267730023297,"Big Pathogen","BP","Big",184,"nurse",0,192,"Pathogen","treated",TRUE,FALSE,16,22.8,"T","treated nurse"
"R3BP","A6",37.64,33.48,"12-A6",0.000672629638517,"Big Pathogen","BP","Big",178,"nurse",0,188,"Pathogen","untreated",TRUE,FALSE,14,35.56,"T","untreated nurse"
"R8BP","G9",32.21,33,"34-G9",0.006679093143898,"Big Pathogen","BP","Big",173,"forager",0.242,180,"Pathogen","untreated",TRUE,FALSE,17,32.605,"T","untreated forager"
"R12BP","B7",32.93,36.03,"53-B5",0.004211608562821,"Big Pathogen","BP","Big",185,"forager",0.018,192,"Pathogen","untreated",TRUE,FALSE,16,34.48,"T","untreated forager"
"R3BP","C2",35.03,34.78,"12-C2",0.001066136961493,"Big Pathogen","BP","Big",179,"forager",0.406,188,"Pathogen","untreated",TRUE,FALSE,14,34.905,"T","untreated forager"
"R8BP","H7",32.51,33.33,"33-H12",0.005249428200524,"Big Pathogen","BP","Big",174,"nurse",0,180,"Pathogen","untreated",TRUE,FALSE,17,32.92,"T","untreated nurse"
"R12BP","B1",36.67,33.7,"52-B12",0.001209635433484,"Big Pathogen","BP","Big",186,"forager",0.081,192,"Pathogen","untreated",TRUE,FALSE,16,35.185,"T","untreated forager"
"R12BP","B7",35.77,32.45,"52-B12",0.00250626506218,"Big Pathogen","BP","Big",186,"forager",0.081,192,"Pathogen","untreated",TRUE,FALSE,16,34.11,"T","untreated forager"
"R3BP","F6",34.36,34.79,"12-F6",0.001344605861098,"Big Pathogen","BP","Big",180,"forager",0.022,188,"Pathogen","untreated",TRUE,FALSE,14,34.575,"T","untreated forager"
"R8BP","G8",30.55,31.16,"34-G8",0.022059339262891,"Big Pathogen","BP","Big",175,"nurse",0.001,180,"Pathogen","untreated",TRUE,FALSE,17,30.855,"T","untreated nurse"
"R12BP","D1",36.65,35.5,"52-D12",0.000661801123347,"Big Pathogen","BP","Big",187,"forager",0.136,192,"Pathogen","untreated",TRUE,FALSE,16,36.075,"T","untreated forager"
"R3BP","C3",28.82,32.21,"12-C12",0.028644121024548,"Big Pathogen","BP","Big",181,"forager",0.125,188,"Pathogen","untreated",TRUE,FALSE,14,30.515,"T","untreated forager"
"R3BP","C9",28.68,32.04,"12-C12",0.031816470474698,"Big Pathogen","BP","Big",181,"forager",0.125,188,"Pathogen","untreated",TRUE,FALSE,14,30.36,"T","untreated forager"
"R1SP","E3",26.57,26.89,"5-E1",0.277077333832124,"Small Pathogen","SP","Small",35,"forager",0.106,35,"Pathogen","untreated",TRUE,FALSE,3,26.73,"T","untreated forager"
"R3BP","B11",31.87,31.59,"11-B12",0.010684593404243,"Big Pathogen","BP","Big",182,"nurse",0,188,"Pathogen","untreated",TRUE,FALSE,14,31.73,"T","untreated nurse"
"R8BP","G5",32.37,32.46,"33-G10",0.007409586971203,"Big Pathogen","BP","Big",176,"forager",0.105,180,"Pathogen","untreated",TRUE,FALSE,17,32.415,"T","untreated forager"
"R12BP","G4",34.23,36.52,"53-G2",0.002377798233093,"Big Pathogen","BP","Big",188,"forager",0.03,192,"Pathogen","untreated",TRUE,FALSE,16,35.375,"T","untreated forager"
"R3BP","H5",22.95,23.36,"12-H5",4.13297710999751,"Big Pathogen","BP","Big",183,"nurse",0,188,"Pathogen","treated",TRUE,FALSE,14,23.155,"T","treated nurse"
"R8BP","C10",32.81,32.31,"35-C2",0.006711444451181,"Big Pathogen","BP","Big",177,"forager",0.016,180,"Pathogen","untreated",TRUE,FALSE,17,32.56,"T","untreated forager"
"R12BP","B5",23.03,24.72,"53-B3",3.68362150738807,"Big Pathogen","BP","Big",189,"nurse",0,192,"Pathogen","treated",TRUE,FALSE,16,23.875,"T","treated nurse"
"R3BP","A10",32.75,32.14,"12-A10",0.006013080250869,"Big Pathogen","BP","Big",184,"nurse",0,188,"Pathogen","untreated",TRUE,FALSE,14,32.445,"T","untreated nurse"
"R8BP","A1",34.69,34.82,"33-A6",0.001500437811594,"Big Pathogen","BP","Big",178,"forager",0.882,180,"Pathogen","untreated",TRUE,FALSE,17,34.755,"T","untreated forager"
"R12BP","C6",21.72,22.56,"53-C4",11.1574256113648,"Big Pathogen","BP","Big",190,"nurse",0,192,"Pathogen","treated",TRUE,FALSE,16,22.14,"T","treated nurse"
"R3BP","H8",31.61,32.09,"12-H8",0.009137134124681,"Big Pathogen","BP","Big",185,"nurse",0,188,"Pathogen","untreated",TRUE,FALSE,14,31.85,"T","untreated nurse"
"R8BP","H9",23.26,23.69,"34-H9",3.40222083622496,"Big Pathogen","BP","Big",179,"nurse",0,180,"Pathogen","treated",TRUE,FALSE,17,23.475,"T","treated nurse"
"R3BP","C6",34.84,34.76,"11-H7",0.001570218175235,"Big Pathogen","BP","Big",186,"forager",0.389,188,"Pathogen","untreated",TRUE,FALSE,14,34.8,"T","untreated forager"
"R8BP","F10",33.58,33.45,"35-F2",0.003497470016405,"Big Pathogen","BP","Big",180,"forager",0.169,180,"Pathogen","untreated",TRUE,FALSE,17,33.515,"T","untreated forager"
"R12BP","C8",32.46,33.38,"53-C6",0.011407539992634,"Big Pathogen","BP","Big",192,"nurse",0.009,192,"Pathogen","untreated",TRUE,FALSE,16,32.92,"T","untreated nurse"
"R3BP","B6",35.16,34.21,"12-B6",0.001244517477375,"Big Pathogen","BP","Big",187,"forager",0.297,188,"Pathogen","untreated",TRUE,FALSE,14,34.685,"T","untreated forager"
"R5SP","E2",23.08,22.88,"22-B5",3.01110569316123,"Small Pathogen","SP","Small",33,"nurse",0.003,33,"Pathogen","treated",TRUE,FALSE,3,22.98,"T","treated nurse"
