"Colony","Sample_Well","Sample_Plate","Threshold","Ct","Tm_Product","name","gene_rep","machine_num","gene","Code","Treatment","treatment_size","antID","AntTask","colony_size","treatment_condition","Exposed","IsAlive","IsQueen","N_exposed"
"R2BS","E4","101",NA,29.65,NA,"5-A3-HYM-101","5-A3-HYM",NA,"HYM","5-A3","Big Sham","Big",1,"queen",171,"Sham",FALSE,TRUE,TRUE,17
"R2BS","G4","101",NA,24.46,NA,"5-A3-PO-101","5-A3-PO",NA,"PO","5-A3","Big Sham","Big",1,"queen",171,"Sham",FALSE,TRUE,TRUE,17
"R2BS","A4","101",NA,17.92,NA,"5-A3-EF1-101","5-A3-EF1",NA,"EF1","5-A3","Big Sham","Big",1,"queen",171,"Sham",FALSE,TRUE,TRUE,17
"R2BS","D4","101",NA,24.57,NA,"5-A3-DEF-101","5-A3-DEF",NA,"DEF","5-A3","Big Sham","Big",1,"queen",171,"Sham",FALSE,TRUE,TRUE,17
"R14BS","D4","8",17.063,NA,79.78,"221215-Adriano-RTqPCR-8-HYM-1 - Text Report Data","8-HYM","1","HYM","58-D9","Big Sham","Big",7,"forager",165,"Sham",FALSE,TRUE,FALSE,17
"R14BS","D4","8",2136.304,31.49,83.65,"221215-Adriano-RTqPCR-8-DEF-1 - Text Report Data","8-DEF","1","DEF","58-D9","Big Sham","Big",7,"forager",165,"Sham",FALSE,TRUE,FALSE,17
"R14BS","D4","8",1290.204,NA,87.45,"221215-Adriano-RTqPCR-8-PO-2 - Text Report Data","8-PO","2","PO","58-D9","Big Sham","Big",7,"forager",165,"Sham",FALSE,TRUE,FALSE,17
"R14BS","D4","8",2043.983,NA,81.28,"221215-Adriano-RTqPCR-8-PO-1 - Text Report Data","8-PO","1","PO","58-D9","Big Sham","Big",7,"forager",165,"Sham",FALSE,TRUE,FALSE,17
"R14BS","D4","8",1983.132,37.15,83.6,"221215-Adriano-RTqPCR-8-HYM-2 - Text Report Data","8-HYM","2","HYM","58-D9","Big Sham","Big",7,"forager",165,"Sham",FALSE,TRUE,FALSE,17
"R14BS","D4","8",1042.778,30.67,83.78,"221215-Adriano-RTqPCR-8-DEF-2 - Text Report Data","8-DEF","2","DEF","58-D9","Big Sham","Big",7,"forager",165,"Sham",FALSE,TRUE,FALSE,17
"R14BS","D4","8",2445.227,30.08,77.4,"221215-Adriano-RTqPCR-8-EF1-1 - Text Report Data","8-EF1","1","EF1","58-D9","Big Sham","Big",7,"forager",165,"Sham",FALSE,TRUE,FALSE,17
"R14BS","D4","8",1339.793,30.28,77.4,"221215-Adriano-RTqPCR-8-EF1-2 - Text Report Data","8-EF1","2","EF1","58-D9","Big Sham","Big",7,"forager",165,"Sham",FALSE,TRUE,FALSE,17
"R3SS","C5","11",1507.587,27.85,77.46,"230119-Adriano-RTqPCR-11-EF1-2 - Text Report Data","11-EF1","2","EF1","11-C4","Small Sham","Small",1,"queen",29,"Sham",FALSE,TRUE,TRUE,2
"R3SS","C5","11",1512.671,30.96,83.65,"230119-Adriano-RTqPCR-11-DEF-2 - Text Report Data","11-DEF","2","DEF","11-C4","Small Sham","Small",1,"queen",29,"Sham",FALSE,TRUE,TRUE,2
"R3SS","C5","11",2653.113,27.81,77.4,"230119-Adriano-RTqPCR-11-EF1-1 - Text Report Data","11-EF1","1","EF1","11-C4","Small Sham","Small",1,"queen",29,"Sham",FALSE,TRUE,TRUE,2
"R3SS","C5","11",2180.943,36.22,82.65,"230119-Adriano-RTqPCR-11-PO-1 - Text Report Data","11-PO","1","PO","11-C4","Small Sham","Small",1,"queen",29,"Sham",FALSE,TRUE,TRUE,2
"R3SS","C5","11",29.439,NA,86,"230119-Adriano-RTqPCR-11-HYM-1 - Text Report Data","11-HYM","1","HYM","11-C4","Small Sham","Small",1,"queen",29,"Sham",FALSE,TRUE,TRUE,2
"R3SS","C5","11",1225.237,35.22,82.65,"230119-Adriano-RTqPCR-11-PO-2 - Text Report Data","11-PO","2","PO","11-C4","Small Sham","Small",1,"queen",29,"Sham",FALSE,TRUE,TRUE,2
"R3SS","C5","11",2381.31,30.63,83.6,"230119-Adriano-RTqPCR-11-DEF-1 - Text Report Data","11-DEF","1","DEF","11-C4","Small Sham","Small",1,"queen",29,"Sham",FALSE,TRUE,TRUE,2
"R3SS","C5","11",1873.691,36.63,84.1,"230119-Adriano-RTqPCR-11-HYM-2 - Text Report Data","11-HYM","2","HYM","11-C4","Small Sham","Small",1,"queen",29,"Sham",FALSE,TRUE,TRUE,2
"R5SS","G8","2",1703.235,30.49,82.7,"221115-Adriano-RTqPCR-2-PO-1 - Text Report Data","2-PO","1","PO","20-G1","Small Sham","Small",1,"queen",30,"Sham",FALSE,TRUE,TRUE,3
"R5SS","G8","2",1357.343,24.7,77.42,"221115-Adriano-RTqPCR-2-EF1-2 - Text Report Data","2-EF1","2","EF1","20-G1","Small Sham","Small",1,"queen",30,"Sham",FALSE,TRUE,TRUE,3
"R5SS","G8","2",2593.471,24.84,77.42,"221115-Adriano-RTqPCR-2-EF1-1 - Text Report Data","2-EF1","1","EF1","20-G1","Small Sham","Small",1,"queen",30,"Sham",FALSE,TRUE,TRUE,3
"R5SS","G8","2",3215.698,35.31,84.17,"221115-Adriano-RTqPCR-2-HYM-1 - Text Report Data","2-HYM","1","HYM","20-G1","Small Sham","Small",1,"queen",30,"Sham",FALSE,TRUE,TRUE,3
"R5SS","G8","2",2784.691,28.5,83.66,"221115-Adriano-RTqPCR-2-DEF-1 - Text Report Data","2-DEF","1","DEF","20-G1","Small Sham","Small",1,"queen",30,"Sham",FALSE,TRUE,TRUE,3
"R5SS","G8","2",175.633,27.91,82.72,"221115-Adriano-RTqPCR-2-PO-2 - Text Report Data","2-PO","2","PO","20-G1","Small Sham","Small",1,"queen",30,"Sham",FALSE,TRUE,TRUE,3
"R5SS","G8","2",26.625,30.71,84.15,"221115-Adriano-RTqPCR-2-HYM-2 - Text Report Data","2-HYM","2","HYM","20-G1","Small Sham","Small",1,"queen",30,"Sham",FALSE,TRUE,TRUE,3
"R5SS","G8","2",1629.215,28.75,83.67,"221115-Adriano-RTqPCR-2-DEF-2 - Text Report Data","2-DEF","2","DEF","20-G1","Small Sham","Small",1,"queen",30,"Sham",FALSE,TRUE,TRUE,3
"R14BS","G3","8",1042.778,28.88,83.78,"221215-Adriano-RTqPCR-8-DEF-2 - Text Report Data","8-DEF","2","DEF","58-G8","Big Sham","Big",8,"nurse",165,"Sham",TRUE,TRUE,FALSE,17
"R14BS","G3","8",1983.132,36.33,84.15,"221215-Adriano-RTqPCR-8-HYM-2 - Text Report Data","8-HYM","2","HYM","58-G8","Big Sham","Big",8,"nurse",165,"Sham",TRUE,TRUE,FALSE,17
"R14BS","G3","8",2043.983,32.37,82.71,"221215-Adriano-RTqPCR-8-PO-1 - Text Report Data","8-PO","1","PO","58-G8","Big Sham","Big",8,"nurse",165,"Sham",TRUE,TRUE,FALSE,17
"R14BS","G3","8",2445.227,26.2,77.42,"221215-Adriano-RTqPCR-8-EF1-1 - Text Report Data","8-EF1","1","EF1","58-G8","Big Sham","Big",8,"nurse",165,"Sham",TRUE,TRUE,FALSE,17
"R14BS","G3","8",17.063,NA,84.15,"221215-Adriano-RTqPCR-8-HYM-1 - Text Report Data","8-HYM","1","HYM","58-G8","Big Sham","Big",8,"nurse",165,"Sham",TRUE,TRUE,FALSE,17
"R14BS","G3","8",1290.204,32.69,82.24,"221215-Adriano-RTqPCR-8-PO-2 - Text Report Data","8-PO","2","PO","58-G8","Big Sham","Big",8,"nurse",165,"Sham",TRUE,TRUE,FALSE,17
"R14BS","G3","8",2136.304,29.19,83.65,"221215-Adriano-RTqPCR-8-DEF-1 - Text Report Data","8-DEF","1","DEF","58-G8","Big Sham","Big",8,"nurse",165,"Sham",TRUE,TRUE,FALSE,17
"R14BS","G3","8",1339.793,26.29,77.42,"221215-Adriano-RTqPCR-8-EF1-2 - Text Report Data","8-EF1","2","EF1","58-G8","Big Sham","Big",8,"nurse",165,"Sham",TRUE,TRUE,FALSE,17
"R1SS","D3","101",NA,22.13,NA,"2-H9-DEF-101","2-H9-DEF",NA,"DEF","2-H9","Small Sham","Small",1,"queen",29,"Sham",FALSE,TRUE,TRUE,2
"R1SS","H3","101",NA,24.22,NA,"2-H9-PO-101","2-H9-PO",NA,"PO","2-H9","Small Sham","Small",1,"queen",29,"Sham",FALSE,TRUE,TRUE,2
"R1SS","A3","101",NA,17.63,NA,"2-H9-EF1-101","2-H9-EF1",NA,"EF1","2-H9","Small Sham","Small",1,"queen",29,"Sham",FALSE,TRUE,TRUE,2
"R1SS","C3","101",NA,22.37,NA,"2-H9-DEF-101","2-H9-DEF",NA,"DEF","2-H9","Small Sham","Small",1,"queen",29,"Sham",FALSE,TRUE,TRUE,2
"R1SS","F3","101",NA,27.57,NA,"2-H9-HYM-101","2-H9-HYM",NA,"HYM","2-H9","Small Sham","Small",1,"queen",29,"Sham",FALSE,TRUE,TRUE,2
"R1SS","G3","101",NA,24.09,NA,"2-H9-PO-101","2-H9-PO",NA,"PO","2-H9","Small Sham","Small",1,"queen",29,"Sham",FALSE,TRUE,TRUE,2
"R1SS","E3","101",NA,27.89,NA,"2-H9-HYM-101","2-H9-HYM",NA,"HYM","2-H9","Small Sham","Small",1,"queen",29,"Sham",FALSE,TRUE,TRUE,2
"R1SS","B3","101",NA,17.48,NA,"2-H9-EF1-101","2-H9-EF1",NA,"EF1","2-H9","Small Sham","Small",1,"queen",29,"Sham",FALSE,TRUE,TRUE,2
"R8SS","C10","11",1225.237,28.43,82.19,"230119-Adriano-RTqPCR-11-PO-2 - Text Report Data","11-PO","2","PO","33-C2","Small Sham","Small",1,"queen",32,"Sham",FALSE,TRUE,TRUE,3
"R8SS","C10","11",29.439,24.93,84.08,"230119-Adriano-RTqPCR-11-HYM-1 - Text Report Data","11-HYM","1","HYM","33-C2","Small Sham","Small",1,"queen",32,"Sham",FALSE,TRUE,TRUE,3
"R8SS","C10","11",1512.671,28.45,83.65,"230119-Adriano-RTqPCR-11-DEF-2 - Text Report Data","11-DEF","2","DEF","33-C2","Small Sham","Small",1,"queen",32,"Sham",FALSE,TRUE,TRUE,3
"R8SS","C10","11",1507.587,19.88,77.5,"230119-Adriano-RTqPCR-11-EF1-2 - Text Report Data","11-EF1","2","EF1","33-C2","Small Sham","Small",1,"queen",32,"Sham",FALSE,TRUE,TRUE,3
"R8SS","C10","11",2381.31,28.24,83.61,"230119-Adriano-RTqPCR-11-DEF-1 - Text Report Data","11-DEF","1","DEF","33-C2","Small Sham","Small",1,"queen",32,"Sham",FALSE,TRUE,TRUE,3
"R8SS","C10","11",2180.943,28.43,82.17,"230119-Adriano-RTqPCR-11-PO-1 - Text Report Data","11-PO","1","PO","33-C2","Small Sham","Small",1,"queen",32,"Sham",FALSE,TRUE,TRUE,3
"R8SS","C10","11",1873.691,30.78,84.1,"230119-Adriano-RTqPCR-11-HYM-2 - Text Report Data","11-HYM","2","HYM","33-C2","Small Sham","Small",1,"queen",32,"Sham",FALSE,TRUE,TRUE,3
"R8SS","C10","11",2653.113,19.91,77.4,"230119-Adriano-RTqPCR-11-EF1-1 - Text Report Data","11-EF1","1","EF1","33-C2","Small Sham","Small",1,"queen",32,"Sham",FALSE,TRUE,TRUE,3
"R14BS","F6","7",2084.991,31.44,83.63,"221214-Adriano-RTqPCR-7-DEF-1 - Text Report Data","7-DEF","1","DEF","59-G6","Big Sham","Big",9,"forager",165,"Sham",FALSE,TRUE,FALSE,17
"R14BS","F6","7",1337.85,31.29,83.65,"221214-Adriano-RTqPCR-7-DEF-2 - Text Report Data","7-DEF","2","DEF","59-G6","Big Sham","Big",9,"forager",165,"Sham",FALSE,TRUE,FALSE,17
"R14BS","F6","7",2123.457,NA,85.58,"221214-Adriano-RTqPCR-7-PO-1 - Text Report Data","7-PO","1","PO","59-G6","Big Sham","Big",9,"forager",165,"Sham",FALSE,TRUE,FALSE,17
"R14BS","F6","7",1291.982,NA,82.22,"221214-Adriano-RTqPCR-7-HYM-1 - Text Report Data","7-HYM","1","HYM","59-G6","Big Sham","Big",9,"forager",165,"Sham",FALSE,TRUE,FALSE,17
"R14BS","F6","7",892.491,NA,85.09,"221214-Adriano-RTqPCR-7-HYM-2 - Text Report Data","7-HYM","2","HYM","59-G6","Big Sham","Big",9,"forager",165,"Sham",FALSE,TRUE,FALSE,17
"R14BS","F6","7",2386.644,30.96,77.42,"221214-Adriano-RTqPCR-7-EF1-1 - Text Report Data","7-EF1","1","EF1","59-G6","Big Sham","Big",9,"forager",165,"Sham",FALSE,TRUE,FALSE,17
"R14BS","F6","7",1522.103,30.66,77.4,"221214-Adriano-RTqPCR-7-EF1-2 - Text Report Data","7-EF1","2","EF1","59-G6","Big Sham","Big",9,"forager",165,"Sham",FALSE,TRUE,FALSE,17
"R14BS","F6","7",1021.838,NA,86.58,"221214-Adriano-RTqPCR-7-PO-2 - Text Report Data","7-PO","2","PO","59-G6","Big Sham","Big",9,"forager",165,"Sham",FALSE,TRUE,FALSE,17
"R14BS","F2","7",1291.982,NA,87.05,"221214-Adriano-RTqPCR-7-HYM-1 - Text Report Data","7-HYM","1","HYM","59-F2","Big Sham","Big",10,"forager",165,"Sham",FALSE,TRUE,FALSE,17
"R14BS","F2","7",1021.838,NA,86.08,"221214-Adriano-RTqPCR-7-PO-2 - Text Report Data","7-PO","2","PO","59-F2","Big Sham","Big",10,"forager",165,"Sham",FALSE,TRUE,FALSE,17
"R14BS","F2","7",2084.991,32.69,83.65,"221214-Adriano-RTqPCR-7-DEF-1 - Text Report Data","7-DEF","1","DEF","59-F2","Big Sham","Big",10,"forager",165,"Sham",FALSE,TRUE,FALSE,17
"R14BS","F2","7",2123.457,36.51,82.7,"221214-Adriano-RTqPCR-7-PO-1 - Text Report Data","7-PO","1","PO","59-F2","Big Sham","Big",10,"forager",165,"Sham",FALSE,TRUE,FALSE,17
"R14BS","F2","7",1522.103,29.52,77.4,"221214-Adriano-RTqPCR-7-EF1-2 - Text Report Data","7-EF1","2","EF1","59-F2","Big Sham","Big",10,"forager",165,"Sham",FALSE,TRUE,FALSE,17
"R14BS","F2","7",2386.644,29.6,77.42,"221214-Adriano-RTqPCR-7-EF1-1 - Text Report Data","7-EF1","1","EF1","59-F2","Big Sham","Big",10,"forager",165,"Sham",FALSE,TRUE,FALSE,17
"R14BS","F2","7",1337.85,32.56,83.65,"221214-Adriano-RTqPCR-7-DEF-2 - Text Report Data","7-DEF","2","DEF","59-F2","Big Sham","Big",10,"forager",165,"Sham",FALSE,TRUE,FALSE,17
"R14BS","F2","7",892.491,35.81,83.65,"221214-Adriano-RTqPCR-7-HYM-2 - Text Report Data","7-HYM","2","HYM","59-F2","Big Sham","Big",10,"forager",165,"Sham",FALSE,TRUE,FALSE,17
"R14BS","A7","8",1042.778,29.97,84.21,"221215-Adriano-RTqPCR-8-DEF-2 - Text Report Data","8-DEF","2","DEF","58-A12","Big Sham","Big",11,"forager",165,"Sham",FALSE,TRUE,FALSE,17
"R14BS","A7","8",2043.983,34.12,82.65,"221215-Adriano-RTqPCR-8-PO-1 - Text Report Data","8-PO","1","PO","58-A12","Big Sham","Big",11,"forager",165,"Sham",FALSE,TRUE,FALSE,17
"R14BS","A7","8",1290.204,33.46,82.65,"221215-Adriano-RTqPCR-8-PO-2 - Text Report Data","8-PO","2","PO","58-A12","Big Sham","Big",11,"forager",165,"Sham",FALSE,TRUE,FALSE,17
"R14BS","A7","8",2445.227,25.26,77.85,"221215-Adriano-RTqPCR-8-EF1-1 - Text Report Data","8-EF1","1","EF1","58-A12","Big Sham","Big",11,"forager",165,"Sham",FALSE,TRUE,FALSE,17
"R14BS","A7","8",2136.304,30.52,84.08,"221215-Adriano-RTqPCR-8-DEF-1 - Text Report Data","8-DEF","1","DEF","58-A12","Big Sham","Big",11,"forager",165,"Sham",FALSE,TRUE,FALSE,17
"R14BS","A7","8",1339.793,25.59,77.83,"221215-Adriano-RTqPCR-8-EF1-2 - Text Report Data","8-EF1","2","EF1","58-A12","Big Sham","Big",11,"forager",165,"Sham",FALSE,TRUE,FALSE,17
"R14BS","A7","8",17.063,NA,84.08,"221215-Adriano-RTqPCR-8-HYM-1 - Text Report Data","8-HYM","1","HYM","58-A12","Big Sham","Big",11,"forager",165,"Sham",FALSE,TRUE,FALSE,17
"R14BS","A7","8",1983.132,34.54,84.09,"221215-Adriano-RTqPCR-8-HYM-2 - Text Report Data","8-HYM","2","HYM","58-A12","Big Sham","Big",11,"forager",165,"Sham",FALSE,TRUE,FALSE,17
"R2SS","D5","101",NA,24.04,NA,"6-B12-DEF-101","6-B12-DEF",NA,"DEF","6-B12","Small Sham","Small",1,"queen",32,"Sham",FALSE,TRUE,TRUE,3
"R2SS","A5","101",NA,16.99,NA,"6-B12-EF1-101","6-B12-EF1",NA,"EF1","6-B12","Small Sham","Small",1,"queen",32,"Sham",FALSE,TRUE,TRUE,3
"R2SS","C5","101",NA,23.92,NA,"6-B12-DEF-101","6-B12-DEF",NA,"DEF","6-B12","Small Sham","Small",1,"queen",32,"Sham",FALSE,TRUE,TRUE,3
"R2SS","B5","101",NA,16.93,NA,"6-B12-EF1-101","6-B12-EF1",NA,"EF1","6-B12","Small Sham","Small",1,"queen",32,"Sham",FALSE,TRUE,TRUE,3
"R2SS","G5","101",NA,22.83,NA,"6-B12-PO-101","6-B12-PO",NA,"PO","6-B12","Small Sham","Small",1,"queen",32,"Sham",FALSE,TRUE,TRUE,3
"R2SS","H5","101",NA,23.03,NA,"6-B12-PO-101","6-B12-PO",NA,"PO","6-B12","Small Sham","Small",1,"queen",32,"Sham",FALSE,TRUE,TRUE,3
"R2SS","E5","101",NA,27.23,NA,"6-B12-HYM-101","6-B12-HYM",NA,"HYM","6-B12","Small Sham","Small",1,"queen",32,"Sham",FALSE,TRUE,TRUE,3
"R2SS","F5","101",NA,27.27,NA,"6-B12-HYM-101","6-B12-HYM",NA,"HYM","6-B12","Small Sham","Small",1,"queen",32,"Sham",FALSE,TRUE,TRUE,3
"R8BS","G10","101",NA,23.98,NA,"31-A3-PO-101","31-A3-PO",NA,"PO","31-A3","Big Sham","Big",15,"queen",188,"Sham",FALSE,TRUE,TRUE,18
"R8BS","E10","101",NA,29.37,NA,"31-A3-HYM-101","31-A3-HYM",NA,"HYM","31-A3","Big Sham","Big",15,"queen",188,"Sham",FALSE,TRUE,TRUE,18
"R8BS","C10","101",NA,25.78,NA,"31-A3-DEF-101","31-A3-DEF",NA,"DEF","31-A3","Big Sham","Big",15,"queen",188,"Sham",FALSE,TRUE,TRUE,18
"R8BS","F10","101",NA,29.19,NA,"31-A3-HYM-101","31-A3-HYM",NA,"HYM","31-A3","Big Sham","Big",15,"queen",188,"Sham",FALSE,TRUE,TRUE,18
"R8BS","D10","101",NA,25.66,NA,"31-A3-DEF-101","31-A3-DEF",NA,"DEF","31-A3","Big Sham","Big",15,"queen",188,"Sham",FALSE,TRUE,TRUE,18
"R8BS","B10","101",NA,17.51,NA,"31-A3-EF1-101","31-A3-EF1",NA,"EF1","31-A3","Big Sham","Big",15,"queen",188,"Sham",FALSE,TRUE,TRUE,18
"R8BS","A10","101",NA,17.55,NA,"31-A3-EF1-101","31-A3-EF1",NA,"EF1","31-A3","Big Sham","Big",15,"queen",188,"Sham",FALSE,TRUE,TRUE,18
"R8BS","H10","101",NA,24.08,NA,"31-A3-PO-101","31-A3-PO",NA,"PO","31-A3","Big Sham","Big",15,"queen",188,"Sham",FALSE,TRUE,TRUE,18
"R5SS","E9","2",3215.698,NA,86.53,"221115-Adriano-RTqPCR-2-HYM-1 - Text Report Data","2-HYM","1","HYM","20-E2","Small Sham","Small",2,"nurse",30,"Sham",TRUE,TRUE,FALSE,3
"R5SS","E9","2",1703.235,NA,84.58,"221115-Adriano-RTqPCR-2-PO-1 - Text Report Data","2-PO","1","PO","20-E2","Small Sham","Small",2,"nurse",30,"Sham",TRUE,TRUE,FALSE,3
"R5SS","E9","2",175.633,NA,83.65,"221115-Adriano-RTqPCR-2-PO-2 - Text Report Data","2-PO","2","PO","20-E2","Small Sham","Small",2,"nurse",30,"Sham",TRUE,TRUE,FALSE,3
"R5SS","E9","2",26.625,31.85,77.85,"221115-Adriano-RTqPCR-2-HYM-2 - Text Report Data","2-HYM","2","HYM","20-E2","Small Sham","Small",2,"nurse",30,"Sham",TRUE,TRUE,FALSE,3
"R5SS","E9","2",1629.215,NA,85.1,"221115-Adriano-RTqPCR-2-DEF-2 - Text Report Data","2-DEF","2","DEF","20-E2","Small Sham","Small",2,"nurse",30,"Sham",TRUE,TRUE,FALSE,3
"R5SS","E9","2",2784.691,NA,84.15,"221115-Adriano-RTqPCR-2-DEF-1 - Text Report Data","2-DEF","1","DEF","20-E2","Small Sham","Small",2,"nurse",30,"Sham",TRUE,TRUE,FALSE,3
"R5SS","E9","2",1357.343,NA,87.53,"221115-Adriano-RTqPCR-2-EF1-2 - Text Report Data","2-EF1","2","EF1","20-E2","Small Sham","Small",2,"nurse",30,"Sham",TRUE,TRUE,FALSE,3
"R5SS","E9","2",2593.471,NA,86.06,"221115-Adriano-RTqPCR-2-EF1-1 - Text Report Data","2-EF1","1","EF1","20-E2","Small Sham","Small",2,"nurse",30,"Sham",TRUE,TRUE,FALSE,3
"R5SS","F10","2",26.625,NA,87.53,"221115-Adriano-RTqPCR-2-HYM-2 - Text Report Data","2-HYM","2","HYM","20-F3","Small Sham","Small",3,"nurse",30,"Sham",FALSE,TRUE,FALSE,3
"R5SS","F10","2",2593.471,29.13,77.42,"221115-Adriano-RTqPCR-2-EF1-1 - Text Report Data","2-EF1","1","EF1","20-F3","Small Sham","Small",3,"nurse",30,"Sham",FALSE,TRUE,FALSE,3
"R5SS","F10","2",1357.343,29.19,77.42,"221115-Adriano-RTqPCR-2-EF1-2 - Text Report Data","2-EF1","2","EF1","20-F3","Small Sham","Small",3,"nurse",30,"Sham",FALSE,TRUE,FALSE,3
"R5SS","F10","2",175.633,NA,87.53,"221115-Adriano-RTqPCR-2-PO-2 - Text Report Data","2-PO","2","PO","20-F3","Small Sham","Small",3,"nurse",30,"Sham",FALSE,TRUE,FALSE,3
"R5SS","F10","2",2784.691,31.11,83.65,"221115-Adriano-RTqPCR-2-DEF-1 - Text Report Data","2-DEF","1","DEF","20-F3","Small Sham","Small",3,"nurse",30,"Sham",FALSE,TRUE,FALSE,3
"R5SS","F10","2",1629.215,31.02,83.67,"221115-Adriano-RTqPCR-2-DEF-2 - Text Report Data","2-DEF","2","DEF","20-F3","Small Sham","Small",3,"nurse",30,"Sham",FALSE,TRUE,FALSE,3
"R5SS","F10","2",1703.235,36.71,82.67,"221115-Adriano-RTqPCR-2-PO-1 - Text Report Data","2-PO","1","PO","20-F3","Small Sham","Small",3,"nurse",30,"Sham",FALSE,TRUE,FALSE,3
"R5SS","F10","2",3215.698,NA,87.03,"221115-Adriano-RTqPCR-2-HYM-1 - Text Report Data","2-HYM","1","HYM","20-F3","Small Sham","Small",3,"nurse",30,"Sham",FALSE,TRUE,FALSE,3
"R5SS","G9","2",2784.691,29.78,83.66,"221115-Adriano-RTqPCR-2-DEF-1 - Text Report Data","2-DEF","1","DEF","20-G2","Small Sham","Small",4,"forager",30,"Sham",FALSE,TRUE,FALSE,3
"R5SS","G9","2",1629.215,29.6,83.67,"221115-Adriano-RTqPCR-2-DEF-2 - Text Report Data","2-DEF","2","DEF","20-G2","Small Sham","Small",4,"forager",30,"Sham",FALSE,TRUE,FALSE,3
"R5SS","G9","2",1703.235,32.89,82.7,"221115-Adriano-RTqPCR-2-PO-1 - Text Report Data","2-PO","1","PO","20-G2","Small Sham","Small",4,"forager",30,"Sham",FALSE,TRUE,FALSE,3
"R5SS","G9","2",2593.471,28.18,77.42,"221115-Adriano-RTqPCR-2-EF1-1 - Text Report Data","2-EF1","1","EF1","20-G2","Small Sham","Small",4,"forager",30,"Sham",FALSE,TRUE,FALSE,3
"R5SS","G9","2",26.625,29.9,84.15,"221115-Adriano-RTqPCR-2-HYM-2 - Text Report Data","2-HYM","2","HYM","20-G2","Small Sham","Small",4,"forager",30,"Sham",FALSE,TRUE,FALSE,3
"R5SS","G9","2",1357.343,27.88,77.42,"221115-Adriano-RTqPCR-2-EF1-2 - Text Report Data","2-EF1","2","EF1","20-G2","Small Sham","Small",4,"forager",30,"Sham",FALSE,TRUE,FALSE,3
"R5SS","G9","2",175.633,29.07,82.72,"221115-Adriano-RTqPCR-2-PO-2 - Text Report Data","2-PO","2","PO","20-G2","Small Sham","Small",4,"forager",30,"Sham",FALSE,TRUE,FALSE,3
"R5SS","G9","2",3215.698,34.3,84.17,"221115-Adriano-RTqPCR-2-HYM-1 - Text Report Data","2-HYM","1","HYM","20-G2","Small Sham","Small",4,"forager",30,"Sham",FALSE,TRUE,FALSE,3
"R7BS","A2","10",1217.555,25,82.65,"230112-Adriano-RTqPCR-10-PO-2 - Text Report Data","10-PO","2","PO","26-A7","Big Sham","Big",1,"queen",185,"Sham",FALSE,TRUE,TRUE,14
"R7BS","A2","10",42.971,20.04,82.63,"230112-Adriano-RTqPCR-10-PO-1 - Text Report Data","10-PO","1","PO","26-A7","Big Sham","Big",1,"queen",185,"Sham",FALSE,TRUE,TRUE,14
"R7BS","A2","10",2322.481,18.64,77.83,"230112-Adriano-RTqPCR-10-EF1-1 - Text Report Data","10-EF1","1","EF1","26-A7","Big Sham","Big",1,"queen",185,"Sham",FALSE,TRUE,TRUE,14
"R7BS","A2","10",1489.514,18.78,77.83,"230112-Adriano-RTqPCR-10-EF1-2 - Text Report Data","10-EF1","2","EF1","26-A7","Big Sham","Big",1,"queen",185,"Sham",FALSE,TRUE,TRUE,14
"R7BS","A2","10",3132.959,30.2,84.09,"230112-Adriano-RTqPCR-10-HYM-1 - Text Report Data","10-HYM","1","HYM","26-A7","Big Sham","Big",1,"queen",185,"Sham",FALSE,TRUE,TRUE,14
"R7BS","A2","10",1614.375,30.37,84.55,"230112-Adriano-RTqPCR-10-HYM-2 - Text Report Data","10-HYM","2","HYM","26-A7","Big Sham","Big",1,"queen",185,"Sham",FALSE,TRUE,TRUE,14
"R7BS","A2","10",2183.69,22.21,84.05,"230112-Adriano-RTqPCR-10-DEF-1 - Text Report Data","10-DEF","1","DEF","26-A7","Big Sham","Big",1,"queen",185,"Sham",FALSE,TRUE,TRUE,14
"R7BS","A2","10",1515.819,23.42,84.08,"230112-Adriano-RTqPCR-10-DEF-2 - Text Report Data","10-DEF","2","DEF","26-A7","Big Sham","Big",1,"queen",185,"Sham",FALSE,TRUE,TRUE,14
"R11SS","H2","11",1512.671,32.57,83.7,"230119-Adriano-RTqPCR-11-DEF-2 - Text Report Data","11-DEF","2","DEF","46-H12","Small Sham","Small",2,"forager",32,"Sham",FALSE,TRUE,FALSE,3
"R11SS","H2","11",2180.943,32.74,82.76,"230119-Adriano-RTqPCR-11-PO-1 - Text Report Data","11-PO","1","PO","46-H12","Small Sham","Small",2,"forager",32,"Sham",FALSE,TRUE,FALSE,3
"R11SS","H2","11",29.439,NA,84.15,"230119-Adriano-RTqPCR-11-HYM-1 - Text Report Data","11-HYM","1","HYM","46-H12","Small Sham","Small",2,"forager",32,"Sham",FALSE,TRUE,FALSE,3
"R11SS","H2","11",1225.237,34.62,82.25,"230119-Adriano-RTqPCR-11-PO-2 - Text Report Data","11-PO","2","PO","46-H12","Small Sham","Small",2,"forager",32,"Sham",FALSE,TRUE,FALSE,3
"R11SS","H2","11",2653.113,28.08,77.46,"230119-Adriano-RTqPCR-11-EF1-1 - Text Report Data","11-EF1","1","EF1","46-H12","Small Sham","Small",2,"forager",32,"Sham",FALSE,TRUE,FALSE,3
