"Loop_ID" "CAPSULE_FILE" "DT_dist_THRESHOLD" "MAX_INTERACTION_GAP" "DISAGREEMENT_THRESH" "DT_frame_THRESHOLD" "trim_length_sec" "beta" "classifier" "CSI_pre_classifier" "Fbeta_pre_classifier" "precision_pre_classifier" "sensitivity_pre_classifier" "CSI_training" "Fbeta_training" "precision_training" "sensitivity_training" "CSI_test" "Fbeta_test" "precision_test" "sensitivity_test"
173 "CapsuleDef11" 0.2 25 0.5 32 2 0.5 "fit_RF_borderline_smote_type2" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.552 0.74 0.761 0.668 0.257 0.604 0.884 0.266
173 "CapsuleDef11" 0.2 25 0.5 32 2 0.5 "fit_SVM_all" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.335 0.631 0.76 0.375 0.092 0.335 0.965 0.093
173 "CapsuleDef11" 0.2 25 0.5 32 2 0.5 "fit_SVM_sbc" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.109 0.135 0.112 0.83 0.077 0.096 0.079 0.708
173 "CapsuleDef11" 0.2 25 0.5 32 2 0.5 "fit_SVM_ros" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.493 0.622 0.598 0.738 0.291 0.465 0.474 0.43
173 "CapsuleDef11" 0.2 25 0.5 32 2 0.5 "fit_SVM_rus" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.111 0.138 0.114 0.778 0.079 0.099 0.082 0.679
173 "CapsuleDef11" 0.2 25 0.5 32 2 0.5 "fit_SVM_smote" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.478 0.602 0.575 0.738 0.307 0.444 0.429 0.519
173 "CapsuleDef11" 0.2 25 0.5 32 2 0.5 "fit_SVM_borderline_smote_type1" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.488 0.62 0.598 0.727 0.342 0.521 0.529 0.492
173 "CapsuleDef11" 0.2 25 0.5 32 2 0.5 "fit_SVM_borderline_smote_type2" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.489 0.628 0.609 0.713 0.329 0.564 0.621 0.412
174 "CapsuleDef11" 0.2 25 0.5 32 3 0.5 "fit_RF_all" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.552 0.74 0.761 0.668 0.222 0.556 0.862 0.23
174 "CapsuleDef11" 0.2 25 0.5 32 3 0.5 "fit_RF_sbc" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.284 0.349 0.305 0.805 0.206 0.264 0.229 0.668
174 "CapsuleDef11" 0.2 25 0.5 32 3 0.5 "fit_RF_ros" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.552 0.74 0.761 0.668 0.301 0.602 0.753 0.334
174 "CapsuleDef11" 0.2 25 0.5 32 3 0.5 "fit_RF_rus" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.338 0.42 0.378 0.765 0.255 0.338 0.304 0.614
174 "CapsuleDef11" 0.2 25 0.5 32 3 0.5 "fit_RF_smote" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.552 0.74 0.761 0.668 0.384 0.575 0.59 0.524
174 "CapsuleDef11" 0.2 25 0.5 32 3 0.5 "fit_RF_borderline_smote_type1" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.552 0.74 0.761 0.668 0.316 0.645 0.836 0.337
174 "CapsuleDef11" 0.2 25 0.5 32 3 0.5 "fit_RF_borderline_smote_type2" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.552 0.74 0.761 0.668 0.301 0.653 0.899 0.311
174 "CapsuleDef11" 0.2 25 0.5 32 3 0.5 "fit_SVM_all" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.37 0.659 0.772 0.415 0.092 0.335 0.965 0.093
174 "CapsuleDef11" 0.2 25 0.5 32 3 0.5 "fit_SVM_sbc" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.145 0.179 0.149 0.829 0.089 0.113 0.093 0.664
174 "CapsuleDef11" 0.2 25 0.5 32 3 0.5 "fit_SVM_ros" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.503 0.634 0.613 0.738 0.3 0.498 0.525 0.412
174 "CapsuleDef11" 0.2 25 0.5 32 3 0.5 "fit_SVM_rus" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.182 0.225 0.191 0.785 0.086 0.112 0.093 0.515
174 "CapsuleDef11" 0.2 25 0.5 32 3 0.5 "fit_SVM_smote" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.483 0.609 0.583 0.738 0.319 0.457 0.441 0.536
174 "CapsuleDef11" 0.2 25 0.5 32 3 0.5 "fit_SVM_borderline_smote_type1" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.483 0.625 0.608 0.702 0.339 0.515 0.521 0.492
174 "CapsuleDef11" 0.2 25 0.5 32 3 0.5 "fit_SVM_borderline_smote_type2" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.489 0.628 0.609 0.713 0.323 0.549 0.599 0.412
175 "CapsuleDef11" 0.2 25 0.5 40 2 0.5 "fit_RF_all" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.552 0.74 0.761 0.668 0.238 0.577 0.869 0.246
175 "CapsuleDef11" 0.2 25 0.5 40 2 0.5 "fit_RF_sbc" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.212 0.262 0.224 0.789 0.14 0.18 0.152 0.641
175 "CapsuleDef11" 0.2 25 0.5 40 2 0.5 "fit_RF_ros" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.552 0.74 0.761 0.668 0.302 0.584 0.706 0.346
175 "CapsuleDef11" 0.2 25 0.5 40 2 0.5 "fit_RF_rus" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.316 0.386 0.342 0.81 0.212 0.269 0.233 0.699
175 "CapsuleDef11" 0.2 25 0.5 40 2 0.5 "fit_RF_smote" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.552 0.74 0.761 0.668 0.37 0.563 0.58 0.505
175 "CapsuleDef11" 0.2 25 0.5 40 2 0.5 "fit_RF_borderline_smote_type1" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.552 0.74 0.761 0.668 0.353 0.643 0.761 0.397
175 "CapsuleDef11" 0.2 25 0.5 40 2 0.5 "fit_RF_borderline_smote_type2" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.552 0.74 0.761 0.668 0.309 0.646 0.856 0.326
175 "CapsuleDef11" 0.2 25 0.5 40 2 0.5 "fit_SVM_all" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.383 0.655 0.745 0.441 0.092 0.335 0.965 0.093
175 "CapsuleDef11" 0.2 25 0.5 40 2 0.5 "fit_SVM_sbc" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.177 0.218 0.185 0.809 0.109 0.14 0.117 0.603
175 "CapsuleDef11" 0.2 25 0.5 40 2 0.5 "fit_SVM_ros" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.496 0.625 0.602 0.738 0.312 0.509 0.533 0.43
175 "CapsuleDef11" 0.2 25 0.5 40 2 0.5 "fit_SVM_rus" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.18 0.222 0.188 0.815 0.121 0.153 0.128 0.689
175 "CapsuleDef11" 0.2 25 0.5 40 2 0.5 "fit_SVM_smote" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.483 0.604 0.575 0.751 0.332 0.487 0.48 0.519
175 "CapsuleDef11" 0.2 25 0.5 40 2 0.5 "fit_SVM_borderline_smote_type1" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.486 0.623 0.603 0.715 0.373 0.526 0.514 0.576
175 "CapsuleDef11" 0.2 25 0.5 40 2 0.5 "fit_SVM_borderline_smote_type2" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.495 0.63 0.61 0.724 0.33 0.547 0.587 0.43
176 "CapsuleDef11" 0.2 25 0.5 40 3 0.5 "fit_RF_all" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.552 0.74 0.761 0.668 0.238 0.577 0.869 0.246
176 "CapsuleDef11" 0.2 25 0.5 40 3 0.5 "fit_RF_sbc" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.048 0.059 0.048 0.813 0.032 0.04 0.033 0.741
176 "CapsuleDef11" 0.2 25 0.5 40 3 0.5 "fit_RF_ros" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.552 0.74 0.761 0.668 0.301 0.602 0.753 0.334
176 "CapsuleDef11" 0.2 25 0.5 40 3 0.5 "fit_RF_rus" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.238 0.29 0.25 0.828 0.177 0.223 0.19 0.724
176 "CapsuleDef11" 0.2 25 0.5 40 3 0.5 "fit_RF_smote" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.552 0.74 0.761 0.668 0.398 0.604 0.628 0.521
176 "CapsuleDef11" 0.2 25 0.5 40 3 0.5 "fit_RF_borderline_smote_type1" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.552 0.74 0.761 0.668 0.293 0.642 0.888 0.304
176 "CapsuleDef11" 0.2 25 0.5 40 3 0.5 "fit_RF_borderline_smote_type2" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.552 0.74 0.761 0.668 0.271 0.62 0.889 0.281
176 "CapsuleDef11" 0.2 25 0.5 40 3 0.5 "fit_SVM_all" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.335 0.631 0.76 0.375 0.092 0.335 0.965 0.093
176 "CapsuleDef11" 0.2 25 0.5 40 3 0.5 "fit_SVM_sbc" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.077 0.096 0.078 0.843 0.058 0.073 0.059 0.753
176 "CapsuleDef11" 0.2 25 0.5 40 3 0.5 "fit_SVM_ros" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.493 0.622 0.598 0.738 0.311 0.508 0.534 0.427
176 "CapsuleDef11" 0.2 25 0.5 40 3 0.5 "fit_SVM_rus" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.181 0.223 0.188 0.823 0.111 0.141 0.118 0.668
176 "CapsuleDef11" 0.2 25 0.5 40 3 0.5 "fit_SVM_smote" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.488 0.61 0.582 0.751 0.316 0.481 0.481 0.48
176 "CapsuleDef11" 0.2 25 0.5 40 3 0.5 "fit_SVM_borderline_smote_type1" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.492 0.621 0.599 0.734 0.335 0.509 0.513 0.492
176 "CapsuleDef11" 0.2 25 0.5 40 3 0.5 "fit_SVM_borderline_smote_type2" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.48 0.615 0.594 0.713 0.285 0.465 0.481 0.412
177 "CapsuleDef11" 0.4 25 0.5 32 2 0.5 "fit_RF_all" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.552 0.74 0.761 0.668 0.24 0.542 0.738 0.263
177 "CapsuleDef11" 0.4 25 0.5 32 2 0.5 "fit_RF_sbc" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.11 0.137 0.113 0.805 0.066 0.083 0.068 0.713
177 "CapsuleDef11" 0.4 25 0.5 32 2 0.5 "fit_RF_ros" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.552 0.74 0.761 0.668 0.308 0.604 0.745 0.344
177 "CapsuleDef11" 0.4 25 0.5 32 2 0.5 "fit_RF_rus" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.259 0.317 0.275 0.812 0.172 0.219 0.188 0.669
177 "CapsuleDef11" 0.4 25 0.5 32 2 0.5 "fit_RF_smote" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.552 0.74 0.761 0.668 0.274 0.512 0.585 0.34
177 "CapsuleDef11" 0.4 25 0.5 32 2 0.5 "fit_RF_borderline_smote_type1" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.552 0.74 0.761 0.668 0.301 0.609 0.772 0.331
177 "CapsuleDef11" 0.4 25 0.5 32 2 0.5 "fit_RF_borderline_smote_type2" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.552 0.74 0.761 0.668 0.272 0.585 0.774 0.296
177 "CapsuleDef11" 0.4 25 0.5 32 2 0.5 "fit_SVM_all" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.335 0.631 0.76 0.375 0.035 0.154 0.915 0.036
177 "CapsuleDef11" 0.4 25 0.5 32 2 0.5 "fit_SVM_sbc" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.055 0.068 0.055 0.839 0.037 0.047 0.038 0.754
177 "CapsuleDef11" 0.4 25 0.5 32 2 0.5 "fit_SVM_ros" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.54 0.674 0.657 0.752 0.318 0.5 0.513 0.454
177 "CapsuleDef11" 0.4 25 0.5 32 2 0.5 "fit_SVM_rus" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.1 0.124 0.102 0.813 0.058 0.073 0.06 0.668
177 "CapsuleDef11" 0.4 25 0.5 32 2 0.5 "fit_SVM_smote" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.452 0.559 0.524 0.765 0.27 0.385 0.362 0.516
177 "CapsuleDef11" 0.4 25 0.5 32 2 0.5 "fit_SVM_borderline_smote_type1" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.465 0.589 0.562 0.729 0.373 0.582 0.611 0.489
177 "CapsuleDef11" 0.4 25 0.5 32 2 0.5 "fit_SVM_borderline_smote_type2" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.529 0.678 0.669 0.716 0.295 0.527 0.589 0.371
178 "CapsuleDef11" 0.4 25 0.5 32 3 0.5 "fit_RF_all" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.552 0.74 0.761 0.668 0.22 0.557 0.874 0.227
178 "CapsuleDef11" 0.4 25 0.5 32 3 0.5 "fit_RF_sbc" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.285 0.351 0.308 0.794 0.193 0.247 0.214 0.666
178 "CapsuleDef11" 0.4 25 0.5 32 3 0.5 "fit_RF_ros" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.552 0.74 0.761 0.668 0.308 0.604 0.745 0.344
178 "CapsuleDef11" 0.4 25 0.5 32 3 0.5 "fit_RF_rus" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.185 0.228 0.194 0.804 0.137 0.175 0.147 0.659
178 "CapsuleDef11" 0.4 25 0.5 32 3 0.5 "fit_RF_smote" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.552 0.74 0.761 0.668 0.283 0.526 0.604 0.348
178 "CapsuleDef11" 0.4 25 0.5 32 3 0.5 "fit_RF_borderline_smote_type1" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.552 0.74 0.761 0.668 0.289 0.59 0.747 0.32
178 "CapsuleDef11" 0.4 25 0.5 32 3 0.5 "fit_RF_borderline_smote_type2" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.552 0.74 0.761 0.668 0.277 0.597 0.795 0.299
178 "CapsuleDef11" 0.4 25 0.5 32 3 0.5 "fit_SVM_all" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.335 0.631 0.76 0.375 0.035 0.154 0.915 0.036
178 "CapsuleDef11" 0.4 25 0.5 32 3 0.5 "fit_SVM_sbc" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.099 0.122 0.101 0.82 0.07 0.088 0.072 0.701
178 "CapsuleDef11" 0.4 25 0.5 32 3 0.5 "fit_SVM_ros" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.538 0.694 0.691 0.709 0.323 0.504 0.515 0.463
178 "CapsuleDef11" 0.4 25 0.5 32 3 0.5 "fit_SVM_rus" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.087 0.109 0.089 0.793 0.057 0.072 0.059 0.679
178 "CapsuleDef11" 0.4 25 0.5 32 3 0.5 "fit_SVM_smote" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.452 0.56 0.524 0.765 0.281 0.402 0.381 0.516
178 "CapsuleDef11" 0.4 25 0.5 32 3 0.5 "fit_SVM_borderline_smote_type1" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.468 0.593 0.567 0.729 0.311 0.5 0.519 0.438
178 "CapsuleDef11" 0.4 25 0.5 32 3 0.5 "fit_SVM_borderline_smote_type2" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.529 0.678 0.669 0.716 0.264 0.5 0.574 0.329
179 "CapsuleDef11" 0.4 25 0.5 40 2 0.5 "fit_RF_all" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.552 0.74 0.761 0.668 0.243 0.555 0.769 0.263
179 "CapsuleDef11" 0.4 25 0.5 40 2 0.5 "fit_RF_sbc" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.093 0.115 0.095 0.807 0.057 0.071 0.058 0.76
179 "CapsuleDef11" 0.4 25 0.5 40 2 0.5 "fit_RF_ros" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.552 0.74 0.761 0.668 0.279 0.574 0.728 0.311
179 "CapsuleDef11" 0.4 25 0.5 40 2 0.5 "fit_RF_rus" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.255 0.314 0.273 0.8 0.173 0.225 0.194 0.613
179 "CapsuleDef11" 0.4 25 0.5 40 2 0.5 "fit_RF_smote" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.552 0.74 0.761 0.668 0.26 0.498 0.578 0.321
179 "CapsuleDef11" 0.4 25 0.5 40 2 0.5 "fit_RF_borderline_smote_type1" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.552 0.74 0.761 0.668 0.303 0.587 0.711 0.345
179 "CapsuleDef11" 0.4 25 0.5 40 2 0.5 "fit_RF_borderline_smote_type2" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.552 0.74 0.761 0.668 0.276 0.597 0.802 0.296
179 "CapsuleDef11" 0.4 25 0.5 40 2 0.5 "fit_SVM_all" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.259 0.599 0.86 0.27 0.092 0.335 0.965 0.093
179 "CapsuleDef11" 0.4 25 0.5 40 2 0.5 "fit_SVM_sbc" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.052 0.064 0.052 0.819 0.039 0.049 0.04 0.739
179 "CapsuleDef11" 0.4 25 0.5 40 2 0.5 "fit_SVM_ros" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.46 0.584 0.557 0.724 0.256 0.397 0.39 0.428
179 "CapsuleDef11" 0.4 25 0.5 40 2 0.5 "fit_SVM_rus" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.104 0.129 0.107 0.797 0.058 0.074 0.06 0.583
179 "CapsuleDef11" 0.4 25 0.5 40 2 0.5 "fit_SVM_smote" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.412 0.513 0.474 0.759 0.268 0.382 0.358 0.514
179 "CapsuleDef11" 0.4 25 0.5 40 2 0.5 "fit_SVM_borderline_smote_type1" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.469 0.595 0.569 0.727 0.323 0.486 0.485 0.492
179 "CapsuleDef11" 0.4 25 0.5 40 2 0.5 "fit_SVM_borderline_smote_type2" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.508 0.651 0.637 0.716 0.266 0.464 0.499 0.363
180 "CapsuleDef11" 0.4 25 0.5 40 3 0.5 "fit_RF_all" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.552 0.74 0.761 0.668 0.238 0.577 0.869 0.246
180 "CapsuleDef11" 0.4 25 0.5 40 3 0.5 "fit_RF_sbc" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.153 0.189 0.158 0.814 0.13 0.162 0.136 0.744
180 "CapsuleDef11" 0.4 25 0.5 40 3 0.5 "fit_RF_ros" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.552 0.74 0.761 0.668 0.279 0.574 0.728 0.311
180 "CapsuleDef11" 0.4 25 0.5 40 3 0.5 "fit_RF_rus" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.118 0.146 0.121 0.795 0.064 0.08 0.066 0.711
180 "CapsuleDef11" 0.4 25 0.5 40 3 0.5 "fit_RF_smote" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.552 0.74 0.761 0.668 0.299 0.543 0.617 0.367
180 "CapsuleDef11" 0.4 25 0.5 40 3 0.5 "fit_RF_borderline_smote_type1" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.552 0.74 0.761 0.668 0.302 0.584 0.706 0.345
180 "CapsuleDef11" 0.4 25 0.5 40 3 0.5 "fit_RF_borderline_smote_type2" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.552 0.74 0.761 0.668 0.277 0.597 0.795 0.299
180 "CapsuleDef11" 0.4 25 0.5 40 3 0.5 "fit_SVM_all" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.335 0.631 0.76 0.375 0.092 0.335 0.965 0.093
180 "CapsuleDef11" 0.4 25 0.5 40 3 0.5 "fit_SVM_sbc" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.075 0.093 0.076 0.825 0.051 0.064 0.052 0.75
180 "CapsuleDef11" 0.4 25 0.5 40 3 0.5 "fit_SVM_ros" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.538 0.694 0.691 0.709 0.323 0.509 0.524 0.458
180 "CapsuleDef11" 0.4 25 0.5 40 3 0.5 "fit_SVM_rus" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.059 0.073 0.06 0.818 0.043 0.053 0.043 0.733
180 "CapsuleDef11" 0.4 25 0.5 40 3 0.5 "fit_SVM_smote" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.455 0.563 0.528 0.765 0.264 0.375 0.351 0.516
180 "CapsuleDef11" 0.4 25 0.5 40 3 0.5 "fit_SVM_borderline_smote_type1" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.468 0.593 0.567 0.729 0.332 0.547 0.585 0.435
180 "CapsuleDef11" 0.4 25 0.5 40 3 0.5 "fit_SVM_borderline_smote_type2" 0.0335095586135573 0.0417384449742367 0.0337262809896812 0.839092455163884 0.535 0.68 0.669 0.727 0.318 0.547 0.601 0.402
181 "CapsuleDef12" 0 15 0.5 32 2 0.5 "fit_RF_all" 0.0370729277338657 0.046372922808507 0.0375715361891277 0.736394557823129 0.521 0.739 0.78 0.611 0.197 0.522 0.859 0.204
181 "CapsuleDef12" 0 15 0.5 32 2 0.5 "fit_RF_sbc" 0.0370729277338657 0.046372922808507 0.0375715361891277 0.736394557823129 0.275 0.346 0.306 0.731 0.212 0.278 0.244 0.621
181 "CapsuleDef12" 0 15 0.5 32 2 0.5 "fit_RF_ros" 0.0370729277338657 0.046372922808507 0.0375715361891277 0.736394557823129 0.521 0.739 0.78 0.611 0.244 0.527 0.683 0.275
181 "CapsuleDef12" 0 15 0.5 32 2 0.5 "fit_RF_rus" 0.0370729277338657 0.046372922808507 0.0375715361891277 0.736394557823129 0.299 0.377 0.336 0.731 0.215 0.281 0.247 0.623
181 "CapsuleDef12" 0 15 0.5 32 2 0.5 "fit_RF_smote" 0.0370729277338657 0.046372922808507 0.0375715361891277 0.736394557823129 0.521 0.739 0.78 0.611 0.261 0.486 0.549 0.333
181 "CapsuleDef12" 0 15 0.5 32 2 0.5 "fit_RF_borderline_smote_type1" 0.0370729277338657 0.046372922808507 0.0375715361891277 0.736394557823129 0.521 0.739 0.78 0.611 0.269 0.556 0.704 0.303
181 "CapsuleDef12" 0 15 0.5 32 2 0.5 "fit_RF_borderline_smote_type2" 0.0370729277338657 0.046372922808507 0.0375715361891277 0.736394557823129 0.521 0.739 0.78 0.611 0.252 0.551 0.729 0.278
181 "CapsuleDef12" 0 15 0.5 32 2 0.5 "fit_SVM_all" 0.0370729277338657 0.046372922808507 0.0375715361891277 0.736394557823129 0.364 0.665 0.795 0.402 0.216 0.546 0.852 0.225
181 "CapsuleDef12" 0 15 0.5 32 2 0.5 "fit_SVM_sbc" 0.0370729277338657 0.046372922808507 0.0375715361891277 0.736394557823129 0.16 0.2 0.169 0.747 0.116 0.147 0.123 0.66
181 "CapsuleDef12" 0 15 0.5 32 2 0.5 "fit_SVM_ros" 0.0370729277338657 0.046372922808507 0.0375715361891277 0.736394557823129 0.476 0.626 0.613 0.681 0.361 0.584 0.627 0.459
181 "CapsuleDef12" 0 15 0.5 32 2 0.5 "fit_SVM_rus" 0.0370729277338657 0.046372922808507 0.0375715361891277 0.736394557823129 0.187 0.234 0.2 0.741 0.129 0.169 0.143 0.572
181 "CapsuleDef12" 0 15 0.5 32 2 0.5 "fit_SVM_smote" 0.0370729277338657 0.046372922808507 0.0375715361891277 0.736394557823129 0.45 0.589 0.569 0.683 0.348 0.527 0.535 0.5
181 "CapsuleDef12" 0 15 0.5 32 2 0.5 "fit_SVM_borderline_smote_type1" 0.0370729277338657 0.046372922808507 0.0375715361891277 0.736394557823129 0.47 0.629 0.622 0.658 0.376 0.629 0.699 0.449
181 "CapsuleDef12" 0 15 0.5 32 2 0.5 "fit_SVM_borderline_smote_type2" 0.0370729277338657 0.046372922808507 0.0375715361891277 0.736394557823129 0.47 0.63 0.623 0.658 0.387 0.652 0.735 0.45
182 "CapsuleDef12" 0 15 0.5 32 3 0.5 "fit_RF_all" 0.0370729277338657 0.046372922808507 0.0375715361891277 0.736394557823129 0.52 0.738 0.78 0.609 0.191 0.513 0.857 0.197
182 "CapsuleDef12" 0 15 0.5 32 3 0.5 "fit_RF_sbc" 0.0370729277338657 0.046372922808507 0.0375715361891277 0.736394557823129 0.192 0.24 0.206 0.737 0.137 0.175 0.148 0.647
182 "CapsuleDef12" 0 15 0.5 32 3 0.5 "fit_RF_ros" 0.0370729277338657 0.046372922808507 0.0375715361891277 0.736394557823129 0.52 0.738 0.78 0.609 0.252 0.525 0.66 0.289
182 "CapsuleDef12" 0 15 0.5 32 3 0.5 "fit_RF_rus" 0.0370729277338657 0.046372922808507 0.0375715361891277 0.736394557823129 0.28 0.355 0.315 0.711 0.277 0.382 0.355 0.558
