"Loop_ID" "CAPSULE_FILE" "DT_dist_THRESHOLD" "MAX_INTERACTION_GAP" "DISAGREEMENT_THRESH" "DT_frame_THRESHOLD" "trim_length_sec" "beta" "classifier" "CSI_pre_classifier" "Fbeta_pre_classifier" "precision_pre_classifier" "sensitivity_pre_classifier" "CSI_training" "Fbeta_training" "precision_training" "sensitivity_training" "CSI_test" "Fbeta_test" "precision_test" "sensitivity_test"
43 "CapsuleDef4" 0.2 15 0.5 40 2 0.5 "fit_SVM_borderline_smote_type2" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.496 0.666 0.668 0.658 0.249 0.442 0.476 0.343
44 "CapsuleDef4" 0.2 15 0.5 40 3 0.5 "fit_RF_all" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.563 0.761 0.79 0.663 0.144 0.431 0.828 0.148
44 "CapsuleDef4" 0.2 15 0.5 40 3 0.5 "fit_RF_sbc" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.261 0.325 0.284 0.76 0.151 0.2 0.173 0.54
44 "CapsuleDef4" 0.2 15 0.5 40 3 0.5 "fit_RF_ros" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.563 0.761 0.79 0.663 0.341 0.577 0.634 0.424
44 "CapsuleDef4" 0.2 15 0.5 40 3 0.5 "fit_RF_rus" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.401 0.498 0.459 0.759 0.214 0.291 0.261 0.544
44 "CapsuleDef4" 0.2 15 0.5 40 3 0.5 "fit_RF_smote" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.563 0.761 0.79 0.663 0.329 0.494 0.494 0.496
44 "CapsuleDef4" 0.2 15 0.5 40 3 0.5 "fit_RF_borderline_smote_type1" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.563 0.761 0.79 0.663 0.345 0.608 0.692 0.408
44 "CapsuleDef4" 0.2 15 0.5 40 3 0.5 "fit_RF_borderline_smote_type2" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.563 0.761 0.79 0.663 0.328 0.606 0.714 0.377
44 "CapsuleDef4" 0.2 15 0.5 40 3 0.5 "fit_SVM_all" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.452 0.707 0.778 0.519 0.118 0.31 0.453 0.137
44 "CapsuleDef4" 0.2 15 0.5 40 3 0.5 "fit_SVM_sbc" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.212 0.264 0.226 0.772 0.113 0.147 0.124 0.559
44 "CapsuleDef4" 0.2 15 0.5 40 3 0.5 "fit_SVM_ros" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.512 0.669 0.663 0.693 0.208 0.415 0.482 0.268
44 "CapsuleDef4" 0.2 15 0.5 40 3 0.5 "fit_SVM_rus" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.197 0.247 0.212 0.741 0.125 0.163 0.138 0.584
44 "CapsuleDef4" 0.2 15 0.5 40 3 0.5 "fit_SVM_smote" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.486 0.64 0.63 0.679 0.193 0.338 0.348 0.303
44 "CapsuleDef4" 0.2 15 0.5 40 3 0.5 "fit_SVM_borderline_smote_type1" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.472 0.657 0.668 0.616 0.228 0.486 0.611 0.266
44 "CapsuleDef4" 0.2 15 0.5 40 3 0.5 "fit_SVM_borderline_smote_type2" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.485 0.667 0.676 0.632 0.208 0.421 0.495 0.265
45 "CapsuleDef4" 0.4 15 0.5 32 2 0.5 "fit_RF_all" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.565 0.761 0.79 0.664 0.137 0.42 0.828 0.141
45 "CapsuleDef4" 0.4 15 0.5 32 2 0.5 "fit_RF_sbc" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.082 0.102 0.084 0.776 0.048 0.061 0.049 0.663
45 "CapsuleDef4" 0.4 15 0.5 32 2 0.5 "fit_RF_ros" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.565 0.761 0.79 0.664 0.188 0.474 0.708 0.204
45 "CapsuleDef4" 0.4 15 0.5 32 2 0.5 "fit_RF_rus" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.231 0.289 0.251 0.747 0.128 0.167 0.143 0.552
45 "CapsuleDef4" 0.4 15 0.5 32 2 0.5 "fit_RF_smote" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.565 0.761 0.79 0.664 0.323 0.491 0.493 0.483
45 "CapsuleDef4" 0.4 15 0.5 32 2 0.5 "fit_RF_borderline_smote_type1" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.565 0.761 0.79 0.664 0.289 0.515 0.571 0.369
45 "CapsuleDef4" 0.4 15 0.5 32 2 0.5 "fit_RF_borderline_smote_type2" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.565 0.761 0.79 0.664 0.291 0.584 0.728 0.326
45 "CapsuleDef4" 0.4 15 0.5 32 2 0.5 "fit_SVM_all" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.452 0.707 0.778 0.519 0.171 0.433 0.639 0.189
45 "CapsuleDef4" 0.4 15 0.5 32 2 0.5 "fit_SVM_sbc" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.06 0.074 0.061 0.779 0.038 0.047 0.038 0.688
45 "CapsuleDef4" 0.4 15 0.5 32 2 0.5 "fit_SVM_ros" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.489 0.623 0.602 0.723 0.244 0.416 0.433 0.359
45 "CapsuleDef4" 0.4 15 0.5 32 2 0.5 "fit_SVM_rus" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.088 0.11 0.091 0.744 0.044 0.056 0.046 0.483
45 "CapsuleDef4" 0.4 15 0.5 32 2 0.5 "fit_SVM_smote" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.471 0.593 0.566 0.737 0.246 0.384 0.377 0.414
45 "CapsuleDef4" 0.4 15 0.5 32 2 0.5 "fit_SVM_borderline_smote_type1" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.478 0.666 0.679 0.617 0.278 0.506 0.568 0.353
45 "CapsuleDef4" 0.4 15 0.5 32 2 0.5 "fit_SVM_borderline_smote_type2" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.476 0.634 0.626 0.665 0.3 0.525 0.578 0.383
46 "CapsuleDef4" 0.4 15 0.5 32 3 0.5 "fit_RF_all" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.563 0.761 0.79 0.663 0.137 0.42 0.828 0.141
46 "CapsuleDef4" 0.4 15 0.5 32 3 0.5 "fit_RF_sbc" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.2 0.249 0.213 0.769 0.14 0.179 0.151 0.648
46 "CapsuleDef4" 0.4 15 0.5 32 3 0.5 "fit_RF_ros" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.563 0.761 0.79 0.663 0.185 0.46 0.67 0.204
46 "CapsuleDef4" 0.4 15 0.5 32 3 0.5 "fit_RF_rus" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.209 0.26 0.223 0.769 0.123 0.158 0.133 0.63
46 "CapsuleDef4" 0.4 15 0.5 32 3 0.5 "fit_RF_smote" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.563 0.761 0.79 0.663 0.319 0.478 0.475 0.494
46 "CapsuleDef4" 0.4 15 0.5 32 3 0.5 "fit_RF_borderline_smote_type1" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.563 0.761 0.79 0.663 0.311 0.574 0.667 0.369
46 "CapsuleDef4" 0.4 15 0.5 32 3 0.5 "fit_RF_borderline_smote_type2" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.563 0.761 0.79 0.663 0.262 0.553 0.709 0.294
46 "CapsuleDef4" 0.4 15 0.5 32 3 0.5 "fit_SVM_all" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.432 0.656 0.696 0.533 0.19 0.419 0.529 0.228
46 "CapsuleDef4" 0.4 15 0.5 32 3 0.5 "fit_SVM_sbc" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.08 0.1 0.082 0.762 0.044 0.056 0.045 0.619
46 "CapsuleDef4" 0.4 15 0.5 32 3 0.5 "fit_SVM_ros" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.489 0.646 0.639 0.677 0.185 0.377 0.436 0.244
46 "CapsuleDef4" 0.4 15 0.5 32 3 0.5 "fit_SVM_rus" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.098 0.123 0.101 0.751 0.051 0.065 0.053 0.527
46 "CapsuleDef4" 0.4 15 0.5 32 3 0.5 "fit_SVM_smote" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.441 0.576 0.554 0.685 0.155 0.267 0.266 0.272
46 "CapsuleDef4" 0.4 15 0.5 32 3 0.5 "fit_SVM_borderline_smote_type1" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.469 0.654 0.665 0.615 0.229 0.532 0.744 0.249
46 "CapsuleDef4" 0.4 15 0.5 32 3 0.5 "fit_SVM_borderline_smote_type2" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.475 0.662 0.675 0.615 0.169 0.409 0.563 0.195
47 "CapsuleDef4" 0.4 15 0.5 40 2 0.5 "fit_RF_all" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.565 0.761 0.79 0.664 0.137 0.42 0.828 0.141
47 "CapsuleDef4" 0.4 15 0.5 40 2 0.5 "fit_RF_sbc" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.095 0.118 0.098 0.773 0.062 0.078 0.064 0.682
47 "CapsuleDef4" 0.4 15 0.5 40 2 0.5 "fit_RF_ros" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.565 0.761 0.79 0.664 0.171 0.459 0.745 0.181
47 "CapsuleDef4" 0.4 15 0.5 40 2 0.5 "fit_RF_rus" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.196 0.245 0.209 0.753 0.108 0.141 0.119 0.528
47 "CapsuleDef4" 0.4 15 0.5 40 2 0.5 "fit_RF_smote" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.565 0.761 0.79 0.664 0.317 0.481 0.481 0.482
47 "CapsuleDef4" 0.4 15 0.5 40 2 0.5 "fit_RF_borderline_smote_type1" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.565 0.761 0.79 0.664 0.286 0.524 0.596 0.355
47 "CapsuleDef4" 0.4 15 0.5 40 2 0.5 "fit_RF_borderline_smote_type2" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.565 0.761 0.79 0.664 0.291 0.584 0.728 0.326
47 "CapsuleDef4" 0.4 15 0.5 40 2 0.5 "fit_SVM_all" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.452 0.707 0.778 0.519 0.204 0.485 0.679 0.226
47 "CapsuleDef4" 0.4 15 0.5 40 2 0.5 "fit_SVM_sbc" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.068 0.085 0.07 0.763 0.041 0.052 0.042 0.654
47 "CapsuleDef4" 0.4 15 0.5 40 2 0.5 "fit_SVM_ros" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.492 0.627 0.607 0.723 0.282 0.45 0.458 0.423
47 "CapsuleDef4" 0.4 15 0.5 40 2 0.5 "fit_SVM_rus" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.075 0.093 0.077 0.74 0.044 0.055 0.045 0.658
47 "CapsuleDef4" 0.4 15 0.5 40 2 0.5 "fit_SVM_smote" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.435 0.545 0.511 0.747 0.242 0.367 0.353 0.433
47 "CapsuleDef4" 0.4 15 0.5 40 2 0.5 "fit_SVM_borderline_smote_type1" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.467 0.66 0.677 0.601 0.353 0.615 0.697 0.417
47 "CapsuleDef4" 0.4 15 0.5 40 2 0.5 "fit_SVM_borderline_smote_type2" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.481 0.643 0.639 0.66 0.26 0.493 0.566 0.325
48 "CapsuleDef4" 0.4 15 0.5 40 3 0.5 "fit_RF_all" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.563 0.761 0.79 0.663 0.137 0.42 0.828 0.141
48 "CapsuleDef4" 0.4 15 0.5 40 3 0.5 "fit_RF_sbc" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.094 0.117 0.097 0.783 0.06 0.075 0.061 0.699
48 "CapsuleDef4" 0.4 15 0.5 40 3 0.5 "fit_RF_ros" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.563 0.761 0.79 0.663 0.24 0.534 0.713 0.266
48 "CapsuleDef4" 0.4 15 0.5 40 3 0.5 "fit_RF_rus" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.258 0.322 0.282 0.754 0.161 0.215 0.187 0.535
48 "CapsuleDef4" 0.4 15 0.5 40 3 0.5 "fit_RF_smote" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.563 0.761 0.79 0.663 0.315 0.484 0.487 0.472
48 "CapsuleDef4" 0.4 15 0.5 40 3 0.5 "fit_RF_borderline_smote_type1" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.563 0.761 0.79 0.663 0.316 0.575 0.663 0.377
48 "CapsuleDef4" 0.4 15 0.5 40 3 0.5 "fit_RF_borderline_smote_type2" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.563 0.761 0.79 0.663 0.262 0.553 0.709 0.294
48 "CapsuleDef4" 0.4 15 0.5 40 3 0.5 "fit_SVM_all" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.452 0.707 0.778 0.519 0.187 0.524 0.941 0.189
48 "CapsuleDef4" 0.4 15 0.5 40 3 0.5 "fit_SVM_sbc" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.075 0.093 0.076 0.78 0.043 0.054 0.044 0.662
48 "CapsuleDef4" 0.4 15 0.5 40 3 0.5 "fit_SVM_ros" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.534 0.708 0.716 0.677 0.204 0.401 0.456 0.27
48 "CapsuleDef4" 0.4 15 0.5 40 3 0.5 "fit_SVM_rus" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.117 0.146 0.121 0.763 0.055 0.072 0.059 0.464
48 "CapsuleDef4" 0.4 15 0.5 40 3 0.5 "fit_SVM_smote" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.466 0.608 0.591 0.688 0.192 0.34 0.353 0.297
48 "CapsuleDef4" 0.4 15 0.5 40 3 0.5 "fit_SVM_borderline_smote_type1" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.481 0.675 0.692 0.611 0.238 0.522 0.684 0.268
48 "CapsuleDef4" 0.4 15 0.5 40 3 0.5 "fit_SVM_borderline_smote_type2" 0.0362324168915491 0.0452650589571077 0.0366475402825449 0.76182745825603 0.473 0.669 0.689 0.601 0.192 0.394 0.464 0.246
49 "CapsuleDef4" 0 20 0.5 32 2 0.5 "fit_RF_all" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.552 0.738 0.756 0.672 0.271 0.626 0.912 0.278
49 "CapsuleDef4" 0 20 0.5 32 2 0.5 "fit_RF_sbc" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.132 0.163 0.136 0.811 0.087 0.109 0.09 0.734
49 "CapsuleDef4" 0 20 0.5 32 2 0.5 "fit_RF_ros" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.552 0.738 0.756 0.672 0.329 0.624 0.756 0.368
49 "CapsuleDef4" 0 20 0.5 32 2 0.5 "fit_RF_rus" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.256 0.316 0.275 0.788 0.161 0.205 0.175 0.669
49 "CapsuleDef4" 0 20 0.5 32 2 0.5 "fit_RF_smote" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.552 0.738 0.756 0.672 0.392 0.576 0.585 0.542
49 "CapsuleDef4" 0 20 0.5 32 2 0.5 "fit_RF_borderline_smote_type1" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.552 0.738 0.756 0.672 0.356 0.601 0.665 0.434
49 "CapsuleDef4" 0 20 0.5 32 2 0.5 "fit_RF_borderline_smote_type2" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.552 0.738 0.756 0.672 0.326 0.671 0.887 0.34
49 "CapsuleDef4" 0 20 0.5 32 2 0.5 "fit_SVM_all" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.412 0.661 0.724 0.489 0.265 0.563 0.732 0.293
49 "CapsuleDef4" 0 20 0.5 32 2 0.5 "fit_SVM_sbc" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.158 0.195 0.164 0.815 0.101 0.127 0.106 0.682
49 "CapsuleDef4" 0 20 0.5 32 2 0.5 "fit_SVM_ros" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.535 0.714 0.725 0.672 0.281 0.43 0.425 0.453
49 "CapsuleDef4" 0 20 0.5 32 2 0.5 "fit_SVM_rus" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.183 0.227 0.193 0.795 0.109 0.14 0.117 0.633
49 "CapsuleDef4" 0 20 0.5 32 2 0.5 "fit_SVM_smote" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.496 0.649 0.64 0.688 0.268 0.402 0.39 0.463
49 "CapsuleDef4" 0 20 0.5 32 2 0.5 "fit_SVM_borderline_smote_type1" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.487 0.683 0.703 0.614 0.339 0.525 0.539 0.477
49 "CapsuleDef4" 0 20 0.5 32 2 0.5 "fit_SVM_borderline_smote_type2" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.503 0.698 0.718 0.626 0.328 0.544 0.582 0.429
50 "CapsuleDef4" 0 20 0.5 32 3 0.5 "fit_RF_all" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.552 0.738 0.756 0.672 0.29 0.637 0.884 0.301
50 "CapsuleDef4" 0 20 0.5 32 3 0.5 "fit_RF_sbc" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.158 0.195 0.164 0.811 0.111 0.139 0.116 0.74
50 "CapsuleDef4" 0 20 0.5 32 3 0.5 "fit_RF_ros" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.552 0.738 0.756 0.672 0.321 0.602 0.716 0.368
50 "CapsuleDef4" 0 20 0.5 32 3 0.5 "fit_RF_rus" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.386 0.473 0.43 0.793 0.276 0.36 0.324 0.653
50 "CapsuleDef4" 0 20 0.5 32 3 0.5 "fit_RF_smote" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.552 0.738 0.756 0.672 0.33 0.55 0.593 0.426
50 "CapsuleDef4" 0 20 0.5 32 3 0.5 "fit_RF_borderline_smote_type1" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.552 0.738 0.756 0.672 0.316 0.626 0.784 0.347
50 "CapsuleDef4" 0 20 0.5 32 3 0.5 "fit_RF_borderline_smote_type2" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.552 0.738 0.756 0.672 0.326 0.671 0.887 0.34
50 "CapsuleDef4" 0 20 0.5 32 3 0.5 "fit_SVM_all" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.422 0.67 0.732 0.5 0.265 0.563 0.732 0.293
50 "CapsuleDef4" 0 20 0.5 32 3 0.5 "fit_SVM_sbc" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.149 0.184 0.154 0.818 0.094 0.118 0.098 0.708
50 "CapsuleDef4" 0 20 0.5 32 3 0.5 "fit_SVM_ros" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.515 0.661 0.649 0.714 0.312 0.503 0.522 0.437
50 "CapsuleDef4" 0 20 0.5 32 3 0.5 "fit_SVM_rus" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.21 0.259 0.221 0.802 0.129 0.165 0.139 0.645
50 "CapsuleDef4" 0 20 0.5 32 3 0.5 "fit_SVM_smote" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.496 0.624 0.6 0.742 0.349 0.555 0.584 0.466
50 "CapsuleDef4" 0 20 0.5 32 3 0.5 "fit_SVM_borderline_smote_type1" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.503 0.655 0.646 0.696 0.355 0.599 0.661 0.434
50 "CapsuleDef4" 0 20 0.5 32 3 0.5 "fit_SVM_borderline_smote_type2" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.518 0.675 0.669 0.696 0.333 0.551 0.592 0.431
51 "CapsuleDef4" 0 20 0.5 40 2 0.5 "fit_RF_all" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.552 0.738 0.756 0.672 0.29 0.637 0.884 0.301
51 "CapsuleDef4" 0 20 0.5 40 2 0.5 "fit_RF_sbc" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.141 0.174 0.146 0.803 0.099 0.123 0.102 0.744
51 "CapsuleDef4" 0 20 0.5 40 2 0.5 "fit_RF_ros" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.552 0.738 0.756 0.672 0.319 0.597 0.707 0.368
51 "CapsuleDef4" 0 20 0.5 40 2 0.5 "fit_RF_rus" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.373 0.456 0.412 0.796 0.281 0.365 0.328 0.659
51 "CapsuleDef4" 0 20 0.5 40 2 0.5 "fit_RF_smote" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.552 0.738 0.756 0.672 0.376 0.562 0.573 0.523
51 "CapsuleDef4" 0 20 0.5 40 2 0.5 "fit_RF_borderline_smote_type1" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.552 0.738 0.756 0.672 0.331 0.587 0.668 0.397
51 "CapsuleDef4" 0 20 0.5 40 2 0.5 "fit_RF_borderline_smote_type2" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.552 0.738 0.756 0.672 0.326 0.671 0.887 0.34
51 "CapsuleDef4" 0 20 0.5 40 2 0.5 "fit_SVM_all" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.406 0.656 0.721 0.481 0.23 0.528 0.727 0.252
51 "CapsuleDef4" 0 20 0.5 40 2 0.5 "fit_SVM_sbc" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.144 0.178 0.149 0.818 0.088 0.112 0.092 0.682
51 "CapsuleDef4" 0 20 0.5 40 2 0.5 "fit_SVM_ros" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.526 0.701 0.708 0.672 0.297 0.464 0.468 0.449
51 "CapsuleDef4" 0 20 0.5 40 2 0.5 "fit_SVM_rus" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.18 0.222 0.188 0.798 0.113 0.144 0.12 0.66
51 "CapsuleDef4" 0 20 0.5 40 2 0.5 "fit_SVM_smote" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.502 0.636 0.616 0.73 0.303 0.43 0.409 0.54
51 "CapsuleDef4" 0 20 0.5 40 2 0.5 "fit_SVM_borderline_smote_type1" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.492 0.686 0.704 0.621 0.321 0.511 0.529 0.449
51 "CapsuleDef4" 0 20 0.5 40 2 0.5 "fit_SVM_borderline_smote_type2" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.495 0.693 0.715 0.617 0.33 0.573 0.638 0.407
52 "CapsuleDef4" 0 20 0.5 40 3 0.5 "fit_RF_all" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.552 0.738 0.756 0.672 0.236 0.583 0.897 0.243
52 "CapsuleDef4" 0 20 0.5 40 3 0.5 "fit_RF_sbc" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.203 0.249 0.212 0.818 0.133 0.166 0.14 0.724
52 "CapsuleDef4" 0 20 0.5 40 3 0.5 "fit_RF_ros" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.552 0.738 0.756 0.672 0.31 0.572 0.664 0.368
52 "CapsuleDef4" 0 20 0.5 40 3 0.5 "fit_RF_rus" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.334 0.41 0.365 0.796 0.254 0.33 0.294 0.654
52 "CapsuleDef4" 0 20 0.5 40 3 0.5 "fit_RF_smote" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.552 0.738 0.756 0.672 0.39 0.572 0.58 0.542
52 "CapsuleDef4" 0 20 0.5 40 3 0.5 "fit_RF_borderline_smote_type1" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.552 0.738 0.756 0.672 0.316 0.626 0.784 0.347
52 "CapsuleDef4" 0 20 0.5 40 3 0.5 "fit_RF_borderline_smote_type2" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.552 0.738 0.756 0.672 0.29 0.637 0.884 0.301
52 "CapsuleDef4" 0 20 0.5 40 3 0.5 "fit_SVM_all" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.422 0.67 0.732 0.5 0.198 0.536 0.912 0.202
52 "CapsuleDef4" 0 20 0.5 40 3 0.5 "fit_SVM_sbc" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.151 0.186 0.156 0.818 0.102 0.128 0.106 0.742
52 "CapsuleDef4" 0 20 0.5 40 3 0.5 "fit_SVM_ros" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.519 0.665 0.654 0.714 0.304 0.479 0.488 0.446
52 "CapsuleDef4" 0 20 0.5 40 3 0.5 "fit_SVM_rus" 0.0361965791174651 0.0451337372953036 0.0365163615456349 0.805194805194805 0.194 0.239 0.203 0.803 0.118 0.15 0.126 0.67
