"ant1","ant2","start","end","startframe","endframe","space","types","ant1.mean.x","ant1.mean.y","ant1.mean.angle","ant2.mean.x","ant2.mean.y","ant2.mean.angle","ant1.zones","ant2.zones","detections","ant1ID_str","ant2ID_str","pair","T_start_UNIX","T_stop_UNIX","T_start_sec","T_stop_sec","frame_start","frame_stop","duration","unique_interaction_id","Act_Name","Rec_Name","predicted_Hit","PERIOD","REPLICATE"
13,14,2021-07-27 08:19:06,2021-07-27 08:19:33,7591,7802,1,"2-1,2-2",3390.74863964634,2852.73257332606,-0.82127770796404,3280.14997246486,2867.89035173084,-0.315072430896359,"1","1",177,"ant_13","ant_14","13_14",2021-07-27 08:19:06,2021-07-27 08:19:33,1627373946.804,1627373973.179,7591,7802,26.5,175,"ant_14","ant_13",1,"whole_experiment","REP13/R13SP"
18,21,2021-07-27 08:22:35,2021-07-27 08:22:36,9257,9265,1,"2-1,2-2",3628.21357011178,2703.10834473175,1.83560701111377,3580.02393643964,2591.54720328697,0.0871783075051328,"1","1",9,"ant_18","ant_21","18_21",2021-07-27 08:22:35,2021-07-27 08:22:36,1627374155.056,1627374156.056,9257,9265,1.125,191,"ant_18","ant_21",1,"whole_experiment","REP13/R13SP"
7,26,2021-07-27 08:23:24,2021-07-27 08:23:33,9653,9723,1,"2-1,2-2",2662.90767015452,3030.40201815266,0.515632111416117,2588.6756266026,3061.3120862722,-1.6609257835797,"1","1",71,"ant_7","ant_26","7_26",2021-07-27 08:23:24,2021-07-27 08:23:33,1627374204.556,1627374213.306,9653,9723,8.875,200,"ant_7","ant_26",1,"whole_experiment","REP13/R13SP"
5,15,2021-07-27 08:29:54,2021-07-27 08:30:09,12769,12894,1,"2-1,2-2",3521.41820748214,2881.87774439535,-0.0178760654522458,3436.07874458235,2786.51693030259,0.444555745940463,"1","1",10,"ant_5","ant_15","5_15",2021-07-27 08:29:54,2021-07-27 08:30:09,1627374594.06,1627374609.685,12769,12894,15.75,288,"ant_15","ant_5",1,"whole_experiment","REP13/R13SP"
2,10,2021-07-27 08:48:57,2021-07-27 08:49:00,21914,21937,1,"1-2,2-2",3368.49386427792,2972.52162370882,2.69707837130361,3254.90249708115,2986.40637009777,-1.7092146399797,"1","1",24,"ant_2","ant_10","2_10",2021-07-27 08:48:57,2021-07-27 08:49:00,1627375737.196,1627375740.071,21914,21937,3,491,"ant_2","ant_10",1,"whole_experiment","REP13/R13SP"
6,26,2021-07-27 08:53:49,2021-07-27 08:53:55,24250,24300,1,"1-1,1-2,2-1,2-2",2836.12718901288,3572.11529012056,-1.80864600489966,2896.98937683499,3430.69526732088,2.41675864286217,"1","1",25,"ant_6","ant_26","6_26",2021-07-27 08:53:49,2021-07-27 08:53:55,1627376029.198,1627376035.448,24250,24300,6.375,579,"ant_6","ant_26",1,"whole_experiment","REP13/R13SP"
10,12,2021-07-27 09:00:26,2021-07-27 09:00:29,27431,27454,1,"1-2,2-2",2724.43160146456,2945.68772897048,-1.31128424202565,2757.79149905733,2781.73532888078,-0.989195612243974,"1","1",20,"ant_10","ant_12","10_12",2021-07-27 09:00:26,2021-07-27 09:00:29,1627376426.827,1627376429.702,27431,27454,3,643,"ant_12","ant_10",1,"whole_experiment","REP13/R13SP"
2,24,2021-07-27 09:01:41,2021-07-27 09:01:43,28028,28042,1,"2-1,2-2",3478.22741305584,3183.72220646624,0.505037357200614,3450.3571804979,3049.37530243026,2.20597153724682,"1","1",15,"ant_2","ant_24","2_24",2021-07-27 09:01:41,2021-07-27 09:01:43,1627376501.453,1627376503.203,28028,28042,1.875,652,"ant_2","ant_24",1,"whole_experiment","REP13/R13SP"
2,7,2021-07-27 09:03:22,2021-07-27 09:03:30,28839,28899,1,"1-1,1-2,2-1,2-2",3452.4498955814,3170.6182797022,-0.497007485106334,3539.25792163745,3191.25573814194,-1.16763847265952,"1","1",61,"ant_2","ant_7","2_7",2021-07-27 09:03:22,2021-07-27 09:03:30,1627376602.829,1627376610.329,28839,28899,7.625,662,"ant_7","ant_2",1,"whole_experiment","REP13/R13SP"
13,28,2021-07-27 09:12:24,2021-07-27 09:12:25,33174,33184,1,"2-1,2-2",2525.86622695443,2494.87150556957,1.45487676213753,2646.978920573,2554.09312188132,-2.41307411049671,"1","1",9,"ant_13","ant_28","13_28",2021-07-27 09:12:24,2021-07-27 09:12:25,1627377144.709,1627377145.959,33174,33184,1.375,731,"ant_13","ant_28",1,"whole_experiment","REP13/R13SP"
