"ant1","ant2","start","end","startframe","endframe","space","types","ant1.mean.x","ant1.mean.y","ant1.mean.angle","ant2.mean.x","ant2.mean.y","ant2.mean.angle","ant1.zones","ant2.zones","detections","ant1ID_str","ant2ID_str","pair","T_start_UNIX","T_stop_UNIX","T_start_sec","T_stop_sec","frame_start","frame_stop","duration","unique_interaction_id","Act_Name","Rec_Name","predicted_Hit","PERIOD","REPLICATE"
22,26,2021-04-05 08:16:05,2021-04-05 08:16:06,2147,2155,1,"1-2,2-2",3032.36840989021,3376.57363848196,-1.69884942737105,2923.11681995806,3310.57336779234,2.50881023555919,"1","1",5,"ant_22","ant_26","22_26",2021-04-05 08:16:05,2021-04-05 08:16:06,1617610565.22,1617610566.22,2147,2155,1.125,50,"ant_22","ant_26",1,"whole_experiment","REP6/R6SP"
5,6,2021-04-05 08:15:27,2021-04-05 08:16:17,1844,2243,1,"1-1,1-2,2-1,2-2",2504.60314993888,3331.44558577879,-1.91694669337939,2453.19774521111,3250.48684246927,-2.02538592754621,"1","1",108,"ant_5","ant_6","5_6",2021-04-05 08:15:27,2021-04-05 08:16:17,1617610527.345,1617610577.22,1844,2243,50,52,"ant_5","ant_6",1,"whole_experiment","REP6/R6SP"
5,9,2021-04-05 08:25:38,2021-04-05 08:25:50,6731,6833,1,"2-1,2-2",2544.99025170546,3330.98040377402,1.65982632132351,2612.99333115061,3256.97568788364,2.95990908121844,"1","1",33,"ant_5","ant_9","5_9",2021-04-05 08:25:38,2021-04-05 08:25:50,1617611138.226,1617611150.976,6731,6833,12.875,149,"ant_9","ant_5",1,"whole_experiment","REP6/R6SP"
20,21,2021-04-05 08:32:17,2021-04-05 08:32:19,9927,9940,1,"1-2,2-2",3168.64852232935,2650.8180648103,1.19853879607775,3254.02640711388,2783.27958728463,0.261767888039979,"1","1",3,"ant_20","ant_21","20_21",2021-04-05 08:32:17,2021-04-05 08:32:19,1617611537.731,1617611539.356,9927,9940,1.75,221,"ant_20","ant_21",1,"whole_experiment","REP6/R6SP"
16,28,2021-04-05 08:35:35,2021-04-05 08:35:47,11511,11604,1,"1-1,1-2,2-1,2-2",2416.63028261662,2918.53067487235,-1.19486131783295,2465.24067601899,2808.5021755313,1.69486667919199,"1","1",90,"ant_16","ant_28","16_28",2021-04-05 08:35:35,2021-04-05 08:35:47,1617611735.733,1617611747.358,11511,11604,11.75,252,"ant_16","ant_28",1,"whole_experiment","REP6/R6SP"
23,31,2021-04-05 08:40:03,2021-04-05 08:40:19,13656,13778,1,"1-2,2-2",3197.57001877474,3467.42208432586,2.82752889305477,3065.22541668826,3520.29453788365,1.66539563845488,"1","1",61,"ant_23","ant_31","23_31",2021-04-05 08:40:03,2021-04-05 08:40:19,1617612003.861,1617612019.111,13656,13778,15.375,306,"ant_31","ant_23",1,"whole_experiment","REP6/R6SP"
11,14,2021-04-05 08:41:37,2021-04-05 08:41:38,14402,14411,1,"2-1,2-2",3078.0539190894,3097.4868377855,2.11950515393343,3187.29502891259,3100.97387583079,-1.84217408407528,"1","1",5,"ant_11","ant_14","11_14",2021-04-05 08:41:37,2021-04-05 08:41:38,1617612097.112,1617612098.237,14402,14411,1.25,322,"ant_14","ant_11",1,"whole_experiment","REP6/R6SP"
30,31,2021-04-05 08:41:51,2021-04-05 08:41:59,14517,14578,1,"1-1,1-2,2-1,2-2",3027.83312548594,3403.59584896563,1.2917033513838,3032.62033999765,3559.45290678998,-1.02102451009498,"1","1",24,"ant_30","ant_31","30_31",2021-04-05 08:41:51,2021-04-05 08:41:59,1617612111.487,1617612119.112,14517,14578,7.75,326,"ant_30","ant_31",1,"whole_experiment","REP6/R6SP"
4,21,2021-04-05 08:43:09,2021-04-05 08:43:14,15140,15178,1,"1-1,1-2,2-1,2-2",3089.18438778919,2618.47950157606,1.22615761018406,3207.73837050879,2726.61253027958,-2.73868464536396,"1","1",15,"ant_4","ant_21","4_21",2021-04-05 08:43:09,2021-04-05 08:43:14,1617612189.362,1617612194.113,15140,15178,4.87599992752075,376,"ant_21","ant_4",1,"whole_experiment","REP6/R6SP"
13,17,2021-04-05 08:45:17,2021-04-05 08:45:46,16169,16398,1,"2-1,2-2",2328.78412286019,3274.25886093934,2.79271978146382,2461.28703925425,3305.91301132525,-2.7046807460333,"1","1",89,"ant_13","ant_17","13_17",2021-04-05 08:45:17,2021-04-05 08:45:46,1617612317.989,1617612346.614,16169,16398,28.75,470,"ant_13","ant_17",1,"whole_experiment","REP6/R6SP"
