"ant1","ant2","start","end","startframe","endframe","space","types","ant1.mean.x","ant1.mean.y","ant1.mean.angle","ant2.mean.x","ant2.mean.y","ant2.mean.angle","ant1.zones","ant2.zones","detections","ant1ID_str","ant2ID_str","pair","T_start_UNIX","T_stop_UNIX","T_start_sec","T_stop_sec","frame_start","frame_stop","duration","unique_interaction_id","Act_Name","Rec_Name","predicted_Hit","PERIOD","REPLICATE"
80,105,2021-03-14 09:23:40,2021-03-14 09:24:07,127,343,1,"1-2,2-2",3559.2981772623,2859.29469901731,-2.97740054877707,3440.82693960904,2852.46822653054,-2.95017196418497,"1","1",186,"ant_80","ant_105","80_105",2021-03-14 09:23:40,2021-03-14 09:24:07,1615713820.488,1615713847.488,127,343,27.125,85,"ant_80","ant_105",1,"whole_experiment","REP3/R3BS"
39,89,2021-03-14 09:24:39,2021-03-14 09:24:50,602,690,1,"1-1,1-2,2-1,2-2",1266.08290906011,2155.80870360126,0.609528492307355,1382.37567327381,2149.08662869311,-2.58999929460742,"1","1",61,"ant_39","ant_89","39_89",2021-03-14 09:24:39,2021-03-14 09:24:50,1615713879.863,1615713890.863,602,690,11.125,178,"ant_39","ant_89",1,"whole_experiment","REP3/R3BS"
108,159,2021-03-14 09:24:51,2021-03-14 09:24:54,694,723,1,"1-2,2-2",2658.13362196092,2501.46692494641,0.753134825269665,2763.32392863144,2594.67545219745,-1.31023062482576,"1","1",10,"ant_108","ant_159","108_159",2021-03-14 09:24:51,2021-03-14 09:24:54,1615713891.363,1615713894.988,694,723,3.75,191,"ant_108","ant_159",1,"whole_experiment","REP3/R3BS"
59,108,2021-03-14 09:24:47,2021-03-14 09:24:57,664,745,1,"1-2,2-1,2-2",2525.9205342191,2541.74724998309,-1.17416566998781,2619.06537380202,2496.9888003494,1.04548902275212,"1","1",36,"ant_59","ant_108","59_108",2021-03-14 09:24:47,2021-03-14 09:24:57,1615713887.613,1615713897.738,664,745,10.25,198,"ant_108","ant_59",1,"whole_experiment","REP3/R3BS"
80,105,2021-03-14 09:25:15,2021-03-14 09:25:22,889,945,1,"1-2,2-2",3414.82225376874,2919.67622827694,-2.40110378451881,3298.04679364942,2838.56645478413,-1.81720810129754,"1","1",42,"ant_80","ant_105","80_105",2021-03-14 09:25:15,2021-03-14 09:25:22,1615713915.739,1615713922.739,889,945,7.125,272,"ant_80","ant_105",1,"whole_experiment","REP3/R3BS"
33,107,2021-03-14 09:25:16,2021-03-14 09:25:23,895,952,1,"1-2,2-2",2137.02986740394,2347.84194010596,-0.979977662523613,2196.48245122256,2222.38522987961,0.916730753066373,"1","1",10,"ant_33","ant_107","33_107",2021-03-14 09:25:16,2021-03-14 09:25:23,1615713916.489,1615713923.614,895,952,7.25,278,"ant_33","ant_107",1,"whole_experiment","REP3/R3BS"
26,77,2021-03-14 09:25:29,2021-03-14 09:25:34,1003,1039,1,"2-1,2-2",2219.4781110735,1560.01335029967,-2.45828988573497,2333.42367574017,1506.24936167915,2.7761814437849,"1","1",34,"ant_26","ant_77","26_77",2021-03-14 09:25:29,2021-03-14 09:25:34,1615713929.989,1615713934.489,1003,1039,4.625,322,"ant_77","ant_26",1,"whole_experiment","REP3/R3BS"
47,116,2021-03-14 09:26:00,2021-03-14 09:26:04,1251,1279,1,"1-2,2-2",3244.58185379235,4218.54880771308,2.01885967502245,3113.12321835316,4289.85728898577,3.05917479736044,"1","1",29,"ant_47","ant_116","47_116",2021-03-14 09:26:00,2021-03-14 09:26:04,1615713960.989,1615713964.489,1251,1279,3.625,440,"ant_47","ant_116",1,"whole_experiment","REP3/R3BS"
53,89,2021-03-14 09:25:39,2021-03-14 09:26:11,1083,1339,1,"2-1,2-2",1093.47647232689,2217.40771506826,0.904263804256133,1151.407710094,2114.27368636603,1.99476758731488,"1","1",145,"ant_53","ant_89","53_89",2021-03-14 09:25:39,2021-03-14 09:26:11,1615713939.989,1615713971.989,1083,1339,32.125,456,"ant_53","ant_89",1,"whole_experiment","REP3/R3BS"
74,78,2021-03-14 09:26:10,2021-03-14 09:26:20,1330,1405,1,"1-1,1-2,2-1,2-2",955.944345168144,3495.72972612455,-1.45169505609727,1026.95020085887,3498.38768259808,-1.8447273563697,"1","1",76,"ant_74","ant_78","74_78",2021-03-14 09:26:10,2021-03-14 09:26:20,1615713970.864,1615713980.239,1330,1405,9.5,476,"ant_78","ant_74",1,"whole_experiment","REP3/R3BS"
