"ant1","ant2","start","end","startframe","endframe","space","types","ant1.mean.x","ant1.mean.y","ant1.mean.angle","ant2.mean.x","ant2.mean.y","ant2.mean.angle","ant1.zones","ant2.zones","detections","ant1ID_str","ant2ID_str","pair","T_start_UNIX","T_stop_UNIX","T_start_sec","T_stop_sec","frame_start","frame_stop","duration","unique_interaction_id","Act_Name","Rec_Name","predicted_Hit","PERIOD","REPLICATE"
22,27,2021-04-18 08:12:51,2021-04-18 08:13:12,987,1156,1,"2-1,2-2",3067.02929881481,3122.48944110419,-2.5344100931643,3056.05045423564,3239.88907302445,-1.29936321291177,"1","1",85,"ant_22","ant_27","22_27",2021-04-18 08:12:51,2021-04-18 08:13:12,1618733571.3,1618733592.425,987,1156,21.25,46,"ant_27","ant_22",1,"whole_experiment","REP8/R8SS"
12,19,2021-04-18 08:20:40,2021-04-18 08:20:47,4742,4798,1,"1-2,2-2",3372.5545830616,3162.80049903509,1.30587845036869,3466.84674713546,3278.16660482669,0.574491430674556,"1","1",52,"ant_12","ant_19","12_19",2021-04-18 08:20:40,2021-04-18 08:20:47,1618734040.68,1618734047.68,4742,4798,7.125,119,"ant_12","ant_19",1,"whole_experiment","REP8/R8SS"
8,31,2021-04-18 08:22:41,2021-04-18 08:22:43,5709,5726,1,"1-2,2-2",3050.85806938107,2772.89822193734,-1.26360739432053,3004.62924670349,2659.80009389917,2.83205134774296,"1","1",13,"ant_8","ant_31","8_31",2021-04-18 08:22:41,2021-04-18 08:22:43,1618734161.556,1618734163.681,5709,5726,2.25,131,"ant_8","ant_31",1,"whole_experiment","REP8/R8SS"
12,14,2021-04-18 08:29:56,2021-04-18 08:29:58,9192,9202,1,"1-1,1-2,2-1,2-2",2406.73116402828,3289.63355421528,-2.32959637277702,2320.09063548506,3167.03806216642,1.85359990686155,"1","1",11,"ant_12","ant_14","12_14",2021-04-18 08:29:56,2021-04-18 08:29:58,1618734596.935,1618734598.185,9192,9202,1.375,208,"ant_14","ant_12",1,"whole_experiment","REP8/R8SS"
24,29,2021-04-18 08:30:04,2021-04-18 08:30:13,9250,9321,1,"1-1,1-2,2-1,2-2",3313.1363724246,2761.31849715109,0.43292079001944,3351.52250500112,2760.25047460148,0.640041730149562,"1","1",72,"ant_24","ant_29","24_29",2021-04-18 08:30:04,2021-04-18 08:30:13,1618734604.185,1618734613.06,9250,9321,9,220,"ant_29","ant_24",1,"whole_experiment","REP8/R8SS"
11,24,2021-04-18 08:31:20,2021-04-18 08:31:24,9857,9891,1,"2-1,2-2",3310.66809911533,2906.5730472601,-0.215053279818679,3210.1183132594,3011.72493940369,-1.46936516037742,"1","1",17,"ant_11","ant_24","11_24",2021-04-18 08:31:20,2021-04-18 08:31:24,1618734680.061,1618734684.311,9857,9891,4.375,263,"ant_24","ant_11",1,"whole_experiment","REP8/R8SS"
20,24,2021-04-18 08:31:14,2021-04-18 08:31:33,9814,9963,1,"1-2,2-1,2-2",3139.82960698983,2982.92693662307,2.94929804960685,3173.53144657178,3022.14314784857,-1.92552556218829,"1","1",96,"ant_20","ant_24","20_24",2021-04-18 08:31:14,2021-04-18 08:31:33,1618734674.685,1618734693.31,9814,9963,18.75,270,"ant_24","ant_20",1,"whole_experiment","REP8/R8SS"
11,27,2021-04-18 08:29:41,2021-04-18 08:31:59,9068,10171,1,"1-1,1-2,2-1,2-2",3350.92359853009,2926.87550004977,-0.0242795297427259,3380.70952929203,3037.03895537183,-1.41585285576431,"1","1",326,"ant_11","ant_27","11_27",2021-04-18 08:29:41,2021-04-18 08:31:59,1618734581.435,1618734719.311,9068,10171,138.001000165939,289,"ant_27","ant_11",1,"whole_experiment","REP8/R8SS"
2,8,2021-04-18 08:31:58,2021-04-18 08:32:01,10162,10189,1,"2-1,2-2",2883.74523434431,2732.85744035725,0.244191437236525,2848.10418066807,2615.15156249757,2.1097730973845,"1","1",25,"ant_2","ant_8","2_8",2021-04-18 08:31:58,2021-04-18 08:32:01,1618734718.186,1618734721.561,10162,10189,3.5,290,"ant_8","ant_2",1,"whole_experiment","REP8/R8SS"
18,25,2021-04-18 08:36:50,2021-04-18 08:36:52,12497,12516,1,"2-1,2-2",3414.37510080571,2737.15947577461,0.793346828524533,3439.69792811158,2617.43522108898,1.35459466333442,"1","1",9,"ant_18","ant_25","18_25",2021-04-18 08:36:50,2021-04-18 08:36:52,1618735010.063,1618735012.439,12497,12516,2.50099992752075,420,"ant_25","ant_18",1,"whole_experiment","REP8/R8SS"
