"ant1","ant2","start","end","startframe","endframe","space","types","ant1.mean.x","ant1.mean.y","ant1.mean.angle","ant2.mean.x","ant2.mean.y","ant2.mean.angle","ant1.zones","ant2.zones","detections","ant1ID_str","ant2ID_str","pair","T_start_UNIX","T_stop_UNIX","T_start_sec","T_stop_sec","frame_start","frame_stop","duration","unique_interaction_id","Act_Name","Rec_Name","predicted_Hit","PERIOD","REPLICATE"
68,145,2021-05-16 08:26:12,2021-05-16 08:26:53,4,335,1,"2-1,2-2",7081.0997953992,1380.36186260698,0.342507955442814,7054.06962863917,1265.38338435581,1.22977390991365,"2","2",236,"ant_68","ant_145","68_145",2021-05-16 08:26:12,2021-05-16 08:26:53,1621153572.084,1621153613.46,4,335,41.5009999275208,24,"ant_145","ant_68",1,"whole_experiment","REP10/R10BP"
48,181,2021-05-16 08:27:54,2021-05-16 08:28:01,824,882,1,"2-1,2-2",1260.05373743788,3035.87602716962,1.1230128808093,1165.37943249347,2915.75088531413,0.850667466294437,"1","1",59,"ant_48","ant_181","48_181",2021-05-16 08:27:54,2021-05-16 08:28:01,1621153674.586,1621153681.835,824,882,7.37400007247925,87,"ant_181","ant_48",1,"whole_experiment","REP10/R10BP"
55,62,2021-05-16 08:28:25,2021-05-16 08:28:55,1071,1314,1,"1-2,2-2",1668.19256772684,3741.06281893899,-0.0701588514487671,1741.39263143839,3718.19672467704,-1.16674332766294,"1","1",95,"ant_55","ant_62","55_62",2021-05-16 08:28:25,2021-05-16 08:28:55,1621153705.461,1621153735.836,1071,1314,30.5,132,"ant_55","ant_62",1,"whole_experiment","REP10/R10BP"
132,163,2021-05-16 08:28:47,2021-05-16 08:29:15,1248,1470,1,"1-1,1-2,2-1,2-2",1240.48055759954,4136.23159892945,1.23225525983875,1312.20538581832,4270.82944681364,-2.6142861619386,"1","1",111,"ant_132","ant_163","132_163",2021-05-16 08:28:47,2021-05-16 08:29:15,1621153727.586,1621153755.336,1248,1470,27.875,154,"ant_163","ant_132",1,"whole_experiment","REP10/R10BP"
59,95,2021-05-16 08:29:48,2021-05-16 08:29:51,1736,1756,1,"1-1,1-2,2-1,2-2",2921.32006396558,3379.87453842026,1.91075057873399,2839.27019677305,3481.0640194451,-0.0434984770058457,"1","1",21,"ant_59","ant_95","59_95",2021-05-16 08:29:48,2021-05-16 08:29:51,1621153788.586,1621153791.086,1736,1756,2.625,222,"ant_95","ant_59",1,"whole_experiment","REP10/R10BP"
59,84,2021-05-16 08:30:11,2021-05-16 08:30:20,1921,1988,1,"1-2,2-1,2-2",3004.26701031093,3367.69913594443,2.77686161814562,3034.02680400387,3439.65098597771,-0.162176785964971,"1","1",6,"ant_59","ant_84","59_84",2021-05-16 08:30:11,2021-05-16 08:30:20,1621153811.712,1621153820.087,1921,1988,8.5,270,"ant_84","ant_59",1,"whole_experiment","REP10/R10BP"
95,164,2021-05-16 08:31:07,2021-05-16 08:31:12,2369,2409,1,"1-2,2-2",3425.86837559272,3056.2342420281,-1.55789490267711,3413.31528597311,2915.66986417669,-1.02284845282328,"1","1",41,"ant_95","ant_164","95_164",2021-05-16 08:31:07,2021-05-16 08:31:12,1621153867.712,1621153872.712,2369,2409,5.125,360,"ant_95","ant_164",1,"whole_experiment","REP10/R10BP"
68,145,2021-05-16 08:30:33,2021-05-16 08:31:19,2094,2467,1,"1-1,1-2,2-1,2-2",7066.3977241485,474.434533863756,-1.29384936389664,6954.97156931629,442.059327698664,0.0112436015310759,"2","2",332,"ant_68","ant_145","68_145",2021-05-16 08:30:33,2021-05-16 08:31:19,1621153833.337,1621153879.962,2094,2467,46.75,374,"ant_145","ant_68",1,"whole_experiment","REP10/R10BP"
71,88,2021-05-16 08:31:20,2021-05-16 08:31:23,2469,2498,1,"1-1,1-2,2-1,2-2",3504.47393178267,2806.25762779655,1.18840973326422,3534.77168670685,2952.81046604103,-1.34109544922978,"1","1",30,"ant_71","ant_88","71_88",2021-05-16 08:31:20,2021-05-16 08:31:23,1621153880.212,1621153883.837,2469,2498,3.75,391,"ant_71","ant_88",1,"whole_experiment","REP10/R10BP"
71,184,2021-05-16 08:31:40,2021-05-16 08:31:41,2630,2636,1,"1-2,2-2",3519.54539435216,2456.85582120203,-1.33319752721988,3503.45460874173,2330.32935752296,-0.689807547523848,"1","1",4,"ant_71","ant_184","71_184",2021-05-16 08:31:40,2021-05-16 08:31:41,1621153900.337,1621153901.087,2630,2636,0.875,436,"ant_71","ant_184",1,"whole_experiment","REP10/R10BP"
71,95,2021-05-16 08:32:09,2021-05-16 08:32:12,2865,2887,1,"1-1,1-2,2-1,2-2",3279.48464452065,2804.65775504797,2.2872974757692,3150.520077636,2785.85609001735,0.930523373083754,"1","1",21,"ant_71","ant_95","71_95",2021-05-16 08:32:09,2021-05-16 08:32:12,1621153929.713,1621153932.463,2865,2887,2.875,531,"ant_95","ant_71",1,"whole_experiment","REP10/R10BP"
61,103,2021-05-16 08:32:59,2021-05-16 08:33:00,3261,3273,1,"2-1,2-2",3255.4517733246,2359.91220654655,-2.72546885039947,3117.3111393845,2422.23073213873,-0.484479800940483,"1","1",13,"ant_61","ant_103","61_103",2021-05-16 08:32:59,2021-05-16 08:33:00,1621153979.213,1621153980.713,3261,3273,1.625,640,"ant_103","ant_61",1,"whole_experiment","REP10/R10BP"
147,184,2021-05-16 08:32:48,2021-05-16 08:33:25,3173,3468,1,"1-2,2-2",3544.39528952007,2413.40028507236,-2.946303406963,3506.0114733978,2334.87915482448,-0.732537185675026,"1","1",61,"ant_147","ant_184","147_184",2021-05-16 08:32:48,2021-05-16 08:33:25,1621153968.213,1621154005.088,3173,3468,37,696,"ant_147","ant_184",1,"whole_experiment","REP10/R10BP"
37,55,2021-05-16 08:33:38,2021-05-16 08:33:50,3576,3671,1,"1-1,1-2,2-1,2-2",734.056364425117,4519.5179121821,0.512725056207688,878.506226628458,4563.45020696678,-2.78154053586732,"1","1",96,"ant_37","ant_55","37_55",2021-05-16 08:33:38,2021-05-16 08:33:50,1621154018.588,1621154030.464,3576,3671,12.0009999275208,742,"ant_55","ant_37",1,"whole_experiment","REP10/R10BP"
125,163,2021-05-16 08:34:58,2021-05-16 08:35:04,4219,4260,1,"2-1,2-2",506.418020449359,4085.67312733726,-1.51952695541407,584.493595249046,4209.86014728548,-2.78664624376217,"1","1",23,"ant_125","ant_163","125_163",2021-05-16 08:34:58,2021-05-16 08:35:04,1621154098.964,1621154104.089,4219,4260,5.25,921,"ant_163","ant_125",1,"whole_experiment","REP10/R10BP"
32,153,2021-05-16 08:35:20,2021-05-16 08:35:22,4393,4406,1,"1-2,2-2",3054.32480723978,4365.66045871585,2.744842251067,2940.66399472438,4302.30736140695,-2.56574644477296,"1","1",6,"ant_32","ant_153","32_153",2021-05-16 08:35:20,2021-05-16 08:35:22,1621154120.714,1621154122.339,4393,4406,1.75,963,"ant_32","ant_153",1,"whole_experiment","REP10/R10BP"
