"ant1","ant2","start","end","startframe","endframe","space","types","ant1.mean.x","ant1.mean.y","ant1.mean.angle","ant2.mean.x","ant2.mean.y","ant2.mean.angle","ant1.zones","ant2.zones","detections","ant1ID_str","ant2ID_str","pair","T_start_UNIX","T_stop_UNIX","T_start_sec","T_stop_sec","frame_start","frame_stop","duration","unique_interaction_id","Act_Name","Rec_Name","predicted_Hit","PERIOD","REPLICATE"
13,26,2021-07-20 08:26:36,2021-07-20 08:26:55,190,344,1,"1-1,1-2,2-1,2-2",3201.63586254112,3552.7038082971,-0.570735663518074,3217.07237512988,3431.85775626526,0.835089980042432,"1","1",48,"ant_13","ant_26","13_26",2021-07-20 08:26:36,2021-07-20 08:26:55,1626769596.468,1626769615.718,190,344,19.375,18,"ant_26","ant_13",1,"whole_experiment","REP12/R12SP"
7,13,2021-07-20 08:27:37,2021-07-20 08:27:38,677,686,1,"1-1,1-2,2-1,2-2",3268.94940129351,3464.10456220132,1.82085964270094,3162.23896978532,3551.72481100639,-0.883650230600652,"1","1",10,"ant_7","ant_13","7_13",2021-07-20 08:27:37,2021-07-20 08:27:38,1626769657.344,1626769658.469,677,686,1.25,28,"ant_7","ant_13",1,"whole_experiment","REP12/R12SP"
13,27,2021-07-20 08:30:57,2021-07-20 08:31:00,2276,2306,1,"1-2,2-1,2-2",2833.63880882305,3502.22322033777,1.56893807894256,2747.9790912173,3492.56883937517,1.22777289324196,"1","1",30,"ant_13","ant_27","13_27",2021-07-20 08:30:57,2021-07-20 08:31:00,1626769857.221,1626769860.971,2276,2306,3.875,102,"ant_27","ant_13",1,"whole_experiment","REP12/R12SP"
13,27,2021-07-20 08:32:24,2021-07-20 08:32:27,2973,3001,1,"1-2,2-2",2807.18901226265,3458.12999229024,1.84371485418743,2713.49846957342,3525.57848528801,1.98934448422936,"1","1",8,"ant_13","ant_27","13_27",2021-07-20 08:32:24,2021-07-20 08:32:27,1626769944.347,1626769947.847,2973,3001,3.625,122,"ant_13","ant_27",1,"whole_experiment","REP12/R12SP"
16,19,2021-07-20 08:36:32,2021-07-20 08:36:36,4958,4988,1,"1-1,1-2,2-1,2-2",3218.2841569448,2619.34222121229,0.357018921206817,3267.73773299771,2752.77754869007,-1.66150552413332,"1","1",30,"ant_16","ant_19","16_19",2021-07-20 08:36:32,2021-07-20 08:36:36,1626770192.474,1626770196.224,4958,4988,3.875,162,"ant_19","ant_16",1,"whole_experiment","REP12/R12SP"
5,6,2021-07-20 08:43:29,2021-07-20 08:43:30,8298,8301,1,"1-2,2-2",3122.35890388728,3545.78421593241,0.662109397499415,3172.15002059256,3503.66503005897,0.532976421939324,"1","1",4,"ant_5","ant_6","5_6",2021-07-20 08:43:29,2021-07-20 08:43:30,1626770609.979,1626770610.354,8298,8301,0.5,213,"ant_5","ant_6",1,"whole_experiment","REP12/R12SP"
3,19,2021-07-20 09:07:00,2021-07-20 09:07:02,19580,19595,1,"1-1,1-2,2-1,2-2",3472.67857588915,2810.53482085743,-1.97992268646885,3417.44203587854,2662.07499965518,0.979900728747572,"1","1",16,"ant_3","ant_19","3_19",2021-07-20 09:07:00,2021-07-20 09:07:02,1626772020.244,1626772022.119,19580,19595,2,459,"ant_19","ant_3",1,"whole_experiment","REP12/R12SP"
7,20,2021-07-20 09:22:38,2021-07-20 09:22:41,27085,27109,1,"1-1,1-2,2-1,2-2",3247.46792188547,3114.53663098416,-1.07936758564325,3374.52291276234,3094.17106332233,-3.03677226125296,"1","1",25,"ant_7","ant_20","7_20",2021-07-20 09:22:38,2021-07-20 09:22:41,1626772958.379,1626772961.38,27085,27109,3.12600016593933,630,"ant_20","ant_7",1,"whole_experiment","REP12/R12SP"
16,26,2021-07-20 09:43:05,2021-07-20 09:43:23,36900,37043,1,"1-1,1-2,2-1,2-2",3352.5683412348,3269.58587576246,-2.95407831661325,3326.61634258702,3155.81854671185,1.90584897613112,"1","1",121,"ant_16","ant_26","16_26",2021-07-20 09:43:05,2021-07-20 09:43:23,1626774185.268,1626774203.143,36900,37043,18,868,"ant_16","ant_26",1,"whole_experiment","REP12/R12SP"
10,21,2021-07-20 09:46:57,2021-07-20 09:46:59,38759,38770,1,"1-1,1-2,2-1,2-2",3440.89001380061,3263.77777544159,2.0439432230655,3301.98369472671,3334.11799875788,0.0752658969688213,"1","1",10,"ant_10","ant_21","10_21",2021-07-20 09:46:57,2021-07-20 09:46:59,1626774417.645,1626774419.02,38759,38770,1.5,919,"ant_10","ant_21",1,"whole_experiment","REP12/R12SP"
