"ant1","ant2","start","end","startframe","endframe","space","types","ant1.mean.x","ant1.mean.y","ant1.mean.angle","ant2.mean.x","ant2.mean.y","ant2.mean.angle","ant1.zones","ant2.zones","detections","ant1ID_str","ant2ID_str","pair","T_start_UNIX","T_stop_UNIX","T_start_sec","T_stop_sec","frame_start","frame_stop","duration","unique_interaction_id","Act_Name","Rec_Name","predicted_Hit","PERIOD","REPLICATE"
9,23,2021-07-26 08:21:59,2021-07-26 08:22:03,2268,2295,1,"1-2,2-2",3045.87431107045,3245.83182269367,3.08331990558736,2971.66089675591,3344.7200771094,1.18360956422359,"1","1",28,"ant_9","ant_23","9_23",2021-07-26 08:21:59,2021-07-26 08:22:03,1627287719.789,1627287723.164,2268,2295,3.5,15,"ant_9","ant_23",1,"whole_experiment","REP13/R13SS"
2,5,2021-07-26 08:39:32,2021-07-26 08:39:35,10688,10711,1,"2-1,2-2",3379.23586092179,3056.71626787202,-0.976638417922203,3258.67514337931,3048.77066621217,-0.135775343771978,"1","1",24,"ant_2","ant_5","2_5",2021-07-26 08:39:32,2021-07-26 08:39:35,1627288772.301,1627288775.177,10688,10711,3.00099992752075,152,"ant_2","ant_5",1,"whole_experiment","REP13/R13SS"
15,26,2021-07-26 08:59:25,2021-07-26 08:59:27,20231,20249,1,"1-1,1-2,2-1,2-2",3501.8088270131,2822.49307047539,-0.0940150651562768,3579.47323390404,2721.97025738669,1.08235268732442,"1","1",18,"ant_15","ant_26","15_26",2021-07-26 08:59:25,2021-07-26 08:59:27,1627289965.189,1627289967.439,20231,20249,2.375,261,"ant_26","ant_15",1,"whole_experiment","REP13/R13SS"
12,17,2021-07-26 09:05:45,2021-07-26 09:05:46,23272,23284,1,"1-2,2-2",3066.94527744067,2559.76711084789,-3.03866327359471,2938.96249361882,2559.22739835352,1.62101077405557,"1","1",11,"ant_12","ant_17","12_17",2021-07-26 09:05:45,2021-07-26 09:05:46,1627290345.319,1627290346.819,23272,23284,1.625,305,"ant_17","ant_12",1,"whole_experiment","REP13/R13SS"
16,23,2021-07-26 09:52:32,2021-07-26 09:52:49,45731,45863,1,"1-1,1-2,2-1,2-2",3234.78756395733,3029.72687885903,-1.63084687284969,3151.47994350048,2949.68634714341,2.33126918599926,"1","1",29,"ant_16","ant_23","16_23",2021-07-26 09:52:32,2021-07-26 09:52:49,1627293152.725,1627293169.225,45731,45863,16.625,744,"ant_23","ant_16",1,"whole_experiment","REP13/R13SS"
21,23,2021-07-26 10:58:09,2021-07-26 10:58:25,77226,77351,1,"1-2,2-2",2765.47890641828,2384.64841483173,0.834598451471112,2861.39972505385,2467.55384716884,-0.48190371398124,"1","1",76,"ant_21","ant_23","21_23",2021-07-26 10:58:09,2021-07-26 10:58:25,1627297089.644,1627297105.269,77226,77351,15.75,1168,"ant_21","ant_23",1,"whole_experiment","REP13/R13SS"
11,24,2021-07-26 11:10:13,2021-07-26 11:10:47,83020,83291,1,"1-2,2-2",2675.13917387817,2840.06263854046,1.248216797848,2640.11952069216,2948.97209614582,3.06952822745742,"1","1",149,"ant_11","ant_24","11_24",2021-07-26 11:10:13,2021-07-26 11:10:47,1627297813.903,1627297847.778,83020,83291,34,1236,"ant_24","ant_11",1,"whole_experiment","REP13/R13SS"
13,26,2021-07-26 11:25:35,2021-07-26 11:25:53,90390,90537,1,"2-1,2-2",2358.99326062968,2777.54812772119,1.58895949245327,2478.21392807914,2750.41586076103,3.12228460780809,"1","1",136,"ant_13","ant_26","13_26",2021-07-26 11:25:35,2021-07-26 11:25:53,1627298735.163,1627298753.538,90390,90537,18.5,1292,"ant_26","ant_13",1,"whole_experiment","REP13/R13SS"
11,24,2021-07-26 11:30:43,2021-07-26 11:30:56,92854,92964,1,"1-2,2-2",2703.73650407918,2831.99350696645,2.03795257139115,2672.17741301221,2948.95768990559,0.0172902904328097,"1","1",60,"ant_11","ant_24","11_24",2021-07-26 11:30:43,2021-07-26 11:30:56,1627299043.167,1627299056.916,92854,92964,13.8739998340607,1331,"ant_11","ant_24",1,"whole_experiment","REP13/R13SS"
19,23,2021-07-26 11:49:27,2021-07-26 11:49:28,101846,101859,1,"1-2,2-2",3051.07609259131,3458.93138055581,3.11424337543354,2892.69782518781,3497.12925292963,2.58184973792328,"1","1",14,"ant_19","ant_23","19_23",2021-07-26 11:49:27,2021-07-26 11:49:28,1627300167.178,1627300168.803,101846,101859,1.75,1467,"ant_19","ant_23",1,"whole_experiment","REP13/R13SS"
13,15,2021-07-26 11:52:07,2021-07-26 11:52:08,103129,103137,1,"2-1,2-2",3342.37208374288,3022.1962212224,-2.20533569906694,3333.47942322978,3170.46927296237,-1.56826369353007,"1","1",9,"ant_13","ant_15","13_15",2021-07-26 11:52:07,2021-07-26 11:52:08,1627300327.555,1627300328.555,103129,103137,1.125,1492,"ant_15","ant_13",1,"whole_experiment","REP13/R13SS"
9,15,2021-07-26 11:56:44,2021-07-26 11:57:01,105347,105480,1,"2-1,2-2",3055.40514441639,3081.90074564656,2.60299066308138,3199.05960828938,3066.02327669824,2.98281477737614,"1","1",124,"ant_9","ant_15","9_15",2021-07-26 11:56:44,2021-07-26 11:57:01,1627300604.808,1627300621.433,105347,105480,16.75,1563,"ant_15","ant_9",1,"whole_experiment","REP13/R13SS"
17,28,2021-07-26 12:03:34,2021-07-26 12:03:45,108628,108714,1,"1-1,1-2,2-1,2-2",2791.65798355157,2644.82596274043,2.18208123192457,2796.61362198159,2779.15263626918,-1.51346229001281,"1","1",87,"ant_17","ant_28","17_28",2021-07-26 12:03:34,2021-07-26 12:03:45,1627301014.937,1627301025.687,108628,108714,10.875,1614,"ant_28","ant_17",1,"whole_experiment","REP13/R13SS"
5,15,2021-07-26 13:17:55,2021-07-26 13:17:56,144311,144321,1,"2-1,2-2",3223.43899038029,2967.14525732202,-0.742169191332136,3168.69354731791,3101.13736340297,-1.99981310437131,"1","1",7,"ant_5","ant_15","5_15",2021-07-26 13:17:55,2021-07-26 13:17:56,1627305475.361,1627305476.611,144311,144321,1.375,2079,"ant_15","ant_5",1,"whole_experiment","REP13/R13SS"
18,22,2021-07-26 13:55:49,2021-07-26 13:56:17,162507,162730,1,"2-1,2-2",3230.67897022374,2867.12808177274,-1.61900384308757,3198.29913137353,3023.58324048185,-1.34183030664693,"1","1",218,"ant_18","ant_22","18_22",2021-07-26 13:55:49,2021-07-26 13:56:17,1627307749.887,1627307777.761,162507,162730,27.9989998340607,2281,"ant_22","ant_18",1,"whole_experiment","REP13/R13SS"
