"ant1","ant2","start","end","startframe","endframe","space","types","ant1.mean.x","ant1.mean.y","ant1.mean.angle","ant2.mean.x","ant2.mean.y","ant2.mean.angle","ant1.zones","ant2.zones","detections","ant1ID_str","ant2ID_str","pair","T_start_UNIX","T_stop_UNIX","T_start_sec","T_stop_sec","frame_start","frame_stop","duration","unique_interaction_id","Act_Name","Rec_Name","predicted_Hit","PERIOD","REPLICATE"
12,21,2021-03-15 09:23:03,2021-03-15 09:23:21,499,647,1,"1-1,1-2,2-1,2-2",2724.9626827006,2433.29542217762,-2.40577160568191,2612.16209191617,2486.82958443872,-0.269971674339612,"1","1",98,"ant_12","ant_21","12_21",2021-03-15 09:23:03,2021-03-15 09:23:21,1615800183.345,1615800201.846,499,647,18.6259999275208,87,"ant_12","ant_21",1,"whole_experiment","REP3/R3SP"
12,24,2021-03-15 09:23:49,2021-03-15 09:23:53,870,902,1,"1-2,2-2",3116.63034668533,2286.5780667832,0.0631572468030927,3229.32177846669,2387.59427408692,1.15715597570023,"1","1",13,"ant_12","ant_24","12_24",2021-03-15 09:23:49,2021-03-15 09:23:53,1615800229.721,1615800233.721,870,902,4.125,105,"ant_24","ant_12",1,"whole_experiment","REP3/R3SP"
16,24,2021-03-15 09:34:53,2021-03-15 09:34:56,6179,6201,1,"1-2,2-2",3475.20206800511,3102.68709995821,1.60265002758779,3410.68728622225,3234.38510840541,2.93297161420105,"1","1",21,"ant_16","ant_24","16_24",2021-03-15 09:34:53,2021-03-15 09:34:56,1615800893.351,1615800896.101,6179,6201,2.875,317,"ant_16","ant_24",1,"whole_experiment","REP3/R3SP"
4,25,2021-03-15 09:37:25,2021-03-15 09:37:29,7397,7425,1,"2-1,2-2",3027.307731053,3007.64517449572,-2.50757794664329,3062.78485717316,3120.80704732604,-0.709983462724249,"1","1",29,"ant_4","ant_25","4_25",2021-03-15 09:37:25,2021-03-15 09:37:29,1615801045.602,1615801049.102,7397,7425,3.625,401,"ant_4","ant_25",1,"whole_experiment","REP3/R3SP"
14,27,2021-03-15 09:39:01,2021-03-15 09:39:02,8166,8172,1,"1-2,2-1,2-2",2506.26669196631,3139.9372160531,0.43479278883414,2652.55681822126,3120.19349279191,-2.9177682029263,"1","1",7,"ant_14","ant_27","14_27",2021-03-15 09:39:01,2021-03-15 09:39:02,1615801141.728,1615801142.478,8166,8172,0.875,429,"ant_27","ant_14",1,"whole_experiment","REP3/R3SP"
1,12,2021-03-15 09:39:18,2021-03-15 09:39:19,8299,8309,1,"1-2,2-2",2595.78462411127,3252.28200560394,-0.548595207975044,2723.52915361561,3290.28999535765,1.18883594859939,"1","1",11,"ant_1","ant_12","1_12",2021-03-15 09:39:18,2021-03-15 09:39:19,1615801158.353,1615801159.603,8299,8309,1.375,434,"ant_1","ant_12",1,"whole_experiment","REP3/R3SP"
8,16,2021-03-15 09:45:43,2021-03-15 09:45:54,11377,11470,1,"1-1,1-2,2-1,2-2",3056.85771885997,3250.34328177623,-0.590050725516824,3177.99488193797,3166.73359060036,2.91342799002172,"1","1",78,"ant_8","ant_16","8_16",2021-03-15 09:45:43,2021-03-15 09:45:54,1615801543.105,1615801554.731,11377,11470,11.7509999275208,537,"ant_16","ant_8",1,"whole_experiment","REP3/R3SP"
14,22,2021-03-15 09:49:07,2021-03-15 09:49:10,13010,13034,1,"1-1,1-2,2-1,2-2",2651.59934391069,3284.71645260615,0.512746909582753,2763.49524344643,3340.87965799923,2.5504997716134,"1","1",7,"ant_14","ant_22","14_22",2021-03-15 09:49:07,2021-03-15 09:49:10,1615801747.232,1615801750.232,13010,13034,3.125,603,"ant_22","ant_14",1,"whole_experiment","REP3/R3SP"
11,22,2021-03-15 09:49:49,2021-03-15 09:49:58,13349,13418,1,"1-1,1-2,2-1,2-2",2503.67725171732,3086.14723485217,2.36716669679478,2473.54956415168,3232.78012899529,-1.27137129347748,"1","1",63,"ant_11","ant_22","11_22",2021-03-15 09:49:49,2021-03-15 09:49:58,1615801789.607,1615801798.232,13349,13418,8.75,637,"ant_22","ant_11",1,"whole_experiment","REP3/R3SP"
10,24,2021-03-15 09:52:27,2021-03-15 09:52:27,14613,14616,1,"1-2,2-2",3289.58502030562,2678.37847853209,0.890415200833436,3272.83335126032,2779.22852566186,0.383999652222552,"1","1",4,"ant_10","ant_24","10_24",2021-03-15 09:52:27,2021-03-15 09:52:27,1615801947.609,1615801947.983,14613,14616,0.499000072479248,730,"ant_10","ant_24",1,"whole_experiment","REP3/R3SP"
