"ant1","ant2","start","end","startframe","endframe","space","types","ant1.mean.x","ant1.mean.y","ant1.mean.angle","ant2.mean.x","ant2.mean.y","ant2.mean.angle","ant1.zones","ant2.zones","detections","ant1ID_str","ant2ID_str","pair","T_start_UNIX","T_stop_UNIX","T_start_sec","T_stop_sec","frame_start","frame_stop","duration","unique_interaction_id","Act_Name","Rec_Name","predicted_Hit","PERIOD","REPLICATE"
14,17,2021-02-28 09:55:26,2021-02-28 09:56:41,1838,2437,1,"1-1,1-2,2-1,2-2",2715.98213530128,2908.18319645372,0.261980618661932,2809.40471041046,2866.01133728426,-2.31605612586235,"1","1",177,"ant_14","ant_17","14_17",2021-02-28 09:55:26,2021-02-28 09:56:41,1614506126.498,1614506201.374,1838,2437,75.0010001659393,68,"ant_17","ant_14",1,"whole_experiment","REP1/R1SS"
11,23,2021-02-28 10:00:05,2021-02-28 10:00:44,4073,4379,1,"1-1,1-2,2-1,2-2",3153.38049241224,2803.493524979,2.76635841157447,3041.59544646154,2904.93967335044,-0.883757761764619,"1","1",250,"ant_11","ant_23","11_23",2021-02-28 10:00:05,2021-02-28 10:00:44,1614506405.876,1614506444.126,4073,4379,38.375,116,"ant_23","ant_11",1,"whole_experiment","REP1/R1SS"
2,15,2021-02-28 10:05:50,2021-02-28 10:05:54,6828,6860,1,"1-1,1-2,2-1,2-2",2975.62915295494,3366.83767655039,-2.2834888354865,2943.95128506698,3224.4434655823,2.0368561001406,"1","1",24,"ant_2","ant_15","2_15",2021-02-28 10:05:50,2021-02-28 10:05:54,1614506750.254,1614506754.254,6828,6860,4.125,219,"ant_2","ant_15",1,"whole_experiment","REP1/R1SS"
16,29,2021-02-28 10:08:33,2021-02-28 10:09:04,8137,8378,1,"1-2,2-2",3252.11089075649,3024.750971189,-1.94565202460413,3152.72282897977,2961.33169655962,2.26507717660554,"1","1",141,"ant_16","ant_29","16_29",2021-02-28 10:08:33,2021-02-28 10:09:04,1614506913.881,1614506944.006,8137,8378,30.25,298,"ant_16","ant_29",1,"whole_experiment","REP1/R1SS"
3,15,2021-02-28 10:09:29,2021-02-28 10:09:42,8581,8683,1,"2-1,2-2",2614.40579130143,3226.32276269287,-2.83966490381978,2713.56475820753,3298.78505503809,-1.8386030978717,"1","1",99,"ant_3","ant_15","3_15",2021-02-28 10:09:29,2021-02-28 10:09:42,1614506969.381,1614506982.131,8581,8683,12.875,313,"ant_15","ant_3",1,"whole_experiment","REP1/R1SS"
12,23,2021-02-28 10:09:48,2021-02-28 10:09:59,8731,8821,1,"1-1,1-2,2-1,2-2",2785.46820060104,2927.38059673076,-1.18676880493468,2863.46828123969,2895.89423675846,-1.68866584093107,"1","1",71,"ant_12","ant_23","12_23",2021-02-28 10:09:48,2021-02-28 10:09:59,1614506988.131,1614506999.381,8731,8821,11.375,325,"ant_23","ant_12",1,"whole_experiment","REP1/R1SS"
2,4,2021-02-28 10:10:01,2021-02-28 10:10:35,8836,9106,1,"1-2,2-2",2718.61370760073,3361.22153519209,0.732497640207067,2833.35186587293,3451.8176327551,0.610944804791387,"1","1",225,"ant_2","ant_4","2_4",2021-02-28 10:10:01,2021-02-28 10:10:35,1614507001.256,1614507035.007,8836,9106,33.8759999275208,333,"ant_2","ant_4",1,"whole_experiment","REP1/R1SS"
17,26,2021-02-28 10:16:13,2021-02-28 10:16:14,11817,11820,1,"2-1,2-2",2445.49945138587,3101.16874321591,2.08347622188472,2565.86803772614,3003.6792967483,-3.08826078862742,"1","1",4,"ant_17","ant_26","17_26",2021-02-28 10:16:13,2021-02-28 10:16:14,1614507373.885,1614507374.26,11817,11820,0.5,416,"ant_26","ant_17",1,"whole_experiment","REP1/R1SS"
3,15,2021-02-28 10:18:32,2021-02-28 10:18:44,12928,13023,1,"2-1,2-2",2820.8577414734,3204.41919513158,-0.182445336856869,2738.74539547984,3301.3509296612,-1.4944020789677,"1","1",18,"ant_3","ant_15","3_15",2021-02-28 10:18:32,2021-02-28 10:18:44,1614507512.761,1614507524.636,12928,13023,12,464,"ant_15","ant_3",1,"whole_experiment","REP1/R1SS"
19,28,2021-02-28 10:23:21,2021-02-28 10:23:39,15240,15378,1,"1-2,2-1,2-2",3250.88776699298,2470.23392628786,0.0288381184994892,3374.09923709966,2457.02142254955,1.14734188606916,"1","1",58,"ant_19","ant_28","19_28",2021-02-28 10:23:21,2021-02-28 10:23:39,1614507801.764,1614507819.014,15240,15378,17.375,584,"ant_19","ant_28",1,"whole_experiment","REP1/R1SS"
