"ant1","ant2","start","end","startframe","endframe","space","types","ant1.mean.x","ant1.mean.y","ant1.mean.angle","ant2.mean.x","ant2.mean.y","ant2.mean.angle","ant1.zones","ant2.zones","detections","ant1ID_str","ant2ID_str","pair","T_start_UNIX","T_stop_UNIX","T_start_sec","T_stop_sec","frame_start","frame_stop","duration","unique_interaction_id","Act_Name","Rec_Name","predicted_Hit","PERIOD","REPLICATE"
10,17,2021-07-20 08:19:25,2021-07-20 08:19:32,156,208,1,"2-1,2-2",2990.94982972112,4027.47286596097,-1.87599640009171,2873.40151095298,4082.36419432637,-0.357934521897204,"1","1",26,"ant_10","ant_17","10_17",2021-07-20 08:19:25,2021-07-20 08:19:32,1626769165.971,1626769172.471,156,208,6.625,47,"ant_17","ant_10",1,"whole_experiment","REP12/R12BP"
89,166,2021-07-20 08:19:18,2021-07-20 08:19:35,100,233,1,"1-2,2-2",1455.45457515004,3350.35002847956,0.0665205731282142,1587.72433648336,3345.19288300396,0.301733089756775,"1","1",82,"ant_89","ant_166","89_166",2021-07-20 08:19:18,2021-07-20 08:19:35,1626769158.971,1626769175.596,100,233,16.75,51,"ant_89","ant_166",1,"whole_experiment","REP12/R12BP"
94,130,2021-07-20 08:19:33,2021-07-20 08:19:53,213,380,1,"2-1,2-2",1010.43528773684,1945.20771928486,2.75010980614231,1166.90587277999,1948.02197157591,-2.86820309499246,"1","1",158,"ant_94","ant_130","94_130",2021-07-20 08:19:33,2021-07-20 08:19:53,1626769173.096,1626769193.971,213,380,21,87,"ant_130","ant_94",1,"whole_experiment","REP12/R12BP"
22,62,2021-07-20 08:19:59,2021-07-20 08:20:03,423,459,1,"2-1,2-2",1940.52924977449,1738.18051874404,-2.98921210075635,2044.63573046648,1793.79831047309,-1.66319199424896,"1","1",17,"ant_22","ant_62","22_62",2021-07-20 08:19:59,2021-07-20 08:20:03,1626769199.347,1626769203.847,423,459,4.625,105,"ant_62","ant_22",1,"whole_experiment","REP12/R12BP"
8,142,2021-07-20 08:20:25,2021-07-20 08:20:53,633,858,1,"2-1,2-2",2962.28821242635,4269.74585800703,-1.62148623648582,3071.08223341243,4319.50673565452,-2.40825871543576,"1","1",154,"ant_8","ant_142","8_142",2021-07-20 08:20:25,2021-07-20 08:20:53,1626769225.596,1626769253.722,633,858,28.2509999275208,201,"ant_142","ant_8",1,"whole_experiment","REP12/R12BP"
30,66,2021-07-20 08:20:22,2021-07-20 08:21:15,606,1032,1,"1-1,1-2,2-1,2-2",215.896020260818,1401.47802495935,2.58498650595624,234.040897401048,1502.75094660777,-2.55135275967814,"1","1",47,"ant_30","ant_66","30_66",2021-07-20 08:20:22,2021-07-20 08:21:15,1626769222.221,1626769275.472,606,1032,53.3759999275208,254,"ant_66","ant_30",1,"whole_experiment","REP12/R12BP"
29,146,2021-07-20 08:21:18,2021-07-20 08:21:58,1056,1373,1,"2-1,2-2",3257.61941606447,3351.98424330471,-0.527808427991752,3146.67111633035,3437.68772762148,-1.0268945403987,"1","1",107,"ant_29","ant_146","29_146",2021-07-20 08:21:18,2021-07-20 08:21:58,1626769278.472,1626769318.097,1056,1373,39.75,328,"ant_146","ant_29",1,"whole_experiment","REP12/R12BP"
49,140,2021-07-20 08:22:41,2021-07-20 08:22:45,1724,1753,1,"1-1,1-2,2-1,2-2",2073.63034654626,2954.90752443869,0.913760636193202,2199.13425492399,2917.54711712683,2.72464318811422,"1","1",27,"ant_49","ant_140","49_140",2021-07-20 08:22:41,2021-07-20 08:22:45,1626769361.973,1626769365.598,1724,1753,3.75,403,"ant_49","ant_140",1,"whole_experiment","REP12/R12BP"
8,79,2021-07-20 08:23:15,2021-07-20 08:23:26,1989,2082,1,"2-1,2-2",3078.82147803257,4272.14643938761,-2.46846563906169,3205.17927684946,4358.79280307743,-3.04290300724918,"1","1",47,"ant_8","ant_79","8_79",2021-07-20 08:23:15,2021-07-20 08:23:26,1626769395.098,1626769406.723,1989,2082,11.75,474,"ant_79","ant_8",1,"whole_experiment","REP12/R12BP"
103,146,2021-07-20 08:23:14,2021-07-20 08:23:38,1987,2173,1,"2-1,2-2",3130.83015039624,3334.03517759641,2.97761378496619,3081.57674942727,3218.42432579083,1.64704604637633,"1","1",162,"ant_103","ant_146","103_146",2021-07-20 08:23:14,2021-07-20 08:23:38,1626769394.848,1626769418.099,1987,2173,23.3759999275208,494,"ant_146","ant_103",1,"whole_experiment","REP12/R12BP"
