"ant1","ant2","start","end","startframe","endframe","space","types","ant1.mean.x","ant1.mean.y","ant1.mean.angle","ant2.mean.x","ant2.mean.y","ant2.mean.angle","ant1.zones","ant2.zones","detections","ant1ID_str","ant2ID_str","pair","T_start_UNIX","T_stop_UNIX","T_start_sec","T_stop_sec","frame_start","frame_stop","duration","unique_interaction_id","Act_Name","Rec_Name","predicted_Hit","PERIOD","REPLICATE"
146,159,2021-04-19 08:39:29,2021-04-19 08:39:31,85,100,1,"1-1,1-2,2-1,2-2",1764.92651544221,1413.04774083806,-0.538988158019436,1826.03648549938,1455.30128517754,-0.866083013289533,"1","1",12,"ant_146","ant_159","146_159",2021-04-19 08:39:29,2021-04-19 08:39:31,1618821569.862,1618821571.737,85,100,2,20,"ant_146","ant_159",1,"whole_experiment","REP8/R8BP"
18,179,2021-04-19 08:40:13,2021-04-19 08:40:18,434,477,1,"2-1,2-2",600.498001744129,3464.10548582434,-1.4040846846667,592.403276838287,3600.48323747839,-1.68169198706636,"1","1",42,"ant_18","ant_179","18_179",2021-04-19 08:40:13,2021-04-19 08:40:18,1618821613.487,1618821618.862,434,477,5.5,92,"ant_179","ant_18",1,"whole_experiment","REP8/R8BP"
48,61,2021-04-19 08:40:07,2021-04-19 08:40:20,385,494,1,"2-1,2-2",7652.07079177546,4641.72784220024,2.66988078718955,7790.21564326212,4675.63085459026,-2.83214831714514,"2","2",47,"ant_48","ant_61","48_61",2021-04-19 08:40:07,2021-04-19 08:40:20,1618821607.362,1618821620.987,385,494,13.75,93,"ant_61","ant_48",1,"whole_experiment","REP8/R8BP"
119,161,2021-04-19 08:40:39,2021-04-19 08:40:46,640,701,1,"1-2,2-2",3386.84104441034,4307.66231349231,-0.83991689246021,3366.11596718418,4256.90595145087,-1.77978002317888,"1","1",54,"ant_119","ant_161","119_161",2021-04-19 08:40:39,2021-04-19 08:40:46,1618821639.237,1618821646.862,640,701,7.75,133,"ant_119","ant_161",1,"whole_experiment","REP8/R8BP"
46,57,2021-04-19 08:41:31,2021-04-19 08:42:08,1061,1355,1,"1-1,1-2,2-1,2-2",2968.48554487074,2967.84597102497,-0.799769259281124,3066.83655708474,2904.82155223924,-0.0670347656206861,"1","1",62,"ant_46","ant_57","46_57",2021-04-19 08:41:31,2021-04-19 08:42:08,1618821691.862,1618821728.613,1061,1355,36.8759999275208,219,"ant_57","ant_46",1,"whole_experiment","REP8/R8BP"
98,150,2021-04-19 08:42:12,2021-04-19 08:42:16,1385,1421,1,"2-1,2-2",2413.0354308555,4475.16721204198,0.973677430854122,2279.72934767011,4477.9239275278,-0.33680032339177,"1","1",33,"ant_98","ant_150","98_150",2021-04-19 08:42:12,2021-04-19 08:42:16,1618821732.363,1618821736.863,1385,1421,4.625,226,"ant_150","ant_98",1,"whole_experiment","REP8/R8BP"
6,57,2021-04-19 08:41:20,2021-04-19 08:42:22,967,1469,1,"1-1,1-2,2-1,2-2",3162.26351797744,2959.90684211238,2.4020615916122,3070.40433003724,2901.03532777078,0.392203372717605,"1","1",274,"ant_6","ant_57","6_57",2021-04-19 08:41:20,2021-04-19 08:42:22,1618821680.112,1618821742.863,967,1469,62.8759999275208,234,"ant_57","ant_6",1,"whole_experiment","REP8/R8BP"
124,155,2021-04-19 08:42:27,2021-04-19 08:42:29,1510,1524,1,"1-2,2-2",3033.07257768563,3803.93916786817,0.641710115252275,3152.92532659961,3876.07271533152,2.71572638236677,"1","1",15,"ant_124","ant_155","124_155",2021-04-19 08:42:27,2021-04-19 08:42:29,1618821747.988,1618821749.738,1510,1524,1.875,239,"ant_124","ant_155",1,"whole_experiment","REP8/R8BP"
6,146,2021-04-19 08:42:17,2021-04-19 08:42:56,1427,1742,1,"2-1,2-2",3200.86327782382,2989.72720159429,2.40210785788819,3256.44248241393,2894.89226399731,2.31579068034388,"1","1",231,"ant_6","ant_146","6_146",2021-04-19 08:42:17,2021-04-19 08:42:56,1618821737.613,1618821776.988,1427,1742,39.5,268,"ant_146","ant_6",1,"whole_experiment","REP8/R8BP"
57,143,2021-04-19 08:41:53,2021-04-19 08:43:12,1231,1864,1,"1-1,1-2,2-1,2-2",3046.90071550516,2993.32762381394,-0.304400987650962,3027.56129066776,3121.65121088638,-0.843344020164132,"1","1",229,"ant_57","ant_143","57_143",2021-04-19 08:41:53,2021-04-19 08:43:12,1618821713.113,1618821792.238,1231,1864,79.25,292,"ant_57","ant_143",1,"whole_experiment","REP8/R8BP"
24,179,2021-04-19 08:43:01,2021-04-19 08:43:22,1782,1949,1,"2-1,2-2",1369.32060468528,2093.53060504494,0.375652843352785,1268.64705829283,1965.98895387992,0.874651148625391,"1","1",15,"ant_24","ant_179","24_179",2021-04-19 08:43:01,2021-04-19 08:43:22,1618821781.988,1618821802.863,1782,1949,21,313,"ant_179","ant_24",1,"whole_experiment","REP8/R8BP"
