"ant1","ant2","start","end","space","types","ant1.mean.x","ant1.mean.y","ant1.mean.angle","ant2.mean.x","ant2.mean.y","ant2.mean.angle","ant1.zones","ant2.zones","ant1ID_str","ant2ID_str","pair","T_start_UNIX","T_stop_UNIX","T_start_sec","T_stop_sec","frame_start","frame_stop","duration","unique_interaction_id","Act_Name","Rec_Name","predicted_Hit","PERIOD","REPLICATE"
9,172,2021-04-11 09:28:56,2021-04-11 09:29:18,1,"1-1,1-2",2354.16875580386,1794.90852885898,-2.42252372109044,2462.05671583214,1832.54738664637,-2.79847517780339,"1","1","ant_9","ant_172","9_172",2021-04-11 09:28:56,2021-04-11 09:29:18,1618133336.463,1618133358.588,26105,26282,22.25,756,"ant_172","ant_9",1,"whole_experiment","REP7/R7BS"
70,73,2021-04-11 09:30:45,2021-04-11 09:30:58,1,"1-1,2-1",878.159354312212,3218.23898901179,-2.16855855635966,883.978828402643,3108.85930232101,-0.35632590192217,"1","1","ant_70","ant_73","70_73",2021-04-11 09:30:45,2021-04-11 09:30:58,1618133445.588,1618133458.963,26978,27085,13.5,796,"ant_70","ant_73",1,"whole_experiment","REP7/R7BS"
51,100,2021-04-11 09:34:55,2021-04-11 09:35:06,1,"1-1,1-2,2-1,2-2",1665.15243171998,3515.90440781095,-1.33052363164329,1715.68951185348,3388.37034065034,1.71124637042771,"1","1","ant_51","ant_100","51_100",2021-04-11 09:34:55,2021-04-11 09:35:06,1618133695.339,1618133706.465,28976,29065,11.2509999275208,852,"ant_51","ant_100",1,"whole_experiment","REP7/R7BS"
61,180,2021-04-11 09:37:50,2021-04-11 09:38:04,1,"1-1,2-1",2771.93302047973,2865.08217100545,3.13768214315458,2714.4985310157,2783.77413186634,-0.705761523500149,"1","1","ant_61","ant_180","61_180",2021-04-11 09:37:50,2021-04-11 09:38:04,1618133870.341,1618133884.091,30376,30486,13.875,905,"ant_61","ant_180",1,"whole_experiment","REP7/R7BS"
106,162,2021-04-11 09:39:25,2021-04-11 09:40:08,1,"1-1,1-2",1460.33674039337,2474.27667342674,-0.756138990747001,1410.85059253201,2550.53606645498,-2.06683519313167,"1","1","ant_106","ant_162","106_162",2021-04-11 09:39:25,2021-04-11 09:40:08,1618133965.716,1618134008.466,31139,31481,42.875,934,"ant_162","ant_106",1,"whole_experiment","REP7/R7BS"
70,73,2021-04-11 09:42:37,2021-04-11 09:42:51,1,"1-1,2-1",1436.10153359516,3349.93601215118,-2.13473077375966,1470.0110263192,3254.38810835333,0.00606825452361595,"1","1","ant_70","ant_73","70_73",2021-04-11 09:42:37,2021-04-11 09:42:51,1618134157.467,1618134171.842,32673,32788,14.5,963,"ant_70","ant_73",1,"whole_experiment","REP7/R7BS"
70,73,2021-04-11 09:46:55,2021-04-11 09:47:15,1,"1-1,2-1",1393.72804171271,3303.14233315347,-1.47261029348505,1469.96057561902,3269.64450768133,0.372539861669267,"1","1","ant_70","ant_73","70_73",2021-04-11 09:46:55,2021-04-11 09:47:15,1618134415.344,1618134435.844,34736,34900,20.625,1026,"ant_70","ant_73",1,"whole_experiment","REP7/R7BS"
106,140,2021-04-11 10:18:51,2021-04-11 10:19:05,1,"1-1,1-2,2-2",1859.96740918431,2189.12967494136,-0.148392647768548,1859.55618209865,2283.90671152969,-2.4660045861767,"1","1","ant_106","ant_140","106_140",2021-04-11 10:18:51,2021-04-11 10:19:05,1618136331.481,1618136345.106,50065,50174,13.75,1519,"ant_140","ant_106",1,"whole_experiment","REP7/R7BS"
106,140,2021-04-11 10:19:38,2021-04-11 10:20:51,1,"1-1,1-2",1980.26963167092,2268.10701393382,-0.473704043831241,1903.45398652496,2290.08924481607,0.0721106491714093,"1","1","ant_106","ant_140","106_140",2021-04-11 10:19:38,2021-04-11 10:20:51,1618136378.856,1618136451.106,50444,51022,72.375,1551,"ant_140","ant_106",1,"whole_experiment","REP7/R7BS"
91,106,2021-04-11 10:49:05,2021-04-11 10:49:16,1,"1-1,1-2",1976.29518872779,2325.74273461023,2.3633945639413,2057.21167673958,2214.04219338121,2.43453730777369,"1","1","ant_91","ant_106","91_106",2021-04-11 10:49:05,2021-04-11 10:49:16,1618138145.116,1618138156.241,64574,64663,11.25,2030,"ant_106","ant_91",1,"whole_experiment","REP7/R7BS"
