"ant1","ant2","start","end","space","types","ant1.mean.x","ant1.mean.y","ant1.mean.angle","ant2.mean.x","ant2.mean.y","ant2.mean.angle","ant1.zones","ant2.zones","ant1ID_str","ant2ID_str","pair","T_start_UNIX","T_stop_UNIX","T_start_sec","T_stop_sec","frame_start","frame_stop","duration","unique_interaction_id","Act_Name","Rec_Name","predicted_Hit","PERIOD","REPLICATE"
46,71,2021-07-19 08:56:04,2021-07-19 08:56:55,1,"1-1,1-2,2-1,2-2",2129.31137032223,3298.29777831649,-1.51016223241347,2152.73939034156,3376.59070721107,-2.20247656243231,"1","1","ant_46","ant_71","46_71",2021-07-19 08:56:04,2021-07-19 08:56:55,1626684964.513,1626685015.513,4073,4481,51.125,100,"ant_71","ant_46",1,"whole_experiment","REP12/R12BS"
46,84,2021-07-19 08:56:37,2021-07-19 08:57:07,1,"1-1,1-2",2173.15589866905,3290.50414717737,-1.78535358825858,2240.95486317823,3419.06150958787,-1.99149503615279,"1","1","ant_46","ant_84","46_84",2021-07-19 08:56:37,2021-07-19 08:57:07,1626684997.013,1626685027.138,4333,4574,30.25,106,"ant_46","ant_84",1,"whole_experiment","REP12/R12BS"
125,173,2021-07-19 09:10:17,2021-07-19 09:10:32,1,"1-1,2-1",2819.65720329373,1930.0803931755,-1.16485967483386,2889.53360446522,1833.28700558879,-1.93191058529567,"1","1","ant_125","ant_173","125_173",2021-07-19 09:10:17,2021-07-19 09:10:32,1626685817.022,1626685832.397,10893,11016,15.5,282,"ant_125","ant_173",1,"whole_experiment","REP12/R12BS"
30,91,2021-07-19 09:47:50,2021-07-19 09:48:52,1,"1-1,1-2,2-1,2-2",1012.76561987239,1879.89113474202,1.86662905221635,1010.96275717569,1938.74315179269,0.0137561506054551,"1","1","ant_30","ant_91","30_91",2021-07-19 09:47:50,2021-07-19 09:48:52,1626688070.797,1626688132.172,28923,29414,61.5,684,"ant_30","ant_91",1,"whole_experiment","REP12/R12BS"
34,137,2021-07-19 10:18:04,2021-07-19 10:18:40,1,"1-1,1-2",2640.20335609766,4410.43516480206,2.70394000287647,2620.08001366994,4298.45202637836,1.85990867361327,"1","1","ant_34","ant_137","34_137",2021-07-19 10:18:04,2021-07-19 10:18:40,1626689884.566,1626689920.816,43433,43723,36.375,1037,"ant_137","ant_34",1,"whole_experiment","REP12/R12BS"
34,137,2021-07-19 10:19:07,2021-07-19 10:19:41,1,"1-1,1-2",2651.45964581976,4399.06893394514,2.65918013642428,2614.04713409129,4293.58132856695,1.48432876373299,"1","1","ant_34","ant_137","34_137",2021-07-19 10:19:07,2021-07-19 10:19:41,1626689947.691,1626689981.067,43938,44205,33.5009999275208,1045,"ant_137","ant_34",1,"whole_experiment","REP12/R12BS"
20,166,2021-07-19 11:04:46,2021-07-19 11:05:35,1,"1-1,1-2",2106.5556762632,3659.77345836201,-1.13794602689249,2099.01274278117,3804.41545120156,-1.51324752903902,"1","1","ant_20","ant_166","20_166",2021-07-19 11:04:46,2021-07-19 11:05:35,1626692686.596,1626692735.221,65849,66238,48.75,1574,"ant_166","ant_20",1,"whole_experiment","REP12/R12BS"
20,166,2021-07-19 11:05:59,2021-07-19 11:06:29,1,"1-1,1-2",2093.89736190209,3664.27054228484,-0.737276382352436,2002.38938230939,3770.86129869142,-0.990505905969377,"1","1","ant_20","ant_166","20_166",2021-07-19 11:05:59,2021-07-19 11:06:29,1626692759.222,1626692789.972,66430,66676,30.875,1591,"ant_166","ant_20",1,"whole_experiment","REP12/R12BS"
134,176,2021-07-19 11:15:14,2021-07-19 11:15:24,1,"1-1,1-2,2-1,2-2",1987.25612679473,1850.5283252859,-0.202577095739175,2014.94355077367,1946.05757016932,-1.18381324094111,"1","1","ant_134","ant_176","134_176",2021-07-19 11:15:14,2021-07-19 11:15:24,1626693314.728,1626693324.978,70874,70956,10.375,1734,"ant_176","ant_134",1,"whole_experiment","REP12/R12BS"
91,126,2021-07-19 11:31:22,2021-07-19 11:31:42,1,"1-1,1-2",3203.83056324962,4201.72625905666,1.2967470545696,3225.40270839392,4077.05340953024,1.83578551261815,"1","1","ant_91","ant_126","91_126",2021-07-19 11:31:22,2021-07-19 11:31:42,1626694282.863,1626694302.238,78619,78774,19.5,1940,"ant_126","ant_91",1,"whole_experiment","REP12/R12BS"
20,166,2021-07-19 11:32:03,2021-07-19 11:32:25,1,"1-1,2-1",2813.00188959347,4211.74471179808,2.75804034152047,2712.72507675076,4275.03348885049,1.55928030593779,"1","1","ant_20","ant_166","20_166",2021-07-19 11:32:03,2021-07-19 11:32:25,1626694323.614,1626694345.239,78945,79118,21.75,1954,"ant_20","ant_166",1,"whole_experiment","REP12/R12BS"
32,34,2021-07-19 11:32:36,2021-07-19 11:32:54,1,"1-1,2-1",818.469205460826,2672.24275395862,0.885005645356224,888.596506153067,2765.88428820829,0.0676400747629595,"1","1","ant_32","ant_34","32_34",2021-07-19 11:32:36,2021-07-19 11:32:54,1626694356.864,1626694374.114,79211,79349,17.375,1964,"ant_32","ant_34",1,"whole_experiment","REP12/R12BS"
63,156,2021-07-19 11:52:25,2021-07-19 11:52:47,1,"1-1,1-2",1824.8753083959,3212.00513768959,-2.79968745859674,1955.00094319943,3164.51663189864,2.93598866325911,"1","1","ant_63","ant_156","63_156",2021-07-19 11:52:25,2021-07-19 11:52:47,1626695545.503,1626695567.003,88720,88892,21.625,2142,"ant_156","ant_63",1,"whole_experiment","REP12/R12BS"
73,127,2021-07-19 11:54:41,2021-07-19 11:56:44,1,"1-1,1-2",3031.68899302125,4004.28754408798,-0.525060696081207,2896.21976493683,4023.5096101029,-0.0576933524679451,"1","1","ant_73","ant_127","73_127",2021-07-19 11:54:41,2021-07-19 11:56:44,1626695681.254,1626695804.005,89806,90788,122.876000165939,2172,"ant_127","ant_73",1,"whole_experiment","REP12/R12BS"
79,136,2021-07-19 12:06:15,2021-07-19 12:06:29,1,"1-1,1-2,2-1,2-2",1663.41082618824,3154.05231679822,0.599813156256347,1686.40412129934,3274.04926638617,-1.30779378653331,"1","1","ant_79","ant_136","79_136",2021-07-19 12:06:15,2021-07-19 12:06:29,1626696375.011,1626696389.012,95356,95468,14.1260001659393,2289,"ant_79","ant_136",1,"whole_experiment","REP12/R12BS"
76,79,2021-07-19 12:08:31,2021-07-19 12:10:07,1,"1-1,1-2",2110.17609229732,3497.16782957622,-1.92073850375772,2153.20187684731,3618.81553287548,-1.88725202606368,"1","1","ant_76","ant_79","76_79",2021-07-19 12:08:31,2021-07-19 12:10:07,1626696511.138,1626696607.264,96445,97214,96.2509999275208,2318,"ant_79","ant_76",1,"whole_experiment","REP12/R12BS"
70,79,2021-07-19 12:14:10,2021-07-19 12:14:26,1,"1-1,2-1",1899.72195514817,3589.51736025871,-1.02799036351012,1989.81425041478,3524.32589041099,1.14819907845552,"1","1","ant_70","ant_79","70_79",2021-07-19 12:14:10,2021-07-19 12:14:26,1626696850.641,1626696866.517,99161,99288,16.0009999275208,2360,"ant_79","ant_70",1,"whole_experiment","REP12/R12BS"
