"ant1","ant2","start","end","space","types","ant1.mean.x","ant1.mean.y","ant1.mean.angle","ant2.mean.x","ant2.mean.y","ant2.mean.angle","ant1.zones","ant2.zones","ant1ID_str","ant2ID_str","pair","T_start_UNIX","T_stop_UNIX","T_start_sec","T_stop_sec","frame_start","frame_stop","duration","unique_interaction_id","Act_Name","Rec_Name","predicted_Hit","PERIOD","REPLICATE"
70,115,2021-03-15 09:24:58,2021-03-15 09:25:18,1,"1-1,1-2",1980.3776514652,3451.91245408189,-1.16607294783502,1949.50485032101,3562.01044293551,-1.81743071817483,"1","1","ant_70","ant_115","70_115",2021-03-15 09:24:58,2021-03-15 09:25:18,1615800298.696,1615800318.696,2984,3144,20.125,164,"ant_115","ant_70",1,"whole_experiment","REP3/R3BP"
30,70,2021-03-15 09:25:04,2021-03-15 09:25:18,1,"1-1,1-2,2-1",1903.03395935907,3403.25333567212,-0.576948034099229,1983.51043591128,3452.21207643084,-1.15306329814779,"1","1","ant_30","ant_70","30_70",2021-03-15 09:25:04,2021-03-15 09:25:18,1615800304.321,1615800318.696,3029,3144,14.5,165,"ant_30","ant_70",1,"whole_experiment","REP3/R3BP"
6,70,2021-03-15 09:55:27,2021-03-15 09:55:47,1,"1-1,1-2,2-1",2001.66832123867,3329.72873090193,-0.425683849602061,2034.0837074842,3386.66816970999,-0.296097391486907,"1","1","ant_6","ant_70","6_70",2021-03-15 09:55:27,2021-03-15 09:55:47,1615802127.212,1615802147.088,17612,17771,20.0010001659393,664,"ant_6","ant_70",1,"whole_experiment","REP3/R3BP"
35,111,2021-03-15 09:56:01,2021-03-15 09:56:17,1,"1-1,2-1",954.948041905809,2774.36967914772,-2.53131404613518,845.803676708188,2772.11135023128,1.71673739411628,"1","1","ant_35","ant_111","35_111",2021-03-15 09:56:01,2021-03-15 09:56:17,1615802161.588,1615802177.838,17887,18017,16.375,687,"ant_35","ant_111",1,"whole_experiment","REP3/R3BP"
39,136,2021-03-15 10:03:10,2021-03-15 10:03:20,1,"1-1,1-2,2-1,2-2",1926.0581490722,3022.27149819247,1.58969085346998,2003.14543479323,2991.61397661598,2.48704572312846,"1","1","ant_39","ant_136","39_136",2021-03-15 10:03:10,2021-03-15 10:03:20,1615802590.966,1615802600.966,21322,21402,10.125,1129,"ant_39","ant_136",1,"whole_experiment","REP3/R3BP"
34,109,2021-03-15 10:03:55,2021-03-15 10:04:25,1,"1-1,1-2",2521.0751369561,3753.13542911612,-0.900673719513019,2433.01581147674,3849.13649713453,-0.266102337727522,"1","1","ant_34","ant_109","34_109",2021-03-15 10:03:55,2021-03-15 10:04:25,1615802635.217,1615802665.092,21676,21915,30,1288,"ant_109","ant_34",1,"whole_experiment","REP3/R3BP"
2,77,2021-03-15 11:09:55,2021-03-15 11:10:32,1,"1-1,1-2,2-1,2-2",2391.24145761146,2657.17492040519,2.35935507729338,2324.46801345598,2774.54639803762,-1.6745292310068,"1","1","ant_2","ant_77","2_77",2021-03-15 11:09:55,2021-03-15 11:10:32,1615806595.502,1615806632.753,53358,53656,37.3759999275208,2477,"ant_77","ant_2",1,"whole_experiment","REP3/R3BP"
58,175,2021-03-15 11:16:46,2021-03-15 11:17:08,1,"1-1,1-2,2-1,2-2",1878.08137564562,3096.91126145336,1.561190638604,1843.91982130628,3127.9260239281,2.04617092041665,"1","1","ant_58","ant_175","58_175",2021-03-15 11:16:46,2021-03-15 11:17:08,1615807006.756,1615807028.381,56648,56821,21.75,2593,"ant_58","ant_175",1,"whole_experiment","REP3/R3BP"
130,155,2021-03-15 11:36:58,2021-03-15 11:37:15,1,"1-1,1-2,2-1",2791.0428046059,2312.7798243418,2.78297113806977,2790.43048117639,2215.44597199681,0.658232557911479,"1","1","ant_130","ant_155","130_155",2021-03-15 11:36:58,2021-03-15 11:37:15,1615808218.642,1615808235.767,66343,66480,17.25,2936,"ant_155","ant_130",1,"whole_experiment","REP3/R3BP"
6,30,2021-03-15 11:39:54,2021-03-15 11:40:06,1,"1-1,1-2,2-1,2-2",1572.22548641894,3361.20409601189,-0.0547987337541522,1573.89232196459,3434.23423475471,-0.893367495671627,"1","1","ant_6","ant_30","6_30",2021-03-15 11:39:54,2021-03-15 11:40:06,1615808394.518,1615808406.394,67750,67845,12.0010001659393,2992,"ant_6","ant_30",1,"whole_experiment","REP3/R3BP"
