"ant1","ant2","start","end","space","types","ant1.mean.x","ant1.mean.y","ant1.mean.angle","ant2.mean.x","ant2.mean.y","ant2.mean.angle","ant1.zones","ant2.zones","ant1ID_str","ant2ID_str","pair","T_start_UNIX","T_stop_UNIX","T_start_sec","T_stop_sec","frame_start","frame_stop","duration","unique_interaction_id","Act_Name","Rec_Name","predicted_Hit","PERIOD","REPLICATE"
60,127,2021-03-22 10:53:33,2021-03-22 10:53:47,1,"1-1,2-1",1433.86359729272,1826.39091807288,1.68036203245143,1385.60732059834,1962.63951112902,2.5672764679886,"1","1","ant_60","ant_127","60_127",2021-03-22 10:53:33,2021-03-22 10:53:47,1616410413.136,1616410427.636,1599,1715,14.625,167,"ant_60","ant_127",1,"whole_experiment","REP4/R4BP"
12,20,2021-03-22 12:16:26,2021-03-22 12:16:36,1,"1-1,1-2,2-1,2-2",2393.28618258448,1973.01217866837,2.7029232019357,2322.10217546558,1921.3558178471,1.3239047150827,"1","1","ant_12","ant_20","12_20",2021-03-22 12:16:26,2021-03-22 12:16:36,1616415386.938,1616415396.188,41389,41463,9.375,1778,"ant_12","ant_20",1,"whole_experiment","REP4/R4BP"
68,144,2021-03-22 14:11:30,2021-03-22 14:12:05,1,"1-1,1-2,2-1,2-2",517.26198608109,1662.1655091095,3.13240298129788,435.830992012031,1572.58402007767,0.631761175193195,"1","1","ant_68","ant_144","68_144",2021-03-22 14:11:30,2021-03-22 14:12:05,1616422290.011,1616422325.761,96613,96899,35.875,3863,"ant_68","ant_144",1,"whole_experiment","REP4/R4BP"
12,125,2021-03-22 14:23:35,2021-03-22 14:23:52,1,"1-1,2-1",1251.76439287729,3541.38826137928,0.829846748366839,1363.20764088802,3629.95597267462,0.825375517600946,"1","1","ant_12","ant_125","12_125",2021-03-22 14:23:35,2021-03-22 14:23:52,1616423015.268,1616423032.268,102415,102551,17.125,4030,"ant_12","ant_125",1,"whole_experiment","REP4/R4BP"
91,144,2021-03-22 14:51:37,2021-03-22 14:52:07,1,"1-1,1-2,2-1,2-2",2403.68650343827,3852.16129422356,1.25134984400646,2366.82021552113,3955.55635985014,-1.37111090649423,"1","1","ant_91","ant_144","91_144",2021-03-22 14:51:37,2021-03-22 14:52:07,1616424697.536,1616424727.411,115873,116112,30,4590,"ant_91","ant_144",1,"whole_experiment","REP4/R4BP"
57,116,2021-03-22 14:56:41,2021-03-22 14:56:49,1,"1-1,1-2",1727.72055321556,3908.3973576525,0.464752607119276,1667.8326849691,3816.57207509525,1.88027862036841,"1","1","ant_57","ant_116","57_116",2021-03-22 14:56:41,2021-03-22 14:56:49,1616425001.039,1616425009.039,118301,118365,8.125,4720,"ant_116","ant_57",1,"whole_experiment","REP4/R4BP"
22,94,2021-03-22 14:59:43,2021-03-22 15:00:23,1,"1-1,1-2,2-1,2-2",1580.06934938928,3677.67246631758,-1.30837794139569,1525.56583347613,3562.08395851459,1.09374538831617,"1","1","ant_22","ant_94","22_94",2021-03-22 14:59:43,2021-03-22 15:00:23,1616425183.041,1616425223.166,119757,120078,40.25,4835,"ant_22","ant_94",1,"whole_experiment","REP4/R4BP"
73,124,2021-03-22 15:38:15,2021-03-22 15:38:27,1,"1-1,2-1",1097.65924747762,3406.72833744715,-1.12361915884755,1214.01417303066,3418.27096209088,0.629985285504281,"1","1","ant_73","ant_124","73_124",2021-03-22 15:38:15,2021-03-22 15:38:27,1616427495.439,1616427507.064,138256,138349,11.75,5500,"ant_73","ant_124",1,"whole_experiment","REP4/R4BP"
33,80,2021-03-22 17:10:57,2021-03-22 17:11:11,1,"1-1,2-1",1386.96707899147,3107.37438402226,-2.05143092499785,1292.26091752473,3019.91309868247,-2.18556808884237,"1","1","ant_33","ant_80","33_80",2021-03-22 17:10:57,2021-03-22 17:11:11,1616433057.872,1616433071.497,182755,182864,13.75,7204,"ant_33","ant_80",1,"whole_experiment","REP4/R4BP"
105,126,2021-03-22 19:04:36,2021-03-22 19:04:54,1,"1-1,1-2,2-1,2-2",1561.89158264456,3432.86600743201,-1.33877915990038,1639.08526295591,3358.43014204123,-2.68718080370494,"1","1","ant_105","ant_126","105_126",2021-03-22 19:04:36,2021-03-22 19:04:54,1616439876.07,1616439894.944,237300,237451,18.9990000724792,9166,"ant_126","ant_105",1,"whole_experiment","REP4/R4BP"
