"ant1","ant2","start","end","space","types","ant1.mean.x","ant1.mean.y","ant1.mean.angle","ant2.mean.x","ant2.mean.y","ant2.mean.angle","ant1.zones","ant2.zones","ant1ID_str","ant2ID_str","pair","T_start_UNIX","T_stop_UNIX","T_start_sec","T_stop_sec","frame_start","frame_stop","duration","unique_interaction_id","Act_Name","Rec_Name","predicted_Hit","PERIOD","REPLICATE"
44,136,2021-03-08 10:53:59,2021-03-08 10:54:10,1,"1-1,1-2,2-1,2-2",1312.71504238917,1837.13767436572,3.08875351284162,1209.3171428298,1760.12647286437,0.728147155210092,"1","1","ant_44","ant_136","44_136",2021-03-08 10:53:59,2021-03-08 10:54:10,1615200839.669,1615200850.92,8492,8582,11.3760001659393,275,"ant_136","ant_44",1,"whole_experiment","REP2/R2BP"
150,154,2021-03-08 11:01:26,2021-03-08 11:02:02,1,"1-1,2-1",3292.64919677306,2419.29094544963,0.829773895712883,3352.34461838262,2490.03987258803,1.53995411432335,"1","1","ant_150","ant_154","150_154",2021-03-08 11:01:26,2021-03-08 11:02:02,1615201286.924,1615201322.049,12070,12351,35.25,405,"ant_150","ant_154",1,"whole_experiment","REP2/R2BP"
38,53,2021-03-08 11:11:00,2021-03-08 11:11:52,1,"1-1,1-2,2-1,2-2",1558.04186092077,3609.118764552,2.49381191876715,1503.70941765132,3696.32094022644,-2.44071986119288,"1","1","ant_38","ant_53","38_53",2021-03-08 11:11:00,2021-03-08 11:11:52,1615201860.554,1615201912.18,16659,17072,51.7510001659393,592,"ant_38","ant_53",1,"whole_experiment","REP2/R2BP"
5,80,2021-03-08 11:18:39,2021-03-08 11:19:06,1,"1-1,2-1",1046.03730337284,2070.2151459321,0.391891457616593,1122.31783290369,2144.39154466145,1.75646230374142,"1","1","ant_5","ant_80","5_80",2021-03-08 11:18:39,2021-03-08 11:19:06,1615202319.684,1615202346.059,20332,20543,26.5,718,"ant_5","ant_80",1,"whole_experiment","REP2/R2BP"
44,161,2021-03-08 11:28:17,2021-03-08 11:30:02,1,"1-1,1-2,2-1",1306.12967298955,2269.83234699215,-1.78861976629424,1359.87495931254,2375.30395525255,-1.53272817746842,"1","1","ant_44","ant_161","44_161",2021-03-08 11:28:17,2021-03-08 11:30:02,1615202897.315,1615203002.941,24953,25798,105.750999927521,882,"ant_161","ant_44",1,"whole_experiment","REP2/R2BP"
45,100,2021-03-08 11:34:10,2021-03-08 11:34:22,1,"1-1,1-2,2-1",2526.866470598,1742.70134898983,2.05801153883985,2568.59737746329,1821.79611555084,-1.18670311891202,"1","1","ant_45","ant_100","45_100",2021-03-08 11:34:10,2021-03-08 11:34:22,1615203250.694,1615203262.319,27780,27873,11.75,989,"ant_45","ant_100",1,"whole_experiment","REP2/R2BP"
38,95,2021-03-08 11:50:43,2021-03-08 11:51:11,1,"1-1,2-1",1181.1917309108,2610.41715459599,1.27763772903566,1223.66440121522,2720.29858557167,2.09612062709533,"1","1","ant_38","ant_95","38_95",2021-03-08 11:50:43,2021-03-08 11:51:11,1615204243.453,1615204271.329,35722,35945,28.0009999275208,1194,"ant_38","ant_95",1,"whole_experiment","REP2/R2BP"
50,150,2021-03-08 13:10:00,2021-03-08 13:11:18,1,"1-1,1-2",2274.67841977868,2932.42227940919,-1.37126499030133,2158.59111431036,2977.21912021224,-0.352862319667551,"1","1","ant_50","ant_150","50_150",2021-03-08 13:10:00,2021-03-08 13:11:18,1615209000.376,1615209078.752,73777,74404,78.5010001659393,2466,"ant_150","ant_50",1,"whole_experiment","REP2/R2BP"
140,143,2021-03-08 13:12:50,2021-03-08 13:13:08,1,"1-1,1-2",1733.21988213831,1903.34046871937,-2.86108350834022,1817.35908723669,1944.27814679797,2.82611839345798,"1","1","ant_140","ant_143","140_143",2021-03-08 13:12:50,2021-03-08 13:13:08,1615209170.503,1615209188.878,75138,75285,18.5,2492,"ant_143","ant_140",1,"whole_experiment","REP2/R2BP"
20,75,2021-03-08 13:40:33,2021-03-08 13:40:57,1,"1-1,2-1",1987.95678835129,2688.23523744512,-2.11844585404789,1872.25608789481,2672.17247262915,2.76151121122773,"1","1","ant_20","ant_75","20_75",2021-03-08 13:40:33,2021-03-08 13:40:57,1615210833.145,1615210857.395,88439,88633,24.375,2944,"ant_20","ant_75",1,"whole_experiment","REP2/R2BP"
66,124,2021-03-08 13:43:57,2021-03-08 13:44:43,1,"1-1,1-2,2-1,2-2",1776.383248678,1871.37373425949,-3.01713138579616,1665.10010461764,1886.19315903082,-2.08029151135529,"1","1","ant_66","ant_124","66_124",2021-03-08 13:43:57,2021-03-08 13:44:43,1615211037.647,1615211083.147,90075,90439,45.625,2984,"ant_66","ant_124",1,"whole_experiment","REP2/R2BP"
80,97,2021-03-08 14:23:16,2021-03-08 14:23:31,1,"1-1,1-2,2-1,2-2",2491.81659113359,3126.90560991235,0.337310243334993,2546.58581593696,3073.73075301912,0.713891158445709,"1","1","ant_80","ant_97","80_97",2021-03-08 14:23:16,2021-03-08 14:23:31,1615213396.92,1615213411.046,108949,109062,14.2509999275208,3705,"ant_80","ant_97",1,"whole_experiment","REP2/R2BP"
124,125,2021-03-08 15:17:09,2021-03-08 15:17:39,1,"1-1,1-2",1379.13195791554,2236.46129860607,0.43658637985648,1242.56123772012,2227.1101981432,0.368864162469161,"1","1","ant_124","ant_125","124_125",2021-03-08 15:17:09,2021-03-08 15:17:39,1615216629.703,1615216659.204,134811,135047,29.6259999275208,4447,"ant_125","ant_124",1,"whole_experiment","REP2/R2BP"
91,150,2021-03-08 16:06:37,2021-03-08 16:06:58,1,"1-1,1-2",947.798177956071,1611.71317564039,-0.661765320943332,880.179823533324,1521.30344603337,1.21763247735598,"1","1","ant_91","ant_150","91_150",2021-03-08 16:06:37,2021-03-08 16:06:58,1615219597.61,1615219618.984,158554,158725,21.4990000724792,5218,"ant_150","ant_91",1,"whole_experiment","REP2/R2BP"
91,150,2021-03-08 16:07:27,2021-03-08 16:08:09,1,"1-1,1-2,2-1,2-2",908.786247517718,1595.23923497216,-1.80948308738718,883.534759098306,1493.23096875616,1.09436337623089,"1","1","ant_91","ant_150","91_150",2021-03-08 16:07:27,2021-03-08 16:08:09,1615219647.11,1615219689.985,158950,159293,43,5243,"ant_150","ant_91",1,"whole_experiment","REP2/R2BP"
113,123,2021-03-08 16:08:35,2021-03-08 16:08:48,1,"1-1,1-2,2-1,2-2",1764.78835257948,1637.25692122304,0.0770638918478831,1863.7528768063,1706.32371920961,-2.78313417920224,"1","1","ant_113","ant_123","113_123",2021-03-08 16:08:35,2021-03-08 16:08:48,1615219715.36,1615219728.736,159496,159603,13.5010001659393,5258,"ant_123","ant_113",1,"whole_experiment","REP2/R2BP"
45,111,2021-03-08 16:08:51,2021-03-08 16:09:02,1,"1-1,2-1",2108.83765221478,3269.27113902046,-3.00515379990543,1974.47412491125,3331.47318600935,2.25258025492726,"1","1","ant_45","ant_111","45_111",2021-03-08 16:08:51,2021-03-08 16:09:02,1615219731.861,1615219742.861,159628,159716,11.125,5260,"ant_45","ant_111",1,"whole_experiment","REP2/R2BP"
8,124,2021-03-08 16:12:08,2021-03-08 16:12:26,1,"1-1,1-2",830.159757669102,2503.96340557243,-1.6055004126629,845.638070437236,2606.44445297227,-2.28454726722244,"1","1","ant_8","ant_124","8_124",2021-03-08 16:12:08,2021-03-08 16:12:26,1615219928.113,1615219946.363,161198,161344,18.375,5294,"ant_124","ant_8",1,"whole_experiment","REP2/R2BP"
9,150,2021-03-08 16:26:41,2021-03-08 16:27:05,1,"1-1,2-1",3553.39709585446,1491.39959755022,1.59092746109541,3529.42722486714,1630.22360563437,1.15893977161931,"1","1","ant_9","ant_150","9_150",2021-03-08 16:26:41,2021-03-08 16:27:05,1615220801.997,1615220825.997,168189,168381,24.125,5533,"ant_9","ant_150",1,"whole_experiment","REP2/R2BP"
5,130,2021-03-08 16:33:38,2021-03-08 16:34:10,1,"1-1,2-1",2504.24448652665,2745.78770241269,-1.51202393125566,2546.24630999192,2651.51998951089,-0.757343222372235,"1","1","ant_5","ant_130","5_130",2021-03-08 16:33:38,2021-03-08 16:34:10,1615221218.126,1615221250.502,171518,171777,32.5010001659393,5661,"ant_5","ant_130",1,"whole_experiment","REP2/R2BP"
45,110,2021-03-08 18:19:03,2021-03-08 18:19:32,1,"1-1,1-2,2-1,2-2",1158.86745430947,2047.85161956576,0.354749801464086,1159.61006178296,2145.25899919914,-0.469172164385414,"1","1","ant_45","ant_110","45_110",2021-03-08 18:19:03,2021-03-08 18:19:32,1615227543.065,1615227572.816,222117,222355,29.8759999275208,7293,"ant_45","ant_110",1,"whole_experiment","REP2/R2BP"
80,161,2021-03-08 18:20:30,2021-03-08 18:20:44,1,"1-1,1-2,2-1,2-2",1255.63986692592,3281.37979625019,0.94698597458413,1352.14356601867,3230.36119163204,2.2198060454589,"1","1","ant_80","ant_161","80_161",2021-03-08 18:20:30,2021-03-08 18:20:44,1615227630.691,1615227644.816,222818,222931,14.25,7306,"ant_161","ant_80",1,"whole_experiment","REP2/R2BP"
