"ant1","ant2","start","end","space","types","ant1.mean.x","ant1.mean.y","ant1.mean.angle","ant2.mean.x","ant2.mean.y","ant2.mean.angle","ant1.zones","ant2.zones","ant1ID_str","ant2ID_str","pair","T_start_UNIX","T_stop_UNIX","T_start_sec","T_stop_sec","frame_start","frame_stop","duration","unique_interaction_id","Act_Name","Rec_Name","predicted_Hit","PERIOD","REPLICATE"
62,131,2021-04-12 08:41:38,2021-04-12 08:42:32,1,"1-1,2-1",1877.41156702366,4097.08953406452,1.55564867445187,1788.27583236808,4189.68265617131,2.53044485200389,"1","1","ant_62","ant_131","62_131",2021-04-12 08:41:38,2021-04-12 08:42:32,1618216898.497,1618216952.998,4364,4800,54.6259999275208,193,"ant_62","ant_131",1,"whole_experiment","REP7/R7BP"
16,182,2021-04-12 08:48:13,2021-04-12 08:51:15,1,"1-1,1-2,2-1,2-2",2990.25976830468,3093.86169923693,2.39435843660463,2952.31063896141,3002.85291580465,0.771460243861655,"1","1","ant_16","ant_182","16_182",2021-04-12 08:48:13,2021-04-12 08:51:15,1618217293.001,1618217475.878,7520,8983,183.00200009346,343,"ant_182","ant_16",1,"whole_experiment","REP7/R7BP"
62,130,2021-04-12 09:11:12,2021-04-12 09:11:50,1,"1-1,2-1",1527.47545420618,3877.66534266424,-1.40254470691674,1519.9414951629,3762.59602486231,-2.07789107942492,"1","1","ant_62","ant_130","62_130",2021-04-12 09:11:12,2021-04-12 09:11:50,1618218672.766,1618218710.516,18558,18860,37.875,701,"ant_62","ant_130",1,"whole_experiment","REP7/R7BP"
54,171,2021-04-12 09:17:03,2021-04-12 09:17:15,1,"1-1,1-2",1519.65129993974,2355.55310804777,-0.396703635749047,1530.35264013218,2460.03384117849,-2.03500045086154,"1","1","ant_54","ant_171","54_171",2021-04-12 09:17:03,2021-04-12 09:17:15,1618219023.269,1618219035.269,21362,21458,12.125,778,"ant_171","ant_54",1,"whole_experiment","REP7/R7BP"
14,119,2021-04-12 09:20:34,2021-04-12 09:21:02,1,"1-1,2-1",1038.50209872531,1680.23611036866,-1.4503597902206,998.539681669129,1565.30393203273,-1.97505695527288,"1","1","ant_14","ant_119","14_119",2021-04-12 09:20:34,2021-04-12 09:21:02,1618219234.646,1618219262.647,23053,23277,28.1260001659393,839,"ant_14","ant_119",1,"whole_experiment","REP7/R7BP"
17,62,2021-04-12 09:25:12,2021-04-12 09:25:23,1,"1-1,1-2",2618.80425465668,3449.99275700629,2.64633065943185,2753.90762148607,3494.79377883481,-2.68492764828373,"1","1","ant_17","ant_62","17_62",2021-04-12 09:25:12,2021-04-12 09:25:23,1618219512.899,1618219523.775,25279,25366,11.0010001659393,932,"ant_62","ant_17",1,"whole_experiment","REP7/R7BP"
48,130,2021-04-12 09:30:03,2021-04-12 09:30:25,1,"1-1,1-2,2-1,2-2",1611.09658657686,2320.30215102912,1.86430775348758,1593.39921543135,2450.53665405635,-0.348159365204637,"1","1","ant_48","ant_130","48_130",2021-04-12 09:30:03,2021-04-12 09:30:25,1618219803.028,1618219825.028,27600,27776,22.125,1033,"ant_130","ant_48",1,"whole_experiment","REP7/R7BP"
106,149,2021-04-12 10:11:27,2021-04-12 10:11:56,1,"1-1,1-2",1537.00625804821,2918.78194320839,2.52302621510208,1577.17822986763,2791.81977535135,1.2764605918198,"1","1","ant_106","ant_149","106_149",2021-04-12 10:11:27,2021-04-12 10:11:56,1618222287.553,1618222316.553,47476,47708,29.125,1515,"ant_149","ant_106",1,"whole_experiment","REP7/R7BP"
54,123,2021-04-12 10:21:13,2021-04-12 10:21:33,1,"1-1,1-2,2-1",1632.92163139769,3478.92039046909,-0.973890195193957,1762.45568649805,3454.91126036964,1.0904871954695,"1","1","ant_54","ant_123","54_123",2021-04-12 10:21:13,2021-04-12 10:21:33,1618222873.434,1618222893.06,52163,52320,19.7509999275208,1648,"ant_123","ant_54",1,"whole_experiment","REP7/R7BP"
10,60,2021-04-12 10:23:26,2021-04-12 10:24:12,1,"1-1,2-1",3064.10310157865,2870.74270081374,1.62064696809404,2985.74945404295,2952.9452596167,2.37447449838072,"1","1","ant_10","ant_60","10_60",2021-04-12 10:23:26,2021-04-12 10:24:12,1618223006.561,1618223052.436,53228,53595,46,1681,"ant_10","ant_60",1,"whole_experiment","REP7/R7BP"
11,166,2021-04-12 12:11:13,2021-04-12 12:11:26,1,"1-1,1-2,2-1,2-2",1763.69710849256,2866.94713258927,-0.518520337124138,1742.80336270409,2777.8485412244,0.549184029222545,"1","1","ant_11","ant_166","11_166",2021-04-12 12:11:13,2021-04-12 12:11:26,1618229473.378,1618229486.003,104962,105063,12.75,3168,"ant_166","ant_11",1,"whole_experiment","REP7/R7BP"
158,159,2021-04-12 12:11:17,2021-04-12 12:11:27,1,"1-1,1-2",1895.27059234982,2762.87109014074,1.32425453083161,1899.340759197,2637.3141011768,1.6109025866977,"1","1","ant_158","ant_159","158_159",2021-04-12 12:11:17,2021-04-12 12:11:27,1618229477.003,1618229487.628,104991,105076,10.75,3171,"ant_159","ant_158",1,"whole_experiment","REP7/R7BP"
