"ant1","ant2","start","end","space","types","ant1.mean.x","ant1.mean.y","ant1.mean.angle","ant2.mean.x","ant2.mean.y","ant2.mean.angle","ant1.zones","ant2.zones","ant1ID_str","ant2ID_str","pair","T_start_UNIX","T_stop_UNIX","T_start_sec","T_stop_sec","frame_start","frame_stop","duration","unique_interaction_id","Act_Name","Rec_Name","predicted_Hit","PERIOD","REPLICATE"
85,86,2021-05-23 09:18:03,2021-05-23 09:19:30,1,"1-1,1-2",2125.57496925484,3907.07318915868,-3.06929937505912,2247.73621392029,3952.98889428919,-2.80803538716908,"1","1","ant_85","ant_86","85_86",2021-05-23 09:18:03,2021-05-23 09:19:30,1621761483.59,1621761570.466,12037,12732,87.0010001659393,364,"ant_86","ant_85",1,"whole_experiment","REP11/R11BS"
88,183,2021-05-23 09:34:04,2021-05-23 09:34:41,1,"1-1,1-2",1315.89160324353,3359.35528545481,-0.363169941920115,1199.29011405398,3297.6965518524,0.447455830535131,"1","1","ant_88","ant_183","88_183",2021-05-23 09:34:04,2021-05-23 09:34:41,1621762444.974,1621762481.85,19728,20023,37.0009999275208,548,"ant_183","ant_88",1,"whole_experiment","REP11/R11BS"
116,191,2021-05-23 09:40:21,2021-05-23 09:40:46,1,"1-1,1-2,2-1",749.884089406242,1754.97442491935,1.54691782895906,739.161743500845,1840.11822571173,0.170060693731843,"1","1","ant_116","ant_191","116_191",2021-05-23 09:40:21,2021-05-23 09:40:46,1621762821.103,1621762846.978,22737,22944,26,650,"ant_116","ant_191",1,"whole_experiment","REP11/R11BS"
46,54,2021-05-23 09:44:07,2021-05-23 09:44:46,1,"1-1,2-1",522.484033100749,2104.90989419691,1.57993595553517,508.210002631817,2223.84018899554,3.13416680212654,"1","1","ant_46","ant_54","46_54",2021-05-23 09:44:07,2021-05-23 09:44:46,1621763047.98,1621763086.605,24552,24861,38.75,686,"ant_46","ant_54",1,"whole_experiment","REP11/R11BS"
46,183,2021-05-23 10:34:54,2021-05-23 10:36:45,1,"1-1,2-1",761.761456652158,3249.507593734,1.2106363605396,794.150551608732,3354.82316953394,2.10811282799954,"1","1","ant_46","ant_183","46_183",2021-05-23 10:34:54,2021-05-23 10:36:45,1621766094.132,1621766205.383,48921,49811,111.375999927521,1406,"ant_46","ant_183",1,"whole_experiment","REP11/R11BS"
46,183,2021-05-23 10:37:27,2021-05-23 10:38:06,1,"1-1,2-1",789.08973271914,3235.52314264111,1.48698463356097,759.715876879504,3357.50090766872,2.10092316771824,"1","1","ant_46","ant_183","46_183",2021-05-23 10:37:27,2021-05-23 10:38:06,1621766247.509,1621766286.759,50148,50462,39.375,1427,"ant_46","ant_183",1,"whole_experiment","REP11/R11BS"
46,183,2021-05-23 10:38:33,2021-05-23 10:38:44,1,"1-1,2-1",733.447726251412,3235.07916636354,1.84536459344986,749.688622606461,3346.82692911123,2.16370173035552,"1","1","ant_46","ant_183","46_183",2021-05-23 10:38:33,2021-05-23 10:38:44,1621766313.884,1621766324.884,50679,50767,11.125,1441,"ant_46","ant_183",1,"whole_experiment","REP11/R11BS"
23,97,2021-05-23 10:46:56,2021-05-23 10:47:32,1,"1-1,2-1",1698.63600637993,2170.90064709396,2.73964195843592,1591.12074105227,2203.49036419467,1.99341110297169,"1","1","ant_23","ant_97","23_97",2021-05-23 10:46:56,2021-05-23 10:47:32,1621766816.138,1621766852.514,54697,54988,36.5009999275208,1552,"ant_97","ant_23",1,"whole_experiment","REP11/R11BS"
138,149,2021-05-23 11:14:40,2021-05-23 11:14:49,1,"1-1,1-2",907.321986372206,2122.47631149909,-1.08822791163035,839.136154249403,2212.11638610599,-0.537262840856336,"1","1","ant_138","ant_149","138_149",2021-05-23 11:14:40,2021-05-23 11:14:49,1621768480.905,1621768489.779,68015,68086,8.99900007247925,1900,"ant_149","ant_138",1,"whole_experiment","REP11/R11BS"
46,136,2021-05-23 12:06:11,2021-05-23 12:06:26,1,"1-1,2-1",504.591573704424,3051.71786535175,-1.51950496528943,572.866627104591,2923.86595808368,-1.32093029793994,"1","1","ant_46","ant_136","46_136",2021-05-23 12:06:11,2021-05-23 12:06:26,1621771571.433,1621771586.308,92739,92858,15,2546,"ant_46","ant_136",1,"whole_experiment","REP11/R11BS"
