"ant1","ant2","start","end","space","types","ant1.mean.x","ant1.mean.y","ant1.mean.angle","ant2.mean.x","ant2.mean.y","ant2.mean.angle","ant1.zones","ant2.zones","ant1ID_str","ant2ID_str","pair","T_start_UNIX","T_stop_UNIX","T_start_sec","T_stop_sec","frame_start","frame_stop","duration","unique_interaction_id","Act_Name","Rec_Name","predicted_Hit","PERIOD","REPLICATE"
16,87,2021-07-20 08:38:39,2021-07-20 08:39:59,1,"1-1,1-2,2-1,2-2",2601.33515997649,3136.39428288097,-0.0562160050285582,2734.77434970538,3133.29481859283,-2.27049342106334,"1","1","ant_16","ant_87","16_87",2021-07-20 08:38:39,2021-07-20 08:39:59,1626770319.107,1626770399.857,9381,10027,80.875,226,"ant_16","ant_87",1,"whole_experiment","REP12/R12BP"
16,87,2021-07-20 08:40:38,2021-07-20 08:41:43,1,"1-1,2-1",2681.94592759492,3176.43811014628,-1.59691688151703,2744.55317576826,3088.46209606483,-2.30791060031391,"1","1","ant_16","ant_87","16_87",2021-07-20 08:40:38,2021-07-20 08:41:43,1626770438.608,1626770503.984,10337,10860,65.5009999275208,251,"ant_16","ant_87",1,"whole_experiment","REP12/R12BP"
148,166,2021-07-20 08:47:57,2021-07-20 08:48:06,1,"1-1,1-2,2-1,2-2",1516.84600671191,3111.03142814519,1.64425836988378,1478.96332844845,3246.23646503474,-0.839467048309882,"1","1","ant_148","ant_166","148_166",2021-07-20 08:47:57,2021-07-20 08:48:06,1626770877.987,1626770886.862,13852,13923,9,336,"ant_148","ant_166",1,"whole_experiment","REP12/R12BP"
27,176,2021-07-20 08:52:45,2021-07-20 08:53:08,1,"1-1,1-2",1721.54208129724,3531.00122841277,0.947347253778558,1675.1337494429,3411.85750581485,0.934924337111078,"1","1","ant_27","ant_176","27_176",2021-07-20 08:52:45,2021-07-20 08:53:08,1626771165.239,1626771188.99,16150,16340,23.8759999275208,395,"ant_176","ant_27",1,"whole_experiment","REP12/R12BP"
100,164,2021-07-20 09:05:24,2021-07-20 09:07:47,1,"1-1,1-2",2897.29889299098,3635.76488645715,2.49539179178778,2912.00835792514,3510.3850733161,1.58990635752659,"1","1","ant_100","ant_164","100_164",2021-07-20 09:05:24,2021-07-20 09:07:47,1626771924.372,1626772067.123,22223,23365,142.875999927521,511,"ant_164","ant_100",1,"whole_experiment","REP12/R12BP"
29,100,2021-07-20 09:07:54,2021-07-20 09:08:05,1,"1-1,2-1",3037.49116973345,3762.5787868826,-2.85948038470394,2926.45096930919,3672.5087346418,-2.87224332082205,"1","1","ant_29","ant_100","29_100",2021-07-20 09:07:54,2021-07-20 09:08:05,1626772074.998,1626772085.749,23428,23514,10.8760001659393,514,"ant_29","ant_100",1,"whole_experiment","REP12/R12BP"
157,176,2021-07-20 09:07:57,2021-07-20 09:08:41,1,"1-1,1-2,2-1",1290.54782116518,3175.85690894544,0.441187765352562,1182.16257012201,3234.51612944663,-0.550258283577401,"1","1","ant_157","ant_176","157_176",2021-07-20 09:07:57,2021-07-20 09:08:41,1626772077.124,1626772121.499,23445,23800,44.5,522,"ant_176","ant_157",1,"whole_experiment","REP12/R12BP"
4,75,2021-07-20 09:26:14,2021-07-20 09:26:25,1,"1-1,2-1",2730.3580096898,3353.21784327448,-2.76237396111538,2707.33348456539,3235.76585057213,-1.43080078608749,"1","1","ant_4","ant_75","4_75",2021-07-20 09:26:14,2021-07-20 09:26:25,1626773174.384,1626773185.258,32223,32310,10.9989998340607,739,"ant_4","ant_75",1,"whole_experiment","REP12/R12BP"
144,184,2021-07-20 09:51:44,2021-07-20 09:52:09,1,"1-1,1-2,2-1,2-2",1631.12883167836,3796.0688322186,1.23287598960397,1594.30513603043,3746.39793433274,1.88922300872102,"1","1","ant_144","ant_184","144_184",2021-07-20 09:51:44,2021-07-20 09:52:09,1626774704.773,1626774729.023,44466,44660,24.375,1218,"ant_144","ant_184",1,"whole_experiment","REP12/R12BP"
18,133,2021-07-20 10:40:26,2021-07-20 10:40:51,1,"1-1,2-1",2299.05402318284,3932.21009561139,0.323026384751291,2422.55557876267,3994.4116086449,0.565270795782062,"1","1","ant_18","ant_133","18_133",2021-07-20 10:40:26,2021-07-20 10:40:51,1626777626.301,1626777651.55,67838,68040,25.3739998340607,1749,"ant_18","ant_133",1,"whole_experiment","REP12/R12BP"
